				
	hydratovat	hydratovaný	V-ovat --> A-ovaný	
				
	inkubovat	inkubovaný	V-at --> A-aný	
	inkubovat	inkubovaný	V-ovat --> A-ovaný	
				
	kampovat	kampovaný	V-at --> A-aný	
	kampovat	kampovaný	V-ovat --> A-ovaný	
				
*	kasírovat	kašírovaný	V-at --> A-aný	CHANGE: s -> š
*	kasírovat	kašírovaný	V-ovat --> A-ovaný	CHANGE: s -> š
	kašírovat	kašírovaný	V-at --> A-aný	
	kašírovat	kašírovaný	V-ovat --> A-ovaný	
				
	kompotovat	kompotovaný	V-at --> A-aný	
	kompotovat	kompotovaný	V-ovat --> A-ovaný	
				
*	kulovat	koulovaný	V-at --> A-aný	CHANGE: u -> ou
*	kulovat	koulovaný	V-ovat --> A-ovaný	CHANGE: u -> ou
				
	mikrofilmovat	mikrofilmovaný	V-at --> A-aný	
	mikrofilmovat	mikrofilmovaný	V-ovat --> A-ovaný	
				
	militarizovat	militarizovaný	V-at --> A-aný	
	militarizovat	militarizovaný	V-ovat --> A-ovaný	
				
	monumentalizovat	monumentalizovaný	V-at --> A-aný	
	monumentalizovat	monumentalizovaný	V-ovat --> A-ovaný	
				
	napajcovat	napajcovaný	V-at --> A-aný	
	napajcovat	napajcovaný	V-ovat --> A-ovaný	
				
*	naparovat	napařovaný	V-at --> A-aný	CHANGE: r -> ř
*	naparovat	napařovaný	V-ovat --> A-ovaný	CHANGE: r -> ř
				
*	narýhovat	narýžovaný	V-at --> A-aný	CHANGE: h -> ž
*	narýhovat	narýžovaný	V-ovat --> A-ovaný	CHANGE: h -> ž
				
*	navarovat	navařovaný	V-at --> A-aný	CHANGE: r -> ř
*	navarovat	navařovaný	V-ovat --> A-ovaný	CHANGE: r -> ř
				
*	navazovat	navažovaný	V-at --> A-aný	CHANGE: z -> ž
*	navazovat	navažovaný	V-ovat --> A-ovaný	CHANGE: z -> ž
				
*	obdarovat	obdařovaný	V-at --> A-aný	CHANGE: r -> ř
*	obdarovat	obdařovaný	V-ovat --> A-ovaný	CHANGE: r -> ř
				
*	odhlasovat	odhlašovaný	V-at --> A-aný	CHANGE: s -> š
*	odhlasovat	odhlašovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
*	odlisovat	odlišovaný	V-at --> A-aný	CHANGE: s -> š
*	odlisovat	odlišovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
	odminovat	odminovaný	V-at --> A-aný	
	odminovat	odminovaný	V-ovat --> A-ovaný	
				
	odpoetizovat	odpoetizovaný	V-at --> A-aný	
	odpoetizovat	odpoetizovaný	V-ovat --> A-ovaný	
				
*	odstíňovat	odstiňovaný	V-at --> A-aný	CHANGE: í -> i
*	odstíňovat	odstiňovaný	V-ovat --> A-ovaný	CHANGE: í -> i
				
*	odtlakovat	odtlačovaný	V-at --> A-aný	CHANGE: k -> č
*	odtlakovat	odtlačovaný	V-ovat --> A-ovaný	CHANGE: k -> č
				
*	oklesťovat	oklešťovaný	V-at --> A-aný	CHANGE: s -> š
*	oklesťovat	oklešťovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
	okolkovat	okolkovaný	V-at --> A-aný	
	okolkovat	okolkovaný	V-ovat --> A-ovaný	
				
*	okrášlovat	okrašlovaný	V-at --> A-aný	CHANGE: á -> a
*	okrášlovat	okrašlovaný	V-ovat --> A-ovaný	CHANGE: á -> a
				
	opajcovat	opajcovaný	V-at --> A-aný	
	opajcovat	opajcovaný	V-ovat --> A-ovaný	
				
*	opancéřovat	opancířovaný	V-at --> A-aný	CHANGE: é -> í
*	opancéřovat	opancířovaný	V-ovat --> A-ovaný	CHANGE: é -> í
				
*	opatrovat	opatřovaný	V-at --> A-aný	CHANGE: r -> ř
*	opatrovat	opatřovaný	V-ovat --> A-ovaný	CHANGE: r -> ř
				
*	osídlovat	osidlovaný	V-at --> A-aný	CHANGE: í -> i
*	osídlovat	osidlovaný	V-ovat --> A-ovaný	CHANGE: í -> i
				
*	osidlovat	osídlovaný	V-at --> A-aný	CHANGE: i -> í
*	osidlovat	osídlovaný	V-ovat --> A-ovaný	CHANGE: i -> í
				
*	očisťovat	očišťovaný	V-at --> A-aný	CHANGE: s -> š
*	očisťovat	očišťovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
*	parafínovat	parafinovaný	V-at --> A-aný	CHANGE: í -> i
*	parafínovat	parafinovaný	V-ovat --> A-ovaný	CHANGE: í -> i
				
*	pásovat	pasovaný	V-at --> A-aný	CHANGE: á -> a
*	pásovat	pasovaný	V-ovat --> A-ovaný	CHANGE: á -> a
				
*	pasovat	pásovaný	V-at --> A-aný	CHANGE: a -> á
*	pasovat	pásovaný	V-ovat --> A-ovaný	CHANGE: a -> á
				
	patetizovat	patetizovaný	V-at --> A-aný	
	patetizovat	patetizovaný	V-ovat --> A-ovaný	
				
*	peskovat	pískovaný	V-at --> A-aný	CHANGE: e -> í
*	peskovat	pískovaný	V-ovat --> A-ovaný	CHANGE: e -> í
				
*	podminovat	podmiňovaný	V-at --> A-aný	CHANGE: n -> ň
*	podminovat	podmiňovaný	V-ovat --> A-ovaný	CHANGE: n -> ň
				
	poetizovat	poetizovaný	V-at --> A-aný	
	poetizovat	poetizovaný	V-ovat --> A-ovaný	
				
	postulovat	postulovaný	V-at --> A-aný	
	postulovat	postulovaný	V-ovat --> A-ovaný	
				
*	pučovat	poučovaný	V-at --> A-aný	CHANGE: u -> ou
*	pučovat	poučovaný	V-ovat --> A-ovaný	CHANGE: u -> ou
				
*	predisponovat	předisponovaný	V-at --> A-aný	CHANGE: r -> ř
*	predisponovat	předisponovaný	V-ovat --> A-ovaný	CHANGE: r -> ř
				
*	prevalovat	převalovaný	V-at --> A-aný	CHANGE: r -> ř
*	prevalovat	převalovaný	V-ovat --> A-ovaný	CHANGE: r -> ř
				
*	prohlasovat	prohlašovaný	V-at --> A-aný	CHANGE: s -> š
*	prohlasovat	prohlašovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
*	prostepovat	proštepovaný	V-at --> A-aný	CHANGE: s -> š
*	prostepovat	proštepovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
*	přehlasovat	přehlašovaný	V-at --> A-aný	CHANGE: s -> š
*	přehlasovat	přehlašovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
*	přemísťovat	přemisťovaný	V-at --> A-aný	CHANGE: í -> i
*	přemísťovat	přemisťovaný	V-ovat --> A-ovaný	CHANGE: í -> i
				
*	přemisťovat	přemísťovaný	V-at --> A-aný	CHANGE: i -> í
*	přemisťovat	přemísťovaný	V-ovat --> A-ovaný	CHANGE: i -> í
				
*	přesidlovat	přesídlovaný	V-at --> A-aný	CHANGE: i -> í
*	přesidlovat	přesídlovaný	V-ovat --> A-ovaný	CHANGE: i -> í
				
*	převychovat	převyšovaný	V-at --> A-aný	CHANGE: ch -> š
*	převychovat	převyšovaný	V-ovat --> A-ovaný	CHANGE: ch -> š
				
*	přikrášlovat	přikrašlovaný	V-at --> A-aný	CHANGE: á -> a
*	přikrášlovat	přikrašlovaný	V-ovat --> A-ovaný	CHANGE: á -> a
				
*	přikrašlovat	přikrášlovaný	V-at --> A-aný	CHANGE: a -> á
*	přikrašlovat	přikrášlovaný	V-ovat --> A-ovaný	CHANGE: a -> á
				
*	přizvukovat	přízvukovaný	V-at --> A-aný	CHANGE: i -> í
*	přizvukovat	přízvukovaný	V-ovat --> A-ovaný	CHANGE: i -> í
				
	reanimovat	reanimovaný	V-at --> A-aný	
	reanimovat	reanimovaný	V-ovat --> A-ovaný	
				
	redislokovat	redislokovaný	V-at --> A-aný	
	redislokovat	redislokovaný	V-ovat --> A-ovaný	
				
*	rozmasírovat	rozmašírovaný	V-at --> A-aný	CHANGE: s -> š
*	rozmasírovat	rozmašírovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
*	rozmísťovat	rozmisťovaný	V-at --> A-aný	CHANGE: í -> i
*	rozmísťovat	rozmisťovaný	V-ovat --> A-ovaný	CHANGE: í -> i
				
*	rozmisťovat	rozmísťovaný	V-at --> A-aný	CHANGE: i -> í
*	rozmisťovat	rozmísťovaný	V-ovat --> A-ovaný	CHANGE: i -> í
				
	seberealizovat	seberealizovaný	V-at --> A-aný	
	seberealizovat	seberealizovaný	V-ovat --> A-ovaný	
				
*	sladovat	slaďovaný	V-at --> A-aný	CHANGE: d -> ď
*	sladovat	slaďovaný	V-ovat --> A-ovaný	CHANGE: d -> ď
				
	slovakizovat	slovakizovaný	V-at --> A-aný	
	slovakizovat	slovakizovaný	V-ovat --> A-ovaný	
				
*	směrovat	směřovaný	V-at --> A-aný	CHANGE: r -> ř
*	směrovat	směřovaný	V-ovat --> A-ovaný	CHANGE: r -> ř
				
*	směsovat	směšovaný	V-at --> A-aný	CHANGE: s -> š
*	směsovat	směšovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
	spresovat	spresovaný	V-at --> A-aný	
	spresovat	spresovaný	V-ovat --> A-ovaný	
				
*	stěhovat	stěžovaný	V-at --> A-aný	CHANGE: h -> ž
*	stěhovat	stěžovaný	V-ovat --> A-ovaný	CHANGE: h -> ž
				
	sudovat	sudovaný	V-at --> A-aný	
	sudovat	sudovaný	V-ovat --> A-ovaný	
				
	superlegalizovat	superlegalizovaný	V-at --> A-aný	
	superlegalizovat	superlegalizovaný	V-ovat --> A-ovaný	
				
*	svahovat	svažovaný	V-at --> A-aný	CHANGE: h -> ž
*	svahovat	svažovaný	V-ovat --> A-ovaný	CHANGE: h -> ž
*	svazovat	svažovaný	V-at --> A-aný	CHANGE: z -> ž
*	svazovat	svažovaný	V-ovat --> A-ovaný	CHANGE: z -> ž
				
*	sítovat	síťovaný	V-at --> A-aný	CHANGE: t -> ť
*	sítovat	síťovaný	V-ovat --> A-ovaný	CHANGE: t -> ť
				
*	termínovat	terminovaný	V-at --> A-aný	CHANGE: í -> i
*	termínovat	terminovaný	V-ovat --> A-ovaný	CHANGE: í -> i
				
*	terminovat	termínovaný	V-at --> A-aný	CHANGE: i -> í
*	terminovat	termínovaný	V-ovat --> A-ovaný	CHANGE: i -> í
				
*	torpédovat	torpedovaný	V-at --> A-aný	CHANGE: é -> e
*	torpédovat	torpedovaný	V-ovat --> A-ovaný	CHANGE: é -> e
				
*	torpedovat	torpédovaný	V-at --> A-aný	CHANGE: e -> é
*	torpedovat	torpédovaný	V-ovat --> A-ovaný	CHANGE: e -> é
				
	trapovat	trapovaný	V-at --> A-aný	
	trapovat	trapovaný	V-ovat --> A-ovaný	
				
	travestovat	travestovaný	V-at --> A-aný	
	travestovat	travestovaný	V-ovat --> A-ovaný	
				
*	umísťovat	umisťovaný	V-at --> A-aný	CHANGE: í -> i
*	umísťovat	umisťovaný	V-ovat --> A-ovaný	CHANGE: í -> i
				
*	umisťovat	umísťovaný	V-at --> A-aný	CHANGE: i -> í
*	umisťovat	umísťovaný	V-ovat --> A-ovaný	CHANGE: i -> í
				
*	usídlovat	usidlovaný	V-at --> A-aný	CHANGE: í -> i
*	usídlovat	usidlovaný	V-ovat --> A-ovaný	CHANGE: í -> i
				
*	uvazovat	uvažovaný	V-at --> A-aný	CHANGE: z -> ž
*	uvazovat	uvažovaný	V-ovat --> A-ovaný	CHANGE: z -> ž
				
	verbalizovat	verbalizovaný	V-at --> A-aný	
	verbalizovat	verbalizovaný	V-ovat --> A-ovaný	
				
*	vpasovat	vpašovaný	V-at --> A-aný	CHANGE: s -> š
*	vpasovat	vpašovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
*	vycepovat	vyčepovaný	V-at --> A-aný	CHANGE: c -> č
*	vycepovat	vyčepovaný	V-ovat --> A-ovaný	CHANGE: c -> č
				
	vyfutrovat	vyfutrovaný	V-at --> A-aný	
	vyfutrovat	vyfutrovaný	V-ovat --> A-ovaný	
				
*	vyhlasovat	vyhlašovaný	V-at --> A-aný	CHANGE: s -> š
*	vyhlasovat	vyhlašovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
*	vykachlíčkovat	vykachličkovaný	V-at --> A-aný	CHANGE: í -> i
*	vykachlíčkovat	vykachličkovaný	V-ovat --> A-ovaný	CHANGE: í -> i
				
*	vykachličkovat	vykachlíčkovaný	V-at --> A-aný	CHANGE: i -> í
*	vykachličkovat	vykachlíčkovaný	V-ovat --> A-ovaný	CHANGE: i -> í
				
*	vylistovat	vylištovaný	V-at --> A-aný	CHANGE: s -> š
*	vylistovat	vylištovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
*	vyluhovat	vylouhovaný	V-at --> A-aný	CHANGE: u -> ou
*	vyluhovat	vylouhovaný	V-ovat --> A-ovaný	CHANGE: u -> ou
				
	vypakovat	vypakovaný	V-at --> A-aný	
	vypakovat	vypakovaný	V-ovat --> A-ovaný	
				
	vypaličkovat	vypaličkovaný	V-at --> A-aný	
	vypaličkovat	vypaličkovaný	V-ovat --> A-ovaný	
				
*	vypeskovat	vypískovaný	V-at --> A-aný	CHANGE: e -> í
*	vypeskovat	vypískovaný	V-ovat --> A-ovaný	CHANGE: e -> í
*	vypiskovat	vypískovaný	V-at --> A-aný	CHANGE: i -> í
*	vypiskovat	vypískovaný	V-ovat --> A-ovaný	CHANGE: i -> í
	vypískovat	vypískovaný	V-at --> A-aný	
	vypískovat	vypískovaný	V-ovat --> A-ovaný	
				
	vypulírovat	vypulírovaný	V-at --> A-aný	
	vypulírovat	vypulírovaný	V-ovat --> A-ovaný	
				
*	vyramovat	vyrámovaný	V-at --> A-aný	CHANGE: a -> á
*	vyramovat	vyrámovaný	V-ovat --> A-ovaný	CHANGE: a -> á
				
*	vysídlovat	vysidlovaný	V-at --> A-aný	CHANGE: í -> i
*	vysídlovat	vysidlovaný	V-ovat --> A-ovaný	CHANGE: í -> i
				
*	vysidlovat	vysídlovaný	V-at --> A-aný	CHANGE: i -> í
*	vysidlovat	vysídlovaný	V-ovat --> A-ovaný	CHANGE: i -> í
				
*	vystepovat	vyštepovaný	V-at --> A-aný	CHANGE: s -> š
*	vystepovat	vyštepovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
	vytušovat	vytušovaný	V-at --> A-aný	
	vytušovat	vytušovaný	V-ovat --> A-ovaný	
				
*	vytříďovat	vytřiďovaný	V-at --> A-aný	CHANGE: í -> i
*	vytříďovat	vytřiďovaný	V-ovat --> A-ovaný	CHANGE: í -> i
				
*	vyvarovat	vyvařovaný	V-at --> A-aný	CHANGE: r -> ř
*	vyvarovat	vyvařovaný	V-ovat --> A-ovaný	CHANGE: r -> ř
				
*	vyvazovat	vyvažovaný	V-at --> A-aný	CHANGE: z -> ž
*	vyvazovat	vyvažovaný	V-ovat --> A-ovaný	CHANGE: z -> ž
				
	vyventilovat	vyventilovaný	V-at --> A-aný	
	vyventilovat	vyventilovaný	V-ovat --> A-ovaný	
				
*	zadrhovat	zadržovaný	V-at --> A-aný	CHANGE: h -> ž
*	zadrhovat	zadržovaný	V-ovat --> A-ovaný	CHANGE: h -> ž
				
	zaflekovat	zaflekovaný	V-at --> A-aný	
	zaflekovat	zaflekovaný	V-ovat --> A-ovaný	
				
*	zahalovat	zažalovaný	V-at --> A-aný	CHANGE: h -> ž
*	zahalovat	zažalovaný	V-ovat --> A-ovaný	CHANGE: h -> ž
				
*	zalistovat	zalištovaný	V-at --> A-aný	CHANGE: s -> š
*	zalistovat	zalištovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
	zalígrovat	zalígrovaný	V-at --> A-aný	
	zalígrovat	zalígrovaný	V-ovat --> A-ovaný	
				
	zaminovat	zaminovaný	V-at --> A-aný	
	zaminovat	zaminovaný	V-ovat --> A-ovaný	
				
*	zarizovat	zařizovaný	V-at --> A-aný	CHANGE: r -> ř
*	zarizovat	zařizovaný	V-ovat --> A-ovaný	CHANGE: r -> ř
				
*	zastepovat	zaštepovaný	V-at --> A-aný	CHANGE: s -> š
*	zastepovat	zaštepovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
*	zastrachovat	zastrašovaný	V-at --> A-aný	CHANGE: ch -> š
*	zastrachovat	zastrašovaný	V-ovat --> A-ovaný	CHANGE: ch -> š
				
*	zastupovat	zaštupovaný	V-at --> A-aný	CHANGE: s -> š
*	zastupovat	zaštupovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
	zatemovat	zatemovaný	V-at --> A-aný	
	zatemovat	zatemovaný	V-ovat --> A-ovaný	
				
*	zavarovat	zavařovaný	V-at --> A-aný	CHANGE: r -> ř
*	zavarovat	zavařovaný	V-ovat --> A-ovaný	CHANGE: r -> ř
				
*	zavinovat	zaviňovaný	V-at --> A-aný	CHANGE: n -> ň
*	zavinovat	zaviňovaný	V-ovat --> A-ovaný	CHANGE: n -> ň
				
*	zavlahovat	zavlažovaný	V-at --> A-aný	CHANGE: h -> ž
*	zavlahovat	zavlažovaný	V-ovat --> A-ovaný	CHANGE: h -> ž
				
*	zdrhovat	zdržovaný	V-at --> A-aný	CHANGE: h -> ž
*	zdrhovat	zdržovaný	V-ovat --> A-ovaný	CHANGE: h -> ž
				
	zkoulovat	zkoulovaný	V-at --> A-aný	
	zkoulovat	zkoulovaný	V-ovat --> A-ovaný	
				
	zmasírovat	zmasírovaný	V-at --> A-aný	
	zmasírovat	zmasírovaný	V-ovat --> A-ovaný	
				
*	znečisťovat	znečišťovaný	V-at --> A-aný	CHANGE: s -> š
*	znečisťovat	znečišťovaný	V-ovat --> A-ovaný	CHANGE: s -> š
				
*	zpřesňovat	zpřísňovaný	V-at --> A-aný	CHANGE: e -> í
*	zpřesňovat	zpřísňovaný	V-ovat --> A-ovaný	CHANGE: e -> í
				
	zrajtovat	zrajtovaný	V-at --> A-aný	
	zrajtovat	zrajtovaný	V-ovat --> A-ovaný	
				
*	zvěcňovat	zvěčňovaný	V-at --> A-aný	CHANGE: c -> č
*	zvěcňovat	zvěčňovaný	V-ovat --> A-ovaný	CHANGE: c -> č
				
*	zúrokovat	zúročovaný	V-at --> A-aný	CHANGE: k -> č
*	zúrokovat	zúročovaný	V-ovat --> A-ovaný	CHANGE: k -> č
				
	---------------------------------			
	572 GROUPS FOR RULE COMBINATION: V-it --> A-ící, V-t --> A-cí			
				
*	bulit	boulící	V-it --> A-ící	CHANGE: u -> ou
				
*	bystřet	bystřící	V-t --> A-cí	CHANGE: e -> í
				
	danit	danící	V-it --> A-ící	
	danit	danící	V-t --> A-cí	CHANGE: i -> í
				
	divočet	divočící	V-t --> A-cí	CHANGE: e -> í
				
*	dlužit	dloužící	V-it --> A-ící	CHANGE: u -> ou
				
*	dojet	dojící	V-t --> A-cí	CHANGE: e -> í
	dojit	dojící	V-it --> A-ící	
	dojit	dojící	V-t --> A-cí	CHANGE: i -> í
*	dojít	dojící	V-t --> A-cí	
				
	dvořit	dvořící	V-it --> A-ící	
	dvořit	dvořící	V-t --> A-cí	CHANGE: i -> í
				
	kuklit	kuklící	V-it --> A-ící	
	kuklit	kuklící	V-t --> A-cí	CHANGE: i -> í
				
	mořit	mořící	V-it --> A-ící	
	mořit	mořící	V-t --> A-cí	CHANGE: i -> í
				
	myslit	myslící	V-it --> A-ící	
	myslit	myslící	V-t --> A-cí	CHANGE: i -> í
				
*	plužit	ploužící	V-it --> A-ící	CHANGE: u -> ou
				
	pochodit	pochodící	V-it --> A-ící	
	pochodit	pochodící	V-t --> A-cí	CHANGE: i -> í
				
*	pojít	pojící	V-t --> A-cí	
				
*	polít	půlící	V-t --> A-cí	CHANGE: o -> ů
				
*	prosít	prosící	V-t --> A-cí	
				
	proudit	proudící	V-it --> A-ící	
	proudit	proudící	V-t --> A-cí	CHANGE: i -> í
*	prudit	proudící	V-it --> A-ící	CHANGE: u -> ou
				
*	prýštit	pryštící	V-it --> A-ící	CHANGE: ý -> y
				
*	pryštit	prýštící	V-it --> A-ící	CHANGE: y -> ý
				
	pučit	pučící	V-it --> A-ící	
	pučit	pučící	V-t --> A-cí	CHANGE: i -> í
				
	sebevraždit	sebevraždící	V-it --> A-ící	
	sebevraždit	sebevraždící	V-t --> A-cí	CHANGE: i -> í
				
	sladit	sladící	V-it --> A-ící	
	sladit	sladící	V-t --> A-cí	CHANGE: i -> í
				
*	soužít	soužící	V-t --> A-cí	
				
	stolit	stolící	V-it --> A-ící	
	stolit	stolící	V-t --> A-cí	CHANGE: i -> í
				
	stranit	stranící	V-it --> A-ící	
	stranit	stranící	V-t --> A-cí	CHANGE: i -> í
				
	stražit	strážící	V-it --> A-ící	CHANGE: a -> á
				
*	svařit	svářící	V-it --> A-ící	CHANGE: a -> á
	svářit	svářící	V-it --> A-ící	
	svářit	svářící	V-t --> A-cí	CHANGE: i -> í
				
	tarasit	tarasící	V-it --> A-ící	
	tarasit	tarasící	V-t --> A-cí	CHANGE: i -> í
				
*	tužit	toužící	V-it --> A-ící	CHANGE: u -> ou
				
	trčit	trčící	V-it --> A-ící	
	trčit	trčící	V-t --> A-cí	CHANGE: i -> í
				
*	učít	učící	V-t --> A-cí	
				
*	vrazit	vražící	V-it --> A-ící	CHANGE: z -> ž
				
	vážit	vážící	V-it --> A-ící	
	vážit	vážící	V-t --> A-cí	CHANGE: i -> í
				
*	věsit	věšící	V-it --> A-ící	CHANGE: s -> š
				
*	věstit	věštící	V-it --> A-ící	CHANGE: s -> š
				
	vězit	vězící	V-it --> A-ící	
	vězit	vězící	V-t --> A-cí	CHANGE: i -> í
				
*	zavodit	závodící	V-it --> A-ící	CHANGE: a -> á
				
*	zráčit	zračící	V-it --> A-ící	CHANGE: á -> a
				
	zurčit	zurčící	V-it --> A-ící	
	zurčit	zurčící	V-t --> A-cí	CHANGE: i -> í
				
	zvučit	zvučící	V-it --> A-ící	
	zvučit	zvučící	V-t --> A-cí	CHANGE: i -> í
				
	čiřit	čiřící	V-it --> A-ící	
	čiřit	čiřící	V-t --> A-cí	CHANGE: i -> í
*	čířit	čiřící	V-it --> A-ící	CHANGE: í -> i
				
*	čudit	čoudící	V-it --> A-ící	CHANGE: u -> ou
				
*	řádit	řadící	V-it --> A-ící	CHANGE: á -> a
				
*	řadit	řádící	V-it --> A-ící	CHANGE: a -> á
				
	želet	želící	V-t --> A-cí	CHANGE: e -> í
				
	---------------------------------			
	454 GROUPS FOR RULE COMBINATION: N-a --> A-ův			
				
*	Augusta	Augustův	N-a --> A-ův	
				
*	Bába	Babův	N-a --> A-ův	CHANGE: á -> a
				
*	Baba	Bábův	N-a --> A-ův	CHANGE: a -> á
				
*	Bárta	Bartův	N-a --> A-ův	CHANGE: á -> a
				
*	Barta	Bártův	N-a --> A-ův	CHANGE: a -> á
				
*	Bata	Baťův	N-a --> A-ův	CHANGE: t -> ť
	Baťa	Baťův	N-a --> A-ův	
				
*	Bača	Báčův	N-a --> A-ův	CHANGE: a -> á
	Báča	Báčův	N-a --> A-ův	
				
*	Baňa	Báňův	N-a --> A-ův	CHANGE: a -> á
	Báňa	Báňův	N-a --> A-ův	
				
*	Béla	Belův	N-a --> A-ův	CHANGE: é -> e
				
*	Bela	Bélův	N-a --> A-ův	CHANGE: e -> é
				
*	Bela	Bílův	N-a --> A-ův	CHANGE: e -> í
*	Béla	Bílův	N-a --> A-ův	CHANGE: é -> í
*	Běla	Bílův	N-a --> A-ův	CHANGE: ě -> í
				
	Belica	Belicův	N-a --> A-ův	
				
*	Bena	Bínův	N-a --> A-ův	CHANGE: e -> í
*	Bina	Bínův	N-a --> A-ův	CHANGE: i -> í
				
*	Béza	Bezův	N-a --> A-ův	CHANGE: é -> e
				
*	Beza	Bézův	N-a --> A-ův	CHANGE: e -> é
				
*	Beza	Bízův	N-a --> A-ův	CHANGE: e -> í
*	Béza	Bízův	N-a --> A-ův	CHANGE: é -> í
				
*	Bína	Binův	N-a --> A-ův	CHANGE: í -> i
				
*	Blaga	Blažův	N-a --> A-ův	CHANGE: g -> ž
*	Blaha	Blažův	N-a --> A-ův	CHANGE: h -> ž
	Blaža	Blažův	N-a --> A-ův	
*	Bláža	Blažův	N-a --> A-ův	CHANGE: á -> a
				
*	Bláha	Blahův	N-a --> A-ův	CHANGE: á -> a
				
*	Blaha	Bláhův	N-a --> A-ův	CHANGE: a -> á
				
*	Blaža	Blážův	N-a --> A-ův	CHANGE: a -> á
*	Bláha	Blážův	N-a --> A-ův	CHANGE: h -> ž
	Bláža	Blážův	N-a --> A-ův	
				
*	Boda	Boďův	N-a --> A-ův	CHANGE: d -> ď
				
*	Boruta	Bořutův	N-a --> A-ův	CHANGE: r -> ř
				
	Bouda	Boudův	N-a --> A-ův	
*	Buda	Boudův	N-a --> A-ův	CHANGE: u -> ou
				
*	Bura	Bourův	N-a --> A-ův	CHANGE: u -> ou
				
