míca	acím	míc-a			
coca	acoc	coca			
marca	acram	marc-a			
porca	acrop	porca			
čáča	ačáč	čáč-a			
číča	ačíč	číč-a			
dá	ád	d-á			
hada	adah	had-a			
olympiáda	adáipmylo	olymp-iád-a	opraveno		
dekáda	adáked	dek-ád-a			
nálada	adalán	ná-lad-a			
milada	adalim	milad-a			
přikládá	ádálkiřp	při-klád-á			
předpokládá	ádálkopdeřp	před-po-klád-á			
skládá	ádálks	s-klád-á			
ukládá	ádálku	u-klád-á			
mladá	ádalm	mlad-á			
vláda	adálv	vlád-a			
převládá	ádálveřp	pře-vlád-á			
ovládá	ádálvo	o-vlád-á			
hromada	adamorh	hromad-a			
armáda	adámra	armád-a			
kanada	adanak	kanad-a			
nanonáda	adánonan	nanon-ád-a			
padá	ádap	pad-á			
napadá	ádapan	na-pad-á			
zapadá	ádapaz	za-pad-á			
přepadá	ádapeřp	pře-pad-á			
připadá	ádapiřp	při-pad-á			
spadá	ádaps	s-pad-á			
nespadá	ádapsen	ne-s-pad-á			
vypadá	ádapyv	vy-pad-á			
rada	adar	rad-a			
rada	adar	rada			
ráda	adár	rád-a			
kamaráda	adáramak	kamarád-a			
nerada	adaren	ne-rad-a			
grada	adarg	grad-a			
zahrada	adarhaz	za-hrad-a			
přehrada	adarheřp	pře-hrad-a			
porada	adarop	po-rad-a			
řada	adař	řad-a			
pořádá	ádářop	po-řád-á			
zásada	adasáz	zá-sad-a			
vada	adav	vad-a			
závada	adaváz	zá-vad-a			
záda	adáz	zád-a			
vyžádá	ádážyv	vy-žád-á			
běda	aděb	běd-a			
lebeda	adebel	lebed-a			
oběda	aděbo	oběd-a			
děda	aděd	děd-a			
gottfrieda	adeirfttog	gottfried-a			
gottfrijeda	adejirfttog	gottfrijed-a			
bledá	ádelb	bled-á			
hledá	ádelh	hled-á			
shledá	ádelhs	s-hled-á			
nedá	áden	ne-d-á			
hněda	aděnh	hněd-a			
snědá	áděns	sněd-á			
středa	adeřts	střed-a			
sedá	ádes	sed-á			
předseda	adesdeřp	před-sed-a			
souseda	adesuos	sou-sed-a			
teda	adet	teda			
věda	aděv	věd-a			
medvěda	aděvdem	medvěd-a			
přírodověda	aděvodorířp	pří-rod-o-věd-a			
nápověda	aděvopán	ná-po-věd-a			
zvedá	ádevz	z-ved-á			
bída	adíb	bíd-a			
jídá	ádíj	jíd-á	opraveno	""""	analogie s vídá, srov. Začíná apod. (poznámka pro mě)
nelida	adilen	ne-lid-a			
přidá	ádiřp	při-d-á			
třída	adířt	tříd-a			
vida	adiv	vid-a			
povídá	ádívop	po-víd-á			
odpovídá	ádívopdo	od-po-víd-á			
neodpovídá	ádívopdoen	ne-od-po-víd-á			
vypovídá	ádívopyv	vy-po-víd-á			
žida	adiž	žid-a			
obejda	adjebo	obe-jd-a			
rejda	adjer	rejd-a			
strejda	adjerts	strejd-a			
greenwalda	adlawneerg	green-wald-a			
kulda	adluk	kuld-a			
banda	adnab	band-a			
landa	adnal	land-a			
amanda	adnama	amand a	opraveno		
lotranda	adnartol	lotrand-a			
agenda	adnega	agend-a			
hacienda	adneicah	haciend-a			
Dynda	adnyD	Dynd-a			
svoboda	adobovs	svobod-a			
náhoda	adohán	ná-hod-a			
náchoda	adohcán	ná-chod-a	opraveno		
pohoda	adohop	po-hod-a			
shoda	adohs	s-hod-a			
neshoda	adohsen	ne-s-hod-a			
škoda	adokš	škod-a			
móda	adóm	mód-a			
hospoda	adopsoh	hospod-a			
příroda	adorířp	pří-rod-a			
prodá	ádorp	pro-d-á			
metoda	adotem	metod-a			
voda	adov	vod-a			
vévoda	adovév	vé-vod-a			
kierkegaarda	adraagekreik	kierkegaard-a			
kijerkegaarda	adraagekrejik	kijerkegaard-a			
miliarda	adrailim	miliard-a			
drda	adrd	drda			
ferda	adref	ferd-a			
hrda	adrh	hrd-a			
forda	adrof	ford-a			
cauda	aduac	caud-a			
buda	adub	buda			
pobuda	adubop	po-bud-a			
chudá	áduhc	chud-á			
nuda	adun	nud-a			
blouda	aduolb	bloud-a			
velblouda	aduolblev	velbloud-a			
odrůda	adůrdo	od-růd-a			
ostuda	adutso	o-stud-a			
pravda	advarp	prav-d-a			
pravda	advarp	prav-da			
nestyda	adytsen	ne-styd-a			
vydá	ádyv	vy-d-á			
zda	adz	zda			
zdá	ádz	z-dá			
nezdá	ádzen	ne-z-dá			
hvězda	adzěvh	hvězd-a			
jízda	adzíj	jízd-a			
hnízda	adzính	hnízd-a			
mzda	adzm	mzd-a			
každá	ádžak	každ-á			
vražda	adžarv	vraž-d-a			
vražda	adžarv	vražd-a			
sebevražda	adžarvebes	seb-e-vražd-a			
samovražda	adžarvomas	sam-o-vraž-d-a			
idea	aedi	ide-a			
aurea	aerua	aure-a			
tea	aet	tea			
muzea	aezum	muze-a			
josefa	afesoj	josef-a			
alfa	afla	alf-a			
sofa	afos	sof-a			
filozofa	afozolif	filo-zof-a			
troufá	áfuort	trouf-á			
netroufá	áfuorten	ne-trouf-á			
visnaga	agansiv	visnag-a			
kolega	agelok	koleg-a			
fajga	agjaf	fajg-a			
dominga	agnimod	doming-a			
huga	aguh	hug-a			
ha	ah	ha			
há	áh	há			
aha	aha	aha			
haha	ahah	ha-ha			
blaha	ahalb	blah-a			
podlaha	ahaldop	pod-lah-a			
námaha	ahamán	ná-mah-a			
pomáhá	áhámop	po-máh-á			
nahá	áhan	nah-á			
snaha	ahans	snah-a			
dráha	ahárd	dráh-a			
drahá	áhard	drah-á			
předrahá	áhardeřp	pře-drah-á			
praha	aharp	prah-a			
praha	aharp	prah-a	opraveno		
vraha	aharv	vrah-a			
sahá	áhas	sah-á			
nesahá	áhasen	ne-sah-á			
přísaha	ahasířp	pří-sah-a			
tahá	áhat	tah-á			
váha	aháv	váh-a			
převaha	ahaveřp	pře-vah-a			
povaha	ahavop	po-vah-a			
úvaha	ahavú	ú-vah-a			
spáchá	áhcáps	s-pách-á			
brácha	ahcárb	brách-a			
nenechá	áhcenen	ne-nech-á			
spěchá	áhcěps	spěch-á			
střecha	ahceřts	střech-a			
fibicha	ahcibif	fibich-a			
míchá	áhcím	mích-á			
píchá	áhcíp	pích-á			
tichá	áhcit	tich-á			
zticha	ahcitz	z-tich-a			
bělocha	ahcolěb	běl-och-a			
plocha	ahcolp	ploch-a			
epocha	ahcope	epoch-a			
mrcha	ahcrm	mrch-a			
vetchá	áhctev	vetch-á			
ucha	ahcu	uch-a			
ducha	ahcud	duch-a			
jednoduchá	áhcudondej	jedn-o-duch-á			
šplouchá	áhcuolpš	šplouch-á			
odposlouchá	áhcuolsopdo	od-po-slouch-á			
ropucha	ahcupor	ropuch-a			
suchá	áhcus	such-á			
vzdychá	áhcydzv	vz-dych-á			
pýcha	ahcýp	pých-a			
běhá	áhěb	běh-á			
rozléhá	áhélzor	roz-léh-á			
probíhá	áhíborp	pro-bíh-á			
rozbíhá	áhíbzor	roz-bíh-á			
kniha	ahink	knih-a			
rejha	ahjer	rejh-a			
boha	ahob	boh-a			
pánaboha	ahobanáp	pán-a-boh-a			
propánaboha	ahobanáporp	pro-pán-a-boh-a			
proboha	ahoborp	pro-boh-a			
ubohá	áhobu	u-boh-á			
obloha	aholbo	ob-loh-a			
poloha	aholop	po-loh-a			
úloha	aholú	ú-loh-a			
noha	ahon	noh-a			
mnoha	ahonm	mnoh-a			
roha	ahor	roh-a			
nympha	ahpmyn	nymph-a			
trhá	áhrt	trh-á			
sluha	ahuls	sluh-a			
zásluha	ahulsáz	zá-sluh-a			
posluha	ahulsop	po-sluh-a			
ouha	ahuo	ouha			
dlouhá	áhuold	dlouh-á			
pouhá	áhuop	pouh-á			
touha	ahuot	touh-a			
druhá	áhurd	druh-á			
nejžha	ahžjen	nej-žh-a			
Pedicia	aicideP	Pedici-a			
média	aidém	médi-a			
studia	aiduts	stud-i-a			
georgia	aigroeg	georgia			
cerealia	ailaerec	cerealia			
nia	ain	nia			
Bania	ainaB	Bani-a			
nania	ainan	nania			
Swietenia	aineteiwS	Swieteni-a			
pia	aip	pia			
mamillaria	airallimam	mamillaria			
maria	airam	mari-a			
desideria	airedised	desideria			
victoria	airotciv	victoria			
celsia	aislec	celsi-a			
wittia	aittiw	witti-a			
via	aiv	via			
slavia	aivals	slavia			
dannunzia	aiznunnad	dannunzi-a			
já	áj	já			
nejá	ájen	ne-já			
ilja	ajli	ilj-a			
sonja	ajnos	sonj a	opraveno		
ježíšmarjá	ájramšížej	ježíš-marj-á			
aleluja	ajulela	aleluja			
ká	ák	ká			
vrabčáka	akáčbarv	vrab-č-ák-a			
chudáka	akáduhc	chud-ák-a			
jaká	ákaj	jak-á			
nějaká	ákajěn	ně-jak-á			
bůhvíjaká	ákajívhůb	bůh-v-í-jak-á			
vojáka	akájov	voj-ák-a			
láká	ákál	lák-á			
přiláká	ákáliřp	při-lák-á			
tuláka	akálut	tul-ák-a			
kloaka	akaolk	kloak-a			
šupáka	akápuš	šup-ák-a			
dobráka	akárbod	dobr-ák-a			
vandráka	akárdnav	vandr-ák-a			
přitaká	ákatiřp	při-tak-á			
ptáka	akátp	pták-a			
lebka	akbel	leb-k-a			
čubka	akbuč	čub-k-a	opraveno		
macka	akcam	mac-k-a			
vědecká	ákceděv	věd-ec-k-á			
střelecká	ákceleřts	střel-ec-k-á			
německa	akceměn	něm-ec-k-a			
německá	ákceměn	něm-ec-k-á			
letecká	ákcetel	let-ec-k-á			
opravdická	ákcidvarpo	o-prav-d-ic-k-á			
fotografická	ákcifargotof	foto-graf-ick-á			
filozofická	ákcifozolif	filo-zof-ic-k-á			
logická	ákcigol	log-ic-k-á			
analogická	ákcigolana	ana-log-ic-k-á			
micka	akcim	mic k-a	opraveno		
dynamická	ákcimanyd	dynam-ic-k-á			
ekonomická	ákcimonoke	eko-nom-ick-á			
organická	ákcinagro	organ-ic-k-á			
technická	ákcinhcet	techn-ic-k-á			
kopřivnická	ákcinviřpok	kopřiv-n-ic-k-á			
loupežnická	ákcinžepuol	loup-ež-n-ic-k-á			
heroická	ákcioreh	hero-ic-k-á			
americká	ákcirema	americ-k-á			
empirická	ákciripme	empir-ic-k-á			
ratibořická	ákciřobitar	ratibořic-k-á			
pragmatická	ákcitamgarp	pragm-at-ic-k-á			
automatická	ákcitamotua	auto-mat-ic-k-á			
demokratická	ákcitarkomed	demo-krat-ic-k-á			
praktická	ákcitkarp	prakt-ic-k-á			
skeptická	ákcitpeks	skept-ic-k-á			
logistická	ákcitsigol	log-ist-ic-k-á			
psychologistická	ákcitsigolohcysp	psycho-log-ist-ic-k-á			
racionalistická	ákcitsilanoicar	racion-al-ist-ic-k-á			
moralistická	ákcitsilarom	moral-ist-ic-k-á			
metafyzická	ákcizyfatem	meta-fyz-ic-k-á			
pomůcka	akcůmop	po-můc-k-a			
sedačka	akčades	sed-a-čk-a			
obíhačka	akčahíbo	o-bíh-a-čk-a			
maniačka	akčainam	mani-ač-k-a			
dojačka	akčajod	doj-ač-k-a			
břinkačka	akčakniřb	břink-a-čk-a			
pleskačka	akčakselp	plesk-a-čk-a			
synáčka	akčánys	syn-áč-k-a			
značka	akčanz	znač-k-a			
houpačka	akčapuoh	houp-a-čk-a			
ráčka	akčár	ráč-k-a			
zatáčka	akčátaz	za-táč-k-a	opraveno		
prokristáčka	akčátsirkorp	pro-krist-áčk-a	opraveno		
zpěvačka	akčavěpz	z-pě-v-a-č-k-a			
rýhovačka	akčavohýr	rýh-ova-čk-a			
rvačka	akčavr	rv-a-č-k-a			
bobečka	akčebob	bob-eč-k-a			
dědečka	akčeděd	děd-eč-k-a			
dědečka	akčeděd	děd-ečk-a			
pradědečka	akčedědarp	pra-děd-eč-k-a			
dokolečka	akčelokod	do-kol-eč-k-a			
samečka	akčemas	sam-eč-k-a			
propánečka	akčenáporp	pro-pán-eč-k-a			
chlapečka	akčepalhc	chlap-eč-k-a			
herečka	akčereh	her-eč-k-a			
horečka	akčeroh	hor-eč-k-a			
přečká	ákčeřp	pře-čk-á			
všetečka	akčetešv	všetečk-a			
místečka	akčetsím	míst-ečk-a			
ovečka	akčevo	oveč-k-a			
babička	akčibab	bab-ič-k-a			
krabička	akčibark	krab-ič-k-a			
korbička	akčibrok	korb-ičk-a			
čubička	akčibuč	čub-ič-k-a			
holubička	akčibuloh	holub-ič-k-a			
rybička	akčibyr	ryb-ič-k-a			
holčička	akčičloh	hol-č-ič-k-a			
očička	akčičo	oč-ič-k-a			
třídička	akčidířt	tříd-i-čk-a			
lodička	akčidol	lod-ič-k-a			
hvězdička	akčidzěvh	hvězd-ičk-a			
vajíčka	akčíjav	vaj-íč-k-a			
Dyjička	akčijyD	Dyj-ičk-a			
líčka	akčíl	líč-k-a			
mihálička	akčiláhim	mihál-ič-k-a			
maličká	ákčilam	mal-ič-k-á			
odmalička	akčilamdo	od-mal-ičk-a			
jablíčka	akčílbaj	jablíč-k-a			
mandlička	akčildnam	mandl-ičk-a			
přítelíčka	akčíletířp	přítel-íčk-a			
poslíčka	akčílsop	po-sl-íčk-a			
ulička	akčilu	ulič-k-a			
žežhulička	akčiluhžež	žežhul-ičk-a			
mánička	akčinám	mán-ič-k-a			
panička	akčinap	pan-ič-k-a			
milostpanička	akčinaptsolim	mil-ost-pan-ičk-a			
psaníčka	akčínasp	ps-a-n-íč-k-a			
kůlnička	akčinlůk	kůl-n-ič-k-a			
honička	akčinoh	hon-i-čk-a			
koníčka	akčínok	kon-íč-k-a			
vůnička	akčinův	vůn-ič-k-a			
Štiavnička	akčinvaitŠ	Štiav-n-i-čk-a			
šperkovnička	akčinvokrepš	šperk-ovnič-k-a			
kapička	akčipak	kap-ič-k-a			
špička	akčipš	špič-k-a			
rosička	akčisor	ros-ič-k-a			
kapsička	akčispak	kaps-ičk-a			
tetička	akčitet	tet-ič-k-a			
cestička	akčitsec	cest-ič-k-a			
kostička	akčitsok	kost-ič-k-a			
taštička	akčitšat	tašt-ičk-a			
poutička	akčituop	pout-ič-k-a			
kytička	akčityk	kyt-ič-k-a			
lavička	akčival	lavič-k-a			
hlavička	akčivalh	hlav-ičk-a			
lahvička	akčivhal	lahv-ič-k-a	opraveno		
ředkvička	akčivkdeř	ředkv-ičk-a			
človíčka	akčívolč	človíč-k-a			
kůžička	akčižůk	kůž-ič-k-a			
loužička	akčižuol	louž-ič-k-a			
družička	akčižurd	druž-ičk-a			
pobočka	akčobop	po-boč-k-a			
čočka	akčoč	čoč-k-a			
kočka	akčok	koč-k-a			
dvouročka	akčoruovd	dv-ou-roč-k-a			
kloučka	akčuolk	klouč-k-a			
vnoučka	akčuonv	vnouč-k-a			
vlažňoučká	ákčuoňžalv	vlaž-ň-ouč-k-á			
prastrýčka	akčýrtsarp	pra-strýč-k-a			
pohádka	akdáhop	po-hád-k-a			
mládka	akdálm	mlád-k-a	opraveno		
sladká	ákdals	slad-k-á			
hromádka	akdámorh	hromád-k-a			
hromádka	akdámorh	hromád-k-a			
svědka	akděvs	s-věd-k-a			
nabídka	akdíban	na-bíd-k-a			
obhlídka	akdílhbo	ob-hlíd-k-a			
přehlídka	akdílheřp	pře-hlíd-k-a			
prohlídka	akdílhorp	pro-hlíd-k-a	opraveno		
vhlídka	akdílhv	v-hlíd-k-a			
vyhlídka	akdílhyv	vy-hlíd-k-a			
povídka	akdívop	po-víd-k-a			
budka	akdub	bud-k-a			
čeká	ákeč	ček-á			
deka	aked	dek-a			
zdaleka	akeladz	z-dal-ek-a			
mléka	akélm	mlék-a			
řeka	akeř	řek-a			
štěká	ákětš	štěk-á			
neštěká	ákětšen	ne-štěk-á			
člověka	akěvolč	člověk-a			
choreografka	akfargoerohc	choreo-graf-k-a			
křehká	ákheřk	křeh-k-á			
metodika	akidotem	metod-ik-a			
specifika	akificeps	speci-fik-a			
logika	akigol	log-ik-a			
zajíká	ákíjaz	za-jík-á			
kalika	akilak	kalik-a			
veliká	ákilev	vel-ik-á			
poběhlíka	akílhěbop	po-běh-l-ík-a			
kolika	akilok	kolik-a			
několika	akilokěn	ně-kolik-a			
tolika	akilot	tolik-a			
dynamika	akimanyd	dynam-ik-a			
ekonomika	akimonoke	eko-nom-ik-a			
zaniká	ákinaz	za-nik-á			
rybníka	akínbyr	ryb-n-ík-a			
uličníka	akínčilu	ulič-n-ík-a			
finančníka	akínčnanif	finanč-ník-a			
tlumočníka	akínčomult	tlumoč-ník-a			
zedníka	akíndez	zed-ník-a			
obchodníka	akíndohcbo	ob-chod-n-ík-a			
podniká	ákindop	pod-nik-á			
technika	akinhcet	techn-ik-a	opraveno		
dělníka	akínlěd	děl-n-ík-a			
kouzelníka	akínlezuok	kouzel-n-ík-a			
soukromníka	akínmorkuos	sou-krom-ník-a			
monika	akinom	monik-a	opraveno		
proniká	ákinorp	pro-nik-á			
kočárníka	akínráčok	kočár-ník-a			
odborníka	akínrobdo	od-bor-n-ík-a			
poplatníka	akíntalpop	po-plat-ník-a			
návštěvníka	akínvětšván	návštěv-ník-a			
pracovníka	akínvocarp	prac-ov-ník-a			
domovníka	akínvomod	dom-ov-n-ík-a			
nevyniká	ákinyven	ne-vy-nik-á			
zákazníka	akínzakáz	zá-kaz-ník-a			
provazníka	akínzavorp	pro-vaz-ník-a			
řezníka	akínzeř	řez-n-ík-a			
vzniká	ákinzv	vz-nik-á			
strážníka	akínžárts	stráž-n-ík-a			
loupežníka	akínžepuol	loup-ež-n-ík-a			
rubrika	akirbur	rubr-ik-a			
amerika	akirema	amerik-a			
afrika	akirfa	afrik-a			
afrika	akirfa	afrik-a	opraveno		
říká	ákíř	řík-á			
naříká	ákířan	na-řík-á			
stříká	ákířts	střík-á			
zříká	ákířz	z-řík-á			
matika	akitam	matik-a			
problematika	akitamelborp	problem-at-ik-a			
matematika	akitametam	matem-at-ik-a			
pneumatika	akitamuenp	pneumatik-a			
tatíka	akítat	tat-ík-a			
etika	akite	et-ik-a			
energetika	akitegrene	energ-et-ik-a			
noetika	akiteon	noet-ik-a			
teoretika	akiteroet	teor-et-ik-a			
estetika	akitetse	estet-ik-a			
politika	akitilop	polit-i-k-a			
politika	akitilop	politik-a			
kritika	akitirk	krit-ik-a			
autokritika	akitirkotua	auto-krit-ik-a			
skeptika	akitpeks	skept-ik-a			
logistika	akitsigol	log-ist-ik-a			
germanistika	akitsinamreg	german-ist-ik-a			
charakteristika	akitsiretkarahc	charakter-ist-ik-a			
diagnostika	akitsongaid	dia-gnost-ik-a			
tlouštíka	akítšuolt	tloušt-ík-a			
utíká	ákítu	u-tík-á			
nebožtíka	akítžoben	ne-bož-t-ík-a			
mexika	akixem	mexik-a			
muzika	akizum	muzik-a			
fyzika	akizyf	fyz-ik-a			
metafyzika	akizyfatem	meta-fyz-ik-a			
balalajka	akjalalab	balalajk-a			
krůpějka	akjěpůrk	krůp-ěj-k-a			
obálka	aklábo	o-bál-k-a			
sociálka	akláicos	soci-ál-k-a			
králka	aklárk	král-k-a			
rusalka	aklasur	rusal-k-a			
válka	akláv	válk-a			
délka	akléd	dél-k-a			
zrcadélka	aklédacrz	zrc-a-dél-k-a			
pondělka	aklědnop	ponděl-k-a			
jahelka	aklehaj	jahelk-a			
čepelka	aklepeč	čepelk-a			
přispěvatelka	akletavěpsiřp	při-spěv-a-tel-k-a			
živitelka	akletiviž	živ-i-tel-k-a			
velká	áklev	vel-k-á			
automobilka	aklibomotua	automobil-k-a	opraveno		
chvilka	aklivhc	chvil-k-a			
manžílka	aklížnam	manžíl-k-a			
mejlka	akljem	mejl-k-a			
holka	akloh	hol-k-a			
tabulka	aklubat	tabul-k-a			
cedulka	akludec	cedul-k-a			
medulka	akludem	medul-k-a			
půlka	aklůp	půl-k-a			
sedmapůlka	aklůpamdes	sedm-a-půl-k-a			
odchylka	aklyhcdo	od-chyl-k-a			
světýlka	aklýtěvs	svět-ýl-k-a			
postýlka	aklýtsop	po-stýl-k-a			
známka	akmánz	znám-k-a			
poznámka	akmánzop	po-znám-k-a			
podomka	akmodop	po-dom-k-a			
potomka	akmotop	po-t-o-m-k-a			
dýmka	akmýd	dým-k-a			
banka	aknab	bank-a			
tačanka	aknačat	tačank-a			
Bystričanka	aknačirtsyB	Bystr-ič-an-k-a			
strouhanka	aknahuorts	strouh-a-n-k-a			
krajánka	aknájark	kraj-án-k-a			
cikánka	aknákic	cikán-k-a			
dominikánka	aknákinimod	dominik-án-k-a	opraveno		
dalamánka	aknámalad	dalamán-k-a			
jelimánka	aknámilej	jelimán-k-a			
branka	aknarb	bran-k-a	opraveno		
ochranka	aknarhco	o-chran-k-a			
schránka	aknárhcs	s-chrán-k-a			
schránka	aknárhcs	schrán-k-a	opraveno		
stránka	aknárts	strán-k-a			
vanka	aknav	van-k-a			
chovanka	aknavohc	chov-a-n-k-a			
vázanka	aknazáv	váz-a-n-k-a			
žanka	aknaž	žank-a			
kočenka	aknečok	koč-en-k-a			
dudenka	aknedud	dudenk-a			
jízdenka	aknedzíj	jízd-en-ka			
okénka	aknéko	okén-k-a			
kovalenka	aknelavok	kovalenk-a			
myšlenka	aknelšym	myšl-e-n-k-a			
myšlenka	aknelšym	myšl-enka			
panenka	aknenap	pan-en-k-a			
domněnka	akněnmod	do-mn-ě-n-k-a			
vstupenka	akneputsv	v-stup-enk-a			
pšenka	aknešp	pšen-k-a			
tenká	áknet	ten-k-á			
kopytenka	aknetypok	kopyt-enk-a	opraveno		
dívenka	aknevíd	dív-enk-a			
růženka	aknežůr	růžen-k-a			
cinká	áknic	cink-á			
mícinka	aknicím	míc-in-k-a			
číčinka	akničíč	číč-in-k-a			
antihrdinka	aknidrhitna	ant-i-hrd-in-k-a			
zdrobněinka	akniěnbordz	z-drob-n-ě-in-k-a			
grófinka	aknifórg	grófin-k-a			
linka	aknil	lin-k-a			
zelinka	aknilez	zelink-a			
maminka	aknimam	mam-in-k-a			
maminka	aknimam	mam-ink-a			
záminka	aknimáz	zá-min-k-a			
upomínka	aknímopu	u-po-mín-k-a			
vzpomínka	aknímopzv	vz-po-mín-k-a			
skříňka	akňířks	skříň-k-a			
pusinka	aknisup	pus-in-k-a			
jizinka	aknizij	jizink-a			
pivoňka	akňovip	pivoň-k-a			
buňka	akňub	buňk-a			
meduňka	akňudem	meduňk-a			
kuakuakunka	aknukaukauk	kuakuakunk-a			
zlehounka	aknuohelz	z-leh-ounk-a			
džunka	aknužd	džunk-a			
bedýnka	aknýdeb	bedýn-k-a			
synka	aknys	syn-k-a			
plátýnka	aknýtálp	plát-ýn-k-a			
oka	ako	ok-a			
hluboká	ákobulh	hlub-ok-á			
floka	akolf	flok-a			
roka	akor	rok-a			
široká	ákoriš	šir-ok-á			
doširoka	akorišod	do-šir-ok-a			
vysoká	ákosyv	vys-ok-á			
zvysoka	akosyvz	z-vys-ok-a			
zátoka	akotáz	zá-tok-a			
potoka	akotop	po-tok-a			
divoká	ákovid	div-ok-á			
kapka	akpak	kap-k-a			
chlápka	akpálhc	chláp-k-a			
mapka	akpam	map-ka			
nálepka	akpelán	ná-lep-k-a			
Župka	akpuŽ	Žup-k-a			
otýpka	akpýto	o-týp-k-a			
marka	akram	mark-a			
brka	akrb	brk-a			
breberka	akreberb	breber-k-a			
pápěrka	akrěpáp	pá-pěr-k-a			
šumperka	akrepmuš	šumperk-a			
baterka	akretab	bater-k-a			
smaltérka	akrétlams	smalt-ér-k-a			
zástěrka	akrětsáz	zá-stěr-k-a			
veverka	akrevev	vever-k-a			
prověrka	akrěvorp	pro-věr-k-a			
sbírka	akríbs	s-bír-k-a			
sbírka	akríbs	s-bír-ka			
dírka	akríd	dír-k-a			
mirka	akrim	mirk-a			
sirka	akris	sir-k-a			
mrká	ákrm	mrk-á			
borka	akrob	bork-a			
cácorka	akrocác	các-or-k-a			
horká	ákroh	hor-k-á			
krákorka	akrokárk	krákor-k-a			
sejkorka	akrokjes	sejkor-k-a			
kooperátorka	akrotárepook	ko-oper-átor-k-a			
veleinkvizitorka	akrotizivknielev	vele-inkviz-it-or-k-a			
nymburka	akrubmyn	nymburk-a			
vrká	ákrv	vrk-á			
lakýrka	akrýkal	lak-ýrk-a			
kuchařka	akřahcuk	kuch-ař-k-a			
ploténkářka	akřáknétolp	plotén-k-ář-k-a			
taškářka	akřákšat	taš-k-ář-k-a			
šatnářka	akřántaš	šat-n-ář-k-a			
sekretářka	akřáterkes	sekret-ář-k-a			
šířka	akříš	šíř-k-a			
dvířka	akřívd	dvíř-k-a			
zítřka	akřtíz	zítř-k-a			
láska	aksál	lásk-a			
hláska	aksálh	hlás-k-a			
mlaská	áksalm	mlask-á			
maska	aksam	mask-a			
audiopáska	aksápoidua	audio-pás-k-a			
praská	áksarp	prask-á			
práská	áksárp	prásk-á			
zapráská	áksárpaz	za-prásk-á			
vráska	aksárv	vrás-k-a			
saská	áksas	sas-k-á			
vitáska	aksátiv	vitásk-a			
vinohradská	áksdarhoniv	vin-o-hrad-sk-á			
lidská	áksdil	lid-sk-á			
česká	ákseč	čes-k-á			
deska	aksed	desk-a	opraveno		
gramodeska	aksedomarg	gram-o-desk-a			
dneska	aksend	dnes-k-a			
komteska	aksetmok	komt-es-k-a			
franciska	aksicnarf	francisk-a			
hlediska	aksidelh	hled-isk-a			
průchodiska	aksidohcůrp	prů-chod-isk-a			
východiska	aksidohcýv	vý-chod-isk-a			
píská	áksíp	písk-á			
zapíská	áksípaz	za-písk-á			
vousiska	aksisuov	vous-isk-a			
stanoviska	aksivonats	stan-ov-isk-a			
získá	áksíz	získ-á			
thajska	aksjaht	thaj-sk-a			
thajská	áksjaht	thaj-sk-á			
zlodějská	áksjědolz	zl-o-děj-sk-á			
blejská	áksjelb	blejsk-á			
vojska	aksjov	voj-sk-a			
španělska	akslěnapš	španěl-sk-a			
