doposud	dusopod	do-po-s-ud|do-po-sud	OSTRAVA|OUR		ostrava	"
informace	ecamrofni	inform-ac-e|in-form-ace	OSTRAVA|OUR		ostrava	
generace	ecareneg	gener-ac-e|gener-ace	OSTRAVA|OUR		ostrava	
práce	ecárp	prác-e|práce	OSTRAVA|OUR		ostrava	
situace	ecautis	situ-ac-e|situace	OSTRAVA|OUR		ostrava	
honičce	ecčinoh	hon-i-č-c-e|hon-i-čc-e	OSTRAVA|OUR		our	leda že by to byla honička přechýlená od honiče, ale to fakt nepředpokládám
srdce	ecdrs	srd-c-e|srdc-e	OSTRAVA|OUR		our	
tradice	ecidart	trad-ic-e|tradic-e	OSTRAVA|OUR		ostrava	
ulice	ecilu	ul-ic-e|ulic-e	OSTRAVA|OUR		our	
funkce	ecknuf	funk-c-e|funkc-e	OSTRAVA|OUR		our	"
zbabělče	ečlěbabz	z-bab-ěl-č-e|z-bab-ě-l-č-e	OSTRAVA|OUR		our	
všude	edušv	vš-ud-e|všude	OSTRAVA|OUR	všud-e	chyba	
policie	eicilop	polic-i-e|policie	OSTRAVA|OUR		ostrava	
filozofie	eifozolif	filo-zof-i-e|fil-o-zofi-e	OSTRAVA|OUR		ostrava	
kategorie	eirogetak	kategor-i-e|kategor-ie	OSTRAVA|OUR		ostrava	
děje	ejěd	dě-j-e|děj-e	OSTRAVA|OUR		homo	
koleje	ejelok	kol-ej-e|kolej-e	OSTRAVA|OUR		our	to je sice homonymní, ale já bych to nedělila nikdy
užije	ejižu	u-ži-j-e|u-ži-je	OSTRAVA|OUR		our	
pohybuje	ejubyhop	po-hyb-u-j-e|po-hyb-uje	OSTRAVA|OUR		our	
existuje	ejutsixe	exist-u-j-e|exist-uje	OSTRAVA|OUR	exist-uj-e	chyba	
dále	elád	dál-e|dále	OSTRAVA|OUR		our	
dokonale	elanokod	do-kon-a-l-e|do-kon-al-e	OSTRAVA|OUR		ostrava	
stále	eláts	stál-e|stá-l-e	OSTRAVA|OUR		ostrava	
zřejmě	ěmjeřz	zř-ej-m-ě|zř-ejm-ě	OSTRAVA|OUR		our	"
samozřejmě	ěmjeřzomas	sam-o-zř-ej-m-ě|sam-o-zřej-m-ě	OSTRAVA|OUR	sam-o-zř-ejm-ě	chyba	
nebezpečné	énčepzeben	ne-bez-peč-n-é|ne-bezpeč-n-é	OSTRAVA|OUR		our	
skutečně	ěnčetuks	s-kut-eč-n-ě|skuteč-n-ě	OSTRAVA|OUR		our	
odpoledne	endelopdo	od-pol-e-dn-e|od-pole-dne	OSTRAVA|OUR		ostrava	
spokojeně	ěnejokops	s-po-koj-e-n-ě|s-po-koj-en-ě	OSTRAVA|OSTRAVA	s-po-koj-en-ě	ostrava	
zeleně	ěnelez	zelen-ě|zel-en-ě	OSTRAVA|OUR		ostrava	
holeně	ěneloh	holen-ě|hol-en-ě	OSTRAVA|OUR		our	"
obyčejné	énječybo	obyč-ej-n-é|obyčej-n-é	OSTRAVA|OUR		our	
stejně	ěnjets	stej-n-ě|stejn-ě	OSTRAVA|OUR		our	
špatně	ěntapš	špat-n-ě|špatn-ě	OSTRAVA|OUR		our	
ochotně	ěntohco	ochot-n-ě|o-chot-n-ě	OSTRAVA|OUR		ostrava	
relativně	ěnvitaler	rel-at-iv-n-ě|relat-ivn-ě	OSTRAVA|OUR		our	
kuchyně	ěnyhcuk	kuch-yn-ě|kuchyn-ě	OSTRAVA|OUR		our	
spáse	esáps	spás-e|s-pás-e	OSTRAVA|OUR		our	
knížete	etežínk	kníž-e-te|kníž-et-e	OSTRAVA|OUR		our	"
určitě	ětičru	urč-i-t-ě|urč-it-ě	OSTRAVA|OUR		our	
promiňte	etňimorp	pro-mi-ň-te|pro-miň-te	OSTRAVA|OUR		ostrava	
zvláště	ětšálvz	zvlášt-ě|zvláště	OSTRAVA|OUR		our	
netrpělivě	ěvilěprten	ne-trp-ě-l-iv-ě|ne-trp-ě-liv-ě	OSTRAVA|OUR		our	
praxe	exarp	prax-e|praxe	OSTRAVA|OUR		ostrava	
podlaze	ezaldop	po-dlaz-e|pod-laz-e	OSTRAVA|OUR		our	
blíže	ežílb	blíž-e|blíže	OSTRAVA|OUR		our	
filozof	fozolif	filo-zof|fil-o-zof	OSTRAVA|OUR		our	
horách	hcároh	hor-á-ch|hor-ách	OSTRAVA|OUR		our	
úspěch	hcěpsú	ú-spěch|ú-spě-ch	OSTRAVA|OUR		our	"
šatech	hcetaš	šat-e-ch|šat-ech	OSTRAVA|OUR		our	
rozpacích	hcícapzor	roz-pac-í-ch|roz-pac-ích	OSTRAVA|OUR		our	
kožich	hcižok	kož-ich|kožich	OSTRAVA|OUR		our	ich podle mě není v čj žádnej slušnej sufix
ženských	hcýksnež	žen-sk-ý-ch|žen-sk-ých	OSTRAVA|OUR		our	
černých	hcýnreč	čern-ý-ch|čern-ých	OSTRAVA|OUR		our	
relací	ícaler	rel-ac-í|relac-í	OSTRAVA|OUR		our	
obléci	icélbo	obléc-i|ob-léc-i	SLAV|OUR		our	
utéci	icétu	u-téc-i|utéc-i	OSTRAVA|SLAV		ostrava	
rozutéci	icétuzor	roz-utéc-i|roz-u-téc-i	SLAV|OUR		our	
potápějící	ícíjěpátop	po-táp-ě-j-í-c-í|po-táp-ěj-íc-í	OSTRAVA|OUR		our	
úředníci	icíndeřú	ú-řed-n-íc-i|ú-řed-níc-i	OSTRAVA|OUR		our	
dělníci	icínlěd	děl-n-íc-i|děl-níc-i	OSTRAVA|OUR		our	
strážníci	icínžárts	stráž-n-íc-i|stráž-níc-i	OSTRAVA|OUR		our	
cizinci	icnizic	ciz-in-c-i|ciz-inc-i	OSTRAVA|OUR		our	
koberci	icrebok	kober-c-i|koberc-i	OSTRAVA|OUR		our	
nebezpečí	íčepzeben	ne-bez-peč-í|ne-bezp-eč-í	OSTRAVA|OUR	ne-bezpeč-í	chyba	
naučí	íčuan	n-auč-í|na-uč-í	OSTRAVA|OSTRAVA	na-uč-í	ostrava	
filozofií	íifozolif	filo-zof-i-í|fil-o-zofi-í	OSTRAVA|OUR	fil-o-zof-i-í	chyba	
teorii	iiroet	teor-i-i|teori-i	OSTRAVA|OSTRAVA	teor-i-i	ostrava	
silněji	ijěnlis	sil-n-ěji|sil-n-ě-j-i	OSTRAVA|OUR		ostrava	
opakuji	ijukapo	o-pak-u-j-i|o-pak-uj-i	OSTRAVA|OUR		our	
ujišťuji	ijuťšiju	u-jišť-u-j-i|u-jišť-uj-i	OSTRAVA|OUR		our	
naučili	iličuan	n-auč-i-l-i|na-uč-i-l-i	OSTRAVA|OSTRAVA	na-uč-i-l-i	ostrava	
velmi	imlev	vel-mi|velmi	OSTRAVA|OUR		our	
vysílání	ínálísyv	vy-síl-án-í|vy-síl-á-n-í	OUR|OUR	vy-síl-á-n-í	our	
srovnání	ínánvors	s-rov-n-á-n-í|s-rovn-á-n-í	OSTRAVA|OUR		our	
chování	ínávohc	chov-á-n-í|chov-án-í	OSTRAVA|OUR		ostrava	
vyšetřování	ínávořtešyv	vy-šetř-ová-n-í|vy-šetř-ov-án-í	OSTRAVA|OUR		ostrava	
osobní	ínboso	o-sob-n-í|osob-n-í	OSTRAVA|OUR		our	
zásadní	índasáz	zá-sad-n-í|zá-sad-ní	OUR|OUR		our	
původní	índovůp	pů-vod-n-í|pů-vod-ní	OSTRAVA|OUR		ostrava	
přesvědčení	ínečděvseřp	pře-s-věd-č-en-í|pře-svěd-čen-í	OSTRAVA|OUR		ostrava	
naučení	ínečuan	n-auč-en-í|na-uč-e-n-í	OSTRAVA|OSTRAVA	na-uč-en-í	chyba	
zranění	íněnarz	z-ran-ěn-í|z-ran-ění	OSTRAVA|OUR		ostrava	
mínění	íněním	mín-ě-n-í|mín-ěn-í|mín-ěn-í	OSTRAVA|OSTRAVA|OUR		our	
policejní	ínjecilop	polic-ej-n-í|policej-n-í	OSTRAVA|OUR		ostrava	
intelektuální	ínláutkeletni	intelekt-u-ál-n-í|intelekt-uál-n-í	OSTRAVA|OUR		our	"
moderní	ínredom	modern-í|mod-ern-í	OSTRAVA|OUR		our	
lesní	ínsel	les-n-í|les-ní	OSTRAVA|OUR		ostrava	
ostatní	íntatso	o-stat-n-í|ostatn-í	OSTRAVA|OUR	o-sta-t-n-í	chyba	
letní	íntel	let-n-í|let-ní	OSTRAVA|OUR		ostrava	
zvláštní	íntšálvz	zvlášt-n-í|zvláštní	OSTRAVA|OUR		ostrava	
duchovní	ínvohcud	duch-ov-n-í|duch-ovn-í	OSTRAVA|OUR		our	
sportovní	ínvotrops	sport-ov-n-í|sport-ovn-í	OSTRAVA|OUR		ostrava	
nyní	ínyn	nyn-í|nyní	OSTRAVA|OUR		ostrava	
nejvzácnější	íšjěncázvjen	nej-vzác-n-ěj-š-í|nej-vzácn-ějš-í	OSTRAVA|OUR		our	
další	íšlad	dal-š-í|další	OSTRAVA|OUR		ostrava	
století	ítelots	st-o-let-í|sto-let-í	OSTRAVA|OUR		ostrava	
klásti	itsálk	klás-ti|klást-i	OSTRAVA|SLAV		ostrava	
vésti	itsév	vés-ti|vést-i	OSTRAVA|SLAV		ostrava	
přivésti	itséviřp	při-vés-ti|při-vést-i	OSTRAVA|SLAV		ostrava	
uvésti	itsévu	u-vés-ti|u-vést-i	OSTRAVA|SLAV		ostrava	
přičísti	itsíčiřp	při-čís-ti|při-číst-i	OSTRAVA|SLAV		ostrava	
jísti	itsíj	jís-ti|jíst-i	OSTRAVA|SLAV		ostrava	
události	itsoládu	u-dá-l-ost-i|u-d-á-l-ost-i	OSTRAVA|OUR		our	
určitostí	ítsotičru	urč-i-t-ost-í|u-rč-it-ost-í	OSTRAVA|OUR	u-rč-i-t-ost-í	chyba	
příští	ítšířp	příšt-í|příští	OSTRAVA|OUR		ostrava	
tatínkovi	ivoknítat	tat-ín-k-ovi|tat-ínk-ovi	OSTRAVA|OUR		our	
pokoj	jokop	po-koj|pokoj	OSTRAVA|OUR		ostrava	
svůj	jůvs	s-v-ůj|svůj	OSTRAVA|OUR	sv-ůj	chyba	
dědeček	kečeděd	děd-eč-ek|děd-eček	OSTRAVA|OUR		our	
lísteček	kečetsíl	líst-eč-ek|líst-eček	OSTRAVA|OUR		our	"
balíček	kečílab	bal-íč-ek|bal-íček	OSTRAVA|OUR		ostrava	
svědek	keděvs	s-věd-ek|svěd-ek	OSTRAVA|OUR		ostrava	
spolek	kelops	s-pol-ek|spol-ek	OSTRAVA|OUR		our	
tatínek	kenítat	tat-ín-ek|tat-ínek	OSTRAVA|OUR		our	
kočárek	keráčok	koč-ár-ek|kočár-ek	OSTRAVA|OUR		our	
počátek	ketáčop	po-čá-t-ek|po-čát-ek	OSTRAVA|OUR		ostrava	
chodník	kíndohc	chod-n-ík|chod-ník	OSTRAVA|OUR		ostrava	
strážník	kínžárts	stráž-n-ík|stráž-ník	OSTRAVA|OUR		our	
bál	láb	bá-l|bál	OSTRAVA|OUR		homo	
ptal	latp	pta-l|pt-a-l	OSTRAVA|OUR		our	
našel	lešan	na-še-l|na-š-e-l	OSTRAVA|OUR		our	
zašel	lešaz	za-še-l|za-š-e-l	OSTRAVA|OUR		our	
přešel	lešeřp	pře-še-l|pře-š-e-l	OSTRAVA|OUR		our	
velitel	letilev	vel-i-tel|vel-itel	OSTRAVA|OUR		ostrava	
přítel	letířp	pří-tel|přítel	OSTRAVA|OUR		our	
naučil	ličuan	n-auč-i-l|na-uč-i-l	OSTRAVA|OSTRAVA	na-uč-i-l	ostrava	
nenaučil	ličuanen	ne-n-auč-i-l|ne-na-uč-i-l|ne-na-uč-i-l	OSTRAVA|OSTRAVA|OUR		our	
zastavil	livatsaz	za-sta-v-i-l|za-stav-i-l	OSTRAVA|OUR		our	
pokynul	lunykop	po-kyn-u-l|po-ky-nu-l	OSTRAVA|OUR		our	
telegram	margelet	tele-gram|telegram	OSTRAVA|OUR		ostrava	
synovcem	mecvonys	syn-ov-c-e-m|syn-ovc-em	OSTRAVA|OUR		our	
mimochodem	medohcomim	mimo-chod-e-m|mimo-chod-em	OSTRAVA|OUR		our	
mechem	mehcem	mech-e-m|mech-em	OSTRAVA|OUR		our	
břichem	mehciřb	břich-e-m|břich-em	OSTRAVA|OUR		our	
rohem	mehor	roh-e-m|roh-em	OSTRAVA|OUR		our	
límečkem	mekčemíl	lím-eč-k-e-m|lím-eč-k-em	OSTRAVA|OUR		our	
horkém	mékroh	hor-k-é-m|hor-k-ém	OSTRAVA|OUR		our	
ocáskem	meksáco	ocás-k-e-m|ocás-k-em	OSTRAVA|OUR		our	
šátkem	mektáš	šát-k-e-m|šát-k-em	OSTRAVA|OUR		our	
zrcadlem	meldacrz	zrc-a-dl-e-m|zrc-a-dl-em	OSTRAVA|OUR		our	
kolem	melok	kol-e-m|kol-em	OSTRAVA|OUR		our	
blátem	metálb	blát-e-m|blát-em	OSTRAVA|OUR		our	tady podle mě to dělení už úplně postrádá smysl
nožem	mežon	nož-e-m|nož-em	OSTRAVA|OUR		our	
ničím	míčin	ni-č-í-m|nič-ím	OSTRAVA|OUR		our	
naučím	míčuan	n-auč-í-m|na-uč-í-m	OSTRAVA|OSTRAVA		homo	
chvěním	míněvhc	chvě-n-í-m|chvě-n-ím	OSTRAVA|OUR		our	
zatím	mítaz	za-t-í-m|zatím	OSTRAVA|OUR	za-t-ím	chyba	
předtím	mítdeřp	před-t-í-m|před-tím	OSTRAVA|OUR	před-t-ím	chyba	
jenom	monej	jenom|jen-om	OSTRAVA|OUR		ostrava	
muzeum	muezum	muze-um|muzeu-m|muzeum	OSTRAVA|OSTRAVA|OUR	muze-um	ostrava	
žebrákům	můkárbež	žebr-ák-ů-m|žebr-ák-ům	OSTRAVA|OUR		our	
řídkým	mýkdíř	říd-k-ý-m|říd-k-ým	OSTRAVA|OUR		our	
zároveň	ňevoráz	zá-rov-eň|zá-roveň	OSTRAVA|OUR		our	
zločin	ničolz	zl-o-čin|zlo-čin	OSTRAVA|OUR		ostrava	
co	oc	c-o|co	OSTRAVA|OUR		ostrava	
určitého	ohétičru	urč-i-t-é-ho|u-rč-i-t-ého	OSTRAVA|OUR		our	
nejbližšího	ohíšžilbjen	nej-bliž-š-í-ho|nej-bliž-š-ího	OSTRAVA|OUR		our	
městečko	okčetsěm	měst-eč-k-o|měst-ečk-o	OSTRAVA|OUR		our	Ostrava zjevně seká tyhle zdrobňovací řetězce vždycky. Tady to ale myslim nemá v užívání vůbec žádnou oporu.
daleko	okelad	dal-ek-o|dalek-o	OSTRAVA|OUR		ostrava	
riziko	okizir	rizik-o|riziko	OSTRAVA|OUR		ostrava	
maminko	oknimam	mam-in-k-o|mam-ink-o	OSTRAVA|OUR		our	
zrcátko	oktácrz	zrc-átk-o|zrc-á-tk-o	OSTRAVA|OUR		our	
děvčátko	oktáčvěd	děv-č-át-k-o|děvč-átk-o	OSTRAVA|OUR		ostrava	
zdálo	oládz	z-dá-l-o|zd-á-l-o	OSTRAVA|OUR		our	
světlo	oltěvs	svět-l-o|světl-o	OSTRAVA|OUR		ostrava	
slečno	ončels	sleč-n-o|slečn-o	OSTRAVA|OUR		our	
rameno	onemar	ram-en-o|ramen-o	OSTRAVA|OUR		ostrava	
jaro	oraj	jar-o|jaro	OSTRAVA|OUR		ostrava	
skoro	oroks	skor-o|skoro	OSTRAVA|OUR		our	
nitro	ortin	nitr-o|nitro	OSTRAVA|OUR		ostrava	
sto	ots	st-o|sto	OSTRAVA|OUR		ostrava	
přesto	otseřp	přes-to|přes-t-o	OSTRAVA|OUR		our	
auto	otua	aut-o|auto	OSTRAVA|OUR		homo	
pivo	ovip	pi-v-o|piv-o	OSTRAVA|OUR		our	
profesor	roseforp	pro-fes-or|profes-or	OSTRAVA|OUR		ostrava	
prostor	rotsorp	pro-stor|prostor	OSTRAVA|OUR		ostrava	
vkus	sukv	v-kus|vkus	OSTRAVA|OUR		ostrava	
dát	tád	d-á-t|d-á-t|dá-t	OSTRAVA|SLAV|SLAV		ostrava	
vdát	tádv	vd-á-t|v-d-á-t	SLAV|OUR		our	
zdát	tádz	z-dá-t|zd-á-t	SLAV|OUR		our	
utíkat	takítu	u-tík-a-t|utík-a-t|u-tík-a-t	OSTRAVA|SLAV|OUR		our	
smrkat	takrms	smrk-a-t|s-mrk-a-t|smrk-a-t	OSTRAVA|SLAV|SLAV		ostrava	
stýskat	taksýts	s-týsk-a-t|stýsk-a-t	OSTRAVA|SLAV		ostrava	
usmát	támsu	u-smá-t|u-sm-á-t	SLAV|OUR		slav	
prozkoumat	tamuokzorp	pro-z-koum-a-t|pro-zkoum-a-t	SLAV|OUR		our	"
znamenat	tanemanz	znam-en-a-t|znamen-a-t	SLAV|OUR		slav	
zaznamenat	tanemanzaz	za-znam-en-a-t|za-znamen-a-t	SLAV|OUR		slav	
začínat	taníčaz	za-č-ín-a-t|za-č-ín-a-t|za-čín-a-t	OSTRAVA|SLAV|OUR	za-č-í-n-a-t	chyba	"
zhasínat	tanísahz	z-has-ín-a-t|z-has-í-n-a-t	SLAV|OUR		our	
porovnat	tanvorop	po-rov-n-a-t|po-rov-na-t	OSTRAVA|SLAV	po-rovn-a-t	chyba	
obrat	tarbo	ob-rat|o-br-a-t	OSTRAVA|SLAV		homo	
tentokrát	tárkotnet	t-en-t-o-krát|tento-krát	OSTRAVA|OUR	t-en-to-krát	chyba	
odsát	tásdo	od-sá-t|od-s-á-t	SLAV|OUR		slav	
přistát	tátsiřp	při-stá-t|při-st-á-t	SLAV|OUR		slav	
dostat	tatsod	do-sta-t|do-sta-t|do-st-a-t	OSTRAVA|SLAV|OUR		ostrava	
nadzvedávat	tavádevzdan	nad-zved-á-v-a-t|nad-z-ved-á-v-a-t	SLAV|OUR		our	
zůstávat	tavátsůz	zů-stá-v-a-t|z-ů-stá-v-a-t	SLAV|OUR		our	
vyvstávat	tavátsvyv	vy-v-stá-v-a-t|vy-v-st-á-v-a-t	SLAV|OUR		slav	
polévat	tavélop	po-lév-a-t|po-lé-v-a-t	OSTRAVA|SLAV		slav	
spočívat	tavíčops	s-po-čí-v-a-t|s-po-č-í-v-a-t	SLAV|OUR		our	
nadívat	tavídan	na-dí-v-a-t|na-dív-a-t	SLAV|SLAV	na-dí-v-a-t	slav	
přezdívat	tavídzeřp	pře-z-dí-v-a-t|pře-zd-í-v-a-t	SLAV|SLAV	pře-zd-í-v-a-t	slav	
usmívat	tavímsu	u-smí-v-a-t|u-sm-í-v-a-t	SLAV|OUR		slav	
zpívat	tavípz	z-pí-v-a-t|zpí-v-a-t|zpív-a-t	OSTRAVA|SLAV|OUR		our	
slibovat	tavobils	slib-ova-t|s-lib-ova-t	SLAV|OUR		our	
spolupracovat	tavocarpulops	spol-u-prac-ova-t|spolu-prac-ova-t	SLAV|OUR		our	
tkalcovat	tavoclakt	tk-a-l-c-ova-t|tka-lc-ova-t	SLAV|OUR		slav	
lomcovat	tavocmol	lom-c-ova-t|lomc-ova-t	SLAV|OUR		our	
obchodovat	tavodohcbo	obchod-ova-t|ob-chod-ova-t	SLAV|OUR		our	
reagovat	tavogaer	re-ag-ova-t|reag-ova-t	SLAV|OUR		slav	
abstrahovat	tavohartsba	ab-s-trah-ova-t|abs-trah-ova-t	OSTRAVA|SLAV		slav	
opakovat	tavokapo	o-pak-ova-t|opak-ova-t	SLAV|OUR		our	
zkomplikovat	tavokilpmokz	z-kom-plik-ova-t|z-kompl-ik-ova-t	SLAV|OUR		slav	
praktikovat	tavokitkarp	praktik-ova-t|prakt-ik-ova-t	SLAV|OUR		our	
informovat	tavomrofni	inform-ova-t|in-form-ova-t	OSTRAVA|SLAV		slav	
okupovat	tavopuko	okup-ova-t|o-kup-ova-t	SLAV|OUR		slav	
interferovat	tavorefretni	interfer-ova-t|inter-fer-ova-t	SLAV|OUR		our	
cenzurovat	tavoruznec	cenz-ur-ova-t|cenzur-ova-t	SLAV|OUR		slav	
zhoršovat	tavošrohz	z-hor-š-ova-t|z-horš-ova-t	SLAV|OUR		slav	
zvětšovat	tavoštěvz	z-vět-š-ova-t|z-větš-ova-t	SLAV|OUR		slav	
konstatovat	tavotatsnok	kon-stat-ova-t|konstat-ova-t	OSTRAVA|SLAV		ostrava	
projektovat	tavotkejorp	projekt-ova-t|pro-jekt-ova-t	SLAV|OUR		our	
