baťa	aťab	bať a	"n	
debata	atabed	debat a		
data	atad	dat a		
přijata	atajiřp	při j a t a		
zlata	atalz	zlat a		
adresáta	atáserda	adres át a		
beta	ateb	bet a		
etiketa	atekite	etiket a	"	
létá	átél	lét á		
kazeta	atezak	kazet a		
nafta	atfan	naft a		
publicita	aticilbup	public it a		
spočítá	átíčops	s po čít á		
kvalita	atilavk	kval it a		
rentabilita	atilibatner	rent abil it a	"	
odmítá	átímdo	od mít á		
důležitá	átiželůd	dů lež it á		
využita	atižuyv	vy u ži t a		
fakulta	atlukaf	fakult a		
varianta	atnairav	vari ant a	"	
procenta	atnecorp	procent a		
inhorgenta	atnegrohni	inhorgent a		
pacienta	atneicap	pacient a		
teplota	atolpet	tep l ot a	"	
róberta	atrebór	róbert a	kontext	
experta	atrepxe	expert a	"	
vzrůstá	átsůrzv	vz růst á		
boudreaua	auaerduob	boudreau a		
vyhledává	ávádelhyv	vy hled á v á		
nedává	áváden	ne d á v á		
dodává	ávádod	do d á v á		
udává	ávádu	u d á v á		
ponechává	áváhcenop	po nech á v á		
očekává	ávákečo	o ček á v á		
nevyvolává	áválovyven	ne vy vol á v á		
miroslava	avalsorim	miroslav a	"n	
přibyslava	avalsybiřp	přibyslav a	"n	
zajímavá	ávamíjaz	za jím a v á		
neuznává	ávánzuen	ne u zn á v á		
práva	avárp	práv a		
správa	avárps	s práv a		
strava	avarts	s trav a		
zastává	ávátsaz	za stá v á		
přetrvává	ávávrteřp	pře trv á v á		
děva	avěd	děv a		
pečiva	avičep	peč iv a	"	
paliva	avilap	pal iv a	"	
přispívá	ávípsiřp	při spí v á		
legislativa	avitalsigel	legislat iv a		
používá	ávížuop	po u ží v á		
nevyužívá	ávížuyven	ne vy u ží v á		
samcova	avocmas	samc ov a	"n	
prosincová	ávocnisorp	prosinc ov á		
lupáčova	avočápul	lupáč ov a	"n	
milíčova	avočílim	milíč ov a	"n	
nákladová	ávodalkán	ná klad ov á		
strahova	avoharts	strahov a	"n	
dechová	ávohced	dech ov á		
akciová	ávoicka	akci ov á		
sedláková	ávokáldes	sedl ák ov á		
vodičkova	avokčidov	vod ičk ov a	"n	
pavlíkova	avokílvap	pavl ík ov a	"n	
míková	ávokím	mík ov á	"n	
jeníková	ávokínej	jen ík ov á	"n	
pavelkova	avoklevap	pavel k ov a	"n	
vachulková	ávokluhcav	vachulk ov á	"n	
venkova	avoknev	ven k ov a		
jednotlačítková	ávoktíčaltondej	jedn o tlač í tk ov á		
perutková	ávokturep	perut k ov á	"n	
šíblová	ávolbíš	šíbl ová	"n	
krumlova	avolmurk	krumlov a	"n	
doslova	avolsod	do slov a		
průmyslová	ávolsymůrp	prů mysl ov á		
problémová	ávomélborp	problém ov á		
habrmanova	avonamrbah	habr man ov a	"n	
premiérova	avoréimerp	prem iér ov a		
rozměrová	ávorěmzor	roz měr ov á		
budweiserová	ávoresiewdub	budweiser ov á	"n	
motorová	ávorotom	motor ov á		
hrnčířová	ávoříčnrh	hrnč íř ová		
přenosová	ávosoneřp	pře nos ov á		
ztrátová	ávotártz	z trát ov á		
fryntová	ávotnyrf	frynt ov á		
tichotová	ávotohcit	tichot ov á	"n	
rezerva	avrezer	re zerv a		
trvá	ávrt	trv á		
představenstva	avtsnevatsdeřp	před stav en stv a		
osazenstva	avtsnezaso	o saz en stv a		
ministerstva	avtsretsinim	minister stv a		
smlouva	avuolms	s mlouv a		
přibývá	ávýbiřp	při bý v á		
skrývá	ávýrks	s krý v á		
prognóza	azóngorp	pro gnóz a		
burza	azrub	burz a		
analýza	azýlana	ana lýz a		
půvab	bavůp	pů vab		
cheb	behc	cheb	"n	
předvoleb	belovdeřp	před vol eb		
plateb	betalp	plat eb		
staveb	bevats	stav eb		
sazeb	bezas	saz eb		
dlažeb	bežald	dlaž eb		
tržeb	bežrt	trž eb		
služeb	bežuls	služ eb		
čnb	bnč	č n b		
dvojnásob	bosánjovd	dv oj ná sob		
zásob	bosáz	zá sob		
osob	boso	osob		
kpb	bpk	k p b		
québec	cebéuq	québec	"n	
hradec	cedarh	hrad ec	"n	
zaměstnanec	cenantsěmaz	za měst n an ec		
sec	ces	sec	kontext	
muratec	cetarum	murat ec	"	
itec	ceti	itec	"	
ceramitec	cetimarec	ceramitec	"	
eltec	cetle	eltec		
systec	cetsys	systec		
moravec	cevarom	morav ec	"n	
bic	cib	bic		
ivančic	cičnavi	ivan č ic	"n	
hranic	cinarh	hran ic		
stanic	cinats	stan ic		
panasonic	cinosanap	panasonic		
vesnic	cinsev	ves nic		
electric	cirtcele	electr ic	kontext	
vstříc	cířtsv	vstříc	"	
investic	citsevni	in vest ic		
navíc	cívan	na víc		
ilc	cli	ilc		
soc	cos	soc		
podavač	čavadop	po d a v ač		
kolotoč	čotolok	kol o toč		
odhad	dahdo	od had		
odklad	dalkdo	od klad		
sklad	dalks	s klad		
vklad	dalkv	v klad		
rozklad	dalkzor	roz klad		
západ	dapáz	zá pad		
propad	daporp	pro pad		
listopad	dapotsil	list o pad		
rozpad	dapzor	roz pad		
zásad	dasáz	zá sad		
závad	daváz	zá vad		
oecd	dceo	o e c d		
led	del	led		
nadhled	delhdan	nad hled		
přehled	delheřp	pře hled		
výhled	delhýv	vý hled		
rozhled	delhzor	roz hled		
vzhled	delhzv	vz hled		
sled	dels	sled		
soused	desuos	sou sed		
united	detinu	unit ed	"	
gerald	dlareg	gerald		
greenwald	dlawneerg	green wald		
ferdinand	dnanidref	ferdinand		
trend	dnert	trend		
sekund	dnukes	sekund		
příchod	dohcířp	pří chod		
důchod	dohcůd	dů chod		
výhod	dohýv	vý hod		
rozhod	dohzor	roz hod		
apod	dopa	a pod		
odvod	dovdo	od vod		
převod	doveřp	pře vod		
standard	dradnats	standard		
miliard	drailim	mili ard	"	
word	drow	word		
usd	dsu	u s d		
ltd	dtl	l t d		
poněkud	dukěnop	po ně kud	"	
nájezd	dzeján	ná jezd		
příjezd	dzejířp	pří jezd		
výjezd	dzejýv	vý jezd		
mezd	dzem	mezd		
charae	earahc	charae		
léčbě	ěbčél	léč b ě		
krátkodobé	ébodoktárk	krát k o dob é		
výrobě	ěborýv	vý rob ě		
kresbě	ěbserk	kres b ě		
hrubé	éburh	hrub é		
výstavbě	ěbvatsýv	vý stav b ě		
rekreace	ecaerker	re kre ac e	tohle teda nevim, kreac bych vnímala spíš jako jeden morfém, ale takhle je to konzistentnější	
propagace	ecagaporp	propag ac e		
asociace	ecaicosa	a soci ac e	"	
kontraindikace	ecakidniartnok	kontra in dik ac e	nevím, jestli vlastně v zakončeních -ace by se to -a- nemohlo brát jako KS	
kvalifikace	ecakifilavk	kvali fik ac e		
certifikace	ecakifitrec	certi fik ac e		
plynofikace	ecakifonylp	plyn o fik ac e		
komunikace	ecakinumok	komun ik ac e	"	
inflace	ecalfni	in fl ac e		
reklamace	ecamalker	reklam ac e		
transformace	ecamrofsnart	trans form ac e		
trojkombinace	ecanibmokjort	tr oj kombin ac e		
ordinace	ecanidro	ordin ac e		
kooperace	ecarepook	ko oper ac e		
migrace	ecargim	migr ac e		
spolupráce	ecárpulops	spolu prác e		
registrace	ecartsiger	registr ac e		
konzultace	ecatluznok	konzult ac e		
motivace	ecavitom	motiv ac e		
liberalizace	ecazilarebil	liberal iz ac e	nevim, -al- vnímám obecně jako morfém, ale v češtině mě nenapadá, že by to liber někde stálo bez -al, takže vlastně vyčlenit liber- se mi taky nezdá	
restrukturalizace	ecazilarutkurtser	re strukt ur al iz ac e		
organizace	ecazinagro	organ iz ac e		
klimatizace	ecazitamilk	klimat iz ac e		
privatizace	ecazitavirp	privat iz ac e		
hlavičce	ecčivalh	hlav ičc e		
rádce	ecdár	rád c e		
poradce	ecdarop	po rad c e		
průvodce	ecdovůrp	prů vod c e		
rekondice	ecidnoker	re kondic e		
republice	ecilbuper	republic e		
učebnice	ecinbeču	uč eb n ic e	jako od učební, ale možná by mohlo být i -nic- dohromady	
dělnice	ecinlěd	děl nic e		
jinonice	ecinonij	jinonic e	"n	
kopřivnice	ecinviřpok	kopřiv nic e		
pracovnice	ecinvocarp	prac ov nic e		
rovnice	ecinvor	rovn ic e		
rubrice	ecirbur	rubric e		
statisíce	ecísitats	st a tisíc e		
problematice	ecitamelborp	problem at ic e		
investice	ecitsevni	in vest ic e		
logistice	ecitsigol	log ist ic e		
personalistice	ecitsilanosrep	person al ist ic e		
vítkovice	ecivoktív	vít k ov ic e	"n	
kunovice	ecivonuk	kun ovic e		
service	ecivres	service	kontext	
expozice	ecizopxe	ex poz ic e		
prodejce	ecjedorp	pro d ej c e		
konfekce	eckefnok	konfekc e	"	
aukce	eckua	aukc e		
redukce	eckuder	re duk c e		
produkce	eckudorp	pro duk c e		
délce	ecléd	dél c e		
dílce	eclíd	díl c e		
homolce	eclomoh	homol c e		
tabulce	eclubat	tabul c e		
příjemce	ecmejířp	pří jem c e		
přejímce	ecmíjeřp	pře j í m c e	"	
bance	ecnab	banc e		
zaměstnance	ecnantsěmaz	za měst n an c e		
garance	ecnarag	garanc e		
stránce	ecnárts	strán c e		
šance	ecnaš	šanc e		
diskretance	ecnaterksid	dis kret anc e	CHYBA!	rozložila jsem to teda stejně jako diskrepanci, ale co děláme se zjevným překlepem v datech, to nevím :)
korespondence	ecnednopserok	ko re spond enc e		
konkurence	ecneruknok	kon kur enc e		
frekvence	ecnevkerf	frekvenc e		
prosince	ecnisorp	prosinc e		
petynce	ecnytep	pety n c e	kontext	
výherce	ecrehýv	vý her c e		
mallorce	ecrollam	mallorc e	"n	
vývěsce	ecsěvýv	vý věs c e		
aljašce	ecšajla	aljašc e		
vyhlášce	ecšálhyv	vy hláš c e		
plátce	ectálp	plát c e		
částce	ectsáč	část c e		
distribuce	ecubirtsid	dis tribu c e		
instituce	ecutitsni	in stitu c e	tady je to -c- asi součástí kořene, ale zase bych to dělala spíš konzistentně	
výuce	ecuýv	vý uc e		
správce	ecvárps	s práv c e		
jazyce	ecyzaj	jazyc e		
posluchače	ečahculsop	po sluch a č e		
spínače	ečaníps	s pín a č e		
prodavače	ečavadorp	pro d a v a č e		
péče	ečép	péč e		
svářeče	ečeřávs	s vář eč e		
made	edam	made		
kanadě	ědanak	kanad ě	"n	
nasnadě	ědansan	na snad ě		
západě	ědapáz	zá pad ě		
radě	ědar	rad ě		
úhradě	ědarhú	ú hrad ě		
nedojde	edjoden	ne do jd e		
náhodě	ědohán	ná hod ě		
obchodě	ědohcbo	ob chod ě		
pohodě	ědohop	po hod ě		
mode	edom	mode		
tvrdě	ědrvt	tvrd ě		
claude	edualc	claude		
nezbude	edubzen	ne z bud e		
mzdě	ědzm	mzd ě		
uzdě	ědzu	uzd ě		
lee	eel	lee		
image	egami	image		
mineralientage	egatneilarenim	mineral ien tag e		
george	egroeg	george		
milkoviche	ehcivoklim	milkowich e	"n	
woche	ehcow	woche	"	
deutsche	ehcstued	deutsche		
mnohé	éhonm	mnoh é		
karlsruhe	ehurslrak	karls ruhe		
francie	eicnarf	franci e		
belgie	eigleb	belgi e		
techologie	eigolohcet	tech o log i e	asi chyba?	
ekologie	eigoloke	eko log i e		
technologie	eigolonhcet	techn o log i e		
energie	eigrene	energ i e		
fólie	eilóf	fóli e		
gastronomie	eimonortsag	gastr o nom i e		
unie	einu	uni e		
rafinerie	eirenifar	rafin er i e		
rafinérie	eirénifar	rafin éri e	"	
serie	eires	seri e		
baterie	eiretab	bateri e		
bižuterie	eiretužib	bižuteri e		
asie	eisa	asi e		
údaje	ejadú	ú daj e		
počínaje	ejaníčop	po čín aj e		
nehraje	ejarhen	ne hra j e		
neděje	ejěden	ne dě j e		
prodeje	ejedorp	pro d ej e		
předprodeje	ejedorpdeřp	před pro d ej e		
uspěje	ejěpsu	u spě j e		
použije	ejižuop	po u ži j e		
moje	ejom	moj e		
spoje	ejops	s poj e		
přístroje	ejortsířp	pří stroj e	"	
rozvoje	ejovzor	roz voj e		
zásobuje	ejubosáz	zá sob uje		
prohlubuje	ejubulhorp	pro hlub uje		
spolupracuje	ejucarpulops	spolu prac uje		
financuje	ejucnanif	financ uje		
nevylučuje	ejučulyven	ne vy luč uje		
odhaduje	ejudahdo	od had uje		
požaduje	ejudažop	po žad uje		
vyžaduje	ejudažyv	vy žad uje		
zlikviduje	ejudivkilz	z likvid uje		
sonduje	ejudnos	sond uje		
funguje	ejugnuf	fung uje		
přesahuje	ejuhaseřp	pře sah uje		
přitahuje	ejuhatiřp	při tah uje		
protahuje	ejuhatorp	pro tah uje		
zkrachuje	ejuhcarkz	z krach uje		
zprostředkuje	ejukdeřtsorpz	z pro střed k uje		
produkuje	ejukudorp	pro duk uje		
zpomaluje	ejulamopz	z pomal uje		
dovoluje	ejulovod	do vol uje		
informuje	ejumrofni	in form uje		
panuje	ejunap	pan uje		
zpochybňuje	ejuňbyhcopz	z po chyb ň uje		
zvýhodňuje	ejuňdohývz	z vý hod ň uje		
nedoceňuje	ejuňecoden	ne do ceň uje		
odměňuje	ejuňěmdo	od měň uje		
věnuje	ejuněv	věn uje		
stagnuje	ejungats	stagn uje		
koordinuje	ejunidrook	ko ordin uje		
upřesňuje	ejuňseřpu	u přesň uje		
upevňuje	ejuňvepu	u pevň uje		
ovlivňuje	ejuňvilvo	o vliv ň uje		
neumožňuje	ejuňžomuen	ne u možň uje		
kupuje	ejupuk	kup uje		
nakupuje	ejupukan	na kup uje		
směřuje	ejuřěms	s měř uje		
svěřuje	ejuřěvs	s věř uje		
rozšiřuje	ejuřišzor	roz šiř uje		
nerozlišuje	ejušilzoren	ne roz liš uje		
zvyšuje	ejušyvz	z vyš uje		
konstatuje	ejutatsnok	kon stat uje		
účtuje	ejutčú	ú čt uje		
diktuje	ejutkid	dikt uje		
zajišťuje	ejuťšijaz	za jišť uje		
poskytuje	ejutyksop	po skyt uje		
odrazuje	ejuzardo	od raz uje		
charakterizuje	ejuziretkarahc	charakter iz uje		
poškozuje	ejuzokšop	po škoz uje		
navozuje	ejuzovan	na voz uje		
posuzuje	ejuzusop	po suz uje		
považuje	ejužavop	po važ uje		
snižuje	ejužins	s niž uje		
prodlužuje	ejužuldorp	pro dluž uje		
krátkozraké	ékarzoktárk	krát k o zrak é		
tatrovácké	ékcávortat	tatr ovác k é		
východoněmecké	ékceměnodohcýv	vý chod o něm ec k é		
časopisecké	ékcesiposač	čas o pis ec k é		
