ROOTWORD3	chládek	kedálhc	chládek		
ROOTWORD3	chlum	mulhc	chlum		
ROOTWORD3	chlumec	cemulhc	chlumec		
ROOTWORD3	choceň	ňecohc	choceň		
ROOTWORD3	chodov	vodohc	chod ov		
ROOTWORD3	chomutov	votumohc	chomut ov		
ROOTWORD3	chorvat	tavrohc	chorvat		
ROOTWORD3	chotěboř	řobětohc	chotěboř		
ROOTWORD3	chrastava	avatsarhc	chrastav a		
ROOTWORD3	chris	sirhc	chris		
ROOTWORD3	christian	naitsirhc	christian		
ROOTWORD3	christopher	rehpotsirhc	christopher		
ROOTWORD3	chronický	ýkcinorhc	chron ick ý		
ROOTWORD3	chrudim	midurhc	chrudim		
ROOTWORD3	chvalovský	ýksvolavhc	chval ov sk ý		
ROOTWORD3	cidlina	anildic	cidlin a		
ROOTWORD3	cimrman	namrmic	cimr man		
ROOTWORD3	čína	aníč	čín a		
ROOTWORD3	cipro	orpic	cipro	?	
ROOTWORD3	církev	vekríc	církev		
ROOTWORD3	cirkus	sukric	cirkus		
ROOTWORD3	cisterna	anretsic	cister n a		
ROOTWORD3	citroen	neortic	citroen		
ROOTWORD3	citron	nortic	citron		
ROOTWORD3	clinton	notnilc	clinton		
ROOTWORD3	čokoláda	adálokoč	čokolád a		
ROOTWORD3	colorado	odaroloc	colorad o		
ROOTWORD3	country	yrtnuoc	country		
ROOTWORD3	credit	tiderc	credit		
ROOTWORD3	čtveřice	eciřevtč	čtveř ic e		
ROOTWORD3	čtyřicítka	aktíciřytč	čtyř i cít k a		
ROOTWORD3	čunek	kenuč	čun ek		
ROOTWORD3	cup	puc	cup		
ROOTWORD3	cyklistika	akitsilkyc	cykl ist ik a		
ROOTWORD3	cyril	liryc	cyril		
ROOTWORD3	czechinvest	tsevnihcezc	czech in vest		
ROOTWORD3	dačice	ecičad	dačic e		
ROOTWORD3	dagmar	ramgad	dagmar		
ROOTWORD3	dalibor	robilad	dalibor		
ROOTWORD3	dallas	sallad	dallas		
ROOTWORD3	daněk	kěnad	daněk		
ROOTWORD3	daniel	leinad	daniel		
ROOTWORD3	danny	ynnad	danny		
ROOTWORD3	datum	mutad	dat um		
ROOTWORD3	david	divad	david		
ROOTWORD3	davis	sivad	davis		
ROOTWORD3	debakl	lkabed	debakl		
ROOTWORD3	debut	tubed	debut		
ROOTWORD3	děčín	níčěd	děčín		
ROOTWORD3	defekt	tkefed	de fekt		
ROOTWORD3	defenziva	aviznefed	de fenziv a		
ROOTWORD3	deficit	ticifed	deficit	?	
ROOTWORD3	dejvice	ecivjed	dejvic e		
ROOTWORD3	děkan	nakěd	děkan		
ROOTWORD3	dekret	terked	dekret		
ROOTWORD3	delikt	tkiled	delikt		
ROOTWORD3	demise	esimed	demis e		
ROOTWORD3	denis	sined	denis		
ROOTWORD3	depozitář	řátizoped	depozit ář		
ROOTWORD3	deprese	eserped	depres e		
ROOTWORD3	derniéra	aréinred	dern iér a		
ROOTWORD3	desná	ánsed	desn á		
ROOTWORD3	destinace	ecanitsed	destinac e		
ROOTWORD3	deštné	éntšed	dešt n é		
ROOTWORD3	detroit	tiorted	detroit		
ROOTWORD3	developer	repoleved	develop er		
ROOTWORD3	devils	slived	devil s		
ROOTWORD3	dezert	trezed	dezert		
ROOTWORD3	diana	anaid	dian a		
ROOTWORD3	dick	kcid	dick		
ROOTWORD3	diecéze	ezéceid	diecéz e		
ROOTWORD3	diego	ogeid	dieg o		
ROOTWORD3	dienstbier	reibtsneid	dienstbier		
ROOTWORD3	diesel	leseid	diesel		
ROOTWORD3	digitální	ínlátigid	digit ál n í		
ROOTWORD3	diplomat	tamolpid	diplomat		
ROOTWORD3	diplom	molpid	diplom		
ROOTWORD3	disciplína	anílpicsid	disciplín a		
ROOTWORD3	dispečink	kničepsid	dispeč ink		
ROOTWORD3	dividenda	adnedivid	dividend a		
ROOTWORD3	diviš	šivid	diviš		
ROOTWORD3	divize	ezivid	diviz e		
ROOTWORD3	dobřany	ynařbod	dobř an y		
ROOTWORD3	dobrovský	ýksvorbod	dobr ovsk ý		
ROOTWORD3	dobruška	akšurbod	dobrušk a		
ROOTWORD3	docent	tnecod	docent		
ROOTWORD3	dohnal	lanhod	do hn a l		
ROOTWORD3	doksy	yskod	doks y		
ROOTWORD3	dolejš	šjelod	dolejš		
ROOTWORD3	domažlice	ecilžamod	domažlic e		
ROOTWORD3	domažlicko	okcilžamod	domažlic k o		
ROOTWORD3	doména	anémod	domén a		
ROOTWORD3	donald	dlanod	donald		
ROOTWORD3	dopadení	ínedapod	do pad en í		
ROOTWORD3	dopita	atipod	do pi t a		
ROOTWORD3	dortmund	dnumtrod	dortmund		
ROOTWORD3	došek	kešod	doš ek		
ROOTWORD3	dostál	látsod	do st á l		
ROOTWORD3	dotčený	ýnečtod	do tč en ý		
ROOTWORD3	doubrava	avarbuod	doubrav a		
ROOTWORD3	dozadu	udazod	do zad u		
ROOTWORD3	drac	card	drac		
ROOTWORD3	drastický	ýkcitsard	drastick ý		
ROOTWORD3	drážďany	ynaďžárd	drážď an y		
ROOTWORD3	drnovice	ecivonrd	drn ov ic e		
ROOTWORD3	drůbež	žebůrd	drůb ež		
ROOTWORD3	družka	akžurd	druž k a		
ROOTWORD3	dubaj	jabud	dubaj		
ROOTWORD3	duchcov	vochcud	duchc ov		
ROOTWORD3	duda	adud	dud a		
ROOTWORD3	duel	leud	duel		
ROOTWORD3	dufek	kefud	dufek		
ROOTWORD3	duha	ahud	duh a		
ROOTWORD3	dukla	alkud	dukl a		
ROOTWORD3	dukovany	ynavokud	duk ov an y		
ROOTWORD3	dunaj	janud	dunaj		
ROOTWORD3	duo	oud	du o		
ROOTWORD3	dušan	našud	dušan		
ROOTWORD3	dušek	kešud	duš ek		
ROOTWORD3	důsledek	kedelsůd	dů sled ek		
ROOTWORD3	dvacítka	aktícavd	dva cít k a		
ROOTWORD3	dvanáctka	aktcánavd	dva náct k a		
ROOTWORD3	dvouhra	arhuovd	dv ou hr a		
ROOTWORD3	dyje	ejyd	dyj e		
ROOTWORD3	dynamo	omanyd	dynam o		
ROOTWORD3	dýně	ěnýd	dýn ě		
ROOTWORD3	džíny	ynížd	džín y		
ROOTWORD3	džungle	elgnužd	džungl e		
ROOTWORD3	džus	sužd	džus		
ROOTWORD3	eben	nebe	eben		
ROOTWORD3	ed	de	ed		
ROOTWORD3	eden	nede	eden		
ROOTWORD3	editor	rotide	edit or		
ROOTWORD3	edmonton	notnomde	edmonton		
ROOTWORD3	egon	noge	egon		
ROOTWORD3	elán	nále	elán		
ROOTWORD3	elegance	ecnagele	elegan c e		
ROOTWORD3	eliáš	šáile	eliáš		
ROOTWORD3	eliška	akšile	eliš k a	?	
ROOTWORD3	elita	atile	elit a		
ROOTWORD3	ema	ame	em a		
ROOTWORD3	emanuel	leuname	emanuel		
ROOTWORD3	embargo	ograbme	embarg o		
ROOTWORD3	emil	lime	emil		
ROOTWORD3	emise	esime	emis e		
ROOTWORD3	emma	amme	emm a		
ROOTWORD3	emoce	ecome	emoc e		
ROOTWORD3	encefalitida	aditilafecne	encefal itid a		
ROOTWORD3	enge	egne	enge		
ROOTWORD3	enormní	ínmrone	enormn í	?	
ROOTWORD3	enzym	myzne	enzym		
ROOTWORD3	éra	aré	ér a		
ROOTWORD3	erb	bre	erb		
ROOTWORD3	erich	hcire	erich		
ROOTWORD3	erik	kire	erik		
ROOTWORD3	ernst	tsnre	ernst		
ROOTWORD3	esej	jese	esej		
ROOTWORD3	esemeska	aksemese	es em es k a		
ROOTWORD3	estonsko	oksnotse	eston sk o		
ROOTWORD3	euforie	eirofue	eufori e		
ROOTWORD3	euro	orue	eur o		
ROOTWORD3	eurotel	letorue	euro tel		
ROOTWORD3	evžen	nežve	evžen		
ROOTWORD3	exekuce	ecukexe	exekuc e		
ROOTWORD3	exemplář	řálpmexe	exemplář		
ROOTWORD3	exhibice	ecibihxe	ex hib ic e		
ROOTWORD3	exil	lixe	exil		
ROOTWORD3	exkurze	ezrukxe	ex kurz e		
ROOTWORD3	exploze	ezolpxe	ex ploz e		
ROOTWORD3	exponát	tánopxe	ex pon át		
ROOTWORD3	expres	serpxe	expres	?	
ROOTWORD3	express	sserpxe	express	?	
ROOTWORD3	extrém	mértxe	extrém	?	
ROOTWORD3	fabia	aibaf	fabi a	neskloňuje se jenom jako fabie?	
ROOTWORD3	fabrika	akirbaf	fabrik a		
ROOTWORD3	facebook	koobecaf	face book		
ROOTWORD3	faktor	rotkaf	faktor		
ROOTWORD3	farmaceutický	ýkcituecamraf	farmaceut ick ý	?	
ROOTWORD3	fasáda	adásaf	fasád a		
ROOTWORD3	fatální	ínlátaf	fatál n í		
ROOTWORD3	faul	luaf	faul		
ROOTWORD3	fauna	anuaf	faun a		
ROOTWORD3	favorit	tirovaf	favorit		
ROOTWORD3	federer	reredef	federer		
ROOTWORD3	fed	def	fed		
ROOTWORD3	fejeton	notejef	fejeton		
ROOTWORD3	felix	xilef	felix		
ROOTWORD3	fernando	odnanref	fernand o		
ROOTWORD3	ferrari	irarref	ferrari		
ROOTWORD3	festival	lavitsef	festival		
ROOTWORD3	fico	ocif	fic o		
ROOTWORD3	fin	nif	fin		
ROOTWORD3	finiš	šinif	finiš		
ROOTWORD3	fino	onif	fino	?	
ROOTWORD3	fischer	rehcsif	fischer		
ROOTWORD3	fišer	rešif	fišer		
ROOTWORD3	florian	nairolf	florian		
ROOTWORD3	florida	adirolf	florid a		
ROOTWORD3	fojtík	kítjof	fojt ík		
ROOTWORD3	fontána	anátnof	fontán a		
ROOTWORD3	ford	drof	ford		
ROOTWORD3	formánek	kenámrof	formán ek		
ROOTWORD3	fortuna	anutrof	fortun a		
ROOTWORD3	forvard	dravrof	for vard		
ROOTWORD3	fotografia	aifargotof	foto graf i a		
ROOTWORD3	fragment	tnemgarf	fragment		
ROOTWORD3	france	ecnarf	franc e		
ROOTWORD3	franc	cnarf	franc		
ROOTWORD3	francisko	oksicnarf	francisk o		
ROOTWORD3	franěk	kěnarf	franěk		
ROOTWORD3	frankfurt	trufknarf	frankfurt		
ROOTWORD3	franz	znarf	franz		
ROOTWORD3	frekventovaný	ýnavotnevkerf	frekvent ova n ý		
ROOTWORD3	frenštát	tátšnerf	frenštát		
ROOTWORD3	frýdek	kedýrf	frýdek	?	
ROOTWORD3	frýdlant	tnaldýrf	frýdlant		
ROOTWORD3	fulnek	kenluf	ful nek		
ROOTWORD3	futsal	lastuf	futsal		
ROOTWORD3	fúze	ezúf	fúz e		
ROOTWORD3	gabriel	leirbag	gabriel		
ROOTWORD3	galerius	suirelag	galeri us		
ROOTWORD3	gambrinus	sunirbmag	gambrin us		
ROOTWORD3	game	emag	game		
ROOTWORD3	gang	gnag	gang		
ROOTWORD3	garant	tnarag	garant		
ROOTWORD3	garáž	žárag	garáž		
ROOTWORD3	garda	adrag	gard a		
ROOTWORD3	gay	yag	gay		
ROOTWORD3	gazprom	morpzag	gaz prom	?	
ROOTWORD3	gen	neg	gen		
ROOTWORD3	génius	suinég	géni us		
ROOTWORD3	genocida	adiconeg	genocid a		
ROOTWORD3	gerhard	drahreg	gerhard		
ROOTWORD3	gestapo	opatseg	gestap o		
ROOTWORD3	gigant	tnagig	gig ant	?	
ROOTWORD3	glasgow	wogsalg	glasgow		
ROOTWORD3	globální	ínlábolg	glob ál n í	?	
ROOTWORD3	glóbus	subólg	glób us		
ROOTWORD3	glosa	asolg	glos a		
ROOTWORD3	gól	lóg	gól		
ROOTWORD3	google	elgoog	googl e		
ROOTWORD3	gott	ttog	gott		
ROOTWORD3	gram	marg	gram		
ROOTWORD3	granát	tánarg	granát		
ROOTWORD3	grant	tnarg	grant		
ROOTWORD3	grebeníček	kečíneberg	grebeníček		
ROOTWORD3	gregor	rogerg	gregor		
ROOTWORD3	grémium	muimérg	grémium		
ROOTWORD3	gross	ssorg	gross		
ROOTWORD3	gruzie	eizurg	gruz i e		
ROOTWORD3	guláš	šálug	guláš		
ROOTWORD3	gustav	vatsug	gustav		
ROOTWORD3	guvernér	rénrevug	guvern ér		
ROOTWORD3	gymnastika	akitsanmyg	gymnast ik a	?	
ROOTWORD3	gymnázium	muizánmyg	gymnázi um		
ROOTWORD3	haag	gaah	haag		
ROOTWORD3	hadamczik	kizcmadah	hadamczik		
ROOTWORD3	haléř	řélah	haléř		
ROOTWORD3	hamas	samah	hamas		
ROOTWORD3	hamburk	krubmah	ham burk		
ROOTWORD3	hamé	émah	hamé		
ROOTWORD3	hamilton	notlimah	hamilton		
ROOTWORD3	hamlet	telmah	hamlet		
ROOTWORD3	handicap	pacidnah	handicap		
ROOTWORD3	hanka	aknah	han k a		
ROOTWORD3	hannover	revonnah	hannover		
ROOTWORD3	hans	snah	hans		
ROOTWORD3	hanuš	šunah	hanuš		
ROOTWORD3	hanzlík	kílznah	hanzlík		
ROOTWORD3	happening	gnineppah	happen ing		
ROOTWORD3	harrachov	vohcarrah	harrach ov		
ROOTWORD3	harry	yrrah	harry		
ROOTWORD3	hašek	kešah	hašek		
ROOTWORD3	hattrick	kcirttah	hattrick		
ROOTWORD3	havel	levah	havel		
ROOTWORD3	havlíček	kečílvah	havl íček		
ROOTWORD3	heger	regeh	heger		
ROOTWORD3	heinz	znieh	heinz		
ROOTWORD3	hejduk	kudjeh	hejduk		
ROOTWORD3	hektar	ratkeh	hektar		
ROOTWORD3	helena	aneleh	helen a		
ROOTWORD3	helmut	tumleh	helmut		
ROOTWORD3	helsinky	yknisleh	helsink y		
ROOTWORD3	henry	yrneh	henry		
ROOTWORD3	hercegovina	anivogecreh	hercegovin a		
ROOTWORD3	herman	namreh	herman		
ROOTWORD3	heřman	namřeh	heřman		
ROOTWORD3	heřmanice	ecinamřeh	heřman ic e		
ROOTWORD3	heroin	nioreh	heroin		
ROOTWORD3	hillary	yrallih	hillary		
ROOTWORD3	hill	llih	hill		
ROOTWORD3	hitler	reltih	hitler		
ROOTWORD3	hladík	kídalh	hlad ík		
ROOTWORD3	hlaváč	čávalh	hlav áč		
ROOTWORD3	hlinka	aknilh	hlink a		
ROOTWORD3	hlinsko	oksnilh	hlin sk o		
ROOTWORD3	hlubina	anibulh	hlub in a		
ROOTWORD3	hlučín	níčulh	hluč ín		
ROOTWORD3	hnilička	akčilinh	hnil ičk a		
ROOTWORD3	hobby	ybboh	hobby		
ROOTWORD3	hodonín	nínodoh	hodonín		
ROOTWORD3	hody	ydoh	hody		
ROOTWORD3	hoffmann	nnamffoh	hoffmann		
ROOTWORD3	hokejbal	labjekoh	hokejbal		
ROOTWORD3	hokej	jekoh	hokej		
ROOTWORD3	holandsko	oksdnaloh	holand sk o		
ROOTWORD3	holešov	vošeloh	holeš ov		
ROOTWORD3	holešovice	ecivošeloh	holeš ov ic e		
ROOTWORD3	holice	eciloh	hol ic e		
ROOTWORD3	holík	kíloh	hol ík		
ROOTWORD3	hollywood	doowylloh	holly wood		
ROOTWORD3	holýšov	vošýloh	holýš ov		
