COMPOUND	analogii	iigolana	ana log i i	?				
COMPOUND	andragogika	akigogardna	andragogika	?				
COMPOUND	angloameričan	načiremaolgna	angl o amer ič an					
COMPOUND	angloamerický	ýkciremaolgna	anglo amer ic k ý					
COMPOUND	anglofil	lifolgna	angl o fil					
COMPOUND	anglosas	sasolgna	angl o sas					
COMPOUND	anglosaský	ýksasolgna	angl o sas k ý					
COMPOUND	anglosaských	hcýksasolgna	angl o sas k ých					
COMPOUND	antibiotika	akitoibitna	anti bio t ik a	?				
COMPOUND	antibiotikum	mukitoibitna	anti bio t ik um					
COMPOUND	antidepresivum	muviserpeditna	anti de pres iv um					
COMPOUND	antologie	eigolotna	antologie					
COMPOUND	antropogenního	ohínnegoportna	antrop o gen n ího					
COMPOUND	antropologie	eigoloportna	antrop o log i e					
COMPOUND	antroposofie	eifosoportna	antrop o sof i e					
COMPOUND	aortokoronární	ínránorokotroa	aort o koron árn í	?	ární ?			
COMPOUND	aquacentrum	murtnecauqa	aqua centr um					
COMPOUND	aquapark	krapauqa	aqua park					
COMPOUND	archeologie	eigoloehcra	archeo log i e					
COMPOUND	archeologii	iigoloehcra	archeo log i i					
COMPOUND	archetyp	pytehcra	arche typ					
COMPOUND	architektura	arutketihcra	architekt ur a	?				
COMPOUND	arcičaroděj	jědoračicra	arci čar o děj					
COMPOUND	arcičíšník	kínšíčicra	arci číš ník					
COMPOUND	arcidiecéze	ezéceidicra	arci diecéz e					
COMPOUND	arciopata	atapoicra	arci opat a					
COMPOUND	arcipresbyter	retybserpicra	arci presbyt er					
COMPOUND	arcivévoda	adovévicra	arci vévod a	?				
COMPOUND	aristokracie	eicarkotsira	aristo krac i e					
COMPOUND	aromaterapie	eiparetamora	aroma terapi e					
COMPOUND	artefakt	tkafetra	arte fakt					
COMPOUND	artefaktů	ůtkafetra	arte fakt ů					
COMPOUND	arterioskleróza	azórelksoiretra	arterio skler óz a					
COMPOUND	artfórum	muróftra	art fór um					
COMPOUND	artrock	kcortra	art rock					
COMPOUND	arzenopyrit	tiryponezra	arzen o pyrit					
COMPOUND	astrokartografie	eifargotrakortsa	astr o kart o graf i e					
COMPOUND	astrologie	eigolortsa	astr o log i e					
COMPOUND	astromedicína	anícidemortsa	astr o medic ín a					
COMPOUND	astrometrie	eirtemortsa	astr o metr i e					
COMPOUND	astronomie	eimonortsa	astr o nom i e					
COMPOUND	ateroskleróza	azórelksoreta	atero skler óz a					
COMPOUND	aterosklerózy	yzórelksoreta	atero skler óz y					
COMPOUND	atribut	tubirta	a tribut	?				
COMPOUND	atributy	ytubirta	a tribut y	?				
COMPOUND	audiokniha	ahinkoidua	audio knih a					
COMPOUND	audioprůvodce	ecdovůrpoidua	audio prů vod c e					
COMPOUND	audiostudio	oidutsoidua	audio stud i o					
COMPOUND	audiotechnika	akinhcetoidua	audio techn ik a					
COMPOUND	audiovize	ezivoidua	audio viz e					
COMPOUND	audiovizuální	ínláuzivoidua	audio viz uál n í					
COMPOUND	autoalarmy	ymralaotua	aut o alarm y					
COMPOUND	autoanténa	anétnaotua	aut o antén a					
COMPOUND	autobaterie	eiretabotua	aut o bater i e					
COMPOUND	autobazarů	ůrazabotua	aut o bazar ů					
COMPOUND	autobiografie	eifargoibotua	auto bio graf i e					
COMPOUND	autobiografiím	míifargoibotua	auto bio graf i ím					
COMPOUND	autobusem	mesubotua	auto bus em					
COMPOUND	autocentry	yrtnecotua	auto centr y					
COMPOUND	autochemie	eimehcotua	auto chem i e					
COMPOUND	autocvičiště	ětšičivcotua	auto cvič išt ě					
COMPOUND	autodílna	anlídotua	aut o díl n a					
COMPOUND	autodoprava	avarpodotua	aut o do prav a					
COMPOUND	autodráha	ahárdotua	aut o dráh a					
COMPOUND	autodrom	mordotua	aut o drom					
COMPOUND	autogram	margotua	aut o gram					
COMPOUND	autogramem	memargotua	auto gram em					
COMPOUND	autogramiáda	adáimargotua	auto gram iád a					
COMPOUND	autohavárie	eirávahotua	aut o havár i e					
COMPOUND	autohavárii	iirávahotua	aut o havár i i					
COMPOUND	autojeřábem	mebářejotua	aut o jeřáb em					
COMPOUND	autokar	rakotua	aut o kar					
COMPOUND	autokarem	merakotua	aut o kar em					
COMPOUND	autoklub	bulkotua	aut o klub					
COMPOUND	autoklubu	ubulkotua	auto klub u					
COMPOUND	autokros	sorkotua	aut o kros					
COMPOUND	autokrosu	usorkotua	aut o kros u					
COMPOUND	automat	tamotua	auto mat					
COMPOUND	automaty	ytamotua	auto mat y					
COMPOUND	automechanici	icinahcemotua	aut o mechan ic i					
COMPOUND	automechanik	kinahcemotua	aut o mechan ik					
COMPOUND	automotodrom	mordotomotua	aut o moto drom	?	to nevim :)			
COMPOUND	automotodromu	umordotomotua	aut o moto drom u					
COMPOUND	automotoklub	bulkotomotua	aut o moto klub					
COMPOUND	autonehoda	adohenotua	aut o ne hod a					
COMPOUND	autonehodách	hcádohenotua	aut o ne hod ách					
COMPOUND	autonomní	ínmonotua	auto nom n í					
COMPOUND	autoolej	jelootua	aut o olej					
COMPOUND	autoopraváři	iřávarpootua	aut o o prav ář i					
COMPOUND	autopojištění	ínětšijopotua	aut o po jišt ěn í					
COMPOUND	autoportrét	tértropotua	auto portrét					
COMPOUND	autoportrétu	utértropotua	auto portrét u					
COMPOUND	autopřehlídka	akdílheřpotua	auto pře hlíd k a					
COMPOUND	autorádia	aidárotua	aut o rádi a					
COMPOUND	autorádio	oidárotua	aut o rádi o					
COMPOUND	autoregresní	ínsergerotua	auto re gres n í					
COMPOUND	autoregulace	ecalugerotua	auto regul ac e					
COMPOUND	autorelativní	ínvitalerotua	auto relat iv n í					
COMPOUND	autosalón	nólasotua	aut o salón					
COMPOUND	autosedačka	akčadesotua	aut o sed a čk a					
COMPOUND	autoservis	sivresotua	aut o servis					
COMPOUND	autoservisy	ysivresotua	aut o servis y					
COMPOUND	autoskla	alksotua	aut o skl a					
COMPOUND	autoškola	alokšotua	aut o škol a					
COMPOUND	autoškoly	ylokšotua	aut o škol y					
COMPOUND	autosoučástek	ketsáčuosotua	aut o sou část ek					
COMPOUND	autoštěp	pětšotua	auto štěp					
COMPOUND	autostráda	adártsotua	aut o strád a					
COMPOUND	autotrenažér	réžanertotua	aut o tren až ér	?	podívat do starších dat			
COMPOUND	autovrak	karvotua	aut o vrak					
COMPOUND	autožárovka	akvorážotua	aut o žár ovk a					
COMPOUND	avantgarda	adragtnava	avant gard a					
COMPOUND	avantgardu	udragtnava	avant gard u					
COMPOUND	azbestocement	tnemecotsebza	azbest o cement					
COMPOUND	babochlap	palhcobab	bab o chlap					
COMPOUND	babyboom	moobybab	baby boom					
COMPOUND	babybox	xobybab	baby box					
COMPOUND	baletománie	einámotelab	balet o máni e	?	nevim jak moc je konzistentní skupina -ie, jestli někde může být tahle segmentace			
COMPOUND	balíkomat	tamokílab	bal ík o mat					
COMPOUND	balkanolog	golonaklab	balkan o log					
COMPOUND	balneoprovozů	ůzovorpoenlab	balneo pro voz ů					
COMPOUND	bankomat	tamoknab	bank o mat					
COMPOUND	bardáma	amádrab	bar dám a					
COMPOUND	barmana	anamrab	bar man a					
COMPOUND	barman	namrab	bar man					
COMPOUND	barograf	fargorab	bar o graf					
COMPOUND	barometr	rtemorab	bar o metr					
COMPOUND	baseball	llabesab	base ball					
COMPOUND	basketbal	labteksab	basket bal					
COMPOUND	baskytara	aratyksab	bas kytar a					
COMPOUND	baskytaru	uratyksab	bas kytar u					
COMPOUND	bassreflex	xelferssab	bass re flex					
COMPOUND	beachvolejbal	labjelovhcaeb	beach volej bal					
COMPOUND	bělobradý	ýdarbolěb	běl o brad ý					
COMPOUND	bělobřichý	ýhciřbolěb	běl o břich ý					
COMPOUND	běločelý	ýlečolěb	běl o čel ý					
COMPOUND	bělohorský	ýksroholěb	běl o hor sk ý					
COMPOUND	bělohřbetý	ýtebřholěb	běl o hřbet ý					
COMPOUND	bělohubý	ýbuholěb	běl o hub ý					
COMPOUND	bělokřídlý	ýldířkolěb	běl o kříd l ý					
COMPOUND	bělokur	rukolěb	běl o kur					
COMPOUND	bělokvětý	ýtěvkolěb	běl o květ ý					
COMPOUND	bělolanýž	žýnalolěb	běl o lanýž					
COMPOUND	bělolící	ícílolěb	běl o líc í					
COMPOUND	běloocasý	ýsacoolěb	běl o ocas ý					
COMPOUND	bělopruhý	ýhurpolěb	běl o pruh ý					
COMPOUND	běloruký	ýkurolěb	běl o ruk ý					
COMPOUND	bělotrn	nrtolěb	běl o trn					
COMPOUND	běloves	sevolěb	běl o ves					
COMPOUND	bělovlasý	ýsalvolěb	běl o vlas ý					
COMPOUND	bělovousý	ýsuovolěb	běl o vous ý					
COMPOUND	benefit	tifeneb	bene fit					
COMPOUND	bestseller	rellestseb	best sell er					
COMPOUND	bestselleru	urellestseb	best sell er u					
COMPOUND	betaverze	ezrevateb	beta verz e					
COMPOUND	bétřídní	índířtéb	bé tříd n í					
COMPOUND	bezpečnostněpolitický	ýkcitilopěntsončepzeb	bez peč n ost n ě polit ic k ý					
COMPOUND	biatlon	noltaib	biatlon	?				
COMPOUND	bibliofilie	eilifoilbib	biblio fil i e					
COMPOUND	bibliografie	eifargoilbib	biblio graf i e					
COMPOUND	bicepsy	yspecib	bi ceps y					
COMPOUND	bicykl	lkycib	bi cykl					
COMPOUND	bicyklu	ulkycib	bi cykl u					
COMPOUND	bienále	eláneib	bienál e					
COMPOUND	bifenyly	ylynefib	bi fenyl y					
COMPOUND	biftek	ketfib	biftek					
COMPOUND	bigband	dnabgib	big band					
COMPOUND	bigbít	tíbgib	big bít					
COMPOUND	biketrial	lairtekib	bike trial					
COMPOUND	bilaterální	ínláretalib	bi later ál n í					
COMPOUND	bilirubinometr	rtemoniburilib	bili rubin o metr					
COMPOUND	billboard	draobllib	bill board					
COMPOUND	bíločerný	ýnrečolíb	bíl o čern ý					
COMPOUND	bílomodrý	ýrdomolíb	bíl o modr ý					
COMPOUND	bílozelený	ýnelezolíb	bíl o zelen ý					
COMPOUND	bílozlatý	ýtalzolíb	bíl o zlat ý					
COMPOUND	bíložlutý	ýtulžolíb	bíl o žlut ý					
COMPOUND	bioarcheologie	eigoloehcraoib	bio archeo log i e					
COMPOUND	bioberan	nareboib	bio beran					
COMPOUND	biocenter	retnecoib	bio center					
COMPOUND	biochemie	eimehcoib	bio chem i e					
COMPOUND	biochlapeček	kečepalhcoib	bio chlap eč ek					
COMPOUND	biočistička	akčitsičoib	bio čist ičk a					
COMPOUND	biodiverzita	atizrevidoib	bio diverz it a					
COMPOUND	biodoplněk	kěnlpodoib	bio do pln ěk					
COMPOUND	biodožínky	yknížodoib	bio do žín k y					
COMPOUND	bioeidam	madieoib	bio eidam					
COMPOUND	bioetanol	lonateoib	bio etan ol					
COMPOUND	biofarmacie	eicamrafoib	bio farm ac i e					
COMPOUND	bioforma	amrofoib	bio form a					
COMPOUND	biofyzice	ecizyfoib	bio fyz ic e					
COMPOUND	biogenních	hcínnegoib	bio gen n ích					
COMPOUND	biografie	eifargoib	bio graf i e					
COMPOUND	biografii	iifargoib	bio graf i i					
COMPOUND	biogranule	elunargoib	bio granul e					
COMPOUND	biohrnec	cenrhoib	bio hrn ec					
COMPOUND	bioinženýrům	můrýnežnioib	bio inženýr ům					
COMPOUND	bioklimatologie	eigolotamilkoib	bio klim at o log i e					
COMPOUND	biokoenzym	myzneokoib	bio ko enzym					
COMPOUND	biokoridor	rodirokoib	bio koridor					
COMPOUND	biokybernetika	akitenrebykoib	bio kyber net ik a					
COMPOUND	biolékořice	eciřokéloib	bio lékoř ice					
COMPOUND	biolíh	híloib	bio líh					
COMPOUND	biologie	eigoloib	bio log i e					
COMPOUND	biomarkerů	ůrekramoib	bio mark er ů					
COMPOUND	biomasa	asamoib	bio mas a					
COMPOUND	bionafta	atfanoib	bio naft a					
COMPOUND	bionanotechnologie	eigolonhcetonanoib	bio nano techn o log i e					
COMPOUND	bionávyk	kyvánoib	bio ná vyk					
COMPOUND	bionosič	čisonoib	bio nos i č					
COMPOUND	bioodpad	dapdooib	bio od pad					
COMPOUND	bioolympiáda	adáipmylooib	bio olymp iád a					
COMPOUND	biopalivo	ovilapoib	bio pal ivo					
COMPOUND	bioplínka	aknílpoib	bio plín k a					
COMPOUND	bioplyn	nylpoib	bio plyn					
COMPOUND	bioplynem	menylpoib	bio plyn em					
COMPOUND	biopočítač	čatíčopoib	bio po čít ač					
COMPOUND	biopohanka	aknahopoib	bio po han k a					
COMPOUND	biopotravina	anivartopoib	bio po trav in a					
COMPOUND	biopotravin	nivartopoib	bio po trav in					
COMPOUND	biopříkrm	mrkířpoib	bio pří krm					
COMPOUND	bioprovincie	eicnivorpoib	bio provinc i e					
COMPOUND	bioptákovina	anivokátpoib	bio pták ovin a					
COMPOUND	biosedlák	káldesoib	bio sed l ák					
COMPOUND	biosexy	yxesoib	bio sexy					
COMPOUND	biosféře	eřéfsoib	bio sféř e					
COMPOUND	biostabilizační	ínčazilibatsoib	bio stabil iz ač n í					
COMPOUND	biostandard	dradnatsoib	bio standard					
COMPOUND	biostanice	ecinatsoib	bio stan ic e					
COMPOUND	biosyntéze	ezétnysoib	bio syn téz e					
COMPOUND	biotechnologie	eigolonhcetoib	bio techn o log i e					
COMPOUND	biotechnologii	iigolonhcetoib	bio techn o log i i					
COMPOUND	biotop	potoib	bio top					
COMPOUND	biotopů	ůpotoib	bio top ů					
COMPOUND	biotronika	akinortoib	bio tron ik a					
COMPOUND	bioturbací	ícabrutoib	bio turb ac í					
COMPOUND	biotvaroh	horavtoib	bio tvaroh					
COMPOUND	biotým	mýtoib	bio tým					
COMPOUND	biovajíčko	okčíjavoib	bio vajíč k o					
COMPOUND	biovlna	anlvoib	bio vln a					
COMPOUND	biovložka	akžolvoib	bio v lož k a					
COMPOUND	biovodík	kídovoib	bio vod í k					
COMPOUND	biozelí	ílezoib	bio zel í					
COMPOUND	biozrní	ínrzoib	bio zrn í					
COMPOUND	bipolární	ínrálopib	bi pol ár n í					
COMPOUND	biréma	amérib	bi rém a					
COMPOUND	birituálních	hcínláutirib	bi rit uál n ích					
COMPOUND	blahobyt	tybohalb	blah o byt					
COMPOUND	blahočet	tečohalb	blah o čet					
COMPOUND	blahodárnému	uménrádohalb	blah o dár n ému					
COMPOUND	blahodárný	ýnrádohalb	blah o dár n ý					
COMPOUND	blahovůli	ilůvohalb	blah o vůl i					
COMPOUND	blátošlap	palšotálb	blát o šlap					
COMPOUND	bleděmodrý	ýrdomědelb	bled ě modr ý					
COMPOUND	bleskurychlý	ýlhcyrukselb	blesk u rychl ý					
COMPOUND	blízkovýchodní	índohcývokzílb	blízk o vý chod n í					
COMPOUND	blízkovýchodním	míndohcývokzílb	blízk o vý chod n ím					
COMPOUND	blogosféra	aréfsogolb	blog o sfér a					
COMPOUND	bluesman	namseulb	blues man					
COMPOUND	bobkovišeň	ňešivokbob	bobk o višeň					
COMPOUND	bodnořezný	ýnzeřondob	bod n o řez n ý					
COMPOUND	bodyguard	draugydob	body guard					
COMPOUND	bohabojný	ýnjobahob	boh a boj n ý					
COMPOUND	bohapustý	ýtsupahob	boh a pust ý					
COMPOUND	bohočlověk	kěvolčohob	boh o člověk					
COMPOUND	bohorodice	ecidorohob	boh o rod i ce					
COMPOUND	bohoslužba	abžulsohob	boh o služ b a					
COMPOUND	bohoslužeb	bežulsohob	boh o služ eb					
COMPOUND	bohovat	tavohob	boh ova t					
COMPOUND	bohovražda	adžarvohob	boh o vražd a					
COMPOUND	bohulibý	ýbiluhob	boh u lib ý					
COMPOUND	bohumil	limuhob	boh u mil					
COMPOUND	bohumír	rímuhob	boh u mír					
COMPOUND	bojeschopný	ýnpohcsejob	boj e s chop n ý					
COMPOUND	bokorys	syrokob	bok o rys					
COMPOUND	bolehlav	valhelob	bol e hlav					
COMPOUND	boleslav	valselob	boleslav	?				
COMPOUND	bombometčík	kíčtemobmob	bomb o met čík					
COMPOUND	bombometník	kíntemobmob	bomb o met ník					
COMPOUND	bookmakera	arekamkoob	book mak er a	?				
COMPOUND	bookmaker	rekamkoob	book mak er	?				
COMPOUND	bořivoj	joviřob	bořivoj					
COMPOUND	borosilikát	tákilisorob	bor o silik át					
COMPOUND	borůvkobraní	ínarbokvůrob	bor ůvk o bra n í					
COMPOUND	bosenskosrbský	ýksbrsoksnesob	bosen sk o srb sk ý					
COMPOUND	bosenskosrbských	hcýksbrsoksnesob	bosen sk o srb sk ých					
COMPOUND	boxmač	čamxob	box mač					
COMPOUND	bradykinéza	azénikydarb	bradykinéza	?				
COMPOUND	brandýskoboleslavský	ýksvalseloboksýdnarb	brandýs k o boleslav sk ý					
COMPOUND	brankostroj	jortsoknarb	bran k o stroj					
COMPOUND	bratrovrah	harvortarb	bratr o vrah					
COMPOUND	bratrovražda	adžarvortarb	bratr o vražd a					
COMPOUND	brestlitevský	ýksvetiltserb	brest litev sk ý					
COMPOUND	břichabol	lobahciřb	břich a bol					
COMPOUND	brkoslav	valsokrb	brk o slav					
COMPOUND	broadcasting	gnitsacdaorb	broad cast ing					
COMPOUND	bromkyan	naykmorb	brom kyan					
COMPOUND	bronchiale	elaihcnorb	bronchiale					
COMPOUND	bronchitida	aditihcnorb	bronch it id a					
COMPOUND	bronchologie	eigolohcnorb	bronch o log i e					
COMPOUND	bublifuk	kufilbub	bubli fuk					
COMPOUND	bůhvíjak	kajívhůb	bůh ví jak	?	ví si nepamatuju moc :)			
COMPOUND	bůhvíkam	makívhůb	bůh ví kam	?				
COMPOUND	bůhvíkdy	ydkívhůb	bůh ví kdy	?				
COMPOUND	bůhvíodkud	dukdoívhůb	bůh ví od kud	?				
COMPOUND	bůhvíproč	čorpívhůb	bůh ví proč	?				
COMPOUND	bundesliga	agilsednub	bundes lig a					
COMPOUND	bundesligy	ygilsednub	bundes lig y					
COMPOUND	buzerplac	calprezub	buzer plac					
COMPOUND	býložravý	ývaržolýb	býl o žr a v ý					
COMPOUND	byrokracie	eicarkoryb	byro krac i e					
COMPOUND	byrokracii	iicarkoryb	byro krac i i					
COMPOUND	byznysplán	nálpsynzyb	byznys plán					
COMPOUND	canisterapie	eiparetsinac	canis terap i e					
COMPOUND	čarodějem	mejědorač	čar o děj em					
COMPOUND	čarověník	kíněvorač	čar o věn ík					
COMPOUND	časomíra	arímosač	čas o mír a					
COMPOUND	časopis	siposač	čas o pis					
COMPOUND	časopisů	ůsiposač	čas o pis ů					
COMPOUND	časoprostor	rotsorposač	čas o pro stor					
COMPOUND	častokrát	tárkotsač	čast o krát					
COMPOUND	čb	bč	č b					
COMPOUND	čechoameričan	načiremaohceč	čech o američ an					
COMPOUND	čechoslovakismu	umsikavolsohceč	čech o slov ak ism u					
COMPOUND	celněprávní	ínvárpěnlec	celn ě práv n í					
COMPOUND	celoarabský	ýksbaraolec	cel o arab sk ý					
COMPOUND	celobarevnou	uonverabolec	cel o barev n ou					
COMPOUND	celodenní	ínnedolec	cel o den n í					
COMPOUND	celodenním	mínnedolec	cel o den n ím					
COMPOUND	celoevropskou	uoksporveolec	cel o evrop sk ou					
COMPOUND	celoevropský	ýksporveolec	cel o evrop sk ý					
COMPOUND	celoirský	ýksriolec	cel o ir sk ý					
COMPOUND	celonárodní	índoránolec	cel o ná rod n í					
COMPOUND	celoněmeckými	imýkceměnolec	cel o něm ec k ými					
COMPOUND	celonoční	ínčonolec	cel o noč n í					
COMPOUND	celoperuánský	ýksnáurepolec	cel o peru án sk ý					
COMPOUND	celoplošná	ánšolpolec	cel o ploš n á					
COMPOUND	celoplošný	ýnšolpolec	cel o ploš n ý					
COMPOUND	celorakouském	méksuokarolec	cel o rakous k ém					
COMPOUND	celorepublikovém	mévokilbuperolec	cel o republik ov ém					
COMPOUND	celorepublikový	ývokilbuperolec	cel o republik ov ý					
COMPOUND	celoroční	ínčorolec	cel o roč n í					
COMPOUND	celoročního	ohínčorolec	cel o roč n ího					
COMPOUND	celoškolní	ínlokšolec	cel o škol n í					
COMPOUND	celoslovenský	ýksnevolsolec	cel o slov en sk ý					
COMPOUND	celospolečenského	ohéksnečelopsolec	cel o spol ečen sk ého					
COMPOUND	celospolečenský	ýksnečelopsolec	cel o spol eč en sk ý					
COMPOUND	celostat	tatsolec	celo stat	není chyba				
COMPOUND	celostátní	íntátsolec	cel o stát n í					
COMPOUND	celosvětová	ávotěvsolec	cel o svět ov á					
COMPOUND	celosvětový	ývotěvsolec	cel o svět ov ý					
COMPOUND	celotáborový	ývorobátolec	cel o tábor ov ý					
COMPOUND	celotýdenní	ínnedýtolec	cel o týden n í					
COMPOUND	celovečerní	ínrečevolec	cel o večer n í					
COMPOUND	celozrnný	ýnnrzolec	cel o zrn n ý					
COMPOUND	cenotvorba	abrovtonec	cen o tvor b a					
COMPOUND	centrifuga	agufirtnec	centr i fug a	?				
COMPOUND	cerebrovaskulární	ínráluksavorberec	cerebr o vaskul ár n í					
COMPOUND	černěhumornými	imýnromuhěnreč	čern ě humor n ými					
COMPOUND	černobílý	ýlíbonreč	čern o bíl ý					
COMPOUND	černobrvý	ývrbonreč	čern o brv ý					
COMPOUND	černobýl	lýbonreč	čern o býl					
COMPOUND	černohlavý	ývalhonreč	čern o hlav ý					
COMPOUND	černokabátník	kíntábakonreč	čern o kabát ník					
COMPOUND	černokrký	ýkrkonreč	čern o krk ý					
COMPOUND	černolící	ícílonreč	čern o líc í					
COMPOUND	černomodrý	ýrdomonreč	čern o modr ý					
COMPOUND	černonohý	ýhononreč	čern o noh ý					
COMPOUND	černoočka	akčoonreč	čern o oč k a					
COMPOUND	černooký	ýkoonreč	čern o ok ý					
COMPOUND	černopáska	aksáponreč	čern o pás k a					
COMPOUND	černopolní	ínloponreč	čern o pol n í					
COMPOUND	černopruhý	ýhurponreč	čern o pruh ý					
COMPOUND	černorudý	ýduronreč	čern o rud ý					
COMPOUND	černošedý	ýdešonreč	čern o šed ý					
COMPOUND	černotisk	ksitonreč	čern o tisk					
COMPOUND	černovlasý	ýsalvonreč	čern o vlas ý					
COMPOUND	černozelenožlutý	ýtulžonelezonreč	čern o zelen o žlut ý					
COMPOUND	černozlatý	ýtalzonreč	čern o zlat ý					
COMPOUND	černožlutý	ýtulžonreč	čern o žlut ý					
COMPOUND	certifikovat	tavokifitrec	certifik ova t	?				
COMPOUND	čertkus	suktreč	čertkus	?				
COMPOUND	červenobílí	ílíbonevreč	červen o bíl í					
COMPOUND	červenobílý	ýlíbonevreč	červen o bíl ý					
COMPOUND	červenohorský	ýksrohonevreč	červen o hor sk ý					
COMPOUND	červenohrdlý	ýldrhonevreč	červen o hrdl ý					
COMPOUND	červenoknihovní	ínvohinkonevreč	červen o knih ovn í					
COMPOUND	červenokřídlými	imýldířkonevreč	červen o křídl ými					
COMPOUND	červenonohý	ýhononevreč	červen o noh ý					
COMPOUND	červenooký	ýkoonevreč	červen o ok ý					
COMPOUND	červenošedý	ýdešonevreč	červen o šed ý					
COMPOUND	červenozlatých	hcýtalzonevreč	červen o zlat ých					
COMPOUND	červotoč	čotovreč	červ o toč					
COMPOUND	červotočem	mečotovreč	červ o toč em					
COMPOUND	českobavorský	ýksrovabokseč	česk o bavor sk ý					
COMPOUND	českobratrský	ýksrtarbokseč	česk o bratr sk ý					
COMPOUND	českobudějovického	ohékcivojědubokseč	česk o budějovic k ého					
COMPOUND	českobudějovický	ýkcivojědubokseč	česk o budějovic k ý					
COMPOUND	českokanadského	ohéksdanakokseč	česk o kanad sk ého					
COMPOUND	českokrumlovské	éksvolmurkokseč	česk o krumlov sk é					
COMPOUND	českokrumlovský	ýksvolmurkokseč	česk o krumlov sk ý					
COMPOUND	českolipsko	okspilokseč	čes k o lip sk o					
COMPOUND	českolipsku	ukspilokseč	česk o lip sk u					
COMPOUND	českomoravský	ýksvaromokseč	česk o morav sk ý					
COMPOUND	českoněmecký	ýkceměnokseč	česk o něm ec k ý					
COMPOUND	českoněmeckým	mýkceměnokseč	česk o něm ec k ým					
COMPOUND	českoskalický	ýkcilaksokseč	česk o skal ic k ý					
COMPOUND	cestománie	einámotsec	cest o máni e					
COMPOUND	cestopis	sipotsec	cest o pis					
COMPOUND	chemorecepce	ecpeceromehc	chem o re cepc e					
COMPOUND	chemoterapie	eiparetomehc	chem o terap i e					
COMPOUND	chladnokrevný	ýnverkondalhc	chlad n o krev n ý					
COMPOUND	chladnomilná	ánlimondalhc	chlad n o mil n á					
COMPOUND	chlebodárce	ecrádobelhc	chlebodárce					
COMPOUND	chlebodárců	ůcrádobelhc	chleb o dár c ů					
COMPOUND	chlorpikrin	nirkiprolhc	chlorpikrin	?				
COMPOUND	cholangiografie	eifargoignalohc	cholangio graf i e	?				
COMPOUND	cholelithiáza	azáihtilelohc	cholelithiáza					
COMPOUND	cholesterol	loretselohc	cholesterol					
COMPOUND	cholesterolu	uloretselohc	cholesterol u					
COMPOUND	chordofon	nofodrohc	chord o fon					
COMPOUND	choreografie	eifargoerohc	choreo graf i e					
COMPOUND	choroboplodný	ýndolpoborohc	chor ob o plod n ý					
