ROOTWORD2	cajk	kjac	cajk		
ROOTWORD2	cajzl	lzjac	cajzl		
ROOTWORD2	čáka	akáč	čák a		
ROOTWORD2	cak	kac	cak		
ROOTWORD2	čakra	arkač	čakr a		
ROOTWORD2	cálovat	tavolác	cál ova t		
ROOTWORD2	calta	atlac	calt a		
ROOTWORD2	čamrda	adrmač	čamrd a		
ROOTWORD2	canc	cnac	canc		
ROOTWORD2	canto	otnac	cant o		
ROOTWORD2	čantovat	tavotnač	čant ova t		
ROOTWORD2	capa	apac	cap a		
ROOTWORD2	čapa	apač	čap a		
ROOTWORD2	čap	pač	čap		
ROOTWORD2	cape	epac	cap e		
ROOTWORD2	čapět	těpač	čap ě t		
ROOTWORD2	car	rac	car		
ROOTWORD2	cár	rác	cár		
ROOTWORD2	čarda	adrač	čard a		
ROOTWORD2	čárný	ýnráč	čárn ý		
ROOTWORD2	carvovat	tavovrac	carv ova t		
ROOTWORD2	čatní	íntač	čatn í		
ROOTWORD2	cayenne	enneyac	cayenn e		
ROOTWORD2	cech	hcec	cech		
ROOTWORD2	cedr	rdec	cedr		
ROOTWORD2	ceiba	abiec	ceib a		
ROOTWORD2	cejch	hcjec	cejch		
ROOTWORD2	čejka	akječ	čejk a		
ROOTWORD2	cejn	njec	cejn		
ROOTWORD2	čeka	akeč	ček a		
ROOTWORD2	cekat	takec	cek a t		
ROOTWORD2	čekovat	tavokeč	ček ova t		
ROOTWORD2	cella	allec	cell a		
ROOTWORD2	celta	atlec	celt a		
ROOTWORD2	cemr	rmec	cemr		
ROOTWORD2	cep	pec	cep		
ROOTWORD2	cera	arec	cer a		
ROOTWORD2	čerp	preč	čerp		
ROOTWORD2	certle	eltrec	certl e		
ROOTWORD2	cese	esec	ces e		
ROOTWORD2	čéška	akšéč	čéšk a		
ROOTWORD2	česlo	olseč	česl o		
ROOTWORD2	česno	onseč	česn o		
ROOTWORD2	česný	ýnseč	česn ý		
ROOTWORD2	cessna	anssec	cessn a		
ROOTWORD2	cetka	aktec	cetk a		
ROOTWORD2	chábr	rbáhc	chábr		
ROOTWORD2	chair	riahc	chair		
ROOTWORD2	chala	alahc	chal a		
ROOTWORD2	chalva	avlahc	chalv a		
ROOTWORD2	chám	máhc	chám		
ROOTWORD2	chan	nahc	chan		
ROOTWORD2	chán	náhc	chán		
ROOTWORD2	chandra	ardnahc	chandr a		
ROOTWORD2	chaos	soahc	chaos		
ROOTWORD2	charm	mrahc	charm		
ROOTWORD2	charta	atrahc	chart a		
ROOTWORD2	charza	azrahc	charz a		
ROOTWORD2	chasa	asahc	chas a		
ROOTWORD2	chata	atahc	chat a		
ROOTWORD2	chat	tahc	chat		
ROOTWORD2	chatrč	črtahc	chatrč		
ROOTWORD2	chatt	ttahc	chatt		
ROOTWORD2	chebdí	ídbehc	chebd í	?	
ROOTWORD2	chef	fehc	chef		
ROOTWORD2	chejr	rjehc	chejr		
ROOTWORD2	chen	nehc	chen		
ROOTWORD2	chiasma	amsaihc	chiasm a		
ROOTWORD2	chí	íhc	ch í		
ROOTWORD2	chien	neihc	chien		
ROOTWORD2	chip	pihc	chip		
ROOTWORD2	chips	spihc	chips		
ROOTWORD2	chlad	dalhc	chlad		
ROOTWORD2	chlámat	tamálhc	chlám a t		
ROOTWORD2	chlév	vélhc	chlév		
ROOTWORD2	chlípný	ýnpílhc	chlípn ý		
ROOTWORD2	chlístat	tatsílhc	chlíst a t		
ROOTWORD2	chlop	polhc	chlop		
ROOTWORD2	chmýr	rýmhc	chmýr		
ROOTWORD2	chmýří	ířýmhc	chmýř í		
ROOTWORD2	chondra	ardnohc	chondr a		
ROOTWORD2	chorda	adrohc	chord a		
ROOTWORD2	chrabrý	ýrbarhc	chrabr ý		
ROOTWORD2	chraplat	talparhc	chrapl a t		
ROOTWORD2	chraptit	titparhc	chrapt i t		
ROOTWORD2	chrast	tsarhc	chrast		
ROOTWORD2	chřest	tseřhc	chřest		
ROOTWORD2	chřípí	ípířhc	chříp í		
ROOTWORD2	chřipka	akpiřhc	chřipk a		
ROOTWORD2	chrom	morhc	chrom		
ROOTWORD2	chron	norhc	chron		
ROOTWORD2	chroští	ítšorhc	chrošt í		
ROOTWORD2	chrpa	aprhc	chrp a		
ROOTWORD2	chřtán	nátřhc	chřtán		
ROOTWORD2	chrt	trhc	chrt		
ROOTWORD2	chrtice	ecitrhc	chrtic e		
ROOTWORD2	chůvka	akvůhc	chůvk a	chův k a	
ROOTWORD2	chvoj	jovhc	chvoj		
ROOTWORD2	chvost	tsovhc	chvost		
ROOTWORD2	chýr	rýhc	chýr		
ROOTWORD2	chyže	ežyhc	chyž e		
ROOTWORD2	cícha	ahcíc	cích a		
ROOTWORD2	cicmat	tamcic	cicm a t		
ROOTWORD2	cidre	erdic	cidr e	???	
ROOTWORD2	cifra	arfic	cifr a		
ROOTWORD2	cihla	alhic	cihl a		
ROOTWORD2	cik	kic	cik		
ROOTWORD2	čik	kič	čik		
ROOTWORD2	cimra	armic	cimr a		
ROOTWORD2	čina	anič	čin a		
ROOTWORD2	cinta	atnic	cint a		
ROOTWORD2	cint	tnic	cint		
ROOTWORD2	čip	pič	čip		
ROOTWORD2	čipka	akpič	čipk a	?	
ROOTWORD2	čírka	akríč	čírk a		
ROOTWORD2	cirk	kric	cirk		
ROOTWORD2	cirkl	lkric	cirkl		
ROOTWORD2	cis	sic	cis		
ROOTWORD2	čís	síč	čís		
ROOTWORD2	číš	šíč	číš		
ROOTWORD2	čisto	otsič	čist o		
ROOTWORD2	cistra	artsic	cistr a		
ROOTWORD2	čiva	avič	čiv a		
ROOTWORD2	číza	azíč	číz a		
ROOTWORD2	číž	žíč	číž		
ROOTWORD2	čižma	amžič	čižm a		
ROOTWORD2	cizrna	anrzic	cizrn a		
ROOTWORD2	claim	mialc	claim		
ROOTWORD2	clam	malc	clam		
ROOTWORD2	click	kcilc	click		
ROOTWORD2	čmajznout	tuonzjamč	čmajz nou t		
ROOTWORD2	čmára	arámč	čmár a		
ROOTWORD2	čmel	lemč	čmel		
ROOTWORD2	čmert	tremč	čmert		
ROOTWORD2	čmýra	arýmč	čmýr a		
ROOTWORD2	cnost	tsonc	cnost		
ROOTWORD2	coach	hcaoc	coach		
ROOTWORD2	čochta	athcoč	čocht a		
ROOTWORD2	cok	koc	cok		
ROOTWORD2	čokl	lkoč	čokl		
ROOTWORD2	cola	aloc	col a		
ROOTWORD2	combo	obmoc	comb o		
ROOTWORD2	comma	ammoc	comm a		
ROOTWORD2	čon	noč	čon		
ROOTWORD2	cop	poc	cop		
ROOTWORD2	čop	poč	čop		
ROOTWORD2	čorba	abroč	čorb a		
ROOTWORD2	čór	róč	čór		
ROOTWORD2	čórovat	tavoróč	čór ova t		
ROOTWORD2	corsa	asroc	cors a		
ROOTWORD2	cosa	asoc	cos a		
ROOTWORD2	čovka	akvoč	čovk a		
ROOTWORD2	crack	kcarc	crack		
ROOTWORD2	crash	hsarc	crash		
ROOTWORD2	crček	kečrc	crček	crč ek	
ROOTWORD2	creek	keerc	creek		
ROOTWORD2	crkot	tokrc	crkot		
ROOTWORD2	čtecí	ícetč	čtec í	čt e c í	
ROOTWORD2	čtrnáctka	aktcánrtč	čtrnáctk a	čtr náct k a	
ROOTWORD2	čtverka	akrevtč	čtverk a	čtver k a	
ROOTWORD2	čtverný	ýnrevtč	čtvern ý	čtver n ý	
ROOTWORD2	čtvrťačka	akčaťrvtč	čtvrťačk a	čtvrť ač k a	
ROOTWORD2	čtvrťák	káťrvtč	čtvrťák	čtvrť ák	
ROOTWORD2	čtvrtka	aktrvtč	čtvrtk a	čtvrt k a	
ROOTWORD2	čtvrtlán	náltrvtč	čtvrtlán	čtvrt lán	
ROOTWORD2	čtvrtník	kíntrvtč	čtvrtník	čtvrt ník	
ROOTWORD2	čtvrtvlný	ýnlvtrvtč	čtvrtvln ý	čtvrt vln ý	
ROOTWORD2	čůrat	tarůč	čůr a t		
ROOTWORD2	cvak	kavc	cvak		
ROOTWORD2	cvalda	adlavc	cvald a		
ROOTWORD2	cvikat	takivc	cvik a t		
ROOTWORD2	cvikl	lkivc	cvikl	?	
ROOTWORD2	cvikr	rkivc	cvikr		
ROOTWORD2	cvok	kovc	cvok		
ROOTWORD2	cvrnk	knrvc	cvrnk		
ROOTWORD2	cykl	lkyc	cykl		
ROOTWORD2	cyklit	tilkyc	cykl i t		
ROOTWORD2	cyklo	olkyc	cykl o		
ROOTWORD2	cyp	pyc	cyp		
ROOTWORD2	cysta	atsyc	cyst a		
ROOTWORD2	dača	ačad	dač a		
ROOTWORD2	dáchnout	tuonhcád	dách nou t		
ROOTWORD2	dada	adad	dad a	dada	
ROOTWORD2	daff	ffad	daff		
ROOTWORD2	dak	kad	dak		
ROOTWORD2	dakl	lkad	dakl		
ROOTWORD2	dalba	ablad	dalb a		
ROOTWORD2	dampr	rpmad	dampr		
ROOTWORD2	dan	nad	dan		
ROOTWORD2	darda	adrad	dard a		
ROOTWORD2	darí	írad	dar í		
ROOTWORD2	darmo	omrad	darm o		
ROOTWORD2	ďas	saď	ďas		
ROOTWORD2	datle	eltad	datl e		
ROOTWORD2	deal	laed	deal		
ROOTWORD2	debka	akbed	debk a		
ROOTWORD2	debl	lbed	debl		
ROOTWORD2	dekl	lked	dekl		
ROOTWORD2	deko	oked	dek o		
ROOTWORD2	dekovat	tavoked	dek ova t		
ROOTWORD2	delšit	tišled	delš i t	del š i t	
ROOTWORD2	delta	atled	delt a		
ROOTWORD2	dema	amed	dem a		
ROOTWORD2	demo	omed	dem o		
ROOTWORD2	deňka	akňed	deňk a		
ROOTWORD2	depo	oped	dep o		
ROOTWORD2	dharma	amrahd	dharm a		
ROOTWORD2	diář	řáid	diář		
ROOTWORD2	dien	neid	dien		
ROOTWORD2	diéra	aréid	diér a		
ROOTWORD2	dieta	ateid	diet a		
ROOTWORD2	dikce	eckid	dikc e		
ROOTWORD2	dik	kid	dik		
ROOTWORD2	dioda	adoid	diod a		
ROOTWORD2	diol	loid	diol		
ROOTWORD2	dip	pid	dip		
ROOTWORD2	dirndl	ldnrid	dirndl		
ROOTWORD2	disk	ksid	disk		
ROOTWORD2	diva	avid	div a		
ROOTWORD2	dívče	ečvíd	dívč e	dív č e	
ROOTWORD2	díže	ežíd	díž e		
ROOTWORD2	djembe	ebmejd	djemb e		
ROOTWORD2	dlaha	ahald	dlah a		
ROOTWORD2	dlask	ksald	dlask		
ROOTWORD2	dmychat	tahcymd	dmych a t		
ROOTWORD2	dna	and	dn a		
ROOTWORD2	dobnout	tuonbod	dob nou t		
ROOTWORD2	doch	hcod	doch		
ROOTWORD2	dock	kcod	dock		
ROOTWORD2	dodo	odod	dod o		
ROOTWORD2	doina	aniod	doin a		
ROOTWORD2	dok	kod	dok		
ROOTWORD2	dokrmna	anmrkod	dokrmn a	do krm n a	
ROOTWORD2	dol	lod	dol		
ROOTWORD2	dom	mod	dom		
ROOTWORD2	dóm	mód	dóm		
ROOTWORD2	domra	armod	domr a		
ROOTWORD2	don	nod	don		
ROOTWORD2	donna	annod	donn a		
ROOTWORD2	dont	tnod	dont		
ROOTWORD2	doslat	talsod	dosl a t	do sl a t	
ROOTWORD2	dosna	ansod	dosn a		
ROOTWORD2	doyen	neyod	doyen		
ROOTWORD2	dóza	azód	dóz a		
ROOTWORD2	dóže	ežód	dóž e		
ROOTWORD2	dráb	bárd	dráb		
ROOTWORD2	dráč	čárd	dráč		
ROOTWORD2	drachma	amhcard	drachm a		
ROOTWORD2	drachna	anhcard	drachn a		
ROOTWORD2	draft	tfard	draft		
ROOTWORD2	draha	ahard	drah a		
ROOTWORD2	drajvovat	tavovjard	drajv ova t		
ROOTWORD2	drak	kard	drak		
ROOTWORD2	dram	mard	dram		
ROOTWORD2	drámo	omárd	drám o		
ROOTWORD2	dranc	cnard	dranc		
ROOTWORD2	drandit	tidnard	drand i t		
ROOTWORD2	drba	abrd	drb a		
ROOTWORD2	drc	crd	drc		
ROOTWORD2	drčet	tečrd	drč e t		
ROOTWORD2	drchat	tahcrd	drch a t		
ROOTWORD2	drchnička	akčinhcrd	drchničk a	drchn ičk a	
ROOTWORD2	drčský	ýksčrd	drčsk ý	drč sk ý	
ROOTWORD2	drdol	lodrd	drdol		
ROOTWORD2	drek	kerd	drek		
ROOTWORD2	drén	nérd	drén		
ROOTWORD2	dřep	peřd	dřep		
ROOTWORD2	dres	serd	dres		
ROOTWORD2	dřez	zeřd	dřez		
ROOTWORD2	drhat	tahrd	drh a t		
ROOTWORD2	drhlen	nelhrd	drhlen		
ROOTWORD2	drift	tfird	drift		
ROOTWORD2	dřík	kířd	dřík		
ROOTWORD2	dril	lird	dril		
ROOTWORD2	dřín	nířd	dřín		
ROOTWORD2	drink	knird	drink		
ROOTWORD2	drive	evird	driv e		
ROOTWORD2	drkáč	čákrd	drkáč	drk áč	
ROOTWORD2	drkot	tokrd	drkot	drk ot	
ROOTWORD2	drmek	kemrd	drmek	drm ek	
ROOTWORD2	drňák	káňrd	drňák	drň ák	
ROOTWORD2	drncák	kácnrd	drncák	drnc ák	
ROOTWORD2	drnda	adnrd	drnd a		
ROOTWORD2	drndat	tadnrd	drnd a t		
ROOTWORD2	drn	nrd	drn		
ROOTWORD2	drnkot	toknrd	drnkot	drnk ot	
ROOTWORD2	droba	abord	drob a		
ROOTWORD2	drob	bord	drob		
ROOTWORD2	droid	diord	droid		
ROOTWORD2	dron	nord	dron		
ROOTWORD2	dronte	etnord	dront e		
ROOTWORD2	drop	pord	drop		
ROOTWORD2	drops	spord	drops		
ROOTWORD2	drozd	dzord	drozd		
ROOTWORD2	droždí	ídžord	drožd í		
ROOTWORD2	drožka	akžord	drožk a		
ROOTWORD2	drsek	kesrd	drsek		
ROOTWORD2	dršťka	akťšrd	dršťk a		
ROOTWORD2	drvař	řavrd	drvař	drv ař	
ROOTWORD2	dryáda	adáyrd	dryád a		
ROOTWORD2	držák	kážrd	držák	drž ák	
ROOTWORD2	držka	akžrd	držk a		
ROOTWORD2	držkovka	akvokžrd	držkovk a	držk ov k a	
ROOTWORD2	drzý	ýzrd	drz ý		
ROOTWORD2	dtto	ottd	dtt o		
ROOTWORD2	důra	arůd	důr a		
ROOTWORD2	dvacka	akcavd	dvack a	dva c k a	
ROOTWORD2	dvojka	akjovd	dvojk a	dvoj k a	
ROOTWORD2	dvojmo	omjovd	dvojm o	dv oj m o	
ROOTWORD2	dvojný	ýnjovd	dvojn ý	dv oj n ý	
ROOTWORD2	dyáda	adáyd	dyád a		
ROOTWORD2	dýha	ahýd	dýh a		
ROOTWORD2	dýka	akýd	dýk a		
ROOTWORD2	dyndat	tadnyd	dynd a t		
ROOTWORD2	dyn	nyd	dyn		
ROOTWORD2	dýško	okšýd	dýšk o		
ROOTWORD2	džajv	vjažd	džajv		
ROOTWORD2	džber	rebžd	džber		
ROOTWORD2	džem	mežd	džem		
ROOTWORD2	džezva	avzežd	džezv a		
ROOTWORD2	džin	nižd	džin		
ROOTWORD2	džíp	pížd	džíp		
ROOTWORD2	fabka	akbaf	fabk a		
ROOTWORD2	fábka	akbáf	fábk a		
ROOTWORD2	fáč	čáf	fáč		
ROOTWORD2	facha	ahcaf	fach a		
ROOTWORD2	fáčko	okčáf	fáčk o		
ROOTWORD2	faerský	ýksreaf	faersk ý	faer sk ý	
ROOTWORD2	fajfka	akfjaf	fajfk a		
ROOTWORD2	fajn	njaf	fajn		
ROOTWORD2	fajrovat	tavorjaf	fajr ova t		
ROOTWORD2	falba	ablaf	falb a		
ROOTWORD2	falc	claf	falc		
ROOTWORD2	fald	dlaf	fald		
ROOTWORD2	fáma	amáf	fám a		
ROOTWORD2	fana	anaf	fan a		
ROOTWORD2	fan	naf	fan		
ROOTWORD2	fant	tnaf	fant		
ROOTWORD2	fara	araf	far a		
ROOTWORD2	farce	ecraf	farc e		
ROOTWORD2	farma	amraf	farm a		
ROOTWORD2	fáro	oráf	fár o		
ROOTWORD2	fars	sraf	fars		
ROOTWORD2	fase	esaf	fas e		
ROOTWORD2	fasit	tisaf	fas i t		
ROOTWORD2	fata	ataf	fat a		
ROOTWORD2	fatka	aktaf	fatk a		
ROOTWORD2	fatra	artaf	fatr a		
ROOTWORD2	féma	améf	fém a		
ROOTWORD2	fena	anef	fen a		
ROOTWORD2	fén	néf	fén		
ROOTWORD2	féra	aréf	fér a		
ROOTWORD2	ferbl	lbref	ferbl		
ROOTWORD2	fes	sef	fes		
ROOTWORD2	fešný	ýnšef	fešn ý	feš n ý	
ROOTWORD2	fest	tsef	fest		
ROOTWORD2	fetva	avtef	fetv a		
ROOTWORD2	fez	zef	fez		
ROOTWORD2	fiakr	rkaif	fiakr		
ROOTWORD2	fiala	alaif	fial a		
ROOTWORD2	fiat	taif	fiat		
ROOTWORD2	fichtl	lthcif	fichtl		
ROOTWORD2	ficka	akcif	fick a		
ROOTWORD2	fiesta	atseif	fiest a		
ROOTWORD2	fík	kíf	fík		
ROOTWORD2	filc	clif	filc		
ROOTWORD2	filda	adlif	fild a		
ROOTWORD2	fil	lif	fil		
ROOTWORD2	fils	slif	fils		
ROOTWORD2	finda	adnif	find a		
ROOTWORD2	finka	aknif	fink a		
ROOTWORD2	finta	atnif	fint a		
ROOTWORD2	fiola	aloif	fiol a		
ROOTWORD2	firn	nrif	firn		
ROOTWORD2	fiše	ešif	fiš e		
ROOTWORD2	fis	sif	fis		
ROOTWORD2	fitko	oktif	fitk o		
ROOTWORD2	fiží	ížif	fiž í		
ROOTWORD2	fízl	lzíf	fízl		
ROOTWORD2	fizz	zzif	fizz		
ROOTWORD2	fjord	drojf	fjord		
ROOTWORD2	fládr	rdálf	fládr		
ROOTWORD2	flak	kalf	flak		
ROOTWORD2	flaksa	askalf	flaks a		
ROOTWORD2	fláma	amálf	flám a		
ROOTWORD2	flambovat	tavobmalf	flamb ova t		
ROOTWORD2	flám	málf	flám		
ROOTWORD2	flanc	cnalf	flanc		
ROOTWORD2	flanda	adnalf	fland a		
ROOTWORD2	flankovat	tavoknalf	flank ova t		
ROOTWORD2	flaše	ešalf	flaš e		
ROOTWORD2	flashka	akhsalf	flashk a	flash k a	
ROOTWORD2	flaška	akšalf	flašk a		
ROOTWORD2	flastr	rtsalf	flastr		
ROOTWORD2	flat	talf	flat		
ROOTWORD2	flejma	amjelf	flejm a		
ROOTWORD2	fléra	arélf	flér a		
ROOTWORD2	fleš	šelf	fleš		
ROOTWORD2	flickr	rkcilf	flickr		
ROOTWORD2	flik	kilf	flik		
ROOTWORD2	flinta	atnilf	flint a		
ROOTWORD2	flip	pilf	flip		
ROOTWORD2	flirt	trilf	flirt		
ROOTWORD2	flitr	rtilf	flitr		
ROOTWORD2	floém	méolf	floém		
ROOTWORD2	flop	polf	flop		
ROOTWORD2	flops	spolf	flops		
ROOTWORD2	flór	rólf	flór		
ROOTWORD2	flošna	anšolf	flošn a		
ROOTWORD2	flota	atolf	flot a		
ROOTWORD2	flyš	šylf	flyš		
ROOTWORD2	foch	hcof	foch		
ROOTWORD2	foen	neof	foen		
ROOTWORD2	fofr	rfof	fofr		
ROOTWORD2	foid	diof	foid		
ROOTWORD2	fojt	tjof	fojt		
ROOTWORD2	folk	klof	folk		
