SAME	tknout	důtky	['č.']	důtka	['všesl.', 'psl.', 'ie.', 'něm.', 'angl.', 'ř.,stč.', 'p.', 'r.', 'csl.', 'lot.', 'sthn.']
DIFF	dout	dutý	['p.', 'r.']	dout	['stč.', 'všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'sti.', 'ie.']
SAME	dýchat	dýchat	['všesl.', 'p.', 'ukr.', 'stsl.', 'psl.', 'ie.']	dech	['psl.', 'č.', 'slk.', 'jsl.']
SAME	dynamo	dynamo	['angl.', 'něm.']	dynamický	['něm.', 'fr.', 'ř.']
SAME	elegance	elegance	['lat.']	elegán	['fr.', 'lat.', 'ř.']
SAME	eskalovat	eskalátor	['angl.']	eskalace	['angl.', 'fr.', 'střlat.', 'lat.']
SAME	estetika	estetika	['ř.', 'lat.']	estét	['fr.']
SAME	etan	etyl	['lat.', 'ř.,něm.', 'fr.']	etan	['lat.', 'ř.']
SAME	exprese	expresivní	['fr.']	expresionismus	['fr.', 'lat.']
SAME	externí	externí	['lat.']	exteriér	['fr.', 'lat.']
SAME	exil	exulant	['lat.', 'č.', 'stfr.', 'lat.']	exil	['lat.']
SAME	famílie	famílie	['lat.']	familiární	['něm.', 'lat.']
SAME	fantazie	fantazie	['lat.', 'ř.']	fantaz	['fr.', 'ř.']
DIFF	fiala	fiála	['něm.', 'lat.', 'ř.']	fiala	['stč.', 'něm.', 'lat.', 'ř.']
SAME	figura	figurína	['it.']	figura	['lat.']
SAME	filc	filcka	['něm.']	filc	['něm.', 'ř.']
SAME	harmonie	filharmonie	['ř.']	disharmonie	['lat.', 'fr.,střlat.', 'ř.']
SAME	fix	fixovat	['střlat.', 'lat.']	fix	['střlat.', 'pozdnělat.', 'lat.']
SAME	forma	formalita	['střlat.', 'lat.']	deformace	['lat.', 'angl.']
SAME	forma	formát	['lat.']	deformace	['lat.', 'angl.']
SAME	forma	formulář	['lat.']	deformace	['lat.', 'angl.']
SAME	forma	formule	['lat.']	deformace	['lat.', 'angl.']
SAME	fosfor	fosfor	['něm.', 'ř.']	fosfát	['fr.']
DIFF	frčet	frčka	['stč.']	frc	['něm.', 'č.']
DIFF	foukat	fukar	['něm.']	foukat	['všesl.']
SAME	fungovat	fungovat	['lat.']	dysfunkce	['ř.']
SAME	galantní	galantní	['něm.', 'fr.', 'stfr.']	galán	['něm.', 'šp.', 'stfr.']
SAME	generel	generální	['lat.']	generál	['lat.', 'fr.', 'něm.']
SAME	gesto	gesto	['it.', 'lat.']	gestikulovat	['lat.']
SAME	glosa	glosa	['lat.', 'ř.']	diglosie	['ř.']
SAME	gradus	gradace	['lat.']	degradovat	['pozdnělat.']
SAME	gradus	graduovat	['střlat.']	degradovat	['pozdnělat.']
SAME	grafika	grafika	['ř.']	grafém	['ř.', 'it.']
SAME	hák	háčkovat	['něm.']	háček	['střhn.']
SAME	hák	hákovnice	['něm.']	háček	['střhn.']
SAME	halit	halit	['č.', 'sln.', 'ukr.']	halena	['tur.', 'sln.', 'b.', 'č.', 'slk.']
DIFF	haluz	haluzna	['střhn.']	haluz	['p.', 'ukr.', 'r.', 'jsl.', 'psl.']
SAME	harmonie	harmonie	['střlat.', 'ř.']	disharmonie	['lat.', 'fr.,střlat.', 'ř.']
SAME	harmonie	harmonika	['angl.', 'b.', 'r.', 'lat.']	disharmonie	['lat.', 'fr.,střlat.', 'ř.']
SAME	harmonie	harmonium	['r.']	disharmonie	['lat.', 'fr.,střlat.', 'ř.']
DIFF	hasit	hasit	['č.']	hasák	['něm.']
DIFF	hasit	hasnout	['č.']	hasák	['něm.']
DIFF	hlas	hlas	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'angl.', 'ie.']	halas	['p.', 'č.']
SAME	hlava	hlaveň	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'ie.']	hlava	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'sthn.', 'lat.', 'arm.', 'ie.']
DIFF	hlas	hlesnout	['č.']	halas	['p.', 'č.']
SAME	hnout	hnout	['psl.']	hbitý	['č.', 'r.', 'psl.']
SAME	hodit	hodit	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lot.', 'střdn.', 'něm.', 'angl.', 'sti.', 'ie.']	hod	['všesl.', 'p.', 'r.', 'stsl.', 'psl.']
SAME	hodit	hodný	['stč.', 'stsl.']	hod	['všesl.', 'p.', 'r.', 'stsl.', 'psl.']
SAME	holý	holka	['č.']	holeň	['p.', 'r.', 's.', 'ch.', 'stsl.', 'psl.']
SAME	holý	holota	['stč.']	holeň	['p.', 'r.', 's.', 'ch.', 'stsl.', 'psl.']
SAME	holý	holý	['všesl.', 'p.', 'r.', 'ch.', 's.', 'stsl.', 'psl.', 'sthn.', 'stangl.', 'lit.', 'lat.', 'sti.', 'ie.', 'bsl.', 'germ.']	holeň	['p.', 'r.', 's.', 'ch.', 'stsl.', 'psl.']
SAME	hnát	honit	['všesl.']	hnát	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'stisl.', 'stir.', 'lat.', 'ř.', 'sti.', 'chet.', 'ie.']
SAME	honor	honorář	['lat.']	honorace	['něm.', 'lat.']
DIFF	hora	horník	['něm.']	hora	['všesl.', 'p.', 'r.', 'stsl.', 'jsl.', 'slk.', 'psl.', 'lit.', 'sti.', 'alb.', 'ie.']
SAME	hořký	hořčík	['všesl.', 'p.', 'r.', 's.', 'ch.', 'stsl.', 'psl.', 'něm.', 'angl.', 'stir.', 'lat.', 'ř.', 'arm.', 'sti.', 'ie.', 'slk.']	hořčice	['všesl.', 'p.', 'r.']
SAME	hořký	hoře	['stp.', 'r.', 'sln.', 'stsl.', 'jsl.', 'psl.']	hořčice	['všesl.', 'p.', 'r.']
DIFF	hořký	hořec	['b.']	hořčice	['všesl.', 'p.', 'r.']
SAME	hořký	hořký	['všesl.', 'slk.', 'p.', 'r.', 'stsl.', 'psl.']	hořčice	['všesl.', 'p.', 'r.']
SAME	houf	houfnice	['stč.', 'něm.']	houf	['stč.', 'střhn.']
SAME	hovado	hovězí	['psl.']	hovado	['hl.', 'stsl.', 'psl.', 'lot.', 'něm.', 'angl.', 'stir.', 'lat.', 'ř.', 'arm.', 'sti.', 'toch.', 'ie.']
SAME	hovado	hovězí	['psl.']	hovado	['hl.', 'stsl.', 'psl.', 'lot.', 'něm.', 'angl.', 'stir.', 'lat.', 'ř.', 'arm.', 'sti.', 'toch.', 'ie.']
SAME	hrabat	hrabivý	['č.']	hrabat	['p.', 'psl.', 'lit.', 'lot.', 'gót.', 'sti.', 'ie.', 'ř.']
SAME	hrách	hrachor	['jsl.']	hrách	['všesl.', 'p.', 'r.', 'psl.', 'lit.', 'lot.', 'sthn.', 'nhn.', 'předie.', 'román.', 'sti.']
SAME	hrdlo	hrdlo	['všesl.', 'p.', 'r.', 'psl.', 'lit.', 'stpr.', 'ie.', 'ř.']	hrdlička	['stp.', 'r.', 'stsl.', 'sln.', 'lat.', 'něm.', 'angl.']
SAME	hrdý	hrdý	['všesl.', 'r.', 'stsl.', 'psl.', 'ie.', 'lit.', 'lat.', 'ř.']	hrdina	['č.', 'slk.']
SAME	hrabat	hrob	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'něm.', 'angl.']	hrabat	['p.', 'psl.', 'lit.', 'lot.', 'gót.', 'sti.', 'ie.', 'ř.']
SAME	hrozen	hrozinka	['něm.', 'fr.', 'lat.,stč.', 'stp.', 'r.', 'stsl.', 'psl.', 'něm.', 'angl.']	hrozen	['stč.', 'stp.', 'r.', 'stsl.', 'psl.', 'něm.', 'angl.']
DIFF	hrubý	hrubý	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'lot.', 'ie.']	hrubián	['něm.', 'č.', 'něm.']
SAME	hrabat	hřeben	['všesl.', 'p.', 'r.', 'psl.']	hrabat	['p.', 'psl.', 'lit.', 'lot.', 'gót.', 'sti.', 'ie.', 'ř.']
SAME	hubit	hubit	['všesl.', 'p.', 'r.', 'stsl.', 'psl.']	hubený	['stč.', 'č.']
SAME	houně	huňatý	['č.', 'slk.']	houně	['všesl.', 'slk.', 'p.', 'psl.', 'evr.']
DIFF	husa	husa	['stč.', 'všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'lot.', 'něm.', 'angl.', 'lat.', 'ř.', 'sti.', 'ie.', 'slov.']	houser	['p.', 'sln.', 'vsl.', 'lat.']
SAME	hustý	hustý	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'stlit.', 'lot.', 'ie.']	houští	['stč.']
DIFF	hvozd	hvozdík	['p.', 'p.', 'r.']	hvozd	['hl.', 'stp.', 'sln.', 'psl.', 'střhn.', 'ie.']
SAME	tenze	hypertenze	['ř.', 'lat.', 'něm.', 'angl.,pozdnělat.']	extenzivní	['lat.']
SAME	cholera	cholerik	['ř.']	cholera	['něm.', 'lat.', 'ř.']
SAME	chorus	chorál	['střlat.']	chór	['lat.', 'ř.']
SAME	chrast	chrastavec	['stč.', 'psl.']	chrást	['všesl.', 'p.', 'r.', 'psl.', 'sthn.', 'angl.', 'wal.', 'ie.', 'slov.']
SAME	chrast	chrastit	['psl.']	chrást	['všesl.', 'p.', 'r.', 'psl.', 'sthn.', 'angl.', 'wal.', 'ie.', 'slov.']
SAME	chrast	chřástal	['stč.', 'p.', 'r.', 'sln.', 'psl.', 'č.']	chrást	['všesl.', 'p.', 'r.', 'psl.', 'sthn.', 'angl.', 'wal.', 'ie.', 'slov.']
SAME	jít	chůdy	['stč.']	chodit	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'ř.', 'sti.', 'ie.']
SAME	chorý	churavý	['č.']	choroba	['stč.', 'p.', 'r.', 'jsl.', 'psl.', 'něm.', 'angl.', 'av.', 'ie.', 'slov.', 'toch.', 'lit.']
SAME	iluze	iluze	['lat.']	deziluze	['fr.']
SAME	migrovat	imigrace	['lat.']	emigrant	['něm.', 'lat.']
SAME	infekce	infekce	['lat.']	dezinfekce	['fr.']
SAME	filtr	infiltrovat	['střlat.', 'lat.']	filtr	['něm.', 'střlat.', 'germ.']
SAME	informovat	informovat	['lat.']	dezinformace	['fr.']
SAME	iniciativa	iniciativa	['fr.', 'lat.']	iniciála	['lat.', 'lat.']
SAME	instantní	instantní	['angl.', 'fr.', 'lat.']	instance	['lat.']
SAME	instrument	instrumentál	['střlat.']	instrument	['lat.']
SAME	internovat	internovat	['fr.', 'lat.']	internát	['něm.', 'fr.', 'lat.']
SAME	inventář	inventura	['střlat.', 'lat.']	inventář	['lat.']
SAME	jalový	jalový	['všesl.', 'p.', 'r.', 'psl.', 'lot.', 'slov.', 'lit.', 'ie.']	jalovec	['p.', 'jsl.', 'psl.', 'lat.']
SAME	jarý	jarý	['p.', 'r.', 'stsl.', 'psl.']	jaro	['slk.', 'p.', 'ukr.', 'str.', 'sln.', 'psl.', 'gót.', 'angl.', 'lat.', 'ř.', 'av.', 'ie.']
SAME	jeřáb	jeřábek	['p.', 'r.', 'psl.', 'lot.', 'něm.', 'slk.', 'p.', 'stsl.', 'stpr.', 'gót.', 'arm.', 'ie.']	jeřáb	['stč.', 'všesl.', 'slk.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'něm.', 'angl.', 'wal.', 'lat.', 'ř.', 'arm.', 'ie.', 'pč.', 'evr.']
SAME	jeřáb	jeřábek	['p.', 'r.', 'psl.', 'lot.', 'něm.', 'slk.', 'p.', 'stsl.', 'stpr.', 'gót.', 'arm.', 'ie.']	jeřáb	['stč.', 'všesl.', 'slk.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'něm.', 'angl.', 'wal.', 'lat.', 'ř.', 'arm.', 'ie.', 'pč.', 'evr.']
SAME	jet	jezdit	['psl.']	jet	['č.', 'hl.', 'dl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'sti.', 'toch.', 'lat.', 'ie.']
SAME	jez	jezero	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'lot.', 'stpr.', 'ř.', 'ie.']	jez	['všesl.', 'p.', 'str.', 'psl.', 'lit.', 'lot.', 'stpr.', 'arm.', 'ie.']
SAME	Jesus	ježíšek	['lat.', 'ř.', 'hebr.']	jezuita	['lat.']
SAME	jíst	jíst	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'něm.', 'angl.', 'lat.', 'ř.', 'sti.', 'chet.', 'ie.']	jedle	['stč.', 'všesl.', 'p.', 'r.', 'psl.', 'balt.', 'stpr.', 'lit.', 'lot.', 'lat.', 'ie.']
SAME	jít	jít	['všesl.', 'slk.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'lat.', 'wal.', 'ř.', 'sti.', 'toch.', 'chet.', 'gót.', 'ie.', 'slov.']	chodit	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'ř.', 'sti.', 'ie.']
SAME	játra	jitrnice	['stč.']	jaterník	['hl.', 'str.', 's.', 'ch.', 'stsl.', 'psl.', 'ř.', 'sti.', 'ie.']
SAME	celý	jitrocel	['č.']	celý	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'stpr.', 'gót.', 'něm.', 'angl.', 'stir.', 'ie.']
SAME	jet	jízda	['psl.']	jet	['č.', 'hl.', 'dl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'sti.', 'toch.', 'lat.', 'ie.']
SAME	kabina	kabinet	['fr.']	kabina	['něm.', 'fr.', 'angl.', 'střfr.', 'pozdnělat.']
SAME	kanál	kanálie	['fr.', 'it.', 'lat.', 'něm.', 'fr.', 'střlat.', 'ř.']	kanál	['lat.', 'ř.']
SAME	kanava	kanava	['fr.']	kanafas	['něm.', 'fr.', 'stfr.', 'lat.']
SAME	kanout	kanout	['r.', 'stsl.', 'psl.', 'č.']	kaňka	['r.', 'stsl.', 'psl.', 'č.,všesl.', 'slk.', 'p.', 'r.']
SAME	kapitula	kapitulovat	['fr.', 'střlat.']	kapitula	['lat.']
DIFF	kat	katan	['maď.', 'kat.', 'lat.', 'ř.']	kat	['zsl.', 'hl.', 'p.', 'psl.', 'r.', 'vsl.', 'lat.']
SAME	katedra	katedrála	['střlat.', 'lat.']	katedra	['lat.', 'ř.']
SAME	káva	káva	['tur.', 'ar.', 'p.']	kafe	['něm.', 'fr.', 'arm.', 'tur.', 'ar.']
SAME	kát	kázeň	['stč.', 'stp.', 'str.', 'sln.', 'stsl.', 'psl.']	kajícný	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'av.', 'sti.']
SAME	kam	kdoule	['všesl.', 'slk.', 'str.', 'psl.', 'zsl.', 'ř.']	kam	['stp.', 'str.', 'stsl.', 'psl.', 'ie.']
SAME	kdy	kdy	['všesl.', 'slk.', 'p.', 'r.', 'sln.', 'stsl.', 'psl.', 'lit.', 'sti.', 'něm.']	kde	['všesl.', 'p.', 'r.', 'sln.', 'ch.', 'stsl.', 'psl.', 'ie.', 'av.', 'lat.', 'lit.', 'všesl.', 'hl.', 'č.', 'gót.', 'stlat.', 'sti.']
SAME	klát	klání	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'lat.', 'ř.', 'alb.', 'ie.']	kel	['p.', 'r.', 'sln.', 'psl.']
SAME	klasa	klasa	['něm.']	deklasovat	['fr.']
SAME	klást	klást	['všesl.', 'p.', 'r.', 'stsl.', 'psl.', 'lit.', 'gót.', 'něm.', 'angl.', 'ie.']	kladivo	['slk.', 'str.', 'zsl.', 'vsl.', 'sln.', 'psl.']
SAME	klečet	klečet	['p.', 'stsl.', 'vsl.', 'psl.', 'lit.', 'lot.', 'něm.', 'lat.', 'ie.']	kleč	['č.']
SAME	klečet	klekánice	['p.', 'stsl.', 'vsl.', 'psl.', 'lit.', 'lot.', 'něm.', 'lat.', 'ie.']	kleč	['č.']
SAME	klempíř	klempíř	['něm.']	klempírovat	['něm.', 'it.', 'lat.']
