%	nástrojárna–N	nástrojárenský–A	non-lab.
%	kroupa–N	kroupový–A	non-lab.
%	Břežany–N	břežanský–A	non-lab.
%	Timor–N	Timořan–N	non-lab.
%	podkarpatoruský–AC	Podkarpatoruský–A	non-lab.
%	Seifenbach–N	seifenbašský–A	non-lab.
%	rokaj–N	rokajový–A	non-lab.
%	kazan–N	kazanský–A	non-lab.
%	Křečovice–N	křečovický–A	non-lab.
%	neostalinizmus–N	neostalinista–N	non-lab.
%	oceán–N	oceánický–A	non-lab.
%	sabotáž–N	sabotážní–A	non-lab.
%	vak–N	vačice–N	non-lab.
%	chmel–N	chmelnice–N	non-lab.
%	krovka–N	krovkový–A	non-lab.
%	poschodí–N	poschoďový–A	non-lab.
%	patina–N	patinový–A	non-lab.
%	typologie–NC	typologický–A	non-lab.
%	Žofín–N	Žofínský–A	non-lab.
%	autosumace–NC	autosumační–A	non-lab.
%	pastička–N	pastičkář–N	non-lab.
%	pastelka–N	pastelkovné–N	non-lab.
%	Demänovka–N	demänovský–A	non-lab.
%	šedesátinásobek–NC	šedesátinásobný–A	non-lab.
%	resignace–N	resignační–A	non-lab.
%	epidemie–NC	epidemický–A	non-lab.
%	mezivrstva–NC	mezivrstvový–A	non-lab.
%	recept–N	receptář–N	non-lab.
	vobyvatel–N	vobyvatelka–N	non-lab.
%	elektrografie–NC	elektrografický–A	non-lab.
%	Plovdiv–N	plovdivský–A	non-lab.
%	Elektra–N	elektrářský–A	non-lab.
%	šestibojař–N	šestibojařský–A	non-lab.
%	mořeplavec–NC	mořeplavecký–A	non-lab.
	sekundant–N	sekundantka–N	non-lab.
	ježdík–N	ježdice–N	non-lab.
	roláda–N	roládka–N	non-lab.
%	Polešovice–N	polešovický–A	non-lab.
%	Lobeč–N	lobečský–A	non-lab.
%	Roupov–N	roupovský–A	non-lab.
%	riff–N	riffový–A	non-lab.
%	chlív–N	chlívák–N	non-lab.
	opylovatel–N	opylovatelka–N	non-lab.
%	Diderot–N	diderotovský–A	non-lab.
%	silák–N	silácký–A	non-lab.
%	Bataan–N	bataanský–A	non-lab.
%	Bránov–N	bránovský–A	non-lab.
%	hříbek–N	hříbkový–A	non-lab.
%	polynukleotid–NC	polynukleotidový–A	non-lab.
	Pavlis–N	Pavliska–N	non-lab.
%	tercie–N	terciár–N	non-lab.
%	autobazar–NC	autobazarový–A	non-lab.
%	paging–N	pagingový–A	non-lab.
%	Římov–N	římovský–A	non-lab.
%	zásobárna–N	zásobárnový–A	non-lab.
%	akrobacie–N	akrobat–N	non-lab.
%	kulhavka–N	kulhavkový–A	non-lab.
	Vojnar–N	Vojnarka–N	non-lab.
%	Lange–N	langeovský–A	non-lab.
%	entomologie–NC	entomolog–N	non-lab.
%	karta–N	kartka–N	non-lab.
%	plagiátor–N	plagiátorský–A	non-lab.
%	muž–N	mužský–A	non-lab.
%	sugestopedie–NC	sugestopedický–A	non-lab.
%	audit–N	auditový–A	non-lab.
%	foosball–N	foosballový–A	non-lab.
%	Třebíč–N	třebíčský–A	non-lab.
%	Dašice–N	dašický–A	non-lab.
	kvákal–N	kvákalka–N	non-lab.
	polocivilista–NC	polocivilistka–N	non-lab.
%	muskarin–N	muskarinový–A	non-lab.
	hypertonik–N	hypertonička–N	non-lab.
%	Pičín–N	pičínský–A	non-lab.
%	prvohory–N	prvohorní–A	non-lab.
	Dominik–N	Dominika–N	non-lab.
	bublinář–N	bublinářka–N	non-lab.
%	lithný–A	lithno–A	non-lab.
%	Bayreuth–N	bayreuthský–A	non-lab.
%	pyrolýza–NC	pyrolyzát–N	non-lab.
%	výbuška–N	výbuškový–A	non-lab.
%	zákon–N	zákonka–N	non-lab.
%	multiplex–NC	multiplexní–A	non-lab.
%	pravítko–N	pravítkový–A	non-lab.
	čtvrtláník–N	čtvrtlánice–N	non-lab.
%	trial–N	trialový–A	non-lab.
%	Plánka–N	plánský–A	non-lab.
%	ptákovina–N	ptákovinový–A	non-lab.
%	moučník–N	moučníkový–A	non-lab.
%	korporace–N	korporační–A	non-lab.
%	polygamní–AC	polygamistický–A	non-lab.
	pořizovač–N	pořizovačka–N	non-lab.
	vyvolávač–N	vyvolavačka–N	non-lab.
%	frankismus–N	frankista–N	non-lab.
%	sysel–N	syslí–A	non-lab.
%	antibolševik–N	antibolševický–A	non-lab.
%	těstovina–N	těstovinový–A	non-lab.
%	evoluce–N	evoluční–A	non-lab.
	cestář–N	cestářka–N	non-lab.
	zavrhovatel–N	zavrhovatelka–N	non-lab.
%	autogen–NC	autogenní–A	non-lab.
%	debatér–N	debatérský–A	non-lab.
%	Milev–N	milevský–A	non-lab.
	piškvorkář–N	piškvorkářka–N	non-lab.
%	tílko–N	tílkový–A	non-lab.
%	veselí–N	veselový–A	non-lab.
%	ozubnice–N	ozubniční–A	non-lab.
%	teskný–A	tesklivý–A	non-lab.
%	geomorfologie–NC	geomorfolog–N	non-lab.
%	stravenkář–N	stravenkářský–A	non-lab.
%	odkrývka–N	odkrývkový–A	non-lab.
	přislíbitel–N	přislíbitelka–N	non-lab.
%	převod–N	převodový–A	non-lab.
%	propagandista–N	propagandistický–A	non-lab.
%	severoseverozápad–NC	severoseverozápadní–A	non-lab.
%	Minsterberk–N	minsterberský–A	non-lab.
%	Muráň–N	muráňský–A	non-lab.
	mapař–N	mapařka–N	non-lab.
	vyprošťovatel–N	vyprošťovatelka–N	non-lab.
%	čára–N	čárový–A	non-lab.
%	Maputo–N	maputský–A	non-lab.
%	Polička–N	poličský–A	non-lab.
	poskytovatel–N	poskytovatelka–N	non-lab.
%	exhibicionista–N	exhibicionistický–A	non-lab.
%	soda–N	sodnatý–A	non-lab.
%	sochař–N	sochařský–A	non-lab.
%	čuňa–N	čuňovský–A	non-lab.
%	vandr–N	vandrák–N	non-lab.
%	Nitran–N	nitranský–A	non-lab.
%	láva–N	lávový–A	non-lab.
%	avantgarda–NC	avantgardista–N	non-lab.
	nesyt–N	nesytka–N	non-lab.
%	achromatizmus–N	achromatický–A	non-lab.
%	Radkovice–N	radkovický–A	non-lab.
%	Jenišovice–N	jenišovický–A	non-lab.
	punker–N	punkerka–N	non-lab.
	Mironov–N	Mironovka–N	non-lab.
%	znak–N	znakař–N	non-lab.
%	legitimace–N	legitka–N	non-lab.
%	Sadov–N	sadovský–A	non-lab.
%	Aristoteles–N	aristotelizmus–N	non-lab.
%	Onan–N	onanie–N	non-lab.
%	konzola–N	konzolovitý–A	non-lab.
%	černosotněnec–NC	černosotněnský–A	non-lab.
%	vzdušnice–N	vzdušnicový–A	non-lab.
%	Kšice–N	kšický–A	non-lab.
	Perout–N	Peroutka–N	non-lab.
	packal–N	packalka–N	non-lab.
%	strýc–N	strejda–N	non-lab.
%	améba–N	amébový–A	non-lab.
%	houslista–N	houslistický–A	non-lab.
%	nadledvina–N	nadledvinový–A	non-lab.
%	Paice–N	paiceovský–A	non-lab.
%	kreacionista–N	kreacionistický–A	non-lab.
%	monoftong–NC	monoftongizace–N	non-lab.
%	majetek–N	majetný–A	non-lab.
	varhanář–N	varhanářka–N	non-lab.
%	Schwarzwald–N	schwarzwaldský–A	non-lab.
%	trojmoc–NC	trojmocný–A	non-lab.
%	dubl–N	dublový–A	non-lab.
%	hydrocefalus–NC	hydrocefalický–A	non-lab.
%	multitask–NC	multitaskový–A	non-lab.
%	dimer–N	dimerický–A	non-lab.
%	ricochet–N	ricochetový–A	non-lab.
	vyklouz–N	vyklouzka–N	non-lab.
%	sirovodík–NC	sirovodíkový–A	non-lab.
%	Patras–N	patraský–A	non-lab.
%	Přestanov–N	přestanovský–A	non-lab.
%	bázeň–N	bázlivý–A	non-lab.
%	knoflík–N	knoflíkář–N	non-lab.
%	dvojgarsoniéra–NC	dvojgarsonka–N	non-lab.
%	elektrokardiografie–NC	elektrokardiogram–N	non-lab.
%	stáj–N	stájový–A	non-lab.
%	sklo–N	sklovitý–A	non-lab.
%	lano–N	lanoví–N	non-lab.
%	Luštěnice–N	luštěnický–A	non-lab.
%	přísun–N	přísunný–A	non-lab.
%	mučedník–N	mučednický–A	non-lab.
%	Fašoda–N	fašodský–A	non-lab.
%	pancíř–N	pancéř–N	non-lab.
%	Hoškovice–N	hoškovický–A	non-lab.
%	Šumavan–N	šumavanský–A	non-lab.
%	domovník–N	domovnický–A	non-lab.
%	charizma–N	charizmatický–A	non-lab.
	Malič–N	Malička–N	non-lab.
%	modeling–N	modelingový–A	non-lab.
%	želvinovina–N	želvinovinový–A	non-lab.
%	sestra–N	sestrovský–A	non-lab.
	machiavelista–N	machiavelistka–N	non-lab.
%	alotransplantace–NC	alotransplantát–N	non-lab.
%	Luria–N	luriánský–A	non-lab.
%	zapadnik–N	zapadnický–A	non-lab.
%	spirála–N	spirálovitý–A	non-lab.
	biřič–N	biřička–N	non-lab.
%	příval–N	přívalový–A	non-lab.
%	titoizmus–N	titoistický–A	non-lab.
%	vrch–N	vrchoviště–N	non-lab.
%	klub–N	klubovní–A	non-lab.
%	fluidizace–N	fluidizační–A	non-lab.
%	kvadrát–N	kvadrátový–A	non-lab.
%	Čechov–N	čechovský–A	non-lab.
	motivátor–N	motivátorka–N	non-lab.
%	nížina–N	nížinový–A	non-lab.
%	záraza–N	zárazovitý–A	non-lab.
	rychetník–N	rychetnice–N	non-lab.
%	rychlírna–N	rychlírenský–A	non-lab.
%	marihuana–N	marihuanový–A	non-lab.
%	hoboj–N	hobojista–N	non-lab.
	uzdař–N	uzdařka–N	non-lab.
%	notariát–N	notariátní–A	non-lab.
%	výpad–N	výpadní–A	non-lab.
%	okal–N	okalový–A	non-lab.
%	výstřih–N	výstřihový–A	non-lab.
%	pergamen–N	pergamenový–A	non-lab.
%	estetika–N	estetický–A	non-lab.
%	salát–N	salátářský–A	non-lab.
	výsypkář–N	výsypkářka–N	non-lab.
%	chemizace–N	chemizační–A	non-lab.
%	Tachlovice–N	tachlovický–A	non-lab.
%	suma–N	sumový–A	non-lab.
%	Makedonie–N	makedonie–N	non-lab.
%	obilnář–N	obilnářský–A	non-lab.
%	měď–N	měďnatý–A	non-lab.
%	kyslík–N	kysličník–N	non-lab.
%	šteklíček–N	šteklíčkový–A	non-lab.
%	izochronie–NC	izochronní–A	non-lab.
%	alegorizace–N	alegorizační–A	non-lab.
%	turismus–N	turista–N	non-lab.
%	normalizace–N	normalizační–A	non-lab.
	bioterorista–N	bioteroristka–N	non-lab.
%	defoliace–N	defoliační–A	non-lab.
%	ouško–N	ouškatý–A	non-lab.
%	urbanismus–N	urbanista–N	non-lab.
%	saze–N	sazný–A	non-lab.
%	foton–N	fotonika–N	non-lab.
%	ořešina–N	ořešinový–A	non-lab.
%	gorgonzola–N	gorgonzolový–A	non-lab.
%	Detvan–N	detvanský–A	non-lab.
%	Aravak–N	aravacký–A	non-lab.
%	encefalitida–N	encefalitický–A	non-lab.
%	vanilka–N	vanilkářský–A	non-lab.
%	celnice–N	celniční–A	non-lab.
%	tryskáč–N	tryskáčový–A	non-lab.
%	Traven–N	Travenec–N	non-lab.
%	odvaha–N	odvahový–A	non-lab.
	tříkolkář–N	tříkolkářka–N	non-lab.
%	hvězda–N	hvězdice–N	non-lab.
%	Mrač–N	mračský–A	non-lab.
%	evaluace–N	evaluační–A	non-lab.
%	galvanotechnika–NC	galvanotechnický–A	non-lab.
%	bravura–N	bravurní–A	non-lab.
%	Trojan–N	Trojanec–N	non-lab.
	Domažličan–N	Domažličanka–N	non-lab.
%	Třeboň–N	Třeboňsko–N	non-lab.
%	Antily–N	antillský–A	non-lab.
%	Drážný–N	Drážník–N	non-lab.
%	dřín–N	dřínový–A	non-lab.
%	sýkorka–N	sýkorčí–A	non-lab.
%	futsal–N	futsalový–A	non-lab.
%	čtyřsedačka–NC	čtyřsedačkový–A	non-lab.
%	Rambo–N	rambovský–A	non-lab.
%	grafologie–NC	grafologický–A	non-lab.
%	Hanušovice–N	hanušovický–A	non-lab.
%	vzpurník–N	vzpurnický–A	non-lab.
%	štramák–N	štramácký–A	non-lab.
%	všude–D	všade–D	non-lab.
%	krasobruslař–NC	krasobruslařský–A	non-lab.
%	krajan–N	krajanský–A	non-lab.
%	endoprotetika–NC	endoprotetický–A	non-lab.
%	konfrontáž–N	konfrontážní–A	non-lab.
%	Štýr–N	Štýrsko–N	non-lab.
%	kapr–N	kaprovitý–A	non-lab.
%	vypravovatel–N	vypravovatelský–A	non-lab.
%	plagiát–N	plagiátor–N	non-lab.
%	dělník–N	dělnický–A	non-lab.
	Iveta–N	Ivetka–N	non-lab.
%	Stachanov–N	stachanovský–A	non-lab.
%	reveň–N	reveňový–A	non-lab.
%	datum–N	data–N	non-lab.
%	šlem–N	šlemový–A	non-lab.
%	ultraformalismus–NC	ultraformalista–N	non-lab.
%	přímoří–NC	přímořský–A	non-lab.
	biospotřebitel–N	biospotřebitelka–N	non-lab.
%	okamžik–NC	okamžení–N	non-lab.
%	efekt–N	efektivní–A	non-lab.
%	poušť–N	pouštní–A	non-lab.
%	prvopočátek–NC	prvopočáteční–A	non-lab.
	vypravovatel–N	vypravovatelka–N	non-lab.
%	Valden–N	valdenský–A	non-lab.
%	eristika–N	eristický–A	non-lab.
	barytonsaxofonista–N	barytonsaxofonistka–N	non-lab.
	arcirebel–NC	arcirebelka–N	non-lab.
%	impresionismus–N	impresionistní–A	non-lab.
%	principál–N	principální–A	non-lab.
	spolutěžíř–NC	spolutěžířka–N	non-lab.
%	Fortuna–N	fortuna–N	non-lab.
%	zasvěcenec–N	zasvěcenský–A	non-lab.
%	subtropy–N	subtropický–A	non-lab.
%	masér–N	masérna–N	non-lab.
%	zběhovec–N	zběhovcový–A	non-lab.
	vazoun–N	vazounka–N	non-lab.
%	farář–N	farářský–A	non-lab.
	jitrnice–N	jitrnička–N	non-lab.
%	borovička–N	Borovička–N	non-lab.
%	Kronberg–N	kronbergský–A	non-lab.
%	lobby–N	lobbizmus–N	non-lab.
%	studnař–N	studnařský–A	non-lab.
%	Pju–N	pjuský–A	non-lab.
%	chůdař–N	chůdařský–A	non-lab.
	červík–N	červice–N	non-lab.
%	soja–N	sojový–A	non-lab.
%	kýč–N	kýčař–N	non-lab.
%	pastvina–N	pastvinový–A	non-lab.
%	dyáda–N	dyadický–A	non-lab.
%	Chaucer–N	chaucerovský–A	non-lab.
%	vrap–N	vrapa–N	non-lab.
%	Radošin–N	radošinský–A	non-lab.
%	Bystřec–N	bystřecký–A	non-lab.
%	Jamajka–N	Jamajčan–N	non-lab.
%	vypravěč–N	vypravěčský–A	non-lab.
%	kožešina–N	kožešinář–N	non-lab.
%	lollard–N	lollardský–A	non-lab.
%	souřadnice–N	souřadnicový–A	non-lab.
	neptunista–N	neptunistka–N	non-lab.
%	měsíc–N	měsíční–A	non-lab.
	navijákař–N	navijákařka–N	non-lab.
%	hora–N	horský–A	non-lab.
%	důvěra–N	důvěrný–A	non-lab.
%	stopadesátikoruna–NC	stopadesátikorunový–A	non-lab.
%	tribologie–NC	tribologický–A	non-lab.
%	zákrov–N	zákrovní–A	non-lab.
	našeptavač–N	našeptavačka–N	non-lab.
	pikardista–N	pikhardistka–N	non-lab.
	kurýr–N	kurýrka–N	non-lab.
%	Sachalin–N	sachalinský–A	non-lab.
%	Zambezi–N	zambezský–A	non-lab.
%	Těchov–N	těchovský–A	non-lab.
	skupovač–N	skupovačka–N	non-lab.
%	albit–N	albitový–A	non-lab.
%	smska–N	smskový–A	non-lab.
%	desetimilión–NC	desetimilionový–A	non-lab.
	čuňárna–N	čuňárnička–N	non-lab.
%	téma–N	tématický–A	non-lab.
	Renata–N	Renatka–N	non-lab.
%	diapozitiv–NC	diák–N	non-lab.
	kvaziagent–NC	kvaziagentka–N	non-lab.
	Imatran–N	Imatranka–N	non-lab.
%	Bhútán–N	bhútánský–A	non-lab.
%	ostružiník–N	ostružiníkový–A	non-lab.
%	blouznil–N	blouznilský–A	non-lab.
	přidržovatel–N	přidržovatelka–N	non-lab.
%	chrupavka–N	chrupavkovitý–A	non-lab.
%	hydrant–N	hydrantový–A	non-lab.
%	taxace–N	taxační–A	non-lab.
%	Nedvěd–N	nedvědovský–A	non-lab.
%	vařák–N	vařákový–A	non-lab.
	vyjadřovatel–N	vyjadřovatelka–N	non-lab.
	singlkanoista–NC	singlkanoistka–N	non-lab.
%	Tamana–N	tamanský–A	non-lab.
%	nazála–N	nazálový–A	non-lab.
	svěratel–N	svěratelka–N	non-lab.
%	car–N	carský–A	non-lab.
%	záhon–N	záhonový–A	non-lab.
%	Břevnov–N	Břevnovan–N	non-lab.
%	rozptyl–N	rozptylový–A	non-lab.
%	biokuře–NC	biokuřecí–A	non-lab.
%	jehně–N	jehněčí–A	non-lab.
%	prézens–N	prézentní–A	non-lab.
%	biopotravina–NC	biopotravinář–N	non-lab.
	vývozník–N	vývoznice–N	non-lab.
%	pseudolevice–N	pseudolevicový–A	non-lab.
%	jehovista–N	jehovistický–A	non-lab.
%	Dětřich–N	Dětřichov–N	non-lab.
	Penelopa–N	Penelopka–N	non-lab.
%	Agáta–N	Aga–N	non-lab.
%	stůl–N	stolec–N	non-lab.
%	enstatit–N	enstatitový–A	non-lab.
%	biosanace–NC	biosanační–A	non-lab.
%	registrátor–N	registrátorský–A	non-lab.
%	Hissar–N	hissarský–A	non-lab.
%	rebelie–N	rebel–N	non-lab.
%	elektroléčba–NC	elektroléčebný–A	non-lab.
	próza–N	prózička–N	non-lab.
	kvadriatlonista–N	kvadriatlonistka–N	non-lab.
%	chlór–N	chlorečnan–N	non-lab.
%	energetika–N	energetický–A	non-lab.
%	sabotážník–N	sabotážnický–A	non-lab.
%	Pouchov–N	pouchovský–A	non-lab.
%	teraristika–N	teraristický–A	non-lab.
%	energie–N	energický–A	non-lab.
%	neuropatologie–NC	neuropatologický–A	non-lab.
%	Ostřetín–N	ostřetínský–A	non-lab.
%	kokila–N	kokilový–A	non-lab.
	gerontokrat–N	gerontokratka–N	non-lab.
%	reflexe–N	reflexivní–A	non-lab.
%	Rabakov–N	rabakovský–A	non-lab.
%	nakladatel–N	nakladatelský–A	non-lab.
%	Tchajwan–N	tchajwanský–A	non-lab.
%	matrice–N	matricový–A	non-lab.
%	rádius–N	rádiusový–A	non-lab.
%	Draženov–N	draženovský–A	non-lab.
%	zoubeček–N	zoubečkový–A	non-lab.
%	chraplák–N	chraplákový–A	non-lab.
%	Kamerun–N	kamerunský–A	non-lab.
	vyobrazitel–N	vyobrazitelka–N	non-lab.
%	plotnička–N	plotničkový–A	non-lab.
%	vazopresin–N	vazopresinový–A	non-lab.
%	koleda–N	kolední–A	non-lab.
%	ztamtud–D	ztamtad–D	non-lab.
%	dějepisář–N	dějepisářský–A	non-lab.
%	hypotrofie–NC	hypotrofický–A	non-lab.
	působitel–N	působitelka–N	non-lab.
	předcvičitel–N	předcvičitelka–N	non-lab.
%	nerv–N	nervák–N	non-lab.
%	tvrďák–N	tvrďácký–A	non-lab.
%	mikrostroboskopie–NC	mikrostroboskopický–A	non-lab.
	konzul–N	konzulka–N	non-lab.
%	štrúdl–N	štrúdlový–A	non-lab.
%	Kroječ–N	kroječský–A	non-lab.
%	výkop–N	výkopní–A	non-lab.
%	anténa–N	anténní–A	non-lab.
%	matka–N	matkový–A	non-lab.
	hlubič–N	hlubička–N	non-lab.
%	průzkum–N	průzkumný–A	non-lab.
%	Zhoř–N	zhořský–A	non-lab.
%	sanita–N	sanitární–A	non-lab.
%	opium–N	opiát–N	non-lab.
%	Hlohovec–N	hlohovecký–A	non-lab.
	Szalewicz–N	Szalewiczka–N	non-lab.
%	vyrovnávka–N	vyrovnávkový–A	non-lab.
%	Běchovice–N	běchovický–A	non-lab.
	Lojza–N	Lojzička–N	non-lab.
%	nástroj–N	nástrojář–N	non-lab.
	korumpovatel–N	korumpovatelka–N	non-lab.
	proměňovatel–N	proměňovatelka–N	non-lab.
%	kodér–N	kodérský–A	non-lab.
%	půlprocento–NC	půlprocentní–A	non-lab.
%	Sisyfos–N	sisyfovský–A	non-lab.
%	železo–N	železář–N	non-lab.
%	terminologie–NC	terminolog–N	non-lab.
%	pager–N	pagerový–A	non-lab.
	Konžan–N	Konžanka–N	non-lab.
%	žurnál–N	žurnalistika–N	non-lab.
%	Gílán–N	Gílánec–N	non-lab.
%	bulvár–N	bulvárový–A	non-lab.
%	ropovod–NC	ropovodní–A	non-lab.
%	velkokuchyň–NC	velkokuchyňský–A	non-lab.
	lemčík–N	lemčice–N	non-lab.
	žánrista–N	žánristka–N	non-lab.
%	fotbál–N	fotbálista–N	non-lab.
%	záchod–N	záchodský–A	non-lab.
%	Roudnice–N	roudnický–A	non-lab.
%	radiolokace–NC	radiolokátor–N	non-lab.
%	Hrdibořice–N	hrdibořický–A	non-lab.
%	špejchar–N	špejcharový–A	non-lab.
%	záchodek–N	záchodkový–A	non-lab.
%	Trent–N	trentský–A	non-lab.
%	cykloprohlídka–NC	cykloprohlídkový–A	non-lab.
%	ubrousek–N	ubrouskový–A	non-lab.
%	fatalismus–N	fatalista–N	non-lab.
%	roznožka–N	roznožkový–A	non-lab.
%	hydrocentrála–NC	hydrocentrálový–A	non-lab.
%	lokálka–N	lokálkovský–A	non-lab.
%	téčko–N	téčkový–A	non-lab.
	superbrankář–N	superbrankářka–N	non-lab.
%	zkáza–N	zkázný–A	non-lab.
%	Níkaja–N	níkajský–A	non-lab.
%	trek–N	trekový–A	non-lab.
%	referent–N	referentský–A	non-lab.
	tradeunionista–N	tradeunionistka–N	non-lab.
	Siva–N	Sivka–N	non-lab.
%	tamburina–N	tamburína–N	non-lab.
%	korek–N	korkový–A	non-lab.
%	zpěvník–N	zpěvníkový–A	non-lab.
%	lékárník–N	lékárnický–A	non-lab.
%	konvergence–N	konvergenční–A	non-lab.
	kecal–N	kecalka–N	non-lab.
%	megalomanie–NC	megalomanický–A	non-lab.
%	minižák–NC	minižákovský–A	non-lab.
%	klen–N	klenovský–A	non-lab.
%	periodizace–N	periodizační–A	non-lab.
%	dumka–N	dumkový–A	non-lab.
%	cedulář–N	cedulářský–A	non-lab.
%	vosk–N	voskář–N	non-lab.
