35450	benzoylace	benzoylace	N	35454	benzoylový
36100	berluskonizace	berluskonizace	N	36099	Berlusconi
44194	blairizace	blairizace	N	44203	blairizovat
49228	bolševizace	bolševizace	N	49239	bolševizovat
53207	brachiace	brachiace	N		
53290	brakace	brakace	N	53304	brakovat
54213	braunifikace	braunifikace	N		
58114	brutalizace	brutalizace	N	58124	brutalizovat
61177	bulharizace	bulharizace	N	61186	bulharizovat
61400	bulvarizace	bulvarizace	N	61410	bulvarizovat
63061	butonizace	butonizace_^(růstová_fáze_rostlin)	N		
63722	bystrozrace	bystrozrace	D	63725	bystrozraký
66890	celebrace	celebrace	N	66908	celebrovat
67862	centrace	centrace	N	68004	centrovat
70585	cizelace	cizelace	N	70602	cizelovat
71880	computerizace	computerizace	N	71889	computerizovat
74366	customizace	customizace_^(přizpůsobení,_konfigurace;_poč._odb.)	N	74376	customizovat
74990	cyklace	cyklace	N	75043	cyklizovat
75034	cyklizace	cyklizace	N	75685	cyklovat
77659	čechizace	čechizace	N	77674	čechizovat
85070	čtyřkombinace	čtyřkombinace	NC		
89218	deaerace	deaerace	N	3367	aerace
89278	dealokace	dealokace	N	89289	dealokovat
89323	deaminace	deaminace	N	9862	aminace
89330	deanotace	deanotace	N	12480	anotace
89336	dearchivace	dearchivace	N	17105	archivace
89397	debelace	debelace	N		
89512	deblokace	deblokace	N	89523	deblokovat
89547	debolševizace	debolševizace	N	89561	debolševizovat
89684	debyrokratizace	debyrokratizace	N	89693	debyrokratizovat
89749	decelerace	decelerace	N		
89763	decentrace	decentrace	N	89809	decentrovat
90163	deduplikace	deduplikace	N	142543	duplikace
90175	deeskalace	deeskalace	N	90184	deeskalovat
90201	deetatizace	deetatizace	N	90210	deetatizovat
90222	deetetizace	deetetizace	N		
90234	defašizace	defašizace	N	163505	fašizace
90242	defekace	defekace	N	<<<defekovat>>>	
90312	defibrilace	defibrilace	N	90323	defibrilovat
90363	defigurace	defigurace	N	166360	figurace
90446	deflace	deflace	N		
90449	deflagrace	deflagrace	N		
90451	deflegmace	deflegmace	N	168700	flegma
90477	defluorace	defluorace	N	169665	fluór
90478	defluorizace	defluorizace	N	169644	fluorizace
90503	defoliace	defoliace	N	170136	foliace
90602	degazace	degazace	N		
90648	deglobalizace	deglobalizace	N	90657	deglobalizovat
90736	dehelmintace	dehelmintace	N	196027	helmint
90737	dehelmintizace	dehelmintizace	N	196027	helmint
90738	dehermetizace	dehermetizace	N	90747	dehermetizovat
90794	dehonestace	dehonestace	N	90804	dehonestovat
90886	dehungarizace	dehungarizace	N		
90887	dehydrace	dehydrace	N	90930	dehydrovat
90917	dehydrogenace	dehydrogenace	N	212860	hydrogenace
90947	dehypnotizace	dehypnotizace	N	213769	hypnotizace
90957	dechlorace	dechlorace	N	90966	dechlorovat
91001	dechristianizace	dechristianizace	N	219127	christianizace
91005	deideologizace	deideologizace	N	221570	ideologizace
91017	deindustrializace	deindustrializace	N	224287	industrializace
91043	deinterlace	deinterlace	N	226582	interlace
91053	deionizace	deionizace	N	91064	deionizovat
91368	dekarbonatace	dekarbonatace	N	247726	karbonát
91369	dekarbonizace	dekarbonizace	N	247741	karbonizace
91372	dekarbonylace	dekarbonylace	N	247792	karbonylace
91373	dekarboxylace	dekarboxylace_;H	N	91384	dekarboxylovat
91398	dekartelizace	dekartelizace	N	248938	kartelizace
91491	deklasace	deklasace	N	91520	deklasovat
91536	deklinace	deklinace	N	91547	deklinovat
91615	dekolektivizace	dekolektivizace	N	262808	kolektivizace
91616	dekolonializace	dekolonializace	N	263659	kolonializace
91617	dekolonizace	dekolonizace	N	91628	dekolonizovat
91640	dekolorizace	dekolorizace	N		
91685	dekomercializace	dekomercializace	N	264402	komercializace
91727	dekompilace	dekompilace	N	264998	kompilace
91799	dekomunizace	dekomunizace	N	91808	dekomunizovat
91820	dekoncentrace	dekoncentrace	N	91830	dekoncentrovat
91843	dekonspirace	dekonspirace	N	91852	dekonspirovat
92063	dekrementace	dekrementace	N	92075	dekrementovat
92119	dekriminalizace	dekriminalizace	N	92128	dekriminalizovat
92140	dekryptace	dekryptace	N	92151	dekryptovat
92168	dekumulace	dekumulace	N	285773	kumulace
92182	delabializace	delabializace	N	290503	labializace
92183	delaborace	delaborace	N	92194	delaborovat
92206	delace	delace	N		
92349	deleninizace	deleninizace	N	296754	Lenin–N–Lenin-2_;S
92406	deliberace	deliberace	N	299039	liberace
92716	demagnetizace	demagnetizace	N	92727	demagnetizovat
92765	demaoizace	demaoizace	N	314958	Mao
92768	demarkace	demarkace	N		
92941	demineralizace	demineralizace	N	92952	demineralizovat
93199	demonetizace	demonetizace	N	336616	monetizace
93241	demonopolizace	demonopolizace	N	93252	demonopolizovat
93343	demoralisace	demoralisace	N	337650	morálka
93449	demyelinizace	demyelinizace	N	343469	myelinizace
93476	demytizace	demytizace	N	93494	demytizovat
93477	demýtizace	demýtizace	N	93495	demýtizovat
93520	demytologizace	demytologizace	N	93529	demytologizovat
93564	denacionalizace	denacionalizace	N	93575	denacionalizovat
93587	denacizace	denacizace	N	93596	denacizovat
93625	denaturalizace	denaturalizace	N	93636	denaturalizovat
93672	denazalizace	denazalizace	N	375356	nazalizace
93724	denervace	denervace_;U	N	379904	nerv
93809	denitrace	denitrace	N	93842	denitrovat
93855	denivelace	denivelace	N	383151	nivelace
93856	denivelizace	denivelizace	N	383156	nivelizace
93928	denonsace	denonsace	N	<<<denonsovat>>>	
93929	denormalizace	denormalizace	N	384282	normalizace
93930	denotace	denotace	N	93944	denotovat
93991	denudace	denudace	N	94002	denudovat
94014	denuklearizace	denuklearizace	N	94023	denuklearizovat
94035	denunciace	denunciace	N	94055	denunciovat
94115	deodorizace	deodorizace	N	405699	odorizace
94133	deoxygenace	deoxygenace	N	440086	oxygenace
94146	depalatalizace	depalatalizace	N	443339	palatalizace
94179	depenalizace	depenalizace	N	94188	depenalizovat
94203	depersonalizace	depersonalizace	N	94212	depersonalizovat
94255	depigmentace	depigmentace	N	94264	depigmentovat
94310	depoetizace	depoetizace	N	475337	poetizace
94368	depolymerace	depolymerace	N	94378	depolymerovat
94369	depolymerizace	depolymerizace	N	484659	polymerizace
94416	depopulace	depopulace	N	489999	populace
94499	depreciace	depreciace	N	94510	depreciovat
94522	deprefixace	deprefixace	N	506361	prefixace
94615	deprofesionalizace	deprofesionalizace	N	511267	profesionalizace
94616	deproletarizace	deproletarizace	N	516171	proletarizace
94639	depurace	depurace	N		
94643	deputace	deputace	N		
94736	derealizace	derealizace	N	94745	derealizovat
94785	deregistrace	deregistrace	N	591270	registrace
95019	derogace	derogace	N	95030	derogovat
95133	desagregace	desagregace	N	4409	agregace
95140	desakralizace	desakralizace	N	95149	desakralizovat
95161	desambiguace	desambiguace	N		
95256	desegregace	desegregace	N	644454	segregace
95289	desenzibilace	desenzibilace	N	95301	desenzibilovat
95884	designace	designace	N	95914	designovat
95931	desikace	desikace	N	654892	sikace
95961	desinformace	desinformace	N	224616	informace
95972	desintegrace	desintegrace	N	226088	integrace
95994	desionizace	desionizace	N	656056	sionizace
96069	deskvamace	deskvamace	N		
96111	desorganizace	desorganizace	N	96121	desorganizovat
96134	desorientace	desorientace	N	96143	desorientovat
96157	desovětizace	desovětizace	N	670320	sovětizace
96161	desparace	desparace	N		
96169	desperace	desperace	N		
96187	despiralizace	despiralizace	N	672011	spiralizace
96261	destalinizace	destalinizace	N	96270	destalinizovat
96321	destimulace	destimulace	N	96330	destimulovat
96343	destinace	destinace	N		
96391	desublimace	desublimace	N	689726	sublimace
96404	desynchronizace	desynchronizace	N	697239	synchronizace
96493	detabuizace	detabuizace	N	96502	detabuizovat
96519	detailizace	detailizace	N	96528	detailizovat
96677	deteriolizace	deteriolizace	N		
96678	deteriorace	deteriorace	N		
96747	detezaurace	detezaurace_;b	N	725670	tezaurace
96883	detronizace	detronizace	N	96892	detronizovat
96939	deurbanizace	deurbanizace	N	762100	urbanizace
97136	devalorizace	devalorizace	N	777907	valorizace
97166	devaporace	devaporace	N		
97618	deviace	deviace	N	97657	deviovat
97671	devitalizace	devitalizace	N	97681	devitalizovat
98329	dezartikulace	dezartikulace_;U	N	18216	artikulace
98401	dezindustrializace	dezindustrializace	N	224287	industrializace
98435	dezinflace	dezinflace	N	224575	inflace
98533	dezinterpretace	dezinterpretace	N	98542	dezinterpretovat
98554	dezodorace	dezodorace	N	397819	odér
98559	dezodorizace	dezodorizace	N	405699	odorizace
98620	dezoxidace	dezoxidace	N	440009	oxidace
99536	dieselizace	dieselizace	N	99542	diesel
99659	difamace	difamace	N	99670	difamovat
99815	diftongizace	diftongizace	N	99824	diftongizovat
100349	dimenzace	dimenzace	N	100362	dimenzovat
100558	dinitrace	dinitrace	N		
101065	disambiguace	disambiguace	N		
101150	diseminace	diseminace	N	101159	diseminovat
101172	disertace	disertace	N		
101206	dishonorace	dishonorace	N		
101219	disimilace	disimilace	N	101230	disimilovat
101243	disimulace	disimulace	N	101252	disimulovat
101264	disintegrace	disintegrace	N	226088	integrace
101265	disipace	disipace	N	101279	disipovat
101318	disklamace	disklamace	N		
101455	diskoordinace	diskoordinace	N	269054	koordinace
101599	diskretizace	diskretizace	N	101608	diskretizovat
101769	disneylandizace	disneylandizace	N	101770	disneyland
101837	disorientace	disorientace	N	429948	orientace
101907	dispenzace	dispenzace	N	101937	dispenzarizovat
101928	dispenzarizace	dispenzarizace	N	101964	dispenzovat
102062	disproporcionace	disproporcionace	N	102067	disproporční
102206	distonace	distonace	N		
102273	dišperace	dišperace	N		
102576	divinace	divinace	N		
102767	dizertace	dizertace	N		
107926	dofakturace	dofakturace	N	107935	dofakturovat
108630	dogmatizace	dogmatizace	N	108631	dogmatizmus
112586	dokompletace	dokompletace	N	112615	dokompletovat
113839	dokumentarizace	dokumentarizace	N	113840	dokumentarizmus
114471	dolarizace	dolarizace_;b	N	114480	dolarizovat
115802	dolomitizace	dolomitizace	N	115807	dolomitský
116715	domestifikace	domestifikace	N	116724	domestifikovat
116818	domicilace	domicilace	N	116838	domicilovat
117959	donace	donace	N		
121894	doprivatizace	doprivatizace	N	121903	doprivatizovat
145113	dvojace	dvojace	D	145130	dvojaký
145614	dvojkombinace	dvojkombinace	NC		
147127	dvoufederace	dvoufederace_,x	NC		
147516	dvoumatrace	dvoumatrace	NC		
150229	eburneace	eburneace_;U	N		
150567	edukace	edukace	N	150583	edukovat
150769	egalisace	egalisace	N		
150787	egalizace	egalizace	N	150798	egalizovat
150991	egutace	egutace_;L	N		
151000	egyptianizace	egyptianizace	N	151015	egyptský
151135	echolokace	echolokace	NC		
152076	ekvitace	ekvitace	N		
152102	elaborace	elaborace	N		
152107	elaidinace	elaidinace	N		
152149	elaidnizace	elaidnizace	N		
152406	elektrizace	elektrizace	N	152417	elektrizovat
152717	elektronizace	elektronizace	N	152728	elektronizovat
152960	elevace	elevace	N	152978	elevovat
153368	elongace	elongace	N	153377	elongovat
153394	eloxace	eloxace	N	153403	eloxovat
153784	emendace	emendace	N		
154293	encystace	encystace	N		
154608	enervace	enervace	N	154617	enervovat
154786	enkryptace	enkryptace	N	154798	enkryptovat
154810	enkulturace	enkulturace	N	285516	kultura
155038	enukleace	enukleace	N		
155039	enumerace	enumerace	N	155052	enumerovat
155064	enunciace	enunciace	N		
155320	epilace	epilace	N	155347	epilovat
156890	estetizace	estetizace	N	156900	estetizovat
156927	estivace	estivace_^(postavení_listů_v_pupenu;;zpomalení_životních_pochodů)	N		
156932	estonizace	estonizace	N	156936	estonský
157073	etapizace	etapizace	N	157082	etapizovat
157116	etatizace	etatizace	N	157128	etatizovat
157166	éterizace	éterizace	N	157175	éterizovat
157363	etiolace	etiolace	N		
158079	europeizace	europeizace	N	158089	europeizovat
158301	eutrofizace	eutrofizace	N	158303	eutrofní
158334	evaluace	evaluace	N	158345	evaluovat
158433	evaporace	evaporace	N	<<<evaporovat>>>	
158575	eviscerace	eviscerace	N		
158664	evropeizace	evropeizace	N	158674	evropeizovat
158743	exacerbace	exacerbace	N		
158750	exaltace	exaltace	N	158761	exaltovat
158773	examinace	examinace	N	158790	examinovat
158811	exarace	exarace	N		
158823	exartikulace	exartikulace	N	18216	artikulace
158935	excindace	excindace	N		
158969	excoriace	excoriace	N		
159139	exenterace	exenterace_;U	N		
159173	exfoliace	exfoliace_;U_^(odlučování_odumřelé_tkáně,_povrchu_horniny)	N		
159197	exhalace	exhalace	N	159209	exhalovat
159275	exhortace	exhortace_,s	N	159276	exhorta
159422	exkavace	exkavace	N		
159429	exklamace	exklamace	N		
159504	exkulpace	exkulpace	N	159515	exkulpovat
159872	expektace	expektace	N		
159877	expektorace	expektorace_;U	N		
159943	expirace	expirace	N	<<<expirovat>>>	
159949	explanace	explanace	N		
159952	explantace	explantace	N		
159960	explikace	explikace	N	159976	explikovat
160036	exploitace	exploitace	N		
160037	explorace	explorace	N		
160274	expropriace	expropriace	N	160291	expropriovat
160440	exstirpace	exstirpace	N		
160447	exsudace	exsudace	N		
160473	extabulace	extabulace	N		
160610	extirpace	extirpace	N		
160845	exudace	exudace	N		
160854	exulcerace	exulcerace	N		
161161	fabrikace	fabrikace	N	161183	fabrikovat
161970	faktorizace	faktorizace	N	161981	faktorizovat
162860	faradizace	faradizace	N	162861	farad
163331	fasinace	fasinace	N		
163505	fašizace	fašizace	N	163517	fašizovat
163781	favorizace	favorizace	N	163790	favorizovat
164025	federace	federace	N	164093	federovat
164456	felace	felace	N		
164794	fenitizace	fenitizace	N		
165026	feralitizace	feralitizace	N		
165027	feralizace	feralizace	N		
165166	feritizace	feritizace	N		
165492	fertilizace	fertilizace	N	165494	fertilní
165720	feudalizace	feudalizace	N	165729	feudalizovat
165930	fibrilace	fibrilace	N	165943	fibrilovat
166768	filiace	filiace	N		
167324	financializace	financializace	N	167346	financovat
167528	finlandizace	finlandizace	N	167537	finlandizovat
168203	flagelace	flagelace	N		
168701	flegmatace	flegmatace	N	168700	flegma
168710	flegmatizace	flegmatizace	N	168723	flegmatizovat
168976	flexibilizace	flexibilizace	N	168978	flexibilní
169232	flokulace	flokulace	N		
169429	flotace	flotace	N		
169474	fluidace	fluidace	N		
169480	fluidizace	fluidizace	N	169491	fluidizovat
169617	fluoridace	fluoridace	N	169627	fluoridovat
169644	fluorizace	fluorizace	N	169653	fluorizovat
170022	fokalizace	fokalizace	N	170032	fokalizovat
170064	fokusace	fokusace	N	170076	fokusovat
170136	foliace	foliace	N	170158	foliovat
170212	folklorizace	folklorizace	N	170222	folklorizovat
170357	fonace	fonace	N	170411	fonetizovat
170398	fonetizace	fonetizace	N	170483	fonovat
171181	fosfatizace	fosfatizace	N	171184	fosfát
171286	fosforylace	fosforylace	N	171273	fosfor
171298	fosilizace	fosilizace	N	171307	fosilizovat
172329	frakcinace	frakcinace	N		
172330	frakcionace	frakcionace	N	172349	frakcionovat
172374	fraktalizace	fraktalizace	N	172376	fraktální
174944	fumigace	fumigace	N		
174962	fundace	fundace	N	175013	fundovat
177898	gastrulace	gastrulace	N	177899	gastrula
178643	gelivace	gelivace_;L	N		
178756	gemace	gemace	N		
179085	genotypizace	genotypizace	N	179086	genotyp
179144	gentrifikace	gentrifikace	N		
179692	germanizace	germanizace	N	179711	germanizovat
179965	gestace	gestace	N		
180186	ghettoizace	ghettoizace	N	180195	ghettoizovat
181172	glajchšaltace	glajchšaltace_,h	N	181202	glajchšaltovat
183934	graduace	graduace_,l_^(zkouška_tanečníka)	N	183953	graduovat
184808	greenpeace	greenpeace_;K_,t_^(ekologické_hnutí)	N	184809	Greenpeace
184935	greisenizace	greisenizace	N	184936	greisen
187352	gutace	gutace	N		
187939	habituace	habituace	N	187944	habitus
188796	haiderizace	haiderizace	N	188802	Haider
195705	helenizace	helenizace	N	195716	helenizovat
195706	helénizace	helénizace	N	195731	helénský
196293	hemokoagulace	hemokoagulace	NC		
197347	heroizace	heroizace	N	197356	heroizovat
199020	hispanizace	hispanizace	N	199030	hispanský
203837	hominizace	hominizace	N	203836	hominismus
205890	hospitace	hospitace	N	205938	hospitovat
212567	hybernace	hybernace	N	212578	hybernovat
212627	hybridizace	hybridizace	N	212638	hybridizovat
213769	hypnotizace	hypnotizace	N	213785	hypnotizovat
214926	chaotizace	chaotizace	N	214935	chaotizovat
217085	chlorace	chlorace	N	217247	chlorovat
217154	chloritizace	chloritizace	N	217175	chlór
218131	chomejnizace	chomejnizace	N	218130	Chomejní
219127	christianizace	christianizace	N	219138	christianizovat
219334	chromace	chromace	N	219484	chromovat
221459	ideace	ideace	N		
222096	ikonizace	ikonizace	N	222089	ikona
222143	ikorporace	ikorporace	N		
222227	ilegalizace	ilegalizace	N	222236	ilegalizovat
222438	illace	illace	N		
222495	illimerizace	illimerizace	N		
222664	iluviace	iluviace	N		
222717	imaginace	imaginace	N		
223085	impetiginizace	impetiginizace	N		
223556	imunomodulace	imunomodulace	NC		
223570	imunostimulace	imunostimulace	NC		
223733	indentace	indentace	N	223745	indentovat
223768	indeterminace	indeterminace	N		
223854	indignace	indignace	N	223865	indignovat
223963	individuace	individuace_^(biologický_proces)	N	224019	individuální
224022	indizace	indizace	N	224031	indizovat
224268	indurace	indurace	N		
224278	industrialisace	industrialisace_,s_,x	N	<<<industrialisovat>>>	
224338	inertizace	inertizace	N	224347	inertizovat
224363	inervace	inervace	N	224374	inervovat
224575	inflace	inflace	N		
224638	informatizace	informatizace	N	224629	informatický
224948	inhumace	inhumace	N		
225100	inkantace	inkantace	N		
225330	inkrustace	inkrustace	N	225341	inkrustovat
225383	inkulturace	inkulturace	N	285516	kultura
225539	inovulace	inovulace	N	439875	ovulace
225680	insolace	insolace	N		
225875	instradace	instradace	N	225884	instradovat
225913	instrumentace	instrumentace	N	225933	instrumentalizovat
225923	instrumentalizace	instrumentalizace	N	225974	instrumentovat
226010	insuflace	insuflace_;U	N		
226022	intabulace	intabulace	N	226033	intabulovat
226154	intelektualizace	intelektualizace	N	226163	intelektualizovat
226282	intepretace	intepretace	N	226291	intepretovat
226528	interiorizace	interiorizace	N	226537	interiorizovat
226582	interlace	interlace	N		
226676	internalizace	internalizace	N	226685	internalizovat
226733	internizace	internizace	N	226725	interní
227014	intimace	intimace	N	227051	intimovat
227067	intitulace	intitulace	N	728059	titulace
227327	intronizace	intronizace	N	227338	intronizovat
227397	intubace	intubace	N	227408	intubovat
227452	inundace	inundace	N		
227457	invaginace	invaginace	N	776259	vagína
227461	invalidace	invalidace	N	227490	invalidní
227653	investigace	investigace	N	227668	investigovat
227718	invetarizace	invetarizace	N		
227724	invokace	invokace	N	<<<invokovat>>>	
228093	ipsace	ipsace	N		
228131	iradiace	iradiace	N		
228281	irigace	irigace	N	<<<irigovat>>>	
228344	irizace	irizace_^(barevný_úkaz_vznikající_interferencí_světla;;duhování)	N	228354	irizovat
228787	isoimunizace	isoimunizace	NC		
229000	italizace	italizace	N	229010	italizovat
229639	izraelizace	izraelizace	N	229648	izraelizovat
232025	japanizace	japanizace	N	232026	japanizmus
232372	jarovizace	jarovizace	N	232383	jarovizovat
235514	jelcinizace	jelcinizace	N	235520	Jelcin
238646	jodidace	jodidace	N	238656	jodidovat
239522	jotace	jotace	N	239523	jota
239781	jubilace	jubilace	N	239801	jubilovat
240737	jurisdikace	jurisdikace	N		
241389	kabelizace	kabelizace	N	241398	kabelizovat
241966	kádárizace	kádárizace	N	241967	kádárizmus
244176	kalmetizace	kalmetizace_;U	N		
245922	kanonisace	kanonisace_^(svatořečení)	N	245946	kanonizovat
246100	kantonizace	kantonizace	N	246104	kantonský
246220	kanylace	kanylace	N	246221	kanyla
246528	kapitace	kapitace_,s	N		
247710	karbonace	karbonace	N	247752	karbonizovat
247741	karbonizace	karbonizace	N	247774	karbonovat
247792	karbonylace	karbonylace	N	247794	karbonyl
248555	karnevalizace	karnevalizace	N	248556	karneval
248938	kartelizace	kartelizace	N	248947	kartelizovat
249217	kasace	kasace	N		
250569	katolizace	katolizace	N	250578	katolizovat
250911	kauterizace	kauterizace_;U	N		
251099	kavitace	kavitace	N		
252833	keratinizace	keratinizace_;U	N	252834	keratin
254924	kjeldahlizace	kjeldahlizace	N		
255756	klaudikace	klaudikace_;U	N	70837	Claudius
256564	klerace	klerace	N		
256568	klerikalizace	klerikalizace	N	256578	klerikalizovat
260257	koarktace	koarktace	N		
261222	koedukace	koedukace	N	261233	koedukovat
261412	kogenerace	kogenerace	N	178840	generace
261426	kognace	kognace	N		
261443	kohabitace	kohabitace	N	187937	habitat
262255	kolacionace	kolacionace	N	262264	kolacionovat
262410	kolaudace	kolaudace	N	262426	kolaudovat
262991	kolchozizace	kolchozizace	N	263002	kolchoz
263178	kolimace	kolimace	N	263188	kolimovat
263446	kolmatace	kolmatace_;g	N		
263564	kolokace	kolokace	N		
263659	kolonializace	kolonializace	N	263660	kolonializmus
264211	komasace	komasace	N	264224	komasovat
264476	komfirmace	komfirmace	N		
264549	kominace	kominace	N		
264851	komparace	komparace	N	264880	komparovat
265041	komplementace	komplementace	N	265064	komplementovat
265086	kompletizace	kompletizace	N	265095	kompletizovat
265393	komputace	komputace	N		
265396	komputerizace	komputerizace	N	265405	komputerizovat
265527	komunizace	komunizace	N	265537	komunizovat
265561	komutace	komutace	N	265579	komutovat
265832	konceptualizace	konceptualizace	N	265842	konceptualizovat
265924	konciliace	konciliace	N		
266423	konfabulace	konfabulace	N	266434	konfabulovat
266447	konfederace	konfederace	N	266464	konfederovat
266449	konfederalizace	konfederalizace	N	266451	konfederální
266586	konfinace	konfinace	N	266595	konfinovat
266655	konflagrace	konflagrace	N		
266666	konformace	konformace	N	266690	konformovat
266784	konglomerace	konglomerace	N		
266793	kongregace	kongregace	N		
267023	konkatenace	konkatenace	N	267032	konkatenovat
267263	konotace	konotace	N	267274	konotovat
267312	konsekrace	konsekrace_^(část_mše;;svěcení)	N	267323	konsekrovat
267366	konsignace	konsignace	N	267384	konsignovat
267517	konstalace	konstalace	N		
267565	konstatace	konstatace	N	267574	konstatovat
267587	konstelace	konstelace	N		
267623	konstitucionalizace	konstitucionalizace	N	267624	konstitucionalizmus
267842	kontejnerizace	kontejnerizace	N	267851	kontejnerizovat
267890	kontemplace	kontemplace	N	267903	kontemplovat
267921	kontextualizace	kontextualizace	N	267930	kontextualizovat
267963	kontingentace	kontingentace	N	267975	kontingentovat
267987	kontinualizace	kontinualizace	N	267989	kontinuální
268410	kontumace	kontumace	N	268421	kontumovat
268479	konurbace	konurbace_;p	N		
268493	konvalidace	konvalidace	N	268502	konvalidovat
268735	konvokace	konvokace	N		
268859	konzolidace	konzolidace	N		
269543	kopolymerizace	kopolymerizace_;H	N	269545	kopolymerní
269583	koprecipitace	koprecipitace	N	506033	precipitace
270831	koroborace	koroborace	N		
271015	korporace	korporace	N		
271022	korporativizace	korporativizace	N	271023	korporativizmus
271026	korporatizace	korporatizace	N	271028	korporátní
271223	korunovace	korunovace	N	271234	korunovat
273445	kotonizace	kotonizace	N		
277782	kreace	kreace	N	278304	krenelovat
278144	kremace	kremace	N		
278295	krenelace	krenelace	N	278350	kreolizovat
278340	kreolizace	kreolizace	N	278384	kreovat
279057	kristianizace	kristianizace	N		
281315	krykonzervace	krykonzervace	NC		
286358	kupelace	kupelace	N		
287586	kutikularizace	kutikularizace	N	287595	kutikularizovat
288287	kvantizace	kvantizace	N	288302	kvantizovat
288416	kvartace	kvartace	N	288449	kvart
288771	kverulace	kverulace	N	288788	kverulovat
289109	kvintace	kvintace	N		
289250	kvotace	kvotace	N	289270	kvotovat
289382	kyanizace	kyanizace	N	289391	kyanizovat
290503	labializace	labializace	N	290505	labiální
290545	laborace	laborace	N	290574	laborovat
291397	laicizace	laicizace	N	291407	laicizovat
291862	laktace	laktace	N		
293714	lateralizace	lateralizace	N	293716	laterální
293722	lateritizace	lateritizace_;L	N		
