absolventi 	 ab-solv-ent-i 	 absolvent-i
epocha 	 epoch-a 	 e-poch-a
expansion 	 expansion 	 ex-pans-ion
experiment 	 experi-ment 	 experiment
experimentaci 	 experi-ment-ac-i 	 experiment-ac-i
faktorů 	 fakt-or-ů 	 faktor-ů
faktury 	 fakt-ur-y 	 faktur-y
fanoušků 	 fan-oušk-ů 	 fanoušk-ů
farmaceutické 	 farmac-eut-ick-é 	 farmaceut-ic-k-é
filozofické 	 filo-zof-ic-k-é 	 fil-o-zof-ic-k-é
finálním 	 fin-ál-n-ím 	 finál-n-í-m
fondem 	 fondem 	 fond-em
formosu 	 formos-u 	 form-os-u
fosforeskovat 	 fosfor-esk-ova-t 	 fosforesk-ova-t
francouzsky 	 franc-ouz-sk-y 	 franc-ouzsk-y
fyzický 	 fyz-ic-k-ý 	 fyzic-k-ý
fólie 	 fóli-e 	 fól-i-e
gastronomie 	 gastr-o-nom-i-e 	 gastr-onomi-e
gestikulovat 	 gestik-ul-ova-t 	 gestikul-ova-t
graessnerii 	 graessnerii 	 graessner-i-i
haly 	 hal-y 	 haly
haló 	 haló 	 hal-ó
hematologického 	 hemat-o-log-ick-ého 	 hematologic-k-ého
hladověli 	 hlad-ov-ě-l-i 	 hlad-ově-l-i
hmotného 	 hmot-n-é-ho 	 hmot-n-ého
hnedle 	 hned-le 	 hned-l-e
hnízdech 	 hnízd-e-ch 	 hnízd-ech
hochschule 	 hoch-schule 	 hochschul-e
hodnotím 	 hod-n-ot-í-m 	 hod-n-ot-ím
hodnotíte 	 hodn-ot-í-te 	 hod-n-ot-í-te
holandsku 	 holand-sk-u 	 holandsk-u
holiči 	 hol-i-č-i 	 hol-ič-i
holčičkou 	 hol-č-ič-k-ou 	 hol-č-ičk-ou
horolezci 	 hor-o-lez-c-i 	 horolez-c-i
houston 	 houston 	 houst-on
hra 	 hr-a 	 hra
hromková 	 hrom-k-ov-á 	 hromk-ov-á
hry 	 hr-y 	 hry
husími 	 hus-í-m-i 	 hus-ími
huti 	 hut-i 	 huti
hvězdičky 	 hvězd-ič-k-y 	 hvězd-ičk-y
identifikační 	 identi-fik-ač-n-í 	 identifik-ač-n-í
indikátorem 	 in-dik-át-or-em 	 indik-átor-em
inzerátech 	 inzer-át-e-ch 	 inzerát-ech
inženýrském 	 inženýr-sk-ém 	 inžen-ýr-sk-ém
ivančic 	 ivan-č-ic 	 ivanč-ic
jablíčko 	 jablíč-k-o 	 jabl-íčk-o
jakoby 	 jak-o-by 	 jak-ob-y
jakého 	 jak-é-ho 	 jak-ého
janků 	 jan-k-ů 	 jank-ů
jazejček 	 jazejč-ek 	 jazejček
jednatelem 	 jedn-a-tel-e-m 	 jedn-a-tel-em
jednomotorových 	 jedn-o-motor-ov-ých 	 jedno-motor-ov-ých
jednoosý 	 jedn-o-os-ý 	 jedn-oosý
jednorázové 	 jedn-o-ráz-ov-é 	 jednoráz-ov-é
jednotlivina 	 jedn-ot-liv-in-a 	 jedn-otliv-in-a
jednotlivými 	 jedn-ot-liv-ými 	 jedn-otliv-ými
jedním 	 jedn-í-m 	 jedn-ím
jejích 	 je-j-í-ch 	 jej-ích
jethro 	 jethro 	 jethr-o
jimž 	 j-i-m-ž 	 j-im-ž
jindy 	 jin-d-y 	 jind-y
jmenují 	 jmen-u-j-í 	 jmen-uj-í
kamera 	 kamera 	 kamer-a
kapesníček 	 kapes-níč-ek 	 kapes-níček
kapli 	 kapl-i 	 kap-l-i
kardašovy 	 kardašov-y 	 kardaš-ov-y
katalozích 	 kata-loz-ích 	 kataloz-ích
kavalírem 	 kaval-ír-e-m 	 kaval-ír-em
kavkám 	 kav-k-ám 	 kavk-á-m
každému 	 každ-é-mu 	 každ-ému
kdovíkdo 	 kd-o-v-í-kd-o 	 kd-ovíkd-o
kdož 	 kdo-ž 	 kd-o-ž
klasifikaci 	 klasi-fik-ac-i 	 klasifik-ac-i
klesly 	 kles-l-y 	 klesl-y
klesne 	 kles-ne 	 klesn-e
kliniky 	 klinik-y 	 klin-ik-y
klášterem 	 klášter-e-m 	 klášter-em
koho 	 k-o-ho 	 koho
kompetenci 	 kompet-enc-i 	 kompetenc-i
komu 	 k-o-mu 	 komu
konkrétního 	 konkrét-n-ího 	 kon-krét-n-ího
konkrétnímu 	 kon-krét-n-í-mu 	 kon-krét-n-ímu
kontilití 	 konti-li-t-í 	 kontilit-í
kontraindikace 	 kontra-in-dik-ac-e 	 kontraindik-ace
kontrolorů 	 kontrol-or-ů 	 kontrolor-ů
kontroloři 	 kontrol-oř-i 	 kontroloř-i
konviktem 	 kon-vikt-e-m 	 konvikt-em
konírny 	 kon-ír-n-y 	 kon-írn-y
kosmického 	 kosm-ic-k-é-ho 	 kosm-ick-ého
kostička 	 kost-ič-k-a 	 kost-ičk-a
koupací 	 koup-ac-í 	 koup-a-c-í
koňských 	 koň-sk-ý-ch 	 koň-sk-ých
kožené 	 kož-en-é 	 kožen-é
krakově 	 krakov-ě 	 krak-ov-ě
kristapána 	 krist-a-pán-a 	 krista-pán-a
krumlesco 	 krumlesco 	 krumlesc-o
krumlova 	 krumlov-a 	 kruml-ov-a
krádeže 	 krád-ež-e 	 krád-eže
krásným 	 krás-n-ý-m 	 krás-n-ým
kterého 	 kter-é-ho 	 kter-ého
kunovice 	 kun-ovic-e 	 kun-ov-ic-e
kuriozity 	 kurioz-it-y 	 kuriozit-y
křivkami 	 křiv-k-a-m-i 	 křiv-k-ami
křídlem 	 kří-dl-e-m 	 křídl-em
kůzlátek 	 kůzl-át-ek 	 kůzl-átek
lavírovat 	 lav-ír-ova-t 	 lavír-ova-t
lehkým 	 leh-k-ý-m 	 leh-k-ým
lesním 	 les-n-ím 	 les-n-í-m
letiště 	 let-išt-ě 	 let-iště
lhostejnět 	 lhostej-n-ě-t 	 l-hostejn-ě-t
lidem 	 lid-e-m 	 lid-em
limit 	 limit 	 lim-i-t
loupežníkem 	 loup-ež-n-ík-e-m 	 loup-ež-n-ík-em
ltd 	 l-t-d 	 ltd
luděk 	 luděk 	 lud-ěk
lukách 	 luk-á-ch 	 luk-ách
lumpačit 	 lump-ač-i-t 	 lumpač-i-t
lékařem 	 lék-ař-e-m 	 lék-ař-em
lékem 	 lék-e-m 	 lék-em
maiden 	 maid-en 	 maiden
majíce 	 m-aj-íc-e 	 m-ajíc-e
makrokonvertor 	 makro-kon-ver-t-or 	 makro-konver-t-or
maličkosti 	 mal-ič-k-ost-i 	 mal-ičk-ost-i
maličký 	 mal-ič-k-ý 	 mal-ičk-ý
malkovského 	 malkovsk-ého 	 malk-ov-sk-ého
mamlasovi 	 maml-as-ovi 	 mamlas-ovi
manager 	 manag-er 	 manager
manažerovi 	 manažer-ovi 	 manaž-er-ovi
manýrám 	 manýr-á-m 	 manýr-ám
mariánských 	 mari-án-sk-ých 	 marián-sk-ých
marketingový 	 market-ing-ov-ý 	 marketing-ov-ý
materialisty 	 mater-i-al-ist-y 	 materi-al-ist-y
materiálové 	 materi-ál-ov-é 	 materiál-ov-é
materiálu 	 mater-i-ál-u 	 materi-ál-u
mazání 	 maz-á-n-í 	 mazá-n-í
metafyzických 	 meta-fyz-ic-k-ý-ch 	 meta-fyz-ic-k-ých
metodologicky 	 metodo-log-ic-k-y 	 metodo-log-ick-y
mezitím 	 mezi-t-ím 	 mezit-ím
meziříčí 	 mezi-říč-í 	 meziříč-í
mečení 	 meč-e-n-í 	 meč-en-í
mhouřit 	 mhouř-i-t 	 m-houř-i-t
mikroorganismy 	 mikro-organ-ism-y 	 mikroorgan-ismy
miliarda 	 miliard-a 	 mili-ard-a
milostpane 	 mil-ost-pan-e 	 mil-ostpan-e
ministerstva 	 minister-stv-a 	 ministerstv-a
minulý 	 min-ul-ý 	 mi-nu-l-ý
mjasisčev 	 mjasisčev 	 mjasisč-ev
mladého 	 mlad-é-ho 	 mlad-ého
mluvící 	 mluv-íc-í 	 mluvíc-í
mlýna 	 ml-ýn-a 	 ml-ýna
moderního 	 modern-í-ho 	 modern-ího
moje 	 moj-e 	 moje
monopolu 	 mon-o-pol-u 	 mono-pol-u
motorlet 	 motor-let 	 motorl-e-t
motorletu 	 motor-let-u 	 motorlet-u
možnostech 	 možn-ost-ech 	 mož-n-ost-ech
mrtvé 	 mr-tv-é 	 mrtv-é
mužského 	 muž-sk-é-ho 	 muž-sk-ého
mésti 	 mést-i 	 més-ti
mých 	 m-ý-ch 	 m-ých
měli 	 mě-l-i 	 m-ě-l-i
měřítka 	 měř-í-tk-a 	 měř-ít-k-a
měřítku 	 měř-í-tk-u 	 měř-ít-k-u
mřížovec 	 mříž-ov-ec 	 mříž-ovec
nabitý 	 na-bi-t-ý 	 na-bit-ý
nadpočetné 	 nad-po-čet-n-é 	 nad-počet-n-é
nadějemi 	 na-děj-e-m-i 	 na-děj-emi
nadřaděného 	 nad-řad-ěn-é-ho 	 nad-řad-ěn-ého
nadšení 	 na-dš-en-í 	 nad-šen-í
nadšením 	 na-dš-en-í-m 	 nad-šen-ím
nahrávat 	 na-hrá-v-a-t 	 na-hráv-a-t
najatí 	 na-j-a-t-í 	 na-j-at-í
nakolkovat 	 na-kol-k-ova-t 	 na-kolk-ova-t
namésti 	 na-mést-i 	 na-més-ti
nebrání 	 ne-brán-í 	 ne-br-á-n-í
nechtěj 	 ne-cht-ě-j 	 ne-cht-ěj
nedefinovatelné 	 ne-de-fin-ova-teln-é 	 ne-definova-teln-é
nedávna 	 ne-dávn-a 	 ne-dáv-n-a
neinkasoval 	 ne-in-kas-ova-l 	 ne-inkas-ova-l
nejaktivnější 	 nej-akt-iv-n-ějš-í 	 ne-jakt-iv-n-ěj-š-í
nejcitlivějším 	 nej-cit-liv-ějš-ím 	 nej-cit-l-iv-ěj-š-í-m
nejdivočejší 	 nej-div-oč-ej-š-í 	 nej-div-oč-ejš-í
nejkrásnějších 	 nej-krás-n-ěj-š-í-ch 	 nej-krás-n-ěj-š-ích
nejlahodnější 	 nej-lahod-n-ěj-š-í 	 nejlahod-n-ěj-š-í
nejsladšího 	 nej-slad-š-í-ho 	 nej-slad-š-ího
nejvzdálenější 	 nej-vz-dál-e-n-ěj-š-í 	 nejvz-dálen-ějš-í
nejzřetelněji 	 nej-zř-e-tel-n-ěji 	 nej-zř-e-teln-ěji
nejčastějších 	 nej-čast-ěj-š-í-ch 	 nej-čast-ěj-š-ích
nekvete 	 ne-kvet-e 	 ne-kve-te
nelegální 	 ne-leg-ál-n-í 	 ne-legál-n-í
neměly 	 ne-m-ě-l-y 	 ne-m-ěl-y
neodpovídající 	 ne-od-po-víd-aj-íc-í 	 ne-od-povíd-aj-ící
nepohnutě 	 ne-po-h-nu-t-ě 	 ne-po-h-nutě
nepolemizujme 	 ne-polem-iz-uj-me 	 ne-polemizuj-me
nepotřebujete 	 ne-po-třeb-u-j-e-te 	 ne-po-třeb-uje-te
nepravdivých 	 ne-prav-d-iv-ých 	 ne-prav-div-ých
nepředepisují 	 ne-přede-pis-uj-í 	 ne-předepis-uj-í
nepředpokládám 	 ne-před-po-klád-á-m 	 ne-předpoklád-ám
nepřidává 	 ne-při-d-á-v-á 	 ne-při-dá-v-á
nepřišla 	 ne-při-š-l-a 	 ne-při-šl-a
nereálný 	 ne-reál-n-ý 	 ne-reáln-ý
nesnesitelna 	 ne-s-nes-i-teln-a 	 ne-snes-i-teln-a
nevyhnutelné 	 ne-vy-h-nu-teln-é 	 ne-vy-h-nuteln-é
nevyskytly 	 ne-vy-skyt-l-y 	 ne-vy-skytl-y
nezaměstnanosti 	 ne-za-měst-n-an-ost-i 	 ne-za-městn-an-osti
nezaoblená 	 ne-za-obl-en-á 	 ne-za-oblen-á
nezačínej 	 ne-za-č-ín-ej 	 ne-za-čín-ej
neznámého 	 ne-zn-á-m-é-ho 	 ne-zn-á-m-ého
neztratitelnost 	 ne-z-trat-i-tel-n-ost 	 ne-z-trat-i-teln-ost
neúplných 	 ne-ú-pln-ých 	 neú-pln-ých
nitěných 	 nit-ěn-ý-ch 	 nit-ěn-ých
norem 	 norem 	 nor-em
nosem 	 nos-e-m 	 nos-em
novinám 	 nov-in-á-m 	 nov-in-ám
nuly 	 nul-y 	 nuly
nymburka 	 nymburk-a 	 nymbur-k-a
nábytek 	 ná-by-tek 	 ná-byt-ek
náramného 	 ná-ram-n-é-ho 	 ná-ram-n-ého
nás 	 n-á-s 	 nás
následujících 	 ná-sled-uj-íc-ích 	 násled-uj-íc-ích
následujícího 	 ná-sled-uj-íc-ího 	 násled-uj-íc-ího
nějakém 	 ně-jak-é-m 	 ně-jak-ém
něm 	 n-ě-m 	 n-ěm
němá 	 něm-á 	 n-ěm-á
obcích 	 obc-ích 	 ob-c-ích
obepnout 	 obe-pn-ou-t 	 obe-p-nou-t
objektem 	 ob-jekt-e-m 	 ob-jekt-em
obor 	 o-bor 	 obor
obrali 	 o-br-a-l-i 	 o-bra-l-i
obrat 	 o-br-a-t 	 obr-a-t
obzvlášť 	 ob-zvlášť 	 ob-z-vlášť
občanského 	 obč-an-sk-ého 	 občan-sk-ého
oceli 	 ocel-i 	 o-cel-i
ochotna 	 ochot-n-a 	 o-chot-n-a
odbytové 	 od-by-t-ov-é 	 od-byt-ové
odehrávají 	 ode-hrá-v-aj-í 	 ode-hráv-aj-í
odervat 	 ode-rv-a-t 	 oderv-a-t
odečte 	 ode-čt-e 	 odeč-te
odečtou 	 ode-čt-ou 	 odečt-ou
odmésti 	 od-mést-i 	 od-més-ti
odměňujeme 	 od-měň-uje-me 	 od-měň-ujeme
odst 	 od-st 	 odst
ohořelému 	 o-hoř-e-l-é-mu 	 o-hoř-e-l-ému
ohřebelcovat 	 o-hřeb-el-c-ova-t 	 o-hřebelc-ova-t
okounět 	 okoun-ě-t 	 o-koun-ě-t
oktrojovat 	 oktroj-ova-t 	 o-ktroj-ova-t
olšanech 	 olšan-e-ch 	 olšan-ech
omegou 	 omeg-ou 	 o-meg-ou
opačném 	 o-pač-n-é-m 	 o-pač-n-ém
oplésti 	 o-plést-i 	 o-plés-ti
opovažuješ 	 o-po-važ-u-j-e-š 	 o-po-važ-uje-š
orchestrem 	 orchestr-e-m 	 orchestr-em
organismus 	 organismus 	 organ-ism-us
organizují 	 organ-iz-u-j-í 	 organ-iz-uj-í
orientální 	 orient-ál-n-í 	 orient-áln-í
orlik 	 orl-ik 	 orlik
osmou 	 osm-ou 	 o-sm-ou
osobu 	 o-sob-u 	 osob-u
ospalost 	 o-sp-a-l-ost 	 o-spal-ost
ostatních 	 o-stat-n-í-ch 	 o-stat-n-ích
ostravské 	 ostrav-sk-é 	 o-strav-sk-é
ostravy 	 ostrav-y 	 o-strav-y
osudem 	 o-sud-e-m 	 o-sud-em
osudně 	 osud-n-ě 	 o-sud-n-ě
osvědčují 	 o-s-věd-č-u-j-í 	 o-svědč-uj-í
oxfordského 	 oxford-sk-é-ho 	 oxford-sk-ého
ošukat 	 ošuk-a-t 	 o-šuk-a-t
pacientovi 	 pac-i-ent-ovi 	 pacient-ovi
padesátku 	 pade-sát-k-u 	 pa-desát-k-u
panenka 	 pan-en-k-a 	 panenk-a
paničko 	 pan-ič-k-o 	 pan-ičk-o
pekárenských 	 pek-ár-en-sk-ých 	 pekáren-sk-ých
perfektně 	 per-fekt-n-ě 	 perfekt-n-ě
petynce 	 pety-n-c-e 	 petyn-c-e
pil 	 pi-l 	 pil
pilují 	 pil-u-j-í 	 pil-uj-í
pisklavě 	 pisk-l-av-ě 	 pisk-l-avě
plakáty 	 plakát-y 	 plak-át-y
planul 	 plan-u-l 	 pla-nu-l
plat 	 plat 	 pl-a-t
plačící 	 plač-í-c-í 	 plač-íc-í
pleteného 	 plet-en-é-ho 	 plet-en-ého
plnohodnotné 	 pln-o-hod-n-ot-n-é 	 pln-o-hod-not-n-é
plodem 	 plod-e-m 	 plod-em
plukovník 	 pluk-ov-n-ík 	 pluk-ovn-ík
podhrnout 	 pod-hrn-ou-t 	 pod-hr-nou-t
podobného 	 po-dob-n-é-ho 	 po-dob-n-ého
podotkl 	 po-do-tk-l 	 po-dotk-l
podvésti 	 pod-vést-i 	 pod-vés-ti
pohaněné 	 po-han-ě-n-é 	 po-han-ěn-é
pohotovějším 	 po-hotov-ějš-ím 	 po-hotov-ějš-í-m
politických 	 polit-ic-k-ý-ch 	 polit-ic-k-ých
polska 	 pol-sk-a 	 polsk-a
poměrem 	 po-měr-e-m 	 po-měr-em
popelnic 	 po-pel-nic 	 popel-nic
popkultura 	 pop-kult-ur-a 	 popkult-ur-a
poplatník 	 po-plat-ník 	 po-plat-n-ík
poplatníka 	 po-plat-ník-a 	 po-plat-n-ík-a
poplatníky 	 po-plat-ník-y 	 po-plat-n-ík-y
poproduktivní 	 po-pro-duk-t-iv-n-í 	 popro-dukt-iv-n-í
porovnání 	 po-rovn-ání 	 po-rov-n-á-n-í
porůsti 	 po-růst-i 	 po-růs-ti
posluchače 	 po-sluch-a-č-e 	 po-sluch-ač-e
posluchačů 	 po-sluch-a-č-ů 	 po-sluch-ač-ů
postih 	 po-stih 	 postih
postávalo 	 po-stá-v-a-l-o 	 po-stáv-a-l-o
potrefený 	 po-tref-en-ý 	 po-trefen-ý
pouhém 	 pouh-é-m 	 pouh-ém
poučit 	 po-uč-i-t 	 pouč-i-t
použito 	 po-u-ži-t-o 	 použi-to
povyrůsti 	 po-vy-růst-i 	 po-vy-růs-ti
povzbudivé 	 po-vz-bud-i-v-é 	 po-vz-bud-iv-é
pošlete 	 po-šl-e-te 	 po-šle-te
pragokoncertu 	 prag-o-koncert-u 	 prago-koncert-u
praktickým 	 prakt-ic-k-ý-m 	 prakt-ic-k-ým
praktikantům 	 prakt-ik-ant-ům 	 praktikant-ům
pravd 	 prav-d 	 pravd
prezidentů 	 prezid-ent-ů 	 prezident-ů
prodejce 	 pro-d-ej-c-e 	 pro-d-ejc-e
prodejna 	 pro-d-ej-n-a 	 pro-d-ejn-a
produševňovat 	 pro-duš-ev-ň-ova-t 	 pro-dušev-ň-ova-t
prohrával 	 pro-hrá-v-a-l 	 pro-hráv-a-l
projede 	 pro-jed-e 	 pro-jede
projednáním 	 pro-jed-n-án-ím 	 pro-jedn-á-n-ím
prokládkovost 	 pro-klád-k-ov-ost 	 pro-klád-kov-ost
proklásti 	 pro-klást-i 	 pro-klás-ti
prolévat 	 pro-lé-v-a-t 	 pro-lév-a-t
promnout 	 pro-mn-ou-t 	 pro-m-nou-t
propagace 	 propag-ac-e 	 pro-pag-ac-e
prostějovsko 	 prostějov-sk-o 	 prostějovsk-o
prostějově 	 prostějov-ě 	 prostěj-ov-ě
protisluneční 	 proti-slun-eč-n-í 	 protislun-eč-n-í
provincií 	 provinc-i-í 	 pro-vinc-i-í
provádějí 	 pro-vád-ěj-í 	 pro-vád-ě-j-í
pročež 	 pro-č-e-ž 	 pro-č-ež
prošel 	 pro-še-l 	 prošel
prstíčky 	 prst-íč-k-y 	 prst-íčk-y
právem 	 práv-e-m 	 práv-em
psaním 	 ps-a-n-í-m 	 ps-a-n-ím
psychično 	 psych-ič-n-o 	 psychičn-o
psům 	 ps-ů-m 	 ps-ům
ptejme 	 pt-ej-me 	 ptej-me
publicita 	 public-it-a 	 publicit-a
purple 	 purple 	 purpl-e
pučálka 	 pučálk-a 	 pučál-k-a
pzt 	 p-z-t 	 pz-t
pánové 	 pán-ové 	 pán-ov-é
pápěrka 	 pá-pěr-k-a 	 pápěr-k-a
píti 	 pít-i 	 pí-ti
pódiem 	 pódi-em 	 pód-i-em
pěkném 	 pěkn-é-m 	 pěkn-ém
pěst 	 pěst 	 pěs-t
pětikorunovou 	 pět-i-korun-ov-ou 	 pět-ikorun-ov-ou
pětistovkou 	 pět-i-st-ovk-ou 	 pět-ist-ovk-ou
předcházejí 	 před-cház-e-j-í 	 před-cház-ej-í
předepsanou 	 přede-ps-a-n-ou 	 přede-psa-n-ou
předobjednávání 	 před-ob-jedn-á-v-á-n-í 	 předobjedná-v-á-n-í
předprodeje 	 před-pro-d-ej-e 	 před-prodeje
předsedům 	 před-sed-ů-m 	 před-sed-ům
představiteli 	 před-stav-i-tel-i 	 před-stavi-tel-i
předstihujícím 	 před-stih-uj-í-c-í-m 	 před-stih-uj-íc-ím
předvýrobní 	 před-vý-rob-n-í 	 před-výrob-n-í
přejímce 	 pře-j-í-m-c-e 	 pře-jímc-e
překontrolována 	 pře-kontrol-ová-n-a 	 pře-kontrol-ová-na
přepnout 	 pře-pn-ou-t 	 pře-p-nou-t
připadne 	 při-pad-ne 	 při-pad-n-e
připluje 	 při-plu-je 	 při-pluje
připomenout 	 při-po-men-ou-t 	 při-pome-nou-t
přivydělávat 	 při-vy-děl-á-v-a-t 	 při-vyděl-á-v-a-t
přizpůsobivosti 	 při-z-pů-sob-i-v-ost-i 	 při-z-pů-sob-i-v-osti
přišinout 	 při-šin-ou-t 	 při-ši-nou-t
přímém 	 přím-é-m 	 přím-ém
přítomném 	 pří-t-o-m-n-é-m 	 pří-t-om-n-ém
přítomnými 	 pří-t-o-m-n-ý-m-i 	 pří-t-o-m-n-ými
příštího 	 příšt-í-ho 	 příšt-ího
pšenka 	 pšen-k-a 	 pšenk-a
québec 	 québec 	 québ-ec
radomír 	 radomír 	 rad-omír
raději 	 rad-ěji 	 rad-ěj-i
rallye 	 rallye 	 rall-ye
regentíkův 	 regent-ík-ův 	 regentík-ův
rejda 	 rejd-a 	 rejda
rejha 	 rejh-a 	 rejha
rejstříku 	 rejstřík-u 	 rejstř-ík-u
rektorem 	 rekt-or-em 	 rektor-em
relativita 	 rel-at-iv-it-a 	 relat-iv-it-a
reportáž 	 re-port-áž 	 report-áž
reprodukční 	 re-pro-duk-č-n-í 	 re-pro-dukč-n-í
restriktivní 	 re-strikt-iv-n-í 	 restrikt-iv-n-í
revolucí 	 revol-uc-í 	 revoluc-í
rider 	 rid-er 	 rider
rohovatět 	 roh-ov-at-ě-t 	 roh-ovat-ě-t
rolling 	 roll-ing 	 rolling
rolničit 	 rol-n-ič-i-t 	 rol-nič-i-t
roxby 	 roxby 	 roxb-y
rozchraptit 	 roz-chrap-t-i-t 	 roz-chrapt-i-t
rozhrnula 	 roz-hrn-u-l-a 	 roz-hr-nu-l-a
rozkošným 	 roz-koš-n-ý-m 	 roz-koš-n-ým
rozleptávat 	 roz-lept-á-v-a-t 	 roz-lept-áv-a-t
rozplývat 	 roz-plý-v-a-t 	 roz-plýv-a-t
rozpočísti 	 roz-po-číst-i 	 roz-po-čís-ti
rozprodávat 	 roz-pro-d-á-v-a-t 	 roz-prod-á-v-a-t
rozumových 	 roz-um-ov-ý-ch 	 roz-um-ov-ých
rozutíkat 	 roz-utík-a-t 	 roz-u-tík-a-t
rupií 	 rupi-í 	 rup-i-í
rusové 	 rus-ové 	 rus-ov-é
rázem 	 ráz-e-m 	 ráz-em
různými 	 různ-ý-m-i 	 různ-ými
samostatnější 	 sam-o-stat-n-ějš-í 	 sam-o-stat-n-ěj-š-í
samozřejmá 	 sam-o-zř-ejm-á 	 sam-o-zřejm-á
schodech 	 s-chod-e-ch 	 s-chod-ech
scorpions 	 scorpion-s 	 scorp-ions
sebeničením 	 s-eb-e-ni-č-en-í-m 	 seb-e-nič-en-ím
sebevíce 	 seb-e-víc-e 	 seb-e-více
sedláková 	 sedl-ák-ov-á 	 sed-l-ák-ov-á
