absolventi 	 ab-solv-ent-i 	 absolvent-i
něm 	 n-ě-m 	 n-ěm
obepnout 	 obe-pn-ou-t 	 obe-p-nou-t
obeznámit 	 obe-znám-i-t 	 obe-zn-ám-i-t
objektem 	 ob-jekt-e-m 	 ob-jekt-em
obor 	 o-bor 	 obor
obzvlášť 	 ob-zvlášť 	 obz-vlášť
obživit 	 ob-živ-i-t 	 ob-ži-v-i-t
ochotna 	 ochot-n-a 	 o-chot-n-a
odbytové 	 od-by-t-ov-é 	 od-byt-ov-é
odečte 	 ode-čt-e 	 ode-č-te
odlévání 	 od-lév-á-n-í 	 od-lé-v-á-n-í
odmésti 	 od-mést-i 	 od-més-ti
ohořelému 	 o-hoř-e-l-é-mu 	 o-hoř-e-l-ému
ohřebelcovat 	 o-hřeb-el-c-ova-t 	 o-hřebelc-ova-t
okamžitě 	 ok-a-mžit-ě 	 oka-mž-it-ě
okresní 	 okres-n-í 	 o-kres-n-í
olšanech 	 olšan-e-ch 	 olšan-ech
opačném 	 o-pač-n-é-m 	 o-pač-n-ém
oplésti 	 o-plést-i 	 o-plés-ti
opovažuješ 	 o-po-važ-u-j-e-š 	 o-po-važ-uje-š
orchestrem 	 orchestr-e-m 	 orchestr-em
organismus 	 organismus 	 organ-ism-us
organizují 	 organ-iz-u-j-í 	 organ-iz-uj-í
orlik 	 orl-ik 	 orlik
osobu 	 o-sob-u 	 osob-u
ostatních 	 o-stat-n-í-ch 	 o-stat-n-ích
osudem 	 o-sud-e-m 	 o-sud-em
osvědčují 	 o-s-věd-č-u-j-í 	 o-s-věd-č-uj-í
oxfordského 	 oxford-sk-é-ho 	 oxford-sk-ého
pacientovi 	 pac-i-ent-ovi 	 pacient-ovi
padesátku 	 pade-sát-k-u 	 padesát-k-u
paničko 	 pan-ič-k-o 	 pan-ičk-o
petynce 	 pety-n-c-e 	 petyn-c-e
pilují 	 pil-u-j-í 	 pil-uj-í
pitomej 	 pitom-ej 	 pitomej
placení 	 plac-en-í 	 plac-e-n-í
plakáty 	 plakát-y 	 plak-át-y
planul 	 plan-u-l 	 pla-nu-l
plat 	 plat 	 pla-t
plačící 	 plač-í-c-í 	 plač-íc-í
pleteného 	 plet-en-é-ho 	 plet-en-ého
plnohodnotné 	 pln-o-hod-n-ot-n-é 	 pln-o-hod-not-n-é
plnění 	 pln-ěn-í 	 pln-ě-n-í
plodem 	 plod-e-m 	 plod-em
plukovník 	 pluk-ov-n-ík 	 pluk-ovník
podhrnout 	 pod-hrn-ou-t 	 pod-hr-nou-t
podnikám 	 pod-nik-á-m 	 pod-nik-ám
podobného 	 po-dob-n-é-ho 	 po-dob-n-ého
podráždění 	 po-drážd-ěn-í 	 po-drážd-ě-n-í
podvésti 	 pod-vést-i 	 pod-vés-ti
pohotovějším 	 po-hotov-ějš-ím 	 po-hotov-ěj-š-ím
politických 	 polit-ic-k-ý-ch 	 polit-ic-k-ých
polyvalence 	 poly-valenc-e 	 poly-valen-c-e
poměrem 	 po-měr-e-m 	 po-měr-em
poplatník 	 po-plat-ník 	 po-plat-n-ík
poplatníka 	 po-plat-ník-a 	 po-plat-n-ík-a
poplatníky 	 po-plat-ník-y 	 po-plat-n-ík-y
poproduktivní 	 po-pro-duk-t-iv-n-í 	 po-produkt-iv-n-í
porovnání 	 po-rovn-ání 	 po-rovn-á-n-í
porůsti 	 po-růst-i 	 po-růs-ti
posluchače 	 po-sluch-a-č-e 	 po-sluch-ač-e
posluchačů 	 po-sluch-a-č-ů 	 po-sluch-ač-ů
pouhém 	 pouh-é-m 	 pouh-ém
poulit 	 poul-i-t 	 po-uli-t
použito 	 po-u-ži-t-o 	 po-u-ži-to
povyrůsti 	 po-vy-růst-i 	 po-vy-růs-ti
povzbudivé 	 po-vz-bud-i-v-é 	 po-vz-bud-iv-é
pragokoncertu 	 prag-o-koncert-u 	 prag-o-konc-ert-u
praktickým 	 prakt-ic-k-ý-m 	 prakt-ic-k-ým
pramene 	 pramen-e 	 pramene
projednáním 	 pro-jed-n-án-ím 	 pro-jedn-á-n-ím
proklásti 	 pro-klást-i 	 pro-klás-ti
prokormidlovavší 	 pro-kormidl-ova-vš-í 	 pro-kormidlova-vš-í
promnout 	 pro-mn-ou-t 	 pro-m-nou-t
propagace 	 propag-ac-e 	 pro-pag-ac-e
prosimás 	 prosimás 	 pro-simás
prostějovsko 	 prostějov-sk-o 	 prostěj-ov-sk-o
prostějově 	 prostějov-ě 	 prostěj-ov-ě
protisluneční 	 proti-slun-eč-n-í 	 pro-tisluneč-n-í
provincií 	 provinc-i-í 	 pro-vinc-i-í
pročež 	 pro-č-e-ž 	 pro-č-ež
prstíčky 	 prst-íč-k-y 	 prst-íčk-y
právem 	 práv-e-m 	 práv-em
psacím 	 ps-a-c-í-m 	 ps-a-c-ím
psaním 	 ps-a-n-í-m 	 ps-a-n-ím
psychično 	 psych-ič-n-o 	 psychič-n-o
psychologistickou 	 psycho-log-ist-ic-k-ou 	 psych-o-log-ist-ic-kou
psům 	 ps-ů-m 	 ps-ům
ptejme 	 pt-ej-me 	 ptej-me
publicita 	 public-it-a 	 publicit-a
purple 	 purple 	 purpl-e
pučálka 	 pučálk-a 	 puč-ál-k-a
pzt 	 p-z-t 	 pzt
pánové 	 pán-ové 	 pán-ov-é
pápěrka 	 pá-pěr-k-a 	 pápěr-k-a
pódium 	 pódi-um 	 pód-i-um
pěkném 	 pěkn-é-m 	 pěkn-ém
pěst 	 pěst 	 pěs-t
pětikorunovou 	 pět-i-korun-ov-ou 	 pět-ikorun-ov-ou
pětistovkou 	 pět-i-st-ovk-ou 	 pět-ist-ovk-ou
předcházejí 	 před-cház-e-j-í 	 před-cház-ej-í
předobjednávání 	 před-ob-jedn-á-v-á-n-í 	 před-objed-ná-v-á-n-í
předprodeje 	 před-pro-d-ej-e 	 před-prodej-e
předsedům 	 před-sed-ů-m 	 před-sed-ům
předstihujícím 	 před-stih-uj-í-c-í-m 	 před-stih-uj-íc-ím
předvýrobní 	 před-vý-rob-n-í 	 před-výrob-n-í
přejímce 	 pře-j-í-m-c-e 	 pře-jím-c-e
přemýšlivější 	 pře-mýšl-iv-ějš-í 	 pře-mýš-liv-ěj-š-í
přepnout 	 pře-pn-ou-t 	 pře-p-nou-t
připluje 	 při-plu-je 	 při-pl-uje
připomenout 	 při-po-men-ou-t 	 při-po-me-nou-t
přizpůsobivosti 	 při-z-pů-sob-i-v-ost-i 	 při-z-pů-sob-i-v-osti
přišinout 	 při-šin-ou-t 	 při-ši-nou-t
přiživit 	 při-živ-i-t 	 při-ži-v-i-t
přímém 	 přím-é-m 	 přím-ém
přítomny 	 pří-t-o-m-n-y 	 pří-t-om-n-y
přítomném 	 pří-t-o-m-n-é-m 	 pří-t-om-n-ém
přítomnými 	 pří-t-o-m-n-ý-m-i 	 pří-t-om-n-ými
příštipkovat 	 pří-štip-k-ova-t 	 příštip-k-ova-t
příštího 	 příšt-í-ho 	 příšt-ího
příštím 	 příšt-ím 	 příšt-í-m
québec 	 québec 	 qué-b-ec
rachotit 	 rach-ot-i-t 	 rachot-i-t
radomír 	 radomír 	 rad-omír
rejstříku 	 rejstřík-u 	 rejstř-ík-u
rektorem 	 rekt-or-em 	 rektor-em
rider 	 rid-er 	 rider
rivalové 	 rival-ové 	 rival-ov-é
rolling 	 roll-ing 	 rolling
rolničit 	 rol-n-ič-i-t 	 rol-nič-i-t
roxby 	 roxby 	 rox-b-y
rozhrnula 	 roz-hrn-u-l-a 	 roz-hr-nu-l-a
rozkošným 	 roz-koš-n-ý-m 	 roz-koš-n-ým
rozpočísti 	 roz-po-číst-i 	 roz-po-čís-ti
rozprodávat 	 roz-pro-d-á-v-a-t 	 roz-prod-á-v-a-t
rozumových 	 roz-um-ov-ý-ch 	 roz-um-ov-ých
rozutíkat 	 roz-utík-a-t 	 roz-u-tík-a-t
rozvětvené 	 roz-větv-en-é 	 roz-vět-ven-é
rupií 	 rupi-í 	 rup-i-í
rusové 	 rus-ové 	 rus-ov-é
rázem 	 ráz-e-m 	 ráz-em
různými 	 různ-ý-m-i 	 různ-ými
samostatnější 	 sam-o-stat-n-ějš-í 	 sam-o-stat-n-ěj-š-í
samozřejmá 	 sam-o-zř-ejm-á 	 sam-o-zř-ej-m-á
samsung 	 samsung 	 sam-sung
schodech 	 s-chod-e-ch 	 s-chod-ech
scorpions 	 scorpion-s 	 s-corp-ions
sebelepší 	 seb-e-lep-š-í 	 sebelep-š-í
sebeničením 	 s-eb-e-ni-č-en-í-m 	 seb-e-nič-en-ím
sebevíce 	 seb-e-víc-e 	 seb-e-více
sedláková 	 sedl-ák-ov-á 	 sed-lák-ov-á
sedmihradsku 	 sedmihradsk-u 	 sedm-i-hrad-sk-u
separátní 	 se-par-át-n-í 	 separ-át-n-í
sepnout 	 se-pn-ou-t 	 se-p-nou-t
signalizovali 	 signal-iz-ova-l-i 	 sign-al-iz-ova-li
silence 	 silence 	 silen-c-e
skutečnosti 	 s-kut-eč-n-ost-i 	 skuteč-n-ost-i
skutečném 	 s-kut-eč-n-é-m 	 skuteč-n-ém
sloupoví 	 sloup-ov-í 	 s-loup-ov-í
sloupy 	 sloup-y 	 s-loup-y
slovensko 	 sloven-sk-o 	 slov-en-sk-o
slovným 	 slov-n-ý-m 	 slov-n-ým
smrtelném 	 s-mr-tel-n-é-m 	 s-mr-teln-ém
smrtelnému 	 s-mr-tel-n-é-mu 	 s-mr-teln-ému
smyslových 	 s-mysl-ov-ý-ch 	 s-mysl-ov-ých
smésti 	 s-mést-i 	 s-més-ti
směrem 	 s-měr-e-m 	 s-měr-em
snahami 	 snah-a-m-i 	 snah-ami
solarmax 	 solar-max 	 solarmax
solidních 	 solid-n-í-ch 	 solid-n-ích
sotva 	 sotva 	 sotv-a
sousedního 	 sou-sed-n-í-ho 	 sou-sed-n-ího
specifickým 	 speci-fic-k-ý-m 	 speci-fic-k-ým
spekulantem 	 spek-ul-ant-e-m 	 spek-ul-ant-em
spojkami 	 s-poj-k-a-m-i 	 s-poj-k-ami
spokojíte 	 s-pokoj-í-te 	 s-po-koj-í-te
spolupůsobit 	 spol-u-působ-i-t 	 spolu-pů-sob-i-t
sponzorsky 	 sponzor-sk-y 	 s-ponzor-sk-y
spoří 	 s-poř-í 	 spoř-í
stanovení 	 stan-ov-en-í 	 stanov-en-í
stanovit 	 stan-ov-i-t 	 stanov-i-t
starožitných 	 star-o-ži-t-n-ých 	 star-o-žit-n-ých
starých 	 star-ý-ch 	 star-ých
stavení 	 sta-v-en-í 	 stav-en-í
stejném 	 stej-n-é-m 	 stejn-ém
stokorunovou 	 st-o-korun-ov-ou 	 stokorun-ov-ou
století 	 st-o-let-í 	 stol-et-í
stones 	 stone-s 	 stones
strahov 	 strahov 	 strah-ov
strahova 	 strahov-a 	 strah-ov-a
strahově 	 strahov-ě 	 strah-ov-ě
strašnicích 	 strašnic-í-ch 	 straš-nic-ích
strnutí 	 s-trn-u-t-í 	 s-tr-nu-t-í
studijní 	 stud-ij-n-í 	 studij-n-í
studiích 	 stud-i-í-ch 	 stud-i-ích
stulit 	 s-tul-i-t 	 stul-i-t
stěžovatel 	 stěž-ova-tel 	 s-těž-ova-tel
střechách 	 střech-á-ch 	 střech-ách
stříbrolesklého 	 stříbr-o-lesk-l-é-ho 	 stříbr-o-lesk-l-ého
supraphon 	 supra-phon 	 supraphon
svraštil 	 s-vrašt-i-l 	 s-vraš-t-i-l
svrtět 	 s-vrt-ě-t 	 svrt-ě-t
svědomím 	 s-věd-om-í-m 	 s-věd-om-ím
světelné 	 svět-el-n-é 	 svět-eln-é
světelných 	 svět-el-n-ých 	 svět-eln-ých
systémem 	 systém-e-m 	 systém-em
sít 	 sí-t 	 sít
tajemství 	 taj-em-stv-í 	 tajem-stv-í
takzvaném 	 tak-zv-a-n-é-m 	 tak-zv-a-n-ém
také 	 také 	 tak-é
tati 	 tat-i 	 ta-ti
telefonního 	 tele-fon-n-í-ho 	 tele-fon-n-ího
televize 	 televize 	 televiz-e
tenounkým 	 ten-oun-k-ý-m 	 ten-ounk-ým
tesklivých 	 tesk-l-iv-ý-ch 	 tesk-liv-ých
tetička 	 tet-ič-k-a 	 tet-ičk-a
textil 	 textil 	 text-i-l
thajska 	 thaj-sk-a 	 thajsk-a
tikem 	 tik-e-m 	 tik-em
tkalcovnictví 	 tka-lc-ovnic-tv-í 	 tk-a-l-c-ov-nic-tv-í
tlapkách 	 tlap-k-á-ch 	 tlap-k-ách
tomáš 	 tomáš 	 tom-á-š
tops 	 tops 	 top-s
totožný 	 totožn-ý 	 totož-n-ý
treperendo 	 treper-end-o 	 treperend-o
trojí 	 tr-oj-í 	 troj-í
tull 	 tull 	 tul-l
turbovrtulových 	 turbo-vrt-ul-ov-ých 	 turbo-vrtul-ov-ých
turné 	 turné 	 tur-n-é
tvrzeními 	 tvrz-en-í-m-i 	 tvrz-en-ími
tzv 	 t-z-v 	 tzv
téhož 	 t-é-ho-ž 	 t-ého-ž
tímto 	 t-í-m-t-o 	 t-ím-t-o
těmi 	 t-ě-m-i 	 t-ěmi
třemi 	 tř-e-m-i 	 tř-emi
třetím 	 tř-e-t-í-m 	 tř-et-í-m
třineckých 	 třinec-k-ých 	 třin-eck-ých
ukazuju 	 u-kaz-u-j-u 	 u-kaz-uj-u
ukrutným 	 u-krut-n-ý-m 	 u-krut-n-ým
ulici 	 ul-ic-i 	 ulic-i
uloženými 	 u-lož-en-ý-m-i 	 u-lož-en-ými
umožnilo 	 u-možn-i-l-o 	 u-mož-n-i-l-o
umožnily 	 u-možn-i-l-y 	 u-mož-n-i-l-y
uměle 	 u-m-ě-l-e 	 um-ě-l-e
