absolventi 	 ab-solv-ent-i 	 absolvent-i
návštěvnost 	 návštěv-n-ost 	 návštěv-nost
nějakém 	 ně-jak-é-m 	 ně-jak-ém
něm 	 n-ě-m 	 n-ěm
obal 	 o-bal 	 o-ba-l
obcích 	 obc-ích 	 ob-c-ích
obepnout 	 obe-pn-ou-t 	 obe-p-nou-t
objektem 	 ob-jekt-e-m 	 ob-jekt-em
obor 	 o-bor 	 obor
obzvlášť 	 ob-zvlášť 	 ob-zvláš-ť
ochotna 	 ochot-n-a 	 o-chot-n-a
odečte 	 ode-čt-e 	 ode-č-te
odečtou 	 ode-čt-ou 	 ode-č-t-ou
odlévání 	 od-lév-á-n-í 	 od-lé-v-á-n-í
odmésti 	 od-mést-i 	 od-més-ti
odst 	 od-st 	 odst
ohořelému 	 o-hoř-e-l-é-mu 	 o-hoř-e-l-ému
ohřebelcovat 	 o-hřeb-el-c-ova-t 	 o-hřebel-c-ova-t
okamžitě 	 ok-a-mžit-ě 	 oka-mž-it-ě
okounět 	 okoun-ě-t 	 o-koun-ě-t
olšanech 	 olšan-e-ch 	 olšan-ech
omegou 	 omeg-ou 	 o-meg-ou
opačném 	 o-pač-n-é-m 	 o-pač-n-ém
oplésti 	 o-plést-i 	 o-plés-ti
opovažuješ 	 o-po-važ-u-j-e-š 	 o-po-važ-uje-š
orchestrem 	 orchestr-e-m 	 orchestr-em
organismus 	 organismus 	 organ-ism-us
organizují 	 organ-iz-u-j-í 	 organ-iz-uj-í
orlik 	 orl-ik 	 orlik
osobu 	 o-sob-u 	 osob-u
ostatních 	 o-stat-n-í-ch 	 o-stat-n-ích
osudem 	 o-sud-e-m 	 o-sud-em
osvědčují 	 o-s-věd-č-u-j-í 	 o-svěd-č-uj-í
oxfordského 	 oxford-sk-é-ho 	 oxford-sk-ého
očenichat 	 o-čenich-a-t 	 o-čen-ich-a-t
paběrkovat 	 pa-běr-k-ova-t 	 pa-běrk-ova-t
pacientovi 	 pac-i-ent-ovi 	 pacient-ovi
padesátku 	 pade-sát-k-u 	 pa-desát-k-u
panenka 	 pan-en-k-a 	 pan-enk-a
paničko 	 pan-ič-k-o 	 pan-ičk-o
paříž 	 paříž 	 pař-íž
pekárenských 	 pek-ár-en-sk-ých 	 pekár-en-sk-ých
perly 	 perl-y 	 per-l-y
perutková 	 perut-k-ov-á 	 perutk-ov-á
petynce 	 pety-n-c-e 	 petync-e
pilují 	 pil-u-j-í 	 pil-uj-í
pitomej 	 pitom-ej 	 pito-mej
plakáty 	 plakát-y 	 plak-át-y
planul 	 plan-u-l 	 pla-nu-l
plat 	 plat 	 pl-a-t
plačící 	 plač-í-c-í 	 plač-íc-í
pleteného 	 plet-en-é-ho 	 plet-en-ého
plnohodnotné 	 pln-o-hod-n-ot-n-é 	 pln-o-hod-not-n-é
plodem 	 plod-e-m 	 plod-em
plukovník 	 pluk-ov-n-ík 	 pluk-ov-ník
podhrnout 	 pod-hrn-ou-t 	 pod-hr-nou-t
podobného 	 po-dob-n-é-ho 	 po-dob-n-ého
podvésti 	 pod-vést-i 	 pod-vés-ti
podřeknout 	 pod-řek-nou-t 	 po-d-řek-nou-t
pohotovějším 	 po-hotov-ějš-ím 	 po-hotov-ěj-š-í-m
politických 	 polit-ic-k-ý-ch 	 polit-ic-k-ých
polska 	 pol-sk-a 	 polsk-a
poměrem 	 po-měr-e-m 	 po-měr-em
poplatníka 	 po-plat-ník-a 	 po-plat-n-ík-a
poplatníky 	 po-plat-ník-y 	 po-plat-n-ík-y
poproduktivní 	 po-pro-duk-t-iv-n-í 	 po-pro-dukt-iv-n-í
porovnání 	 po-rovn-ání 	 po-rov-n-á-n-í
porůsti 	 po-růst-i 	 po-růs-ti
posily 	 po-sil-y 	 po-si-l-y
posluchače 	 po-sluch-a-č-e 	 po-sluch-ač-e
posluchačů 	 po-sluch-a-č-ů 	 po-sluch-ač-ů
pouhém 	 pouh-é-m 	 pouh-ém
povyrůsti 	 po-vy-růst-i 	 po-vy-růs-ti
povzbudivé 	 po-vz-bud-i-v-é 	 po-vz-bud-iv-é
počasí 	 po-čas-í 	 po-č-as-í
praktickým 	 prakt-ic-k-ý-m 	 prakt-ic-k-ým
praktikantům 	 prakt-ik-ant-ům 	 praktik-ant-ům
pramene 	 pramen-e 	 pra-men-e
projednáním 	 pro-jed-n-án-ím 	 pro-jedn-á-n-ím
proklásti 	 pro-klást-i 	 pro-klás-ti
prokormidlovavší 	 pro-kormidl-ova-vš-í 	 pro-kormidl-ovavš-í
promnout 	 pro-mn-ou-t 	 pro-m-nou-t
propagace 	 propag-ac-e 	 pro-pag-ac-e
prosimás 	 prosimás 	 prosim-ás
prostějovsko 	 prostějov-sk-o 	 prostěj-ov-sk-o
prostějově 	 prostějov-ě 	 prostěj-ov-ě
protisluneční 	 proti-slun-eč-n-í 	 pro-tisl-uneč-n-í
provincií 	 provinc-i-í 	 pro-vinc-i-í
pročež 	 pro-č-e-ž 	 pro-č-ež
prstíčky 	 prst-íč-k-y 	 prst-íčk-y
právem 	 práv-e-m 	 práv-em
psaním 	 ps-a-n-í-m 	 ps-a-n-ím
psychologistickou 	 psycho-log-ist-ic-k-ou 	 psych-o-log-ist-ic-k-ou
psům 	 ps-ů-m 	 ps-ům
ptejme 	 pt-ej-me 	 ptej-me
purple 	 purple 	 purp-l-e
pučálka 	 pučálk-a 	 puč-ál-k-a
pzt 	 p-z-t 	 pz-t
pánové 	 pán-ové 	 pán-ov-é
pápěrka 	 pá-pěr-k-a 	 pápěr-k-a
píti 	 pít-i 	 pí-ti
pódiu 	 pódi-u 	 pód-i-u
pódium 	 pódi-um 	 pód-i-um
pěkném 	 pěkn-é-m 	 pěkn-ém
pěst 	 pěst 	 pěs-t
pětistovkou 	 pět-i-st-ovk-ou 	 pět-ist-ovk-ou
předcházejí 	 před-cház-e-j-í 	 před-cház-ej-í
předepíše 	 přede-píš-e 	 předepíš-e
předobjednávání 	 před-ob-jedn-á-v-á-n-í 	 před-objedn-á-v-á-n-í
předprodeje 	 před-pro-d-ej-e 	 před-prod-eje
předsedům 	 před-sed-ů-m 	 před-sed-ům
předstihujícím 	 před-stih-uj-í-c-í-m 	 před-stih-uj-íc-ím
předvýrobní 	 před-vý-rob-n-í 	 před-výrob-n-í
přejímce 	 pře-j-í-m-c-e 	 pře-jím-c-e
přemýšlivější 	 pře-mýšl-iv-ějš-í 	 pře-mýšl-iv-ěj-š-í
přepnout 	 pře-pn-ou-t 	 pře-p-nou-t
připluje 	 při-plu-je 	 při-pluje
připomenout 	 při-po-men-ou-t 	 při-po-menou-t
přizpůsobivosti 	 při-z-pů-sob-i-v-ost-i 	 při-z-pů-sob-i-v-osti
přišinout 	 při-šin-ou-t 	 při-ši-nou-t
příjmy 	 pří-jm-y 	 pří-j-m-y
příležitost 	 pří-lež-it-ost 	 pří-lež-i-t-ost
přímém 	 přím-é-m 	 přím-ém
přítomném 	 pří-t-o-m-n-é-m 	 pří-t-o-m-n-ém
přítomnými 	 pří-t-o-m-n-ý-m-i 	 pří-t-o-m-n-ými
příštího 	 příšt-í-ho 	 příšt-ího
příštím 	 příšt-ím 	 příšt-í-m
québec 	 québec 	 québ-ec
radomír 	 radomír 	 rad-o-mír
raději 	 rad-ěji 	 rad-ěj-i
rejstříku 	 rejstřík-u 	 rejstř-ík-u
rektorem 	 rekt-or-em 	 rektor-em
reportáž 	 re-port-áž 	 report-áž
reprodukční 	 re-pro-duk-č-n-í 	 re-produk-č-n-í
revolucí 	 revol-uc-í 	 revoluc-í
rider 	 rid-er 	 rider
rivalové 	 rival-ové 	 rival-ov-é
roháček 	 roh-áč-ek 	 roháč-ek
rolling 	 roll-ing 	 rol-l-ing
roxby 	 roxby 	 rox-b-y
rozdíly 	 roz-díl-y 	 roz-dí-l-y
rozesílán 	 roze-síl-á-n 	 roze-síl-án
rozhrnula 	 roz-hrn-u-l-a 	 roz-hr-nu-l-a
rozkošným 	 roz-koš-n-ý-m 	 roz-koš-n-ým
rozpočísti 	 roz-po-číst-i 	 roz-po-čís-ti
rozprodávat 	 roz-pro-d-á-v-a-t 	 roz-prod-á-v-a-t
rozumových 	 roz-um-ov-ý-ch 	 roz-um-ov-ých
rozutíkat 	 roz-utík-a-t 	 roz-u-tík-a-t
rupií 	 rupi-í 	 rup-i-í
rázem 	 ráz-e-m 	 ráz-em
rázná 	 ráz-n-á 	 rázn-á
různými 	 různ-ý-m-i 	 různ-ými
samostatnější 	 sam-o-stat-n-ějš-í 	 sam-o-stat-n-ěj-š-í
sazeb 	 saz-eb 	 sazeb
schodech 	 s-chod-e-ch 	 s-chod-ech
scorpions 	 scorpion-s 	 scorp-ions
sebeničením 	 s-eb-e-ni-č-en-í-m 	 seb-e-nič-en-ím
sebevíce 	 seb-e-víc-e 	 seb-e-více
sedláková 	 sedl-ák-ov-á 	 sed-l-ák-ov-á
sedmihradsku 	 sedmihradsk-u 	 sedm-i-hrad-sk-u
separátní 	 se-par-át-n-í 	 separ-át-n-í
sepnout 	 se-pn-ou-t 	 se-p-nou-t
signalizovali 	 signal-iz-ova-l-i 	 sign-al-iz-ova-l-i
silence 	 silence 	 silen-c-e
sklapne 	 s-klap-n-e 	 s-klap-ne
skutečnosti 	 s-kut-eč-n-ost-i 	 skuteč-n-ost-i
skutečném 	 s-kut-eč-n-é-m 	 skuteč-n-ém
slev 	 s-lev 	 slev
slevu 	 s-lev-u 	 slev-u
slovensko 	 sloven-sk-o 	 slov-en-sk-o
slovným 	 slov-n-ý-m 	 slov-n-ým
smrtelném 	 s-mr-tel-n-é-m 	 s-mr-teln-ém
smrtelnému 	 s-mr-tel-n-é-mu 	 s-mr-teln-ému
smyslových 	 s-mysl-ov-ý-ch 	 s-mysl-ov-ých
smésti 	 s-mést-i 	 s-més-ti
směrem 	 s-měr-e-m 	 s-měr-em
snahami 	 snah-a-m-i 	 snah-ami
solarmax 	 solar-max 	 solarmax
solidních 	 solid-n-í-ch 	 solid-n-ích
sotva 	 sotva 	 sotv-a
souboj 	 sou-boj 	 souboj
sousedního 	 sou-sed-n-í-ho 	 sou-sed-n-ího
specifickým 	 speci-fic-k-ý-m 	 speci-fic-k-ým
speciál 	 speci-ál 	 spec-iál
spekulantem 	 spek-ul-ant-e-m 	 spek-ul-ant-em
spojkami 	 s-poj-k-a-m-i 	 s-poj-k-ami
spokojíte 	 s-pokoj-í-te 	 s-po-koj-í-te
spolupůsobit 	 spol-u-působ-i-t 	 spol-u-pů-sob-i-t
sponzorsky 	 sponzor-sk-y 	 sponz-or-sk-y
správních 	 s-práv-n-ích 	 správ-n-ích
stanovení 	 stan-ov-en-í 	 stanov-en-í
stanovit 	 stan-ov-i-t 	 stanov-i-t
starožitných 	 star-o-ži-t-n-ých 	 star-ožit-n-ých
starých 	 star-ý-ch 	 star-ých
stavení 	 sta-v-en-í 	 stav-en-í
staška 	 staš-k-a 	 stašk-a
stejném 	 stej-n-é-m 	 stejn-ém
stipendium 	 stipendi-um 	 stipendium
stojaté 	 stoj-at-é 	 sto-j-a-t-é
stokorunovou 	 st-o-korun-ov-ou 	 sto-korun-ov-ou
století 	 st-o-let-í 	 stol-et-í
stones 	 stone-s 	 stones
stovkou 	 st-ovk-ou 	 st-ov-k-ou
stovku 	 st-ovk-u 	 st-ov-k-u
strahov 	 strahov 	 strah-ov
strahova 	 strahov-a 	 strah-ov-a
strahově 	 strahov-ě 	 strah-ov-ě
strašnicích 	 strašnic-í-ch 	 straš-nic-ích
strnutí 	 s-trn-u-t-í 	 s-tr-nu-t-í
strojírenské 	 stroj-íren-sk-é 	 strojír-en-sk-é
studiích 	 stud-i-í-ch 	 stud-i-ích
stála 	 stá-l-a 	 stál-a
stěžovatel 	 stěž-ova-tel 	 s-těž-ova-tel
střechách 	 střech-á-ch 	 střech-ách
stříbrolesklého 	 stříbr-o-lesk-l-é-ho 	 stříbr-o-lesk-l-ého
stůl 	 stůl 	 stů-l
sundavat 	 s-und-a-v-a-t 	 sund-a-v-a-t
supraphon 	 supra-phon 	 supr-aphon
svrtět 	 s-vrt-ě-t 	 svrt-ě-t
svědomím 	 s-věd-om-í-m 	 s-věd-om-ím
světelné 	 svět-el-n-é 	 svět-eln-é
světelných 	 svět-el-n-ých 	 svět-eln-ých
systémem 	 systém-e-m 	 systém-em
takzvaném 	 tak-zv-a-n-é-m 	 tak-zv-a-n-ém
také 	 také 	 tak-é
tati 	 tat-i 	 t-a-ti
telefonního 	 tele-fon-n-í-ho 	 tele-fon-n-ího
televize 	 televize 	 tel-ev-iz-e
tendenci 	 tend-enc-i 	 tendenc-i
tenounkým 	 ten-oun-k-ý-m 	 ten-ounk-ým
tesklivých 	 tesk-l-iv-ý-ch 	 tesk-liv-ých
tetička 	 tet-ič-k-a 	 tet-ičk-a
textil 	 textil 	 text-i-l
tikem 	 tik-e-m 	 tik-em
tips 	 tips 	 tip-s
tkalcovnictví 	 tka-lc-ovnic-tv-í 	 tk-a-l-c-ov-nic-tv-í
tlapkách 	 tlap-k-á-ch 	 tlap-k-ách
tops 	 tops 	 top-s
treperendo 	 treper-end-o 	 treperend-o
tržním 	 trž-n-ím 	 trž-n-í-m
turbovrtulových 	 turbo-vrt-ul-ov-ých 	 turb-o-vrtul-ov-ých
turek 	 turek 	 tur-ek
turné 	 turné 	 turn-é
tvrzeními 	 tvrz-en-í-m-i 	 tvrz-en-ími
tzv 	 t-z-v 	 tz-v
téhož 	 t-é-ho-ž 	 t-ého-ž
tímto 	 t-í-m-t-o 	 t-ím-t-o
tít 	 t-í-t 	 tí-t
těmi 	 t-ě-m-i 	 t-ěmi
třemi 	 tř-e-m-i 	 tř-emi
třetím 	 tř-e-t-í-m 	 tř-et-í-m
