absolventi 	 ab-solv-ent-i 	 absolvent-i
ctihodnými 	 ct-i-hod-n-ý-m-i 	 ct-i-hod-n-ými
cílem 	 cíl-e-m 	 cíl-em
daktyloskopie 	 daktylo-skopi-e 	 daktyl-oskop-i-e
dané 	 d-a-n-é 	 da-n-é
delikátnostem 	 delikát-n-ost-e-m 	 delikát-n-ost-em
denním 	 den-n-í-m 	 den-n-ím
diavolo 	 diavolo 	 diavol-o
disciplíny 	 disciplín-y 	 discipl-ín-y
distanční 	 dis-tanč-n-í 	 dist-anč-n-í
divoši 	 div-oš-i 	 div-oši
dkp 	 d-k-p 	 dkp
dobrodiní 	 dobr-o-di-n-í 	 do-br-odin-í
docentů 	 docent-ů 	 do-cent-ů
dokonalého 	 do-kon-a-l-é-ho 	 do-kon-a-l-ého
domáknout 	 do-mák-nou-t 	 dom-ák-nou-t
dosvědčíme 	 do-s-věd-č-í-me 	 do-svěd-č-í-me
dočtete 	 do-čt-e-te 	 do-čte-te
druhém 	 druh-é-m 	 druh-ém
dubnové 	 dubn-ov-é 	 dubn-ové
dveřích 	 dveř-í-ch 	 dveř-ích
dvojnásobek 	 dv-oj-ná-sob-ek 	 dvoj-násob-ek
dvoustraně 	 dv-ou-stran-ě 	 dv-ou-stra-n-ě
dynamická 	 dynam-ic-k-á 	 dy-namic-k-á
dynamika 	 dynam-ik-a 	 dyna-mik-a
dálkové 	 dál-k-ov-é 	 dál-k-ové
dědečkův 	 děd-eč-k-ův 	 děd-ečk-ův
dělostřelec 	 děl-o-střel-ec 	 děl-ostře-l-ec
dřevěný 	 dřev-ě-n-ý 	 dřev-ěn-ý
dřívějších 	 dřív-ějš-ích 	 dřív-ěj-š-ích
ekologické 	 eko-log-ick-é 	 eko-log-ic-k-é
ekologického 	 eko-log-ick-ého 	 eko-log-ic-k-ého
empirických 	 empir-ic-k-ý-ch 	 empir-ic-k-ých
expansion 	 expansion 	 ex-pan-sion
expedovat 	 exped-ova-t 	 ex-ped-ova-t
faktury 	 fakt-ur-y 	 faktur-y
fanoušků 	 fan-oušk-ů 	 fanoušk-ů
farmaceutické 	 farmac-eut-ick-é 	 farmaceut-ic-k-é
filozofické 	 filo-zof-ic-k-é 	 fil-o-zof-ic-k-é
finálním 	 fin-ál-n-ím 	 fin-ál-n-í-m
fondem 	 fondem 	 fond-em
formosu 	 formos-u 	 form-os-u
fyzický 	 fyz-ic-k-ý 	 fyzi-c-k-ý
gestikulovat 	 gestik-ul-ova-t 	 gestikul-ova-t
graessnerii 	 graessnerii 	 graessneri-i
halou 	 hal-ou 	 halou
haló 	 haló 	 hal-ó
hmotného 	 hmot-n-é-ho 	 hmot-n-ého
hnízdech 	 hnízd-e-ch 	 hnízd-ech
hochschule 	 hoch-schule 	 hochsc-hu-l-e
hodinou 	 hodin-ou 	 hod-in-ou
hodnotíte 	 hodn-ot-í-te 	 hod-n-ot-í-te
holiči 	 hol-i-č-i 	 hol-ič-i
horolezci 	 hor-o-lez-c-i 	 horolez-c-i
horoucně 	 hor-ou-c-n-ě 	 hor-ouc-n-ě
horálek 	 horálek 	 horál-ek
hra 	 hr-a 	 hra
hromková 	 hrom-k-ov-á 	 hromk-ov-á
hroznou 	 hrozn-ou 	 hroz-n-ou
hry 	 hr-y 	 hry
husími 	 hus-í-m-i 	 hus-ími
huti 	 hut-i 	 huti
hvězdičky 	 hvězd-ič-k-y 	 hvězd-ičk-y
hygiena 	 hygien-a 	 hygi-en-a
imitovat 	 imit-ova-t 	 i-mit-ova-t
inaugurován 	 inaugur-ová-n 	 in-augur-ová-n
indikátorem 	 in-dik-át-or-em 	 indik-átor-em
informačním 	 in-form-ač-n-ím 	 in-form-ač-n-í-m
inkriminované 	 in-krimin-ova-n-é 	 inkrimin-ova-n-é
inspektor 	 in-spekt-or 	 in-spek-t-or
inzerátech 	 inzer-át-e-ch 	 inzerát-ech
inženýrském 	 inženýr-sk-ém 	 inžen-ýrském
ivančic 	 ivan-č-ic 	 ivančic
jablíčko 	 jablíč-k-o 	 jabl-íč-k-o
jakoby 	 jak-o-by 	 jak-ob-y
jakého 	 jak-é-ho 	 jak-ého
javelin 	 javelin 	 javel-in
jednatelem 	 jedn-a-tel-e-m 	 jedn-a-tel-em
jednoosý 	 jedn-o-os-ý 	 jedn-oos-ý
jednorázové 	 jedn-o-ráz-ov-é 	 jedn-o-ráz-ové
jednotlivina 	 jedn-ot-liv-in-a 	 jedn-ot-livin-a
jednotlivými 	 jedn-ot-liv-ými 	 jedn-ot-l-iv-ými
jedním 	 jedn-í-m 	 jedn-ím
jejích 	 je-j-í-ch 	 jej-ích
jeseníkách 	 jesen-ík-ách 	 jeseník-ách
jethro 	 jethro 	 jethr-o
jimž 	 j-i-m-ž 	 j-im-ž
jindy 	 jin-d-y 	 jind-y
jinonice 	 jinonic-e 	 jinon-ic-e
jmenují 	 jmen-u-j-í 	 jmen-uj-í
juránkův 	 jur-ánk-ův 	 jur-án-k-ův
kamionů 	 kamion-ů 	 kami-on-ů
kanadském 	 kanad-sk-ém 	 kan-ad-sk-ém
kanadským 	 kanad-sk-ým 	 kan-ad-sk-ým
kavalírem 	 kaval-ír-e-m 	 kaval-ír-em
každému 	 každ-é-mu 	 každ-ému
kdovíkdo 	 kd-o-v-í-kd-o 	 kd-ovíkd-o
kdož 	 kdo-ž 	 k-d-o-ž
klesne 	 kles-ne 	 kles-n-e
kliniky 	 klinik-y 	 klin-ik-y
klášterem 	 klášter-e-m 	 klášter-em
knížete 	 kníž-et-e 	 kníž-ete
koho 	 k-o-ho 	 k-oho
kompetenci 	 kompet-enc-i 	 kompetenc-i
komu 	 k-o-mu 	 k-omu
koncipováním 	 kon-cip-ová-n-ím 	 koncip-ová-n-ím
konkrétního 	 konkrét-n-ího 	 kon-krét-n-ího
konkrétnímu 	 kon-krét-n-í-mu 	 kon-krét-n-ímu
kontilití 	 konti-li-t-í 	 kontilit-í
kontraindikace 	 kontra-in-dik-ac-e 	 kontraindik-ac-e
kontrolorů 	 kontrol-or-ů 	 kontrolor-ů
konviktem 	 kon-vikt-e-m 	 kon-vikt-em
korespondenčními 	 ko-re-spond-enč-n-ími 	 korespondenčn-ími
kosmického 	 kosm-ic-k-é-ho 	 kosm-ick-ého
kostní 	 kost-n-í 	 kost-ní
koupací 	 koup-ac-í 	 koup-a-c-í
koňských 	 koň-sk-ý-ch 	 koň-sk-ých
krakově 	 krakov-ě 	 krak-ově
krumlesco 	 krumlesco 	 kruml-esc-o
krumlova 	 krumlov-a 	 kruml-ov-a
krádeže 	 krád-ež-e 	 krád-eže
krásným 	 krás-n-ý-m 	 krás-n-ým
kterého 	 kter-é-ho 	 kter-ého
kunovice 	 kun-ovic-e 	 kunov-ic-e
kuriozity 	 kurioz-it-y 	 kuriozit-y
křivkami 	 křiv-k-a-m-i 	 křiv-k-ami
křídlem 	 kří-dl-e-m 	 křídl-em
kůzlátek 	 kůzl-át-ek 	 kůzl-átek
lehkým 	 leh-k-ý-m 	 leh-k-ým
lesním 	 les-n-ím 	 les-n-í-m
letouny 	 let-oun-y 	 let-ou-n-y
letošní 	 letoš-n-í 	 let-oš-n-í
lhostejnět 	 lhostej-n-ě-t 	 lhostejn-ě-t
lidem 	 lid-e-m 	 lid-em
limit 	 limit 	 lim-i-t
loupežníkem 	 loup-ež-n-ík-e-m 	 loup-ež-n-ík-em
ltd 	 l-t-d 	 ltd
luděk 	 luděk 	 lud-ěk
lukách 	 luk-á-ch 	 luk-ách
lékařem 	 lék-ař-e-m 	 lék-ař-em
lékem 	 lék-e-m 	 lék-em
lékárnám 	 lék-ár-n-ám 	 lék-ár-n-á-m
maličkosti 	 mal-ič-k-ost-i 	 mal-ičk-ost-i
maličký 	 mal-ič-k-ý 	 mal-ičk-ý
malkovského 	 malkovsk-ého 	 malk-ov-sk-ého
manager 	 manag-er 	 manager
manažerovi 	 manažer-ovi 	 manaž-er-ovi
manželský 	 manžel-sk-ý 	 manž-el-sk-ý
mariánských 	 mari-án-sk-ých 	 marián-sk-ých
materialisty 	 mater-i-al-ist-y 	 materi-al-ist-y
materiálu 	 mater-i-ál-u 	 materi-ál-u
metafyzických 	 meta-fyz-ic-k-ý-ch 	 meta-fyz-ic-k-ých
metodologicky 	 metodo-log-ic-k-y 	 metod-o-log-ick-y
mezitím 	 mezi-t-ím 	 mez-it-í-m
meziříčí 	 mezi-říč-í 	 meziříč-í
mečení 	 meč-e-n-í 	 meč-en-í
mikroorganismy 	 mikro-organ-ism-y 	 mikroorganismy
miliarda 	 miliard-a 	 mili-ard-a
milostpane 	 mil-ost-pan-e 	 mil-ostp-a-n-e
minulý 	 min-ul-ý 	 mi-nu-l-ý
mjasisčev 	 mjasisčev 	 mjasisč-ev
mladého 	 mlad-é-ho 	 mlad-ého
model 	 model 	 mode-l
moderního 	 modern-í-ho 	 mode-rn-ího
monopolu 	 mon-o-pol-u 	 mono-pol-u
monument 	 monument 	 monu-ment
motorlet 	 motor-let 	 motorle-t
motorletu 	 motor-let-u 	 motorlet-u
možnostech 	 možn-ost-ech 	 mož-n-ost-ech
mrtvé 	 mr-tv-é 	 mrtv-é
mužského 	 muž-sk-é-ho 	 muž-sk-ého
mávne 	 máv-n-e 	 máv-ne
mésti 	 mést-i 	 més-ti
mých 	 m-ý-ch 	 m-ých
měli 	 mě-l-i 	 m-ě-l-i
měřítka 	 měř-í-tk-a 	 měř-ít-k-a
měřítku 	 měř-í-tk-u 	 měř-ít-k-u
mřížovec 	 mříž-ov-ec 	 mřížovec
nabitý 	 na-bi-t-ý 	 na-bit-ý
nadindividuálního 	 nad-in-divid-u-ál-n-í-ho 	 nad-in-divid-u-ál-n-ího
nadějemi 	 na-děj-e-m-i 	 nad-ěj-emi
nadřaděného 	 nad-řad-ěn-é-ho 	 nad-řad-ěn-ého
nadšení 	 na-dš-en-í 	 nad-šen-í
nadšením 	 na-dš-en-í-m 	 nad-šen-ím
namésti 	 na-mést-i 	 na-més-ti
nebaleného 	 ne-bal-en-ého 	 ne-bal-e-n-ého
nebrání 	 ne-brán-í 	 ne-br-á-n-í
nedefinovatelné 	 ne-de-fin-ova-teln-é 	 nedefin-ovatelné
nedávna 	 ne-dávn-a 	 ne-dá-v-n-a
nejaktivnější 	 nej-akt-iv-n-ějš-í 	 nejakt-iv-nějš-í
nejcitlivějším 	 nej-cit-liv-ějš-ím 	 nejcit-l-i-v-ěj-š-ím
nejdivočejší 	 nej-div-oč-ej-š-í 	 nejdiv-oč-ejš-í
nejkrásnějších 	 nej-krás-n-ěj-š-í-ch 	 nej-krás-n-ěj-š-ích
nejlahodnější 	 nej-lahod-n-ěj-š-í 	 nejlahod-n-ěj-š-í
nejpalčivější 	 nej-pal-č-iv-ěj-š-í 	 nej-pal-č-i-v-ěj-š-í
nejpovolanějšímu 	 nej-po-vol-a-n-ějš-ímu 	 nejpov-olanějš-ímu
nejsladšího 	 nej-slad-š-í-ho 	 nej-slad-š-ího
nejvzdálenější 	 nej-vz-dál-e-n-ěj-š-í 	 nejvz-dál-enějš-í
nejvzácnější 	 nej-vzácn-ějš-í 	 nejvzácn-ějš-í
nejzřetelněji 	 nej-zř-e-tel-n-ěji 	 nej-zře-telněji
nejčastějších 	 nej-čast-ěj-š-í-ch 	 nej-čast-ěj-š-ích
nekvete 	 ne-kvet-e 	 ne-kve-te
nelegální 	 ne-leg-ál-n-í 	 ne-legál-n-í
nemálo 	 ne-mál-o 	 ne-má-l-o
neodpovídající 	 ne-od-po-víd-aj-íc-í 	 ne-od-poví-d-aj-íc-í
neohrabané 	 ne-o-hrab-a-n-é 	 ne-ohrab-a-n-é
nepohnutě 	 ne-po-h-nu-t-ě 	 ne-poh-nu-t-ě
nepotřebujete 	 ne-po-třeb-u-j-e-te 	 ne-po-třeb-uje-te
nepravdivých 	 ne-prav-d-iv-ých 	 ne-prav-div-ých
nepředepisují 	 ne-přede-pis-uj-í 	 ne-pře-depisuj-í
nepředpokládám 	 ne-před-po-klád-á-m 	 ne-před-po-kládá-m
nepřehlédněte 	 ne-pře-hléd-n-ě-te 	 nepře-h-léd-ně-te
nepřesných 	 ne-přesn-ých 	 ne-pře-sn-ých
nesena 	 nes-en-a 	 ne-s-en-a
netušícího 	 ne-tuš-íc-ího 	 ne-tuš-í-c-ího
neumožňuje 	 ne-u-možň-uje 	 ne-u-mož-ň-u-je
nevrley 	 nevrley 	 nevrle-y
nevyhnutelné 	 ne-vy-h-nu-teln-é 	 nevyh-nu-t-eln-é
nezaměstnanosti 	 ne-za-měst-n-an-ost-i 	 ne-za-měst-n-an-osti
nezaoblená 	 ne-za-obl-en-á 	 ne-za-obl-e-n-á
nezačínej 	 ne-za-č-ín-ej 	 ne-za-čín-ej
neznámého 	 ne-zn-á-m-é-ho 	 ne-zn-á-m-ého
neztratitelnost 	 ne-z-trat-i-tel-n-ost 	 ne-z-trat-i-teln-ost
nitěných 	 nit-ěn-ý-ch 	 nit-ěn-ých
norem 	 norem 	 nor-em
nosem 	 nos-e-m 	 nos-em
novočerkasku 	 novočerkask-u 	 nov-očerkask-u
nymburka 	 nymburk-a 	 nymbur-k-a
nábytek 	 ná-by-tek 	 ná-byt-ek
náramného 	 ná-ram-n-é-ho 	 ná-ram-n-ého
návštěva 	 návštěv-a 	 ná-vštěv-a
návštěvnost 	 návštěv-n-ost 	 ná-vštěv-n-ost
návštěvnosti 	 návštěv-n-ost-i 	 ná-vštěv-n-ost-i
návštěvou 	 návštěv-ou 	 ná-vštěv-ou
ně 	 n-ě 	 ně
nějakém 	 ně-jak-é-m 	 ně-jak-ém
něm 	 n-ě-m 	 něm
němé 	 něm-é 	 němé
obcích 	 obc-ích 	 ob-c-ích
obepnout 	 obe-pn-ou-t 	 obe-p-nou-t
objektem 	 ob-jekt-e-m 	 ob-jekt-em
obor 	 o-bor 	 obor
obzvlášť 	 ob-zvlášť 	 obz-vlášť
obětuje 	 obět-uje 	 o-bět-uje
odbytové 	 od-by-t-ov-é 	 od-byt-ov-é
odečte 	 ode-čt-e 	 ode-č-te
odlévání 	 od-lév-á-n-í 	 od-lé-v-á-n-í
odmésti 	 od-mést-i 	 od-més-ti
odvedeného 	 od-ved-en-ého 	 od-ved-e-n-ého
ohořelému 	 o-hoř-e-l-é-mu 	 o-hoř-e-l-ému
ohřebelcovat 	 o-hřeb-el-c-ova-t 	 o-hřeb-elc-ova-t
okamžitě 	 ok-a-mžit-ě 	 oka-mžit-ě
okounět 	 okoun-ě-t 	 o-koun-ě-t
okresní 	 okres-n-í 	 o-kres-n-í
olšanech 	 olšan-e-ch 	 olšan-ech
opačném 	 o-pač-n-é-m 	 o-pač-n-ém
oplésti 	 o-plést-i 	 o-plés-ti
opouštějí 	 o-poušt-ěj-í 	 o-pouš-t-ěj-í
opovažuješ 	 o-po-važ-u-j-e-š 	 o-po-važ-uje-š
orchestrem 	 orchestr-e-m 	 orchestr-em
organismus 	 organismus 	 organ-ism-us
organizují 	 organ-iz-u-j-í 	 organ-iz-uj-í
orlik 	 orl-ik 	 orlik
osobu 	 o-sob-u 	 osob-u
ospalost 	 o-sp-a-l-ost 	 o-spa-l-ost
ostatních 	 o-stat-n-í-ch 	 o-sta-t-n-ích
ostravské 	 ostrav-sk-é 	 ostr-av-sk-é
ostravy 	 ostrav-y 	 o-strav-y
osudem 	 o-sud-e-m 	 o-sud-em
osudně 	 osud-n-ě 	 o-sud-n-ě
osvobození 	 o-svoboz-en-í 	 o-svoboz-e-n-í
osvědčují 	 o-s-věd-č-u-j-í 	 o-s-věd-č-uj-í
oxfordského 	 oxford-sk-é-ho 	 oxford-sk-ého
očima 	 oč-ima 	 oč-im-a
pacientovi 	 pac-i-ent-ovi 	 pacient-ovi
padesátku 	 pade-sát-k-u 	 pa-desát-k-u
panenka 	 pan-en-k-a 	 pan-enk-a
paničko 	 pan-ič-k-o 	 pan-ičk-o
pekárenských 	 pek-ár-en-sk-ých 	 pek-áren-sk-ých
perutková 	 perut-k-ov-á 	 perutk-ov-á
petynce 	 pety-n-c-e 	 pet-ync-e
pilují 	 pil-u-j-í 	 pil-uj-í
placení 	 plac-en-í 	 plac-e-n-í
plakáty 	 plakát-y 	 plak-át-y
planul 	 plan-u-l 	 p-la-nu-l
plačící 	 plač-í-c-í 	 plač-íc-í
pleteného 	 plet-en-é-ho 	 plet-en-ého
plnohodnotné 	 pln-o-hod-n-ot-n-é 	 pln-o-hodn-ot-n-é
plodem 	 plod-e-m 	 plod-em
plynulé 	 ply-nu-l-é 	 p-ly-nu-l-é
podhrnout 	 pod-hrn-ou-t 	 pod-hr-nou-t
podobného 	 po-dob-n-é-ho 	 po-dob-n-ého
podráždění 	 po-drážd-ěn-í 	 po-drážd-ě-n-í
podvésti 	 pod-vést-i 	 pod-vés-ti
pohnuly 	 po-h-nu-l-y 	 p-o-h-nu-l-y
pohotovějším 	 po-hotov-ějš-ím 	 po-hotov-ěj-š-í-m
politických 	 polit-ic-k-ý-ch 	 polit-ic-k-ých
polska 	 pol-sk-a 	 polsk-a
poměrem 	 po-měr-e-m 	 po-měr-em
poplatků 	 po-plat-k-ů 	 po-platk-ů
poplatník 	 po-plat-ník 	 po-plat-n-ík
poplatníka 	 po-plat-ník-a 	 po-plat-n-ík-a
poplatníky 	 po-plat-ník-y 	 po-plat-n-í-k-y
poproduktivní 	 po-pro-duk-t-iv-n-í 	 po-pro-dukt-iv-n-í
porculánu 	 porculán-u 	 po-r-cul-án-u
porovnání 	 po-rovn-ání 	 po-rovn-á-n-í
porůsti 	 po-růst-i 	 po-růs-ti
posluchače 	 po-sluch-a-č-e 	 po-sluch-ač-e
posluchačů 	 po-sluch-a-č-ů 	 po-sluch-ač-ů
pouhém 	 pouh-é-m 	 pouh-ém
povyrůsti 	 po-vy-růst-i 	 po-vy-růs-ti
povzbuzení 	 po-vz-buz-en-í 	 po-vz-buz-e-n-í
pozitivně 	 pozit-iv-n-ě 	 po-zit-iv-n-ě
pošlete 	 po-šl-e-te 	 po-šle-te
pracovníka 	 prac-ov-ník-a 	 prac-ov-ní-k-a
pragokoncertu 	 prag-o-koncert-u 	 prag-o-konc-ert-u
praktickým 	 prakt-ic-k-ý-m 	 prakt-ic-k-ým
praktikantům 	 prakt-ik-ant-ům 	 prakti-k-ant-ům
pramene 	 pramen-e 	 pra-mene
projede 	 pro-jed-e 	 pro-jede
projednáním 	 pro-jed-n-án-ím 	 pro-jedn-á-n-ím
proklásti 	 pro-klást-i 	 pro-klás-ti
prokormidlovavší 	 pro-kormidl-ova-vš-í 	 pro-kormi-dlova-vší
promnout 	 pro-mn-ou-t 	 pro-m-nou-t
propagace 	 propag-ac-e 	 pro-pag-ac-e
prosimás 	 prosimás 	 pro-sim-ás
prostějovsko 	 prostějov-sk-o 	 prostěj-ov-sk-o
prostějově 	 prostějov-ě 	 prostěj-ov-ě
protisluneční 	 proti-slun-eč-n-í 	 protislun-eč-n-í
protokol 	 protokol 	 proto-kol
provincií 	 provinc-i-í 	 pro-vinc-i-í
pročež 	 pro-č-e-ž 	 pro-č-ež
prstíčky 	 prst-íč-k-y 	 prst-íčk-y
pryč 	 pryč 	 pry-č
právem 	 práv-e-m 	 práv-em
psaním 	 ps-a-n-í-m 	 ps-a-n-ím
psychologistickou 	 psycho-log-ist-ic-k-ou 	 psych-o-log-ist-ic-k-ou
psům 	 ps-ů-m 	 ps-ům
ptejme 	 pt-ej-me 	 pte-j-me
publicita 	 public-it-a 	 publicit-a
pučálka 	 pučálk-a 	 puč-ál-k-a
pzt 	 p-z-t 	 pz-t
pánové 	 pán-ové 	 pán-ov-é
pápěrka 	 pá-pěr-k-a 	 pápěr-k-a
píti 	 pít-i 	 pí-ti
pódiem 	 pódi-em 	 pód-i-em
pódiu 	 pódi-u 	 pód-i-u
pódium 	 pódi-um 	 pód-i-um
pěkném 	 pěkn-é-m 	 pěkn-ém
pěst 	 pěst 	 pěs-t
pětikorunovou 	 pět-i-korun-ov-ou 	 pět-ikorun-ov-ou
pětistovkou 	 pět-i-st-ovk-ou 	 pět-ist-ov-k-ou
přebásnitelně 	 pře-básn-i-teln-ě 	 přebásniteln-ě
předcházejí 	 před-cház-e-j-í 	 před-cház-ej-í
předepsanou 	 přede-ps-a-n-ou 	 předeps-a-n-ou
předobjednávání 	 před-ob-jedn-á-v-á-n-í 	 před-objedná-v-á-ní
předprodeje 	 před-pro-d-ej-e 	 před-prode-je
předsedům 	 před-sed-ů-m 	 před-sed-ům
předstihujícím 	 před-stih-uj-í-c-í-m 	 před-stih-uj-íc-í-m
přejímce 	 pře-j-í-m-c-e 	 pře-jím-c-e
překontrolována 	 pře-kontrol-ová-n-a 	 pře-kontrol-ová-na
přemýšlivější 	 pře-mýšl-iv-ějš-í 	 pře-mýšl-i-v-ějš-í
přepnout 	 pře-pn-ou-t 	 pře-p-nou-t
přesností 	 přesn-ost-í 	 pře-sn-ost-í
přesnější 	 přesn-ěj-š-í 	 pře-sn-ěj-š-í
připluje 	 při-plu-je 	 při-pluje
připomenout 	 při-po-men-ou-t 	 při-pome-nou-t
přizpůsobivosti 	 při-z-pů-sob-i-v-ost-i 	 při-z-pů-sob-i-v-osti
přišinout 	 při-šin-ou-t 	 při-ši-nou-t
přímém 	 přím-é-m 	 přím-ém
přítomném 	 pří-t-o-m-n-é-m 	 pří-t-o-m-n-ém
přítomnými 	 pří-t-o-m-n-ý-m-i 	 pří-t-o-m-n-ými
příštipkovat 	 pří-štip-k-ova-t 	 pří-štipk-ova-t
příštího 	 příšt-í-ho 	 pří-št-ího
příštím 	 příšt-ím 	 pří-št-í-m
příště 	 příšt-ě 	 pří-št-ě
pšeničné 	 pšen-ič-n-é 	 pšenič-n-é
pšenka 	 pšen-k-a 	 pšenk-a
půdní 	 půd-n-í 	 půd-ní
québec 	 québec 	 québ-ec
radomír 	 radomír 	 rad-omír
raději 	 rad-ěji 	 rad-ěj-i
rallye 	 rallye 	 rall-ye
redakční 	 redakč-n-í 	 re-dakč-n-í
reflex 	 re-flex 	 reflex
rejstříku 	 rejstřík-u 	 rejstř-ík-u
reklamace 	 reklam-ac-e 	 re-klam-ac-e
rektorem 	 rekt-or-em 	 rektor-em
reportáž 	 re-port-áž 	 re-por-t-áž
revolucí 	 revol-uc-í 	 revoluc-í
rider 	 rid-er 	 rider
rivalové 	 rival-ové 	 rival-ov-é
rolling 	 roll-ing 	 rolling
rolničit 	 rol-n-ič-i-t 	 rol-nič-i-t
roxby 	 roxby 	 rox-b-y
rozhrnula 	 roz-hrn-u-l-a 	 roz-hr-nu-l-a
rozkošným 	 roz-koš-n-ý-m 	 roz-koš-n-ým
rozpočísti 	 roz-po-číst-i 	 roz-po-čís-ti
rozumových 	 roz-um-ov-ý-ch 	 roz-um-ov-ých
rozutíkat 	 roz-utík-a-t 	 roz-u-tík-a-t
rozvětvené 	 roz-větv-en-é 	 roz-vět-v-en-é
rupií 	 rupi-í 	 rup-i-í
rázem 	 ráz-e-m 	 ráz-em
různými 	 různ-ý-m-i 	 různ-ými
samozřejmá 	 sam-o-zř-ejm-á 	 sam-o-zř-ej-m-á
schodech 	 s-chod-e-ch 	 s-chod-ech
scorpions 	 scorpion-s 	 s-corp-ions
sebeničením 	 s-eb-e-ni-č-en-í-m 	 seb-e-nič-en-ím
sebevíce 	 seb-e-víc-e 	 seb-e-více
sedláková 	 sedl-ák-ov-á 	 sed-l-ák-ov-á
sedmihradsku 	 sedmihradsk-u 	 sedm-i-hrad-sk-u
sedmé 	 sedm-é 	 sed-m-é
separátní 	 se-par-át-n-í 	 se-parát-n-í
sepnout 	 se-pn-ou-t 	 se-p-nou-t
signalizovali 	 signal-iz-ova-l-i 	 sign-al-iz-ova-l-i
silence 	 silence 	 sil-en-c-e
skličovat 	 s-klič-ova-t 	 s-kl-ič-ova-t
skutečnosti 	 s-kut-eč-n-ost-i 	 skuteč-n-ost-i
skutečném 	 s-kut-eč-n-é-m 	 skuteč-n-ém
skřípět 	 skříp-ě-t 	 skř-íp-ě-t
slavnějším 	 slav-n-ěj-š-í-m 	 slav-n-ějš-í-m
slev 	 s-lev 	 slev
slovensko 	 sloven-sk-o 	 slov-en-sk-o
slovným 	 slov-n-ý-m 	 slov-n-ým
smetanový 	 smetan-ov-ý 	 s-met-an-ov-ý
smrtelném 	 s-mr-tel-n-é-m 	 s-mr-teln-ém
smrtelnému 	 s-mr-tel-n-é-mu 	 s-mr-teln-ému
smyslových 	 s-mysl-ov-ý-ch 	 s-mysl-ov-ých
smésti 	 s-mést-i 	 s-més-ti
směrem 	 s-měr-e-m 	 s-měr-em
směšný 	 směš-n-ý 	 s-měš-n-ý
snahami 	 snah-a-m-i 	 snah-ami
solarmax 	 solar-max 	 solarmax
solidních 	 solid-n-í-ch 	 solid-n-ích
sotva 	 sotva 	 sotv-a
soudním 	 soud-n-ím 	 soud-n-í-m
soukromník 	 sou-krom-ník 	 sou-krom-n-ík
sousedního 	 sou-sed-n-í-ho 	 sou-sed-n-ího
specifickým 	 speci-fic-k-ý-m 	 speci-fic-k-ým
speciál 	 speci-ál 	 speciál
spekulantem 	 spek-ul-ant-e-m 	 spek-ul-ant-em
splašené 	 s-plaš-en-é 	 s-plaš-e-n-é
spojkami 	 s-poj-k-a-m-i 	 s-poj-k-ami
spokojíte 	 s-pokoj-í-te 	 s-po-koj-í-te
spolupůsobit 	 spol-u-působ-i-t 	 spol-u-pů-sob-i-t
stanovení 	 stan-ov-en-í 	 stanov-en-í
stanovit 	 stan-ov-i-t 	 stanov-i-t
starožitných 	 star-o-ži-t-n-ých 	 star-o-žit-n-ých
starých 	 star-ý-ch 	 star-ých
stavení 	 sta-v-en-í 	 stav-en-í
staška 	 staš-k-a 	 s-taš-k-a
