absolventi 	 ab-solv-ent-i 	 absolvent-i
chvílích 	 chvíl-í-ch 	 chvíl-ích
cigarety 	 cigar-et-y 	 cigaret-y
cizince 	 ciz-in-c-e 	 ciz-inc-e
ctihodnými 	 ct-i-hod-n-ý-m-i 	 ct-i-hod-n-ými
cílem 	 cíl-e-m 	 cíl-em
daktyloskopie 	 daktylo-skopi-e 	 daktyl-oskop-i-e
dali 	 d-a-l-i 	 da-l-i
dana 	 dan-a 	 d-a-n-a
dané 	 d-a-n-é 	 dan-é
deklarují 	 de-klar-uj-í 	 deklar-uj-í
delikátnostem 	 delikát-n-ost-e-m 	 delikát-n-ost-em
denním 	 den-n-í-m 	 den-n-ím
devizové 	 deviz-ov-é 	 de-viz-ov-é
diavolo 	 diavolo 	 diavol-o
distanční 	 dis-tanč-n-í 	 distanč-n-í
dkp 	 d-k-p 	 dkp
dobrodiní 	 dobr-o-di-n-í 	 dobrod-in-í
dobrozdání 	 dobr-o-zd-á-n-í 	 dobr-ozd-á-n-í
dobytí 	 do-by-tí 	 do-by-t-í
docentů 	 docent-ů 	 do-cent-ů
dodacích 	 do-d-a-c-ích 	 do-da-c-ích
dodávka 	 do-d-á-v-k-a 	 do-dá-v-k-a
dokonalého 	 do-kon-a-l-é-ho 	 do-kon-a-l-ého
dostavil 	 do-stav-i-l 	 do-sta-v-i-l
dostavili 	 do-stav-i-l-i 	 do-sta-v-i-l-i
dostaviti 	 do-stav-i-ti 	 do-sta-v-i-ti
dosvědčíme 	 do-s-věd-č-í-me 	 do-svěd-č-í-me
dozvíte 	 do-z-v-í-te 	 do-zv-í-te
dočtete 	 do-čt-e-te 	 do-čte-te
drkotali 	 drk-ot-a-l-i 	 drk-ot-al-i
druhém 	 druh-é-m 	 druh-ém
dveřích 	 dveř-í-ch 	 dveř-ích
dvojnásobek 	 dv-oj-ná-sob-ek 	 dvoj-násob-ek
dvojí 	 dv-oj-í 	 dvoj-í
dvouměsíční 	 dv-ou-měsíč-n-í 	 dvou-měsíč-n-í
dvoustraně 	 dv-ou-stran-ě 	 dvou-stra-n-ě
dynamická 	 dynam-ic-k-á 	 dy-namic-k-á
dynamika 	 dynam-ik-a 	 dy-namik-a
dálkové 	 dál-k-ov-é 	 dál-k-ové
dědečkův 	 děd-eč-k-ův 	 děd-ečk-ův
dřeně 	 dřen-ě 	 dř-en-ě
dřívějších 	 dřív-ějš-ích 	 dřív-ěj-š-ích
důchodového 	 dů-chod-ov-ého 	 důchod-ov-ého
empirických 	 empir-ic-k-ý-ch 	 empir-ic-k-ých
expansion 	 expansion 	 expan-sion
faktorů 	 fakt-or-ů 	 faktor-ů
faktury 	 fakt-ur-y 	 faktur-y
fanoušků 	 fan-oušk-ů 	 fanouš-k-ů
farmaceutické 	 farmac-eut-ick-é 	 farm-aceut-ic-k-é
filozofické 	 filo-zof-ic-k-é 	 fil-o-zof-ic-k-é
finálním 	 fin-ál-n-ím 	 finál-n-í-m
fondem 	 fondem 	 fond-em
formosu 	 formos-u 	 form-os-u
friesovský 	 fries-ov-sk-ý 	 friesov-sk-ý
fyzický 	 fyz-ic-k-ý 	 fyzic-k-ý
gestikulovat 	 gestik-ul-ova-t 	 gestikul-ova-t
graessnerii 	 graessnerii 	 graessneri-i
greenwalda 	 green-wald-a 	 greenwald-a
greenwaldovi 	 green-wald-ovi 	 greenwald-ovi
haly 	 hal-y 	 haly
haló 	 haló 	 hal-ó
hejkavec 	 hejkavec 	 hejkav-ec
hladověli 	 hlad-ov-ě-l-i 	 hlad-ově-l-i
hmotného 	 hmot-n-é-ho 	 hmot-n-ého
hnedle 	 hned-le 	 hned-l-e
hnízdech 	 hnízd-e-ch 	 hnízd-ech
hochschule 	 hoch-schule 	 hochschul-e
hodinou 	 hodin-ou 	 hod-in-ou
hodnotíte 	 hodn-ot-í-te 	 hod-n-ot-í-te
holiči 	 hol-i-č-i 	 hol-ič-i
holčičkou 	 hol-č-ič-k-ou 	 hol-č-ičk-ou
horolezci 	 hor-o-lez-c-i 	 horolez-c-i
hra 	 hr-a 	 hra
hry 	 hr-y 	 hry
hudební 	 hud-eb-n-í 	 hudeb-n-í
hudebníci 	 hud-eb-níc-i 	 hudeb-n-íc-i
husími 	 hus-í-m-i 	 hus-ími
huti 	 hut-i 	 huti
hvězdičky 	 hvězd-ič-k-y 	 hvězd-ičk-y
imigraci 	 i-migr-ac-i 	 imigr-ac-i
indikátorem 	 in-dik-át-or-em 	 indik-átor-em
inspektor 	 in-spekt-or 	 in-spektor
inzerátech 	 inzer-át-e-ch 	 inzer-át-ech
ivančic 	 ivan-č-ic 	 ivančic
jablíčko 	 jablíč-k-o 	 jabl-íčk-o
jakoby 	 jak-o-by 	 jak-ob-y
jakého 	 jak-é-ho 	 jak-ého
javelin 	 javelin 	 javel-in
jednatelem 	 jedn-a-tel-e-m 	 jedn-a-tel-em
jednoosý 	 jedn-o-os-ý 	 jedn-oo-s-ý
jedním 	 jedn-í-m 	 jedn-ím
jejích 	 je-j-í-ch 	 jej-ích
jeseníkách 	 jesen-ík-ách 	 jes-en-ík-ách
jethro 	 jethro 	 jethr-o
jimž 	 j-i-m-ž 	 j-im-ž
jindy 	 jin-d-y 	 jindy
jinonice 	 jinonic-e 	 jinon-ic-e
jmenují 	 jmen-u-j-í 	 jmen-uj-í
jídlo 	 jí-dl-o 	 jídl-o
kanada 	 kanad-a 	 kana-da
kanady 	 kanad-y 	 kana-dy
kanadě 	 kanad-ě 	 kana-dě
kapli 	 kapl-i 	 kap-l-i
kardašovy 	 kardašov-y 	 kardaš-ov-y
katalozích 	 kata-loz-ích 	 kataloz-ích
kavalírem 	 kaval-ír-e-m 	 kaval-ír-em
kavkám 	 kav-k-ám 	 kavk-á-m
každému 	 každ-é-mu 	 každ-ému
kdovíkdo 	 kd-o-v-í-kd-o 	 kd-ovíkd-o
kdož 	 kdo-ž 	 kd-o-ž
klesne 	 kles-ne 	 kles-n-e
kliniky 	 klinik-y 	 klin-ik-y
klášterem 	 klášter-e-m 	 klášter-em
koho 	 k-o-ho 	 koho
kompetenci 	 kompet-enc-i 	 kompetenc-i
komu 	 k-o-mu 	 k-omu
koncipováním 	 kon-cip-ová-n-ím 	 koncip-ová-n-ím
konkrétnímu 	 kon-krét-n-í-mu 	 kon-krét-n-ímu
kontilití 	 konti-li-t-í 	 kontilit-í
kontraindikace 	 kontra-in-dik-ac-e 	 kontraindik-ac-e
kontrolorů 	 kontrol-or-ů 	 kontrolor-ů
kontroloři 	 kontrol-oř-i 	 kontro-loř-i
konviktem 	 kon-vikt-e-m 	 konvikt-em
korespondenčními 	 ko-re-spond-enč-n-ími 	 ko-respond-enč-n-ími
kosmického 	 kosm-ic-k-é-ho 	 kosm-ick-ého
kostička 	 kost-ič-k-a 	 kost-ičk-a
koupací 	 koup-ac-í 	 koup-a-c-í
koňských 	 koň-sk-ý-ch 	 koň-sk-ých
krakově 	 krakov-ě 	 krak-ov-ě
krumlesco 	 krumlesco 	 kruml-esc-o
krumlova 	 krumlov-a 	 kruml-ov-a
krádeže 	 krád-ež-e 	 krád-eže
krásným 	 krás-n-ý-m 	 krás-n-ým
kterého 	 kter-é-ho 	 kter-ého
kunovice 	 kun-ovic-e 	 kunov-ic-e
kupírovat 	 kupír-ova-t 	 kup-ír-ova-t
kuriozity 	 kurioz-it-y 	 kuriozit-y
křivkami 	 křiv-k-a-m-i 	 křiv-k-ami
křídlem 	 kří-dl-e-m 	 křídl-em
kůzlátek 	 kůzl-át-ek 	 kůzlát-ek
lehkým 	 leh-k-ý-m 	 leh-k-ým
lesním 	 les-n-ím 	 les-n-í-m
lhostejnět 	 lhostej-n-ě-t 	 lhostejn-ě-t
lidem 	 lid-e-m 	 lid-em
limit 	 limit 	 lim-i-t
loupežníkem 	 loup-ež-n-ík-e-m 	 loup-ež-n-ík-em
ltd 	 l-t-d 	 ltd
luděk 	 luděk 	 lud-ěk
lukách 	 luk-á-ch 	 luk-ách
lázní 	 lázn-í 	 láz-n-í
lékařem 	 lék-ař-e-m 	 lék-ař-em
lékem 	 lék-e-m 	 lék-em
lékárnám 	 lék-ár-n-ám 	 lék-ár-n-á-m
maiden 	 maid-en 	 maiden
majíce 	 m-aj-íc-e 	 maj-íc-e
maličkosti 	 mal-ič-k-ost-i 	 mal-ičk-ost-i
maličký 	 mal-ič-k-ý 	 mal-ičk-ý
malkovského 	 malkovsk-ého 	 malk-ov-sk-ého
manager 	 manag-er 	 manager
manažerovi 	 manažer-ovi 	 manaž-er-ovi
manýrám 	 manýr-á-m 	 manýr-ám
mariánských 	 mari-án-sk-ých 	 marián-sk-ých
materialisty 	 mater-i-al-ist-y 	 materi-al-ist-y
materiálu 	 mater-i-ál-u 	 materi-ál-u
metafyzických 	 meta-fyz-ic-k-ý-ch 	 meta-fyz-ic-k-ých
metodologicky 	 metodo-log-ic-k-y 	 metod-o-log-ick-y
mezitím 	 mezi-t-ím 	 mez-it-í-m
meziříčí 	 mezi-říč-í 	 meziř-íč-í
mečení 	 meč-e-n-í 	 meč-en-í
mil 	 mil 	 mi-l
miliarda 	 miliard-a 	 mili-ard-a
milionů 	 mili-on-ů 	 milion-ů
milostpane 	 mil-ost-pan-e 	 mil-ostpan-e
minulý 	 min-ul-ý 	 mi-nu-l-ý
mladého 	 mlad-é-ho 	 mlad-ého
moderního 	 modern-í-ho 	 moder-n-ího
mohutnět 	 moh-ut-n-ě-t 	 mohut-n-ě-t
monopolu 	 mon-o-pol-u 	 mono-pol-u
montáž 	 mont-áž 	 montáž
motorlet 	 motor-let 	 motor-le-t
možnostech 	 možn-ost-ech 	 mož-n-ost-ech
mužského 	 muž-sk-é-ho 	 muž-sk-ého
mávne 	 máv-n-e 	 máv-ne
médií 	 médi-í 	 méd-i-í
mésti 	 mést-i 	 mésti
mých 	 m-ý-ch 	 m-ých
měli 	 mě-l-i 	 m-ě-l-i
měřítku 	 měř-í-tk-u 	 měř-ít-k-u
nabitý 	 na-bi-t-ý 	 na-bit-ý
nadindividuálního 	 nad-in-divid-u-ál-n-í-ho 	 nad-in-divid-u-áln-ího
nadějemi 	 na-děj-e-m-i 	 na-děj-emi
nadřaděného 	 nad-řad-ěn-é-ho 	 nad-řad-ěn-ého
nadšení 	 na-dš-en-í 	 nad-š-en-í
nadšením 	 na-dš-en-í-m 	 nad-š-en-ím
namésti 	 na-mést-i 	 na-més-ti
nasnídat 	 na-s-níd-a-t 	 na-sníd-a-t
nebrání 	 ne-brán-í 	 ne-br-á-n-í
nechtěj 	 ne-cht-ě-j 	 ne-cht-ěj
negativními 	 negat-iv-n-ími 	 neg-at-iv-n-ími
neinkasoval 	 ne-in-kas-ova-l 	 ne-inkas-ova-l
nejaktivnější 	 nej-akt-iv-n-ějš-í 	 ne-jakt-iv-n-ějš-í
nejcitlivějším 	 nej-cit-liv-ějš-ím 	 nej-cit-l-iv-ěj-š-í-m
nejdivočejší 	 nej-div-oč-ej-š-í 	 nej-div-oč-ejš-í
nejkrásnějších 	 nej-krás-n-ěj-š-í-ch 	 nej-krás-n-ěj-š-ích
nejpovolanějšímu 	 nej-po-vol-a-n-ějš-ímu 	 nej-povol-an-ějš-ímu
nejsladšího 	 nej-slad-š-í-ho 	 nej-slad-š-ího
nejvzdálenější 	 nej-vz-dál-e-n-ěj-š-í 	 nej-vz-dál-en-ějš-í
nejzřetelněji 	 nej-zř-e-tel-n-ěji 	 nej-zř-e-teln-ěji
nejčastějších 	 nej-čast-ěj-š-í-ch 	 nej-čast-ěj-š-ích
nekvete 	 ne-kvet-e 	 ne-kve-te
nelegální 	 ne-leg-ál-n-í 	 ne-legál-n-í
nemálo 	 ne-mál-o 	 ne-má-l-o
nepolemizujme 	 ne-polem-iz-uj-me 	 ne-polemiz-uj-me
nepotřebujete 	 ne-po-třeb-u-j-e-te 	 ne-po-třeb-uje-te
nepravdivých 	 ne-prav-d-iv-ých 	 ne-prav-div-ých
nepředepisují 	 ne-přede-pis-uj-í 	 ne-pře-depis-uj-í
nepředpokládám 	 ne-před-po-klád-á-m 	 ne-před-po-klád-ám
nepřehlédněte 	 ne-pře-hléd-n-ě-te 	 ne-přehléd-n-ě-te
nepřesných 	 ne-přesn-ých 	 ne-přes-n-ých
nepřipraví 	 ne-při-prav-í 	 ne-při-pra-v-í
nereálný 	 ne-reál-n-ý 	 nereál-n-ý
nesena 	 nes-en-a 	 nesen-a
nesesedl 	 ne-se-sed-l 	 ne-sesed-l
neumožňuje 	 ne-u-možň-uje 	 ne-u-mož-ň-uje
neuznává 	 ne-u-zn-á-v-á 	 neu-zn-á-v-á
nevyhnutelné 	 ne-vy-h-nu-teln-é 	 ne-vyh-nu-teln-é
nezaměstnanosti 	 ne-za-měst-n-an-ost-i 	 ne-za-měst-n-a-n-osti
nezačínej 	 ne-za-č-ín-ej 	 ne-za-čín-ej
nezlob 	 ne-zlob 	 ne-zl-ob
neznámého 	 ne-zn-á-m-é-ho 	 ne-zn-á-m-ého
neztratitelnost 	 ne-z-trat-i-tel-n-ost 	 ne-z-trat-i-teln-ost
nitěných 	 nit-ěn-ý-ch 	 nit-ěn-ých
norem 	 norem 	 nor-em
normám 	 norm-ám 	 norm-á-m
nosem 	 nos-e-m 	 nos-em
nymburka 	 nymburk-a 	 nymbur-k-a
nábytek 	 ná-by-tek 	 ná-byt-ek
náramného 	 ná-ram-n-é-ho 	 ná-ram-n-ého
nás 	 n-á-s 	 nás
nějakém 	 ně-jak-é-m 	 ně-jak-ém
něm 	 n-ě-m 	 n-ěm
obepnout 	 obe-pn-ou-t 	 obe-p-nou-t
objektem 	 ob-jekt-e-m 	 ob-jekt-em
obor 	 o-bor 	 obor
obouvatelný 	 ob-ouv-a-teln-ý 	 o-bouv-a-teln-ý
obzvlášť 	 ob-zvlášť 	 obzvlášť
ocenzurovávanost 	 o-cenzur-ová-v-a-n-ost 	 ocenzur-ová-v-a-n-ost
ochotna 	 ochot-n-a 	 o-chot-n-a
odečte 	 ode-čt-e 	 odeč-te
odečtou 	 ode-čt-ou 	 odečt-ou
odmésti 	 od-mést-i 	 od-més-ti
ohořelému 	 o-hoř-e-l-é-mu 	 o-hoř-e-l-ému
ohřebelcovat 	 o-hřeb-el-c-ova-t 	 o-hřebelc-ova-t
okamžitě 	 ok-a-mžit-ě 	 ok-a-mž-it-ě
okresní 	 okres-n-í 	 o-kres-n-í
olšanech 	 olšan-e-ch 	 olšan-ech
omegou 	 omeg-ou 	 o-meg-ou
opačném 	 o-pač-n-é-m 	 o-pač-n-ém
oplésti 	 o-plést-i 	 o-plés-ti
opouští 	 o-pouš-t-í 	 o-poušt-í
opovažuješ 	 o-po-važ-u-j-e-š 	 o-po-važ-uje-š
orchestrem 	 orchestr-e-m 	 orchestr-em
organismus 	 organismus 	 organ-ism-us
organizují 	 organ-iz-u-j-í 	 organ-iz-uj-í
orlik 	 orl-ik 	 orlik
osobu 	 o-sob-u 	 osob-u
ospalost 	 o-sp-a-l-ost 	 o-spal-ost
ostatních 	 o-stat-n-í-ch 	 o-stat-n-ích
ostřit 	 ostř-i-t 	 o-stř-i-t
osudem 	 o-sud-e-m 	 o-sud-em
osvědčovat 	 o-svědč-ova-t 	 o-svěd-č-ova-t
osvědčují 	 o-s-věd-č-u-j-í 	 o-svěd-č-uj-í
otvírá 	 ot-vír-á 	 otvír-á
oxfordského 	 oxford-sk-é-ho 	 oxford-sk-ého
paběrkovat 	 pa-běr-k-ova-t 	 paběr-k-ova-t
pacientovi 	 pac-i-ent-ovi 	 pacient-ovi
padesátku 	 pade-sát-k-u 	 padesát-k-u
panenka 	 pan-en-k-a 	 panenk-a
paničko 	 pan-ič-k-o 	 pan-ičk-o
pasírovat 	 pasír-ova-t 	 pas-ír-ova-t
pekárenských 	 pek-ár-en-sk-ých 	 pek-áren-sk-ých
perly 	 perl-y 	 per-l-y
petynce 	 pety-n-c-e 	 petync-e
pilují 	 pil-u-j-í 	 pil-uj-í
plakáty 	 plakát-y 	 plak-át-y
planul 	 plan-u-l 	 pla-nu-l
plat 	 plat 	 pla-t
plačící 	 plač-í-c-í 	 plač-íc-í
pleteného 	 plet-en-é-ho 	 plet-en-ého
plnohodnotné 	 pln-o-hod-n-ot-n-é 	 pln-o-hod-not-n-é
plodem 	 plod-e-m 	 plod-em
plukovník 	 pluk-ov-n-ík 	 pluk-ov-ník
podhrnout 	 pod-hrn-ou-t 	 pod-hr-nou-t
podobného 	 po-dob-n-é-ho 	 po-dob-n-ého
podvésti 	 pod-vést-i 	 pod-vés-ti
pohotovějším 	 po-hotov-ějš-ím 	 po-hotov-ějš-í-m
pokročilejším 	 po-kroč-i-l-ejš-ím 	 po-kroč-il-ejš-ím
politických 	 polit-ic-k-ý-ch 	 polit-ic-k-ých
polska 	 pol-sk-a 	 polsk-a
polská 	 pol-sk-á 	 polsk-á
polských 	 pol-sk-ých 	 polsk-ých
polyvalence 	 poly-valenc-e 	 poly-val-enc-e
poměrem 	 po-měr-e-m 	 po-měr-em
popkultura 	 pop-kult-ur-a 	 popkult-ur-a
poplatník 	 po-plat-ník 	 po-plat-n-ík
poplatníka 	 po-plat-ník-a 	 po-plat-n-ík-a
poplatníky 	 po-plat-ník-y 	 po-plat-n-ík-y
poproduktivní 	 po-pro-duk-t-iv-n-í 	 po-pro-dukt-iv-n-í
porculánu 	 porculán-u 	 porcul-án-u
porovnání 	 po-rovn-ání 	 po-rovn-á-n-í
porůsti 	 po-růst-i 	 po-růs-ti
posily 	 po-sil-y 	 po-si-l-y
posluchače 	 po-sluch-a-č-e 	 po-sluch-ač-e
posluchačů 	 po-sluch-a-č-ů 	 po-sluch-ač-ů
postup 	 po-stup 	 postup
postupů 	 po-stup-ů 	 postup-ů
pouhém 	 pouh-é-m 	 pouh-ém
povolaný 	 po-vol-an-ý 	 po-vol-a-n-ý
povyrůsti 	 po-vy-růst-i 	 po-vy-růs-ti
povzbudivé 	 po-vz-bud-i-v-é 	 po-vz-bud-iv-é
pošla 	 po-š-l-a 	 po-šl-a
pošlete 	 po-šl-e-te 	 po-šle-te
pragokoncertu 	 prag-o-koncert-u 	 prago-koncert-u
praktickým 	 prakt-ic-k-ý-m 	 prakt-ic-k-ým
projednáním 	 pro-jed-n-án-ím 	 pro-jedn-á-n-ím
proklásti 	 pro-klást-i 	 pro-klás-ti
prokormidlovavší 	 pro-kormidl-ova-vš-í 	 pro-kormidlova-vš-í
promnout 	 pro-mn-ou-t 	 pro-m-nou-t
propagace 	 propag-ac-e 	 pro-pag-ac-e
prosimás 	 prosimás 	 prosim-ás
prostějovsko 	 prostějov-sk-o 	 prostěj-ovsk-o
prostějově 	 prostějov-ě 	 pro-stěj-ov-ě
protisluneční 	 proti-slun-eč-n-í 	 pro-tislun-eč-n-í
provincií 	 provinc-i-í 	 pro-vinc-i-í
provádějí 	 pro-vád-ěj-í 	 pro-vád-ě-j-í
pročež 	 pro-č-e-ž 	 pro-čež
prstíčky 	 prst-íč-k-y 	 prst-íčk-y
právem 	 práv-e-m 	 práv-em
prázdné 	 prázdn-é 	 prázd-n-é
psacím 	 ps-a-c-í-m 	 psa-c-í-m
psaním 	 ps-a-n-í-m 	 ps-a-n-ím
psychično 	 psych-ič-n-o 	 psychičn-o
psychologistickou 	 psycho-log-ist-ic-k-ou 	 psych-o-log-ist-ic-k-ou
psům 	 ps-ů-m 	 ps-ům
ptejme 	 pt-ej-me 	 pte-j-me
purple 	 purple 	 purpl-e
pučálka 	 pučálk-a 	 puč-ál-k-a
pzt 	 p-z-t 	 pz-t
pánové 	 pán-ové 	 pán-ov-é
pápěrka 	 pá-pěr-k-a 	 páp-ěr-k-a
píti 	 pít-i 	 píti
pěkném 	 pěkn-é-m 	 pěkn-ém
pětikorunovou 	 pět-i-korun-ov-ou 	 pět-ikorun-ov-ou
předcházejí 	 před-cház-e-j-í 	 před-cház-ej-í
předepsanou 	 přede-ps-a-n-ou 	 předeps-a-n-ou
předobjednávání 	 před-ob-jedn-á-v-á-n-í 	 pře-dobjedná-vá-n-í
předprodeje 	 před-pro-d-ej-e 	 před-prodeje
předsedům 	 před-sed-ů-m 	 před-sed-ům
předstihujícím 	 před-stih-uj-í-c-í-m 	 předstih-uj-íc-ím
přejímce 	 pře-j-í-m-c-e 	 pře-jím-c-e
překontrolována 	 pře-kontrol-ová-n-a 	 pře-kontrol-ová-na
přepnout 	 pře-pn-ou-t 	 pře-p-nou-t
připluje 	 při-plu-je 	 při-pl-uje
připomenout 	 při-po-men-ou-t 	 při-po-me-nou-t
přiznej 	 při-zn-e-j 	 při-zn-ej
přizpůsobivosti 	 při-z-pů-sob-i-v-ost-i 	 při-z-pů-sob-i-v-osti
přičinění 	 při-čin-ěn-í 	 při-čin-ě-n-í
přišinout 	 při-šin-ou-t 	 při-ši-nou-t
přímém 	 přím-é-m 	 přím-ém
přítomném 	 pří-t-o-m-n-é-m 	 pří-t-o-m-n-ém
přítomnými 	 pří-t-o-m-n-ý-m-i 	 pří-t-o-m-n-ými
příštího 	 příšt-í-ho 	 příšt-ího
příštím 	 příšt-ím 	 příšt-í-m
rachotit 	 rach-ot-i-t 	 rachot-i-t
radomír 	 radomír 	 radom-ír
raneček 	 raneč-ek 	 raneček
rejstříku 	 rejstřík-u 	 rejstř-ík-u
rektorem 	 rekt-or-em 	 rektor-em
reportáž 	 re-port-áž 	 report-áž
restriktivní 	 re-strikt-iv-n-í 	 restrikt-iv-n-í
revolucí 	 revol-uc-í 	 revoluc-í
rider 	 rid-er 	 rider
rivalové 	 rival-ové 	 rival-ov-é
rolling 	 roll-ing 	 rolling
rolničit 	 rol-n-ič-i-t 	 rol-nič-i-t
roxby 	 roxby 	 rox-b-y
rozhrnula 	 roz-hrn-u-l-a 	 roz-hr-nu-l-a
rozkošným 	 roz-koš-n-ý-m 	 roz-koš-n-ým
rozkuckat 	 roz-kuc-k-a-t 	 roz-kuck-a-t
rozpočísti 	 roz-po-číst-i 	 roz-po-čís-ti
rozumových 	 roz-um-ov-ý-ch 	 roz-um-ov-ých
rozutíkat 	 roz-utík-a-t 	 roz-u-tík-a-t
rozvinovat 	 roz-vi-n-ova-t 	 roz-vin-ova-t
rupií 	 rupi-í 	 rup-i-í
ruské 	 rus-k-é 	 rusk-é
rusové 	 rus-ové 	 rus-ov-é
rázem 	 ráz-e-m 	 ráz-em
různými 	 různ-ý-m-i 	 různ-ými
samostatnější 	 sam-o-stat-n-ějš-í 	 sam-o-stat-n-ěj-š-í
samsung 	 samsung 	 sam-sung
schodech 	 s-chod-e-ch 	 s-chod-ech
scorpions 	 scorpion-s 	 scorp-ions
scéna 	 scén-a 	 s-cén-a
sebeničením 	 s-eb-e-ni-č-en-í-m 	 seb-e-nič-en-ím
sebevíce 	 seb-e-víc-e 	 seb-e-více
sedláková 	 sedl-ák-ov-á 	 sed-l-ák-ov-á
sedmihradsku 	 sedmihradsk-u 	 sedm-i-hrad-sk-u
separátní 	 se-par-át-n-í 	 separát-n-í
sepnout 	 se-pn-ou-t 	 se-p-nou-t
signalizovali 	 signal-iz-ova-l-i 	 sign-al-iz-ova-l-i
silence 	 silence 	 silen-c-e
sklapne 	 s-klap-n-e 	 s-klap-ne
skončil 	 s-konč-i-l 	 skonč-i-l
skončila 	 s-konč-i-l-a 	 skonč-i-l-a
skončí 	 s-konč-í 	 skonč-í
skutečnosti 	 s-kut-eč-n-ost-i 	 skuteč-n-ost-i
skutečném 	 s-kut-eč-n-é-m 	 skuteč-n-ém
slepou 	 slep-ou 	 s-lep-ou
slovensko 	 sloven-sk-o 	 slov-en-sk-o
slovným 	 slov-n-ý-m 	 slov-n-ým
sluchu 	 sluch-u 	 s-luch-u
smrtelném 	 s-mr-tel-n-é-m 	 s-mr-teln-ém
smrtelnému 	 s-mr-tel-n-é-mu 	 s-mr-teln-ému
smyslových 	 s-mysl-ov-ý-ch 	 s-mysl-ov-ých
smésti 	 s-mést-i 	 s-més-ti
směrem 	 s-měr-e-m 	 s-měr-em
snahami 	 snah-a-m-i 	 snah-ami
sníh 	 sníh 	 s-níh
solarmax 	 solar-max 	 solarmax
solidních 	 solid-n-í-ch 	 solid-n-ích
sotva 	 sotva 	 sotv-a
soukromník 	 sou-krom-ník 	 sou-krom-n-ík
sousedního 	 sou-sed-n-í-ho 	 sou-sed-n-ího
specifickým 	 speci-fic-k-ý-m 	 speci-fic-k-ým
speciál 	 speci-ál 	 speciál
spekulantem 	 spek-ul-ant-e-m 	 spekul-ant-em
spojkami 	 s-poj-k-a-m-i 	 s-poj-k-ami
spokojíte 	 s-pokoj-í-te 	 s-po-koj-í-te
spolupůsobit 	 spol-u-působ-i-t 	 spol-u-pů-sob-i-t
sponzorsky 	 sponzor-sk-y 	 spon-zor-sk-y
srozumitelně 	 s-roz-um-i-teln-ě 	 s-rozum-i-teln-ě
stagnuje 	 stagn-uje 	 stag-n-uje
stanoven 	 stanov-en 	 stan-ov-en
stanovení 	 stan-ov-en-í 	 stanov-en-í
stanovil 	 stanov-i-l 	 stan-ov-i-l
starožitných 	 star-o-ži-t-n-ých 	 star-ožit-n-ých
starých 	 star-ý-ch 	 star-ých
stavení 	 sta-v-en-í 	 stav-en-í
stejném 	 stej-n-é-m 	 stejn-ém
stipendium 	 stipendi-um 	 stipendium
stojaté 	 stoj-at-é 	 stoj-a-t-é
stokorunovou 	 st-o-korun-ov-ou 	 stokorun-ov-ou
století 	 st-o-let-í 	 stolet-í
stones 	 stone-s 	 stones
stovkou 	 st-ovk-ou 	 stov-k-ou
stovku 	 st-ovk-u 	 stov-k-u
strahov 	 strahov 	 strah-ov
strahova 	 strahov-a 	 strah-ov-a
strahově 	 strahov-ě 	 strah-ov-ě
strašnicích 	 strašnic-í-ch 	 straš-nic-ích
