absolventi 	 ab-solv-ent-i 	 absolvent-i
kapli 	 kapl-i 	 kap-l-i
kardašovy 	 kardašov-y 	 kardaš-ov-y
kasernovat 	 kasern-ova-t 	 kaser-n-ova-t
kavalírem 	 kaval-ír-e-m 	 kaval-ír-em
každému 	 každ-é-mu 	 každ-ému
kdovíkdo 	 kd-o-v-í-kd-o 	 kdo-víkd-o
kdož 	 kdo-ž 	 kd-o-ž
klesly 	 kles-l-y 	 klesl-y
kliniky 	 klinik-y 	 klin-ik-y
klášterem 	 klášter-e-m 	 klášter-em
knížete 	 kníž-et-e 	 kníž-e-te
kocouří 	 koc-ouř-í 	 ko-couř-í
koho 	 k-o-ho 	 k-oho
kompetence 	 kompetenc-e 	 kompeten-c-e
kompetenci 	 kompet-enc-i 	 kompetenc-i
komu 	 k-o-mu 	 k-omu
konceptem 	 koncept-em 	 kon-cept-em
konkrétního 	 konkrét-n-ího 	 kon-krét-n-ího
konkrétnímu 	 kon-krét-n-í-mu 	 kon-krét-n-ímu
kontilití 	 konti-li-t-í 	 konti-lit-í
kontraindikace 	 kontra-in-dik-ac-e 	 kontraindik-ac-e
kontrolorů 	 kontrol-or-ů 	 kontrolor-ů
kontroloři 	 kontrol-oř-i 	 kontroloř-i
konviktem 	 kon-vikt-e-m 	 konvikt-em
kosmického 	 kosm-ic-k-é-ho 	 kosm-ick-ého
kostička 	 kost-ič-k-a 	 kost-ičk-a
koupací 	 koup-ac-í 	 koup-a-c-í
koňských 	 koň-sk-ý-ch 	 koň-sk-ých
krakově 	 krakov-ě 	 krak-ově
krumlesco 	 krumlesco 	 kruml-es-c-o
krumlova 	 krumlov-a 	 kruml-ov-a
krušanov 	 kruš-an-ov 	 kruš-anov
krádeže 	 krád-ež-e 	 krád-e-že
krásným 	 krás-n-ý-m 	 krás-n-ým
kterého 	 kter-é-ho 	 kter-ého
kunovice 	 kun-ovic-e 	 kunov-ic-e
kučeravět 	 kučer-av-ě-t 	 kučerav-ě-t
křivkami 	 křiv-k-a-m-i 	 křiv-k-ami
křídlem 	 kří-dl-e-m 	 křídl-em
lehkým 	 leh-k-ý-m 	 leh-k-ým
lesním 	 les-n-ím 	 les-n-í-m
letiště 	 let-išt-ě 	 let-i-št-ě
letošní 	 letoš-n-í 	 let-oš-n-í
lhostejnět 	 lhostej-n-ě-t 	 lh-o-stej-n-ě-t
lidem 	 lid-e-m 	 lid-em
lihem 	 lih-em 	 lihem
limit 	 limit 	 lim-i-t
loupežníkem 	 loup-ež-n-ík-e-m 	 loup-ež-n-ík-em
ložnicový 	 lož-nic-ov-ý 	 lož-n-ic-ov-ý
ltd 	 l-t-d 	 ltd
luděk 	 luděk 	 lud-ěk
lukách 	 luk-á-ch 	 luk-ách
lékařem 	 lék-ař-e-m 	 lék-ař-em
lékem 	 lék-e-m 	 lék-em
lékárnám 	 lék-ár-n-ám 	 lék-ár-n-á-m
maiden 	 maid-en 	 maiden
maličký 	 mal-ič-k-ý 	 mal-ičk-ý
malkovského 	 malkovsk-ého 	 malkov-sk-ého
mamlasovi 	 maml-as-ovi 	 mamlas-ovi
manager 	 manag-er 	 manager
manažerovi 	 manažer-ovi 	 manaž-er-ovi
manýrám 	 manýr-á-m 	 manýrám
mariánských 	 mari-án-sk-ých 	 marián-sk-ých
marrackův 	 marrack-ův 	 marrac-k-ův
materialisty 	 mater-i-al-ist-y 	 materi-al-ist-y
materiálové 	 materi-ál-ov-é 	 materiál-ov-é
materiálu 	 mater-i-ál-u 	 materi-ál-u
mepha 	 meph-a 	 mepha
metafyzických 	 meta-fyz-ic-k-ý-ch 	 meta-fyz-ic-k-ých
metodologicky 	 metodo-log-ic-k-y 	 metod-o-log-ick-y
mezitím 	 mezi-t-ím 	 mezit-ím
meziříčí 	 mezi-říč-í 	 meziříč-í
mečení 	 meč-e-n-í 	 meč-en-í
mikroorganismy 	 mikro-organ-ism-y 	 mikroorgan-ism-y
miliarda 	 miliard-a 	 mili-ard-a
milionů 	 mili-on-ů 	 milion-ů
milostpane 	 mil-ost-pan-e 	 mil-o-stpane
mimoškolními 	 mimo-škol-n-ími 	 mimoškol-n-ími
minerální 	 minerál-n-í 	 miner-ál-n-í
ministerstva 	 minister-stv-a 	 ministerstv-a
minulý 	 min-ul-ý 	 mi-nu-l-ý
mjasisčev 	 mjasisčev 	 mjas-isč-ev
mladého 	 mlad-é-ho 	 mlad-ého
mlýna 	 ml-ýn-a 	 mlýn-a
mnichově 	 mnichov-ě 	 mnich-ově
moderního 	 modern-í-ho 	 modern-ího
monopolu 	 mon-o-pol-u 	 monopol-u
motorlet 	 motor-let 	 motorl-e-t
motorletu 	 motor-let-u 	 motorlet-u
movis 	 movis 	 mo-vis
možnostech 	 možn-ost-ech 	 mož-n-ost-ech
mužského 	 muž-sk-é-ho 	 muž-sk-ého
mávne 	 máv-n-e 	 máv-ne
mésti 	 mést-i 	 més-ti
mých 	 m-ý-ch 	 m-ých
měli 	 mě-l-i 	 měl-i
měřítka 	 měř-í-tk-a 	 měřít-k-a
měřítku 	 měř-í-tk-u 	 měřít-k-u
nabitý 	 na-bi-t-ý 	 na-bit-ý
nadindividuálního 	 nad-in-divid-u-ál-n-í-ho 	 nad-in-divid-u-ál-n-ího
nadějemi 	 na-děj-e-m-i 	 na-děj-emi
nadřaděného 	 nad-řad-ěn-é-ho 	 nad-řad-ěn-ého
nadšení 	 na-dš-en-í 	 nad-š-en-í
nadšením 	 na-dš-en-í-m 	 nad-š-en-ím
najatí 	 na-j-a-t-í 	 na-j-at-í
namésti 	 na-mést-i 	 na-més-ti
nebrání 	 ne-brán-í 	 ne-br-á-n-í
nedávna 	 ne-dávn-a 	 ne-dáv-n-a
negativními 	 negat-iv-n-ími 	 neg-at-iv-n-ími
nejaktivnější 	 nej-akt-iv-n-ějš-í 	 ne-jakt-iv-n-ěj-š-í
nejcitlivějším 	 nej-cit-liv-ějš-ím 	 nej-cit-liv-ěj-š-ím
nejdivočejší 	 nej-div-oč-ej-š-í 	 nej-div-oč-ejš-í
nejkrásnějších 	 nej-krás-n-ěj-š-í-ch 	 nej-krás-n-ěj-š-ích
nejsladšího 	 nej-slad-š-í-ho 	 nej-slad-š-ího
nejvzdálenější 	 nej-vz-dál-e-n-ěj-š-í 	 nej-vz-dál-en-ějš-í
nejvzácnější 	 nej-vzácn-ějš-í 	 nej-vzác-n-ějš-í
nejzřetelněji 	 nej-zř-e-tel-n-ěji 	 nej-zř-e-teln-ěj-i
nejčastějších 	 nej-čast-ěj-š-í-ch 	 nej-čast-ěj-š-ích
nekompetentní 	 ne-kompet-ent-n-í 	 ne-kompetent-n-í
nekvete 	 ne-kvet-e 	 ne-kve-te
nelegální 	 ne-leg-ál-n-í 	 neleg-ál-n-í
nepotřebujete 	 ne-po-třeb-u-j-e-te 	 ne-po-třeb-uje-te
neprodejným 	 ne-pro-dej-n-ým 	 ne-pro-d-ej-n-ým
nepřesných 	 ne-přesn-ých 	 ne-přes-n-ých
nereálný 	 ne-reál-n-ý 	 nere-ál-n-ý
neumožňuje 	 ne-u-možň-uje 	 ne-u-mož-ň-uje
nezaměstnanosti 	 ne-za-měst-n-an-ost-i 	 ne-za-měst-n-a-n-ost-i
nezaoblená 	 ne-za-obl-en-á 	 ne-za-oblen-á
nezačínej 	 ne-za-č-ín-ej 	 ne-za-čín-ej
neznámého 	 ne-zn-á-m-é-ho 	 ne-zn-á-m-ého
neztratitelnost 	 ne-z-trat-i-tel-n-ost 	 ne-z-trat-i-teln-ost
nijetzscheovi 	 nijetzsche-ovi 	 nijetzscheovi
nitěných 	 nit-ěn-ý-ch 	 nit-ěn-ých
norem 	 norem 	 nor-em
nosem 	 nos-e-m 	 nos-em
nula 	 nul-a 	 nu-l-a
nuly 	 nul-y 	 nu-l-y
nykláku 	 nyklák-u 	 ny-klák-u
nábytek 	 ná-by-tek 	 ná-byt-ek
náramného 	 ná-ram-n-é-ho 	 ná-ram-n-ého
nás 	 n-á-s 	 nás
nějakém 	 ně-jak-é-m 	 ně-jak-ém
něm 	 n-ě-m 	 n-ěm
obal 	 o-bal 	 o-ba-l
obci 	 obc-i 	 ob-c-i
obcích 	 obc-ích 	 ob-c-ích
obepnout 	 obe-pn-ou-t 	 obe-p-nou-t
objektem 	 ob-jekt-e-m 	 ob-jekt-em
obor 	 o-bor 	 obor
obydlet 	 o-bydl-e-t 	 obydl-e-t
obzvlášť 	 ob-zvlášť 	 ob-z-vlášť
občanského 	 obč-an-sk-ého 	 občan-sk-ého
obživit 	 ob-živ-i-t 	 ob-ži-v-i-t
oceli 	 ocel-i 	 o-cel-i
ochotna 	 ochot-n-a 	 o-chot-n-a
odbelhávat 	 od-belh-á-v-a-t 	 od-be-lh-á-v-a-t
odbytové 	 od-by-t-ov-é 	 od-by-t-ové
odečte 	 ode-čt-e 	 od-eč-te
odečtení 	 ode-čt-en-í 	 od-ečt-en-í
odečtou 	 ode-čt-ou 	 od-ečt-ou
odmalička 	 od-mal-ičk-a 	 od-mal-ič-k-a
odmésti 	 od-mést-i 	 od-més-ti
odst 	 od-st 	 odst
ohořelému 	 o-hoř-e-l-é-mu 	 o-hoř-e-l-ému
okounět 	 okoun-ě-t 	 o-koun-ě-t
okozlit 	 o-koz-l-i-t 	 o-kozl-i-t
okresní 	 okres-n-í 	 o-kres-n-í
oktrojovat 	 oktroj-ova-t 	 o-ktroj-ova-t
olšanech 	 olšan-e-ch 	 olšan-ech
opačném 	 o-pač-n-é-m 	 o-pač-n-ém
oplésti 	 o-plést-i 	 o-plés-ti
opouští 	 o-pouš-t-í 	 o-poušt-í
opovažuješ 	 o-po-važ-u-j-e-š 	 o-po-važ-uje-š
oranžista 	 oranž-ist-a 	 oranžist-a
orchestrem 	 orchestr-e-m 	 orchestr-em
organismus 	 organismus 	 organ-ism-us
organizují 	 organ-iz-u-j-í 	 organ-iz-uj-í
orlik 	 orl-ik 	 orlik
osobu 	 o-sob-u 	 osob-u
ostatních 	 o-stat-n-í-ch 	 o-stat-n-ích
ostravské 	 ostrav-sk-é 	 os-trav-sk-é
ostravy 	 ostrav-y 	 os-trav-y
ostřit 	 ostř-i-t 	 o-stř-i-t
osudem 	 o-sud-e-m 	 o-sud-em
osvobození 	 o-svoboz-en-í 	 o-svoboz-e-n-í
osvědčovat 	 o-svědč-ova-t 	 o-s-věd-č-ova-t
osvědčují 	 o-s-věd-č-u-j-í 	 o-s-věd-č-uj-í
otevřena 	 ote-vř-en-a 	 ote-vř-e-n-a
oxfordského 	 oxford-sk-é-ho 	 oxford-sk-ého
ošukat 	 ošuk-a-t 	 o-šuk-a-t
pacientovi 	 pac-i-ent-ovi 	 pacient-ovi
padesátku 	 pade-sát-k-u 	 pa-desát-k-u
panenka 	 pan-en-k-a 	 panen-k-a
paničko 	 pan-ič-k-o 	 pan-ičk-o
pavlačí 	 pavlač-í 	 pa-vlač-í
pekárenských 	 pek-ár-en-sk-ých 	 pekáren-sk-ých
petynce 	 pety-n-c-e 	 petyn-c-e
pečivo 	 peč-iv-o 	 peč-i-v-o
pfeffermann 	 pfeffer-mann 	 pfeffermann
pilují 	 pil-u-j-í 	 pil-uj-í
pisklavě 	 pisk-l-av-ě 	 pisk-lav-ě
pitomej 	 pitom-ej 	 pitomej
plakáty 	 plakát-y 	 plak-át-y
planul 	 plan-u-l 	 pla-nu-l
plat 	 plat 	 pl-a-t
plačící 	 plač-í-c-í 	 plač-íc-í
pleteného 	 plet-en-é-ho 	 plet-en-ého
plodem 	 plod-e-m 	 plod-em
plukovník 	 pluk-ov-n-ík 	 pluk-ov-ník
podhrnout 	 pod-hrn-ou-t 	 pod-hr-nou-t
podnikám 	 pod-nik-á-m 	 pod-nik-ám
podobného 	 po-dob-n-é-ho 	 po-dob-n-ého
podvésti 	 pod-vést-i 	 pod-vés-ti
pohaněné 	 po-han-ě-n-é 	 po-han-ěn-é
pohnutlivé 	 po-h-nu-t-l-i-v-é 	 po-h-nu-t-l-iv-é
pohotovějším 	 po-hotov-ějš-ím 	 po-hotov-ěj-š-ím
politických 	 polit-ic-k-ý-ch 	 polit-ic-k-ých
polyvalence 	 poly-valenc-e 	 poly-valen-c-e
poměrem 	 po-měr-e-m 	 po-měr-em
poplatník 	 po-plat-ník 	 po-plat-n-ík
poplatníka 	 po-plat-ník-a 	 po-plat-n-ík-a
poplatníky 	 po-plat-ník-y 	 po-plat-n-ík-y
poproduktivní 	 po-pro-duk-t-iv-n-í 	 po-pro-dukt-iv-n-í
poptávky 	 po-pt-á-v-k-y 	 po-pt-áv-k-y
porculánu 	 porculán-u 	 po-rculán-u
porovnání 	 po-rovn-ání 	 po-rovn-á-n-í
porůsti 	 po-růst-i 	 po-růs-ti
posily 	 po-sil-y 	 pos-i-l-y
posluchače 	 po-sluch-a-č-e 	 po-sluch-ač-e
posluchačů 	 po-sluch-a-č-ů 	 po-sluch-ač-ů
pouhém 	 pouh-é-m 	 pouh-ém
povolaný 	 po-vol-an-ý 	 po-vol-a-n-ý
povyrůsti 	 po-vy-růst-i 	 po-vy-růs-ti
povzbudivé 	 po-vz-bud-i-v-é 	 po-vz-bud-iv-é
početí 	 po-č-e-t-í 	 po-čet-í
pošlete 	 po-šl-e-te 	 po-šlet-e
pragokoncertu 	 prag-o-koncert-u 	 prago-koncert-u
praktickým 	 prakt-ic-k-ý-m 	 prakt-ic-k-ým
praktikantům 	 prakt-ik-ant-ům 	 prakt-i-kant-ům
pravd 	 prav-d 	 pravd
prchavý 	 prch-a-v-ý 	 prch-av-ý
premií 	 prem-i-í 	 premi-í
prezidentů 	 prezid-ent-ů 	 prezident-ů
projednáním 	 pro-jed-n-án-ím 	 pro-jedn-á-n-ím
proklásti 	 pro-klást-i 	 pro-klás-ti
prokormidlovavší 	 pro-kormidl-ova-vš-í 	 pro-korm-i-dlova-vš-í
promnout 	 pro-mn-ou-t 	 pro-m-nou-t
propagace 	 propag-ac-e 	 pro-pag-ac-e
prostějovsko 	 prostějov-sk-o 	 prostěj-ov-sk-o
prostějově 	 prostějov-ě 	 prostěj-ov-ě
proto 	 pro-t-o 	 prot-o
provincií 	 provinc-i-í 	 pro-vinci-í
pročež 	 pro-č-e-ž 	 pro-č-ež
prstíčky 	 prst-íč-k-y 	 prst-íčk-y
právem 	 práv-e-m 	 práv-em
prázdné 	 prázdn-é 	 prázd-n-é
psacím 	 ps-a-c-í-m 	 ps-a-c-ím
psaním 	 ps-a-n-í-m 	 ps-a-n-ím
psychologistickou 	 psycho-log-ist-ic-k-ou 	 psych-o-log-ist-ic-k-ou
psům 	 ps-ů-m 	 ps-ům
ptejme 	 pt-ej-me 	 ptej-me
publicita 	 public-it-a 	 publicit-a
purple 	 purple 	 purpl-e
pusinka 	 pus-in-k-a 	 pusin-k-a
pučálka 	 pučálk-a 	 pučál-k-a
pzt 	 p-z-t 	 pzt
pánové 	 pán-ové 	 pán-ov-é
pápěrka 	 pá-pěr-k-a 	 pápěr-k-a
pódiem 	 pódi-em 	 pód-i-em
pódiu 	 pódi-u 	 pód-i-u
pódium 	 pódi-um 	 pód-i-um
pěkném 	 pěkn-é-m 	 pěkn-ém
pěst 	 pěst 	 pěs-t
pětistovkou 	 pět-i-st-ovk-ou 	 pět-ist-ov-k-ou
předcházejí 	 před-cház-e-j-í 	 před-cház-ej-í
předsedům 	 před-sed-ů-m 	 před-sed-ům
předstihujícím 	 před-stih-uj-í-c-í-m 	 před-stih-uj-íc-ím
přejímce 	 pře-j-í-m-c-e 	 pře-jím-c-e
přemýšlivější 	 pře-mýšl-iv-ějš-í 	 pře-mýšliv-ěj-š-í
přepnout 	 pře-pn-ou-t 	 pře-p-nou-t
připomenout 	 při-po-men-ou-t 	 při-po-me-nou-t
přisvědčit 	 při-svědč-i-t 	 při-svěd-č-i-t
přiznej 	 při-zn-e-j 	 při-zn-ej
přišinout 	 při-šin-ou-t 	 při-ši-nou-t
přiživit 	 při-živ-i-t 	 při-ži-v-i-t
přiživovat 	 při-živ-ova-t 	 při-ži-v-ova-t
přímém 	 přím-é-m 	 přím-ém
přítomném 	 pří-t-o-m-n-é-m 	 pří-t-om-n-ém
přítomnými 	 pří-t-o-m-n-ý-m-i 	 pří-t-o-m-n-ými
příštího 	 příšt-í-ho 	 příšt-ího
příštím 	 příšt-ím 	 příšt-í-m
pšenka 	 pšen-k-a 	 pš-enk-a
québec 	 québec 	 québ-ec
radomír 	 radomír 	 rad-om-ír
raději 	 rad-ěji 	 rad-ěj-i
rameni 	 ram-en-i 	 ramen-i
reklamace 	 reklam-ac-e 	 re-klam-ac-e
reklamu 	 reklam-u 	 re-klam-u
rider 	 rid-er 	 rider
rolling 	 roll-ing 	 rolling
rolničit 	 rol-n-ič-i-t 	 rol-nič-i-t
roxby 	 roxby 	 rox-b-y
rozchraptit 	 roz-chrap-t-i-t 	 roz-chrapt-i-t
rozdávat 	 roz-d-á-v-a-t 	 rozd-á-v-a-t
rozeskupit 	 roze-skup-i-t 	 roze-s-kup-i-t
rozhrnula 	 roz-hrn-u-l-a 	 roz-hr-nu-l-a
rozkošným 	 roz-koš-n-ý-m 	 roz-koš-n-ým
rozpočísti 	 roz-po-číst-i 	 roz-po-čís-ti
rozprodávat 	 roz-pro-d-á-v-a-t 	 roz-prod-á-v-a-t
rozumových 	 roz-um-ov-ý-ch 	 roz-um-ov-ých
rozvinovat 	 roz-vi-n-ova-t 	 roz-vin-ova-t
rupií 	 rupi-í 	 rup-i-í
rusové 	 rus-ové 	 rus-ov-é
rázem 	 ráz-e-m 	 ráz-em
různými 	 různ-ý-m-i 	 různ-ými
sametově 	 samet-ov-ě 	 samet-ově
samostatnější 	 sam-o-stat-n-ějš-í 	 sam-o-stat-n-ěj-š-í
schodech 	 s-chod-e-ch 	 s-chod-ech
scorpions 	 scorpion-s 	 scorpions
sebeničením 	 s-eb-e-ni-č-en-í-m 	 seb-e-nič-en-ím
sedláková 	 sedl-ák-ov-á 	 sed-l-ák-ov-á
sedmihradsku 	 sedmihradsk-u 	 sedm-i-hrad-sk-u
separátní 	 se-par-át-n-í 	 separ-át-n-í
sepnout 	 se-pn-ou-t 	 se-p-nou-t
seskupit 	 se-skup-i-t 	 se-s-kup-i-t
signalizovali 	 signal-iz-ova-l-i 	 sign-al-iz-ova-l-i
silence 	 silence 	 sil-en-c-e
sklapne 	 s-klap-n-e 	 s-klap-ne
skutečnosti 	 s-kut-eč-n-ost-i 	 skuteč-n-ost-i
skutečném 	 s-kut-eč-n-é-m 	 skuteč-n-ém
skáče 	 skáč-e 	 s-káč-e
skříní 	 skřín-í 	 s-křín-í
skřípět 	 skříp-ě-t 	 s-kříp-ě-t
skříňce 	 skříň-c-e 	 s-kříň-c-e
slovensko 	 sloven-sk-o 	 slov-en-sk-o
slovným 	 slov-n-ý-m 	 slov-n-ým
smetanový 	 smetan-ov-ý 	 s-metan-ov-ý
smrtelném 	 s-mr-tel-n-é-m 	 s-mr-teln-ém
smrtelnému 	 s-mr-tel-n-é-mu 	 s-mr-teln-ému
smyslových 	 s-mysl-ov-ý-ch 	 s-mysl-ov-ých
smésti 	 s-mést-i 	 s-més-ti
směl 	 smě-l 	 sm-ě-l
směrem 	 s-měr-e-m 	 s-měr-em
směšný 	 směš-n-ý 	 s-měš-n-ý
snahami 	 snah-a-m-i 	 snah-ami
sobě 	 s-ob-ě 	 sob-ě
solarmax 	 solar-max 	 solarmax
solidnost 	 solid-n-ost 	 s-olid-n-ost
solidní 	 solid-n-í 	 s-olid-n-í
solidních 	 solid-n-í-ch 	 solid-n-ích
sonduje 	 sond-uje 	 s-ond-uje
