absolventi 	 ab-solv-ent-i 	 absolvent-i
organismus 	 organismus 	 organ-ism-us
organizují 	 organ-iz-u-j-í 	 organ-iz-uj-í
orlik 	 orl-ik 	 orlik
osobu 	 o-sob-u 	 osob-u
ospalost 	 o-sp-a-l-ost 	 o-spa-l-ost
ostatních 	 o-stat-n-í-ch 	 o-stat-n-ích
osudem 	 o-sud-e-m 	 o-sud-em
osudně 	 osud-n-ě 	 o-sud-n-ě
osvědčují 	 o-s-věd-č-u-j-í 	 o-svěd-č-uj-í
oxfordského 	 oxford-sk-é-ho 	 oxford-sk-ého
pacientovi 	 pac-i-ent-ovi 	 pacient-ovi
padesátku 	 pade-sát-k-u 	 pa-desát-k-u
panenka 	 pan-en-k-a 	 pan-enk-a
paničko 	 pan-ič-k-o 	 pan-ičk-o
pekárenských 	 pek-ár-en-sk-ých 	 pekár-en-sk-ých
petynce 	 pety-n-c-e 	 pet-ync-e
pil 	 pi-l 	 pil
pilují 	 pil-u-j-í 	 pil-uj-í
pitomej 	 pitom-ej 	 pito-mej
placení 	 plac-en-í 	 plac-e-n-í
plakáty 	 plakát-y 	 plak-át-y
planul 	 plan-u-l 	 pla-nu-l
plat 	 plat 	 pl-a-t
plačící 	 plač-í-c-í 	 plač-íc-í
pleteného 	 plet-en-é-ho 	 plet-en-ého
plodem 	 plod-e-m 	 plod-em
plukovník 	 pluk-ov-n-ík 	 pluk-ov-ník
podhrnout 	 pod-hrn-ou-t 	 pod-hr-nou-t
podobného 	 po-dob-n-é-ho 	 po-dob-n-ého
podvésti 	 pod-vést-i 	 pod-vés-ti
pohotovějším 	 po-hotov-ějš-ím 	 po-hot-ov-ěj-š-í-m
politických 	 polit-ic-k-ý-ch 	 polit-ic-k-ých
polska 	 pol-sk-a 	 polsk-a
poměrem 	 po-měr-e-m 	 po-měr-em
poplatník 	 po-plat-ník 	 po-plat-n-ík
poplatníka 	 po-plat-ník-a 	 po-plat-n-ík-a
poplatníky 	 po-plat-ník-y 	 po-plat-n-ík-y
poproduktivní 	 po-pro-duk-t-iv-n-í 	 po-pro-dukt-iv-n-í
porculánu 	 porculán-u 	 po-rcul-án-u
porovnání 	 po-rovn-ání 	 po-rov-n-á-n-í
porůsti 	 po-růst-i 	 po-růs-ti
posluchače 	 po-sluch-a-č-e 	 po-sluch-ač-e
posluchačů 	 po-sluch-a-č-ů 	 po-sluch-ač-ů
pouhém 	 pouh-é-m 	 pouh-ém
povyrůsti 	 po-vy-růst-i 	 po-vy-růs-ti
povzbudivé 	 po-vz-bud-i-v-é 	 po-vz-bud-iv-é
pošlete 	 po-šl-e-te 	 po-šl-e-t-e
pragokoncertu 	 prag-o-koncert-u 	 prag-o-konc-ert-u
praktickým 	 prakt-ic-k-ý-m 	 prakt-ic-k-ým
praktikantům 	 prakt-ik-ant-ům 	 prakt-ikant-ům
pramene 	 pramen-e 	 pra-men-e
projednáním 	 pro-jed-n-án-ím 	 pro-jedn-á-n-ím
proklásti 	 pro-klást-i 	 pro-klás-ti
promnout 	 pro-mn-ou-t 	 pro-m-nou-t
propagace 	 propag-ac-e 	 pro-pag-ac-e
prostějovsko 	 prostějov-sk-o 	 prostěj-ov-sk-o
prostějově 	 prostějov-ě 	 pro-stěj-ov-ě
protisluneční 	 proti-slun-eč-n-í 	 pro-tislun-eč-n-í
provincií 	 provinc-i-í 	 pro-vinc-i-í
provádějí 	 pro-vád-ěj-í 	 pro-vád-ě-j-í
pročež 	 pro-č-e-ž 	 pro-č-ež
prstíčky 	 prst-íč-k-y 	 prst-íčk-y
právem 	 práv-e-m 	 práv-em
psacím 	 ps-a-c-í-m 	 ps-a-c-ím
psaním 	 ps-a-n-í-m 	 ps-a-n-ím
psychologistickou 	 psycho-log-ist-ic-k-ou 	 psych-o-log-ist-ic-k-ou
psům 	 ps-ů-m 	 ps-ům
ptejme 	 pt-ej-me 	 ptej-me
publicita 	 public-it-a 	 publicit-a
purple 	 purple 	 purp-l-e
pučálka 	 pučálk-a 	 puč-ál-k-a
pzt 	 p-z-t 	 pzt
pánové 	 pán-ové 	 pán-ov-é
pápěrka 	 pá-pěr-k-a 	 pápěr-k-a
píti 	 pít-i 	 pí-ti
pódiem 	 pódi-em 	 pód-i-em
pódiu 	 pódi-u 	 pód-i-u
pódium 	 pódi-um 	 pód-i-um
pěkném 	 pěkn-é-m 	 pěkn-ém
pěst 	 pěst 	 pěs-t
pětistovkou 	 pět-i-st-ovk-ou 	 pět-ist-ov-k-ou
předcházejí 	 před-cház-e-j-í 	 před-cház-ej-í
předepsanou 	 přede-ps-a-n-ou 	 přede-psa-n-ou
předobjednávání 	 před-ob-jedn-á-v-á-n-í 	 před-objedná-v-á-n-í
předprodeje 	 před-pro-d-ej-e 	 před-prodej-e
předrahá 	 pře-drah-á 	 předrah-á
předsedům 	 před-sed-ů-m 	 před-sed-ům
předstihujícím 	 před-stih-uj-í-c-í-m 	 před-stih-uj-íc-ím
předvýrobní 	 před-vý-rob-n-í 	 před-výrob-n-í
přejímce 	 pře-j-í-m-c-e 	 pře-jím-c-e
přemýšlivější 	 pře-mýšl-iv-ějš-í 	 pře-mýšl-iv-ěj-š-í
přepnout 	 pře-pn-ou-t 	 pře-p-nou-t
připluje 	 při-plu-je 	 při-pl-uje
připomenout 	 při-po-men-ou-t 	 při-pome-nou-t
přizpůsobivosti 	 při-z-pů-sob-i-v-ost-i 	 při-z-pů-sob-i-v-osti
přišinout 	 při-šin-ou-t 	 při-ši-nou-t
přímém 	 přím-é-m 	 přím-ém
přítomném 	 pří-t-o-m-n-é-m 	 pří-t-o-m-n-ém
přítomnými 	 pří-t-o-m-n-ý-m-i 	 pří-t-o-m-n-ými
příštího 	 příšt-í-ho 	 příšt-ího
příštím 	 příšt-ím 	 příšt-í-m
pšenka 	 pšen-k-a 	 pš-en-k-a
québec 	 québec 	 québ-ec
rallye 	 rallye 	 rally-e
regentíkův 	 regent-ík-ův 	 regentík-ův
rejstříku 	 rejstřík-u 	 rejstř-ík-u
reklamace 	 reklam-ac-e 	 re-klam-ac-e
rektorem 	 rekt-or-em 	 rektor-em
reportáž 	 re-port-áž 	 report-áž
revolucí 	 revol-uc-í 	 re-vol-uc-í
rider 	 rid-er 	 rider
rivalové 	 rival-ové 	 rival-ov-é
rolničit 	 rol-n-ič-i-t 	 rol-nič-i-t
roxby 	 roxby 	 rox-b-y
rozhrnula 	 roz-hrn-u-l-a 	 roz-hr-nu-l-a
rozkošným 	 roz-koš-n-ý-m 	 roz-koš-n-ým
rozpočísti 	 roz-po-číst-i 	 roz-po-čís-ti
rozprodávat 	 roz-pro-d-á-v-a-t 	 roz-prod-á-v-a-t
rozumových 	 roz-um-ov-ý-ch 	 roz-um-ov-ých
rozutíkat 	 roz-utík-a-t 	 roz-u-tík-a-t
rupií 	 rupi-í 	 rup-i-í
ruské 	 rus-k-é 	 rusk-é
rázem 	 ráz-e-m 	 ráz-em
různými 	 různ-ý-m-i 	 různ-ými
samostatnější 	 sam-o-stat-n-ějš-í 	 sam-o-stat-n-ěj-š-í
schodech 	 s-chod-e-ch 	 s-chod-ech
scorpions 	 scorpion-s 	 scorpions
sebelepší 	 seb-e-lep-š-í 	 seb-elep-š-í
sebeničením 	 s-eb-e-ni-č-en-í-m 	 seb-e-nič-en-ím
sebevíce 	 seb-e-víc-e 	 seb-e-více
sedláková 	 sedl-ák-ov-á 	 sed-lák-ov-á
sedmihradsku 	 sedmihradsk-u 	 sedm-i-hrad-sk-u
separátní 	 se-par-át-n-í 	 separát-n-í
sepnout 	 se-pn-ou-t 	 se-p-nou-t
signalizovali 	 signal-iz-ova-l-i 	 sign-al-iz-ova-l-i
silence 	 silence 	 sil-en-c-e
skutečnosti 	 s-kut-eč-n-ost-i 	 skuteč-n-ost-i
skutečném 	 s-kut-eč-n-é-m 	 skuteč-n-ém
slovensko 	 sloven-sk-o 	 slov-en-sk-o
slovným 	 slov-n-ý-m 	 slov-n-ým
smrtelném 	 s-mr-tel-n-é-m 	 s-mr-teln-ém
smrtelnému 	 s-mr-tel-n-é-mu 	 s-mr-teln-ému
smyslových 	 s-mysl-ov-ý-ch 	 s-mysl-ov-ých
smésti 	 s-mést-i 	 s-més-ti
směrem 	 s-měr-e-m 	 s-měr-em
snahami 	 snah-a-m-i 	 snah-ami
solarmax 	 solar-max 	 solarmax
solidních 	 solid-n-í-ch 	 solid-n-ích
sonduje 	 sond-uje 	 sonduje
sotva 	 sotva 	 sotv-a
souboj 	 sou-boj 	 souboj
soukromník 	 sou-krom-ník 	 sou-krom-n-ík
sousedního 	 sou-sed-n-í-ho 	 sou-sed-n-ího
specifickým 	 speci-fic-k-ý-m 	 speci-fic-k-ým
speciál 	 speci-ál 	 speciál
spekulantem 	 spek-ul-ant-e-m 	 spek-ul-ant-em
spojkami 	 s-poj-k-a-m-i 	 s-poj-k-ami
spokojíte 	 s-pokoj-í-te 	 s-po-koj-í-te
spolupůsobit 	 spol-u-působ-i-t 	 spol-u-pů-sob-i-t
sponzorsky 	 sponzor-sk-y 	 sponz-or-sk-y
stanovit 	 stan-ov-i-t 	 stanov-i-t
starožitných 	 star-o-ži-t-n-ých 	 star-o-žit-n-ých
starých 	 star-ý-ch 	 star-ých
stavení 	 sta-v-en-í 	 stav-en-í
stejném 	 stej-n-é-m 	 stejn-ém
stojaté 	 stoj-at-é 	 s-toj-a-t-é
stokorunovou 	 st-o-korun-ov-ou 	 stokorun-ov-ou
století 	 st-o-let-í 	 stolet-í
stones 	 stone-s 	 stones
strahov 	 strahov 	 strah-ov
strahova 	 strahov-a 	 strah-ov-a
strahově 	 strahov-ě 	 strah-ov-ě
strašnicích 	 strašnic-í-ch 	 straš-nic-ích
strnutí 	 s-trn-u-t-í 	 s-tr-nu-t-í
strojírenské 	 stroj-íren-sk-é 	 strojíren-sk-é
studiích 	 stud-i-í-ch 	 stud-i-ích
stěžovatel 	 stěž-ova-tel 	 s-těž-ova-tel
střechách 	 střech-á-ch 	 střech-ách
stříbrolesklého 	 stříbr-o-lesk-l-é-ho 	 stříbr-o-lesk-l-ého
supraphon 	 supra-phon 	 supraphon
svalovou 	 sval-ov-ou 	 s-val-ov-ou
svrtět 	 s-vrt-ě-t 	 svrt-ě-t
svědomím 	 s-věd-om-í-m 	 s-věd-om-ím
světelné 	 svět-el-n-é 	 svět-eln-é
světelných 	 svět-el-n-ých 	 svět-eln-ých
systémem 	 systém-e-m 	 systém-em
tajemství 	 taj-em-stv-í 	 tajem-stv-í
takzvaném 	 tak-zv-a-n-é-m 	 tak-zv-a-n-ém
tati 	 tat-i 	 t-a-ti
telefonního 	 tele-fon-n-í-ho 	 tele-fon-n-ího
televize 	 televize 	 tel-eviz-e
tendenci 	 tend-enc-i 	 tendenci
tenounkým 	 ten-oun-k-ý-m 	 ten-ounk-ým
tesklivých 	 tesk-l-iv-ý-ch 	 tesk-liv-ých
tetička 	 tet-ič-k-a 	 tet-ičk-a
textil 	 textil 	 text-i-l
tikem 	 tik-e-m 	 tik-em
tkalcovnictví 	 tka-lc-ovnic-tv-í 	 tk-a-l-c-ov-nic-tv-í
tlapkách 	 tlap-k-á-ch 	 tlap-k-ách
tomáš 	 tomáš 	 t-om-á-š
treperendo 	 treper-end-o 	 trep-erend-o
tržním 	 trž-n-ím 	 trž-n-í-m
turbovrtulových 	 turbo-vrt-ul-ov-ých 	 turbovrtul-ov-ých
turné 	 turné 	 turn-é
tužba 	 tuž-b-a 	 tuž-ba
tvrzeními 	 tvrz-en-í-m-i 	 tvrz-en-ími
tzv 	 t-z-v 	 tzv
téhož 	 t-é-ho-ž 	 t-ého-ž
tímto 	 t-í-m-t-o 	 t-ím-t-o
týdeníku 	 týden-ík-u 	 týd-en-ík-u
těmi 	 t-ě-m-i 	 t-ěmi
třemi 	 tř-e-m-i 	 tř-emi
třetím 	 tř-e-t-í-m 	 tř-et-í-m
třineckých 	 třinec-k-ých 	 tř-i-nec-k-ých
ukazuju 	 u-kaz-u-j-u 	 u-kaz-uj-u
ukrutným 	 u-krut-n-ý-m 	 u-krut-n-ým
ulici 	 ul-ic-i 	 ulic-i
uloženými 	 u-lož-en-ý-m-i 	 u-lož-en-ými
umožnilo 	 u-možn-i-l-o 	 u-mož-n-i-l-o
umožnily 	 u-možn-i-l-y 	 u-mož-n-i-l-y
uměle 	 u-m-ě-l-e 	 um-ě-l-e
umělostech 	 u-m-ě-l-ost-e-ch 	 um-ě-l-ost-ech
urgencích 	 urgenc-ích 	 urg-enc-ích
určitě 	 urč-it-ě 	 u-rč-i-t-ě
usd 	 u-s-d 	 u-sd
uskutečnily 	 u-s-kut-eč-n-i-l-y 	 u-skuteč-n-i-l-y
ustrnule 	 u-s-trn-u-l-e 	 u-s-tr-nu-l-e
uzpůsobit 	 u-z-působ-i-t 	 u-z-pů-sob-i-t
užitečné 	 u-žit-eč-n-é 	 u-ži-t-eč-n-é
uživit 	 u-živ-i-t 	 u-ži-v-i-t
vanka 	 van-k-a 	 vank-a
velkého 	 vel-k-é-ho 	 vel-k-ého
velvyslanectví 	 vel-vy-sl-a-n-ec-tv-í 	 velvy-sla-nec-tv-í
ventures 	 venture-s 	 ventur-es
vezmou 	 vez-m-ou 	 vez-mou
veřejně 	 veř-ej-n-ě 	 veřej-n-ě
veškerým 	 veš-k-er-ý-m 	 veš-k-er-ým
vinohradského 	 vinohrad-sk-é-ho 	 vinohrad-sk-ého
virile 	 virile 	 viril-e
vlastního 	 vlast-n-í-ho 	 vlast-n-ího
vnitřnostech 	 v-nitř-n-ost-e-ch 	 v-nitř-n-ost-ech
vodolově 	 vodolov-ě 	 vodol-ov-ě
vodotiskem 	 vod-o-tisk-em 	 vod-otisk-em
