absolventi 	 ab-solv-ent-i 	 absolvent-i
limit 	 limit 	 lim-i-t
loupežníkem 	 loup-ež-n-ík-e-m 	 loup-ež-n-ík-em
ltd 	 l-t-d 	 ltd
luděk 	 luděk 	 lud-ěk
lukách 	 luk-á-ch 	 luk-ách
lékařem 	 lék-ař-e-m 	 lék-ař-em
lékem 	 lék-e-m 	 lék-em
maiden 	 maid-en 	 maiden
maličkosti 	 mal-ič-k-ost-i 	 mal-ičk-ost-i
maličký 	 mal-ič-k-ý 	 mal-ičk-ý
malkovského 	 malkovsk-ého 	 malkov-sk-ého
manager 	 manag-er 	 manager
manažerovi 	 manažer-ovi 	 manaž-er-ovi
manýrám 	 manýr-á-m 	 manýr-ám
mariánských 	 mari-án-sk-ých 	 marián-sk-ých
materialisty 	 mater-i-al-ist-y 	 materi-al-ist-y
materiálové 	 materi-ál-ov-é 	 materiál-ov-é
materiálu 	 mater-i-ál-u 	 materiál-u
metafyzických 	 meta-fyz-ic-k-ý-ch 	 meta-fyz-ic-k-ých
metodologicky 	 metodo-log-ic-k-y 	 metod-o-log-ick-y
mezitím 	 mezi-t-ím 	 mezit-ím
meziříčí 	 mezi-říč-í 	 meziříč-í
mil 	 mil 	 mi-l
miliarda 	 miliard-a 	 mili-ard-a
milostpane 	 mil-ost-pan-e 	 mil-ostpa-n-e
minulý 	 min-ul-ý 	 mi-nu-l-ý
mladého 	 mlad-é-ho 	 mlad-ého
moderního 	 modern-í-ho 	 modern-ího
monopolu 	 mon-o-pol-u 	 mono-pol-u
motorlet 	 motor-let 	 motorl-e-t
motorletu 	 motor-let-u 	 motorl-et-u
možnostech 	 možn-ost-ech 	 mož-n-ost-ech
mužského 	 muž-sk-é-ho 	 muž-sk-ého
médií 	 médi-í 	 méd-i-í
mésti 	 mést-i 	 més-ti
mých 	 m-ý-ch 	 m-ých
měli 	 mě-l-i 	 m-ě-l-i
měřítka 	 měř-í-tk-a 	 měř-í-t-k-a
měřítku 	 měř-í-tk-u 	 měř-ít-k-u
mřížovec 	 mříž-ov-ec 	 mříž-ovec
nadindividuálního 	 nad-in-divid-u-ál-n-í-ho 	 nad-in-divid-u-ál-n-ího
nadějemi 	 na-děj-e-m-i 	 na-dějemi
nadřaděného 	 nad-řad-ěn-é-ho 	 nad-řad-ěn-ého
nadšení 	 na-dš-en-í 	 nadš-en-í
nadšením 	 na-dš-en-í-m 	 nad-š-en-ím
namésti 	 na-mést-i 	 na-més-ti
nebrání 	 ne-brán-í 	 ne-br-á-n-í
nedefinovatelné 	 ne-de-fin-ova-teln-é 	 nede-fin-ova-teln-é
nejaktivnější 	 nej-akt-iv-n-ějš-í 	 ne-jakt-iv-n-ěj-š-í
nejcitlivějším 	 nej-cit-liv-ějš-ím 	 nej-cit-l-iv-ěj-š-ím
nejdivočejší 	 nej-div-oč-ej-š-í 	 nej-div-oč-ejš-í
nejkrásnějších 	 nej-krás-n-ěj-š-í-ch 	 nej-krás-n-ěj-š-ích
nejsladšího 	 nej-slad-š-í-ho 	 nej-slad-š-ího
nejvzdálenější 	 nej-vz-dál-e-n-ěj-š-í 	 nej-vzdál-en-ějš-í
nejzřetelněji 	 nej-zř-e-tel-n-ěji 	 nej-zř-e-teln-ěji
nejčastějších 	 nej-čast-ěj-š-í-ch 	 nej-čast-ěj-š-ích
nekvete 	 ne-kvet-e 	 ne-kv-e-te
nemálo 	 ne-mál-o 	 ne-m-á-l-o
neodpovídající 	 ne-od-po-víd-aj-íc-í 	 ne-od-povíd-aj-íc-í
nepotřebujete 	 ne-po-třeb-u-j-e-te 	 ne-po-třeb-uje-te
nepředepisují 	 ne-přede-pis-uj-í 	 ne-pře-depis-uj-í
nepředpokládám 	 ne-před-po-klád-á-m 	 ne-před-poklád-ám
nepřidává 	 ne-při-d-á-v-á 	 ne-přid-á-v-á
neumožňuje 	 ne-u-možň-uje 	 ne-u-mož-ň-uje
nezaměstnanosti 	 ne-za-měst-n-an-ost-i 	 ne-za-měst-n-an-osti
nezačínej 	 ne-za-č-ín-ej 	 ne-za-čín-ej
neznámého 	 ne-zn-á-m-é-ho 	 ne-zn-á-m-ého
neztratitelnost 	 ne-z-trat-i-tel-n-ost 	 ne-z-trat-i-teln-ost
nitěných 	 nit-ěn-ý-ch 	 nit-ěn-ých
norem 	 norem 	 nor-em
nosem 	 nos-e-m 	 nos-em
novinám 	 nov-in-á-m 	 nov-in-ám
nykláku 	 nyklák-u 	 ny-klák-u
nymburka 	 nymburk-a 	 ny-mbur-k-a
nábytek 	 ná-by-tek 	 ná-byt-ek
náramného 	 ná-ram-n-é-ho 	 ná-ram-n-ého
nás 	 n-á-s 	 nás
nějakém 	 ně-jak-é-m 	 ně-jak-ém
něm 	 n-ě-m 	 n-ěm
obcích 	 obc-ích 	 ob-c-ích
obepnout 	 obe-pn-ou-t 	 obe-p-nou-t
objektem 	 ob-jekt-e-m 	 ob-jekt-em
oblažit 	 o-blaž-i-t 	 ob-laž-i-t
obor 	 o-bor 	 ob-or
obydlet 	 o-bydl-e-t 	 obydl-e-t
obzvlášť 	 ob-zvlášť 	 ob-z-vlášť
odbytové 	 od-by-t-ov-é 	 od-byt-ov-é
odečte 	 ode-čt-e 	 odeč-te
odlévání 	 od-lév-á-n-í 	 od-lé-v-á-n-í
odmésti 	 od-mést-i 	 od-més-ti
odst 	 od-st 	 odst
ohořelému 	 o-hoř-e-l-é-mu 	 o-hoř-e-l-ému
ohřebelcovat 	 o-hřeb-el-c-ova-t 	 o-hřeb-elc-ova-t
okamžitě 	 ok-a-mžit-ě 	 ok-amž-it-ě
olšanech 	 olšan-e-ch 	 olšan-ech
omegou 	 omeg-ou 	 o-meg-ou
opačném 	 o-pač-n-é-m 	 o-pač-n-ém
oplésti 	 o-plést-i 	 o-plés-ti
opovažuješ 	 o-po-važ-u-j-e-š 	 o-po-važ-uje-š
orchestrem 	 orchestr-e-m 	 orchestr-em
organismus 	 organismus 	 organ-ism-us
organizují 	 organ-iz-u-j-í 	 organ-iz-uj-í
orlik 	 orl-ik 	 orlik
osobu 	 o-sob-u 	 osob-u
ospalost 	 o-sp-a-l-ost 	 o-spa-l-ost
ostatních 	 o-stat-n-í-ch 	 o-stat-n-ích
osudem 	 o-sud-e-m 	 o-sud-em
osvědčují 	 o-s-věd-č-u-j-í 	 o-svěd-č-uj-í
oxfordského 	 oxford-sk-é-ho 	 oxford-sk-ého
pacientovi 	 pac-i-ent-ovi 	 pacient-ovi
padesát 	 pa-desát 	 pa-desá-t
padesátku 	 pade-sát-k-u 	 pa-desát-k-u
paničko 	 pan-ič-k-o 	 pan-ičk-o
pavouček 	 pavouč-ek 	 pavouček
pekárenských 	 pek-ár-en-sk-ých 	 pek-áren-sk-ých
perly 	 perl-y 	 per-l-y
perutková 	 perut-k-ov-á 	 perutk-ov-á
petynce 	 pety-n-c-e 	 petyn-c-e
pilují 	 pil-u-j-í 	 pil-uj-í
planul 	 plan-u-l 	 pla-nu-l
plat 	 plat 	 pl-at
plačící 	 plač-í-c-í 	 plač-íc-í
pleteného 	 plet-en-é-ho 	 plet-en-ého
plodem 	 plod-e-m 	 plod-em
plukovník 	 pluk-ov-n-ík 	 pluk-ov-ník
podhrnout 	 pod-hrn-ou-t 	 pod-hr-nou-t
podnikám 	 pod-nik-á-m 	 pod-nik-ám
podobného 	 po-dob-n-é-ho 	 po-dob-n-ého
podvésti 	 pod-vést-i 	 pod-vés-ti
pohotovějším 	 po-hotov-ějš-ím 	 po-hot-ov-ěj-š-í-m
politických 	 polit-ic-k-ý-ch 	 polit-ic-k-ých
polska 	 pol-sk-a 	 polsk-a
poměrem 	 po-měr-e-m 	 po-měr-em
poplatník 	 po-plat-ník 	 po-plat-n-ík
poplatníka 	 po-plat-ník-a 	 po-plat-n-ík-a
poplatníky 	 po-plat-ník-y 	 po-plat-n-ík-y
poproduktivní 	 po-pro-duk-t-iv-n-í 	 po-pro-dukt-iv-n-í
porculánu 	 porculán-u 	 porcul-án-u
porovnání 	 po-rovn-ání 	 po-rovn-á-n-í
porůsti 	 po-růst-i 	 po-růs-ti
posluchače 	 po-sluch-a-č-e 	 po-sluch-ač-e
posluchačů 	 po-sluch-a-č-ů 	 po-sluch-ač-ů
pouhém 	 pouh-é-m 	 pouh-ém
povyrůsti 	 po-vy-růst-i 	 po-vy-růs-ti
povzbudivé 	 po-vz-bud-i-v-é 	 po-vz-bud-iv-é
pošlete 	 po-šl-e-te 	 po-šle-t-e
pragokoncertu 	 prag-o-koncert-u 	 prago-koncert-u
prajzler 	 prajzler 	 prajz-ler
praktickým 	 prakt-ic-k-ý-m 	 prakt-ic-k-ým
pramene 	 pramen-e 	 pra-men-e
projednáním 	 pro-jed-n-án-ím 	 pro-jedn-á-n-ím
proklásti 	 pro-klást-i 	 pro-klás-ti
prokormidlovavší 	 pro-kormidl-ova-vš-í 	 pro-kormidlovavš-í
promnout 	 pro-mn-ou-t 	 pro-m-nou-t
propagace 	 propag-ac-e 	 pro-pag-ac-e
prosimás 	 prosimás 	 prosim-ás
prostějovsko 	 prostějov-sk-o 	 prost-ěj-ov-sk-o
prostějově 	 prostějov-ě 	 prostěj-ov-ě
protisluneční 	 proti-slun-eč-n-í 	 pro-tislun-eč-n-í
provincií 	 provinc-i-í 	 pro-vinc-i-í
pročež 	 pro-č-e-ž 	 pro-č-ež
prstíčky 	 prst-íč-k-y 	 prst-íčk-y
právem 	 práv-e-m 	 práv-em
psacím 	 ps-a-c-í-m 	 ps-a-c-ím
psaním 	 ps-a-n-í-m 	 ps-a-n-ím
psychologistickou 	 psycho-log-ist-ic-k-ou 	 psych-o-log-ist-ic-k-ou
psům 	 ps-ů-m 	 ps-ům
ptejme 	 pt-ej-me 	 ptej-me
purple 	 purple 	 purp-l-e
pučálka 	 pučálk-a 	 puč-ál-k-a
pzt 	 p-z-t 	 pzt
pánové 	 pán-ové 	 pán-ov-é
pápěrka 	 pá-pěr-k-a 	 páp-ěr-k-a
píti 	 pít-i 	 píti
pěkném 	 pěkn-é-m 	 pěkn-ém
pěst 	 pěst 	 pěs-t
pětistovkou 	 pět-i-st-ovk-ou 	 pět-ist-ovk-ou
předcházejí 	 před-cház-e-j-í 	 před-cház-ej-í
předobjednávání 	 před-ob-jedn-á-v-á-n-í 	 před-objedn-á-v-á-n-í
předprodeje 	 před-pro-d-ej-e 	 před-prodeje
předsedům 	 před-sed-ů-m 	 před-sed-ům
předstihujícím 	 před-stih-uj-í-c-í-m 	 před-stih-uj-íc-ím
předvýrobní 	 před-vý-rob-n-í 	 před-výrob-n-í
přejímce 	 pře-j-í-m-c-e 	 pře-jím-c-e
přemýšlivější 	 pře-mýšl-iv-ějš-í 	 pře-mýšl-i-v-ěj-š-í
přepnout 	 pře-pn-ou-t 	 pře-p-nou-t
připluje 	 při-plu-je 	 při-pluje
připomenout 	 při-po-men-ou-t 	 při-pome-nou-t
přizpůsobivosti 	 při-z-pů-sob-i-v-ost-i 	 při-z-pů-sob-i-v-osti
přišinout 	 při-šin-ou-t 	 při-ši-nou-t
přímém 	 přím-é-m 	 přím-ém
přítomny 	 pří-t-o-m-n-y 	 pří-t-om-n-y
přítomném 	 pří-t-o-m-n-é-m 	 pří-t-om-n-ém
přítomnými 	 pří-t-o-m-n-ý-m-i 	 pří-t-om-n-ými
přízemí 	 pří-zem-í 	 přízem-í
příštího 	 příšt-í-ho 	 příšt-ího
příštím 	 příšt-ím 	 příšt-í-m
pšenka 	 pšen-k-a 	 pšenk-a
québec 	 québec 	 québ-ec
radomír 	 radomír 	 rad-o-mír
raději 	 rad-ěji 	 raději
redakční 	 redakč-n-í 	 red-akč-n-í
rejstříku 	 rejstřík-u 	 rejstř-ík-u
rektorem 	 rekt-or-em 	 rektor-em
repeal 	 repeal 	 repea-l
revolucí 	 revol-uc-í 	 revoluc-í
rider 	 rid-er 	 rider
rivalové 	 rival-ové 	 rival-ov-é
rolničit 	 rol-n-ič-i-t 	 rol-nič-i-t
roxby 	 roxby 	 rox-b-y
rozdíly 	 roz-díl-y 	 roz-dí-l-y
rozesílán 	 roze-síl-á-n 	 roze-síl-án
rozhrnula 	 roz-hrn-u-l-a 	 roz-hr-nu-l-a
rozkošným 	 roz-koš-n-ý-m 	 roz-koš-n-ým
rozpočísti 	 roz-po-číst-i 	 roz-po-čís-ti
rozprodávat 	 roz-pro-d-á-v-a-t 	 roz-prod-á-v-a-t
rozumových 	 roz-um-ov-ý-ch 	 roz-um-ov-ých
rozutíkat 	 roz-utík-a-t 	 roz-u-tík-a-t
rupií 	 rupi-í 	 rup-i-í
rázem 	 ráz-e-m 	 ráz-em
rázná 	 ráz-n-á 	 rázn-á
různými 	 různ-ý-m-i 	 různ-ými
samostatnější 	 sam-o-stat-n-ějš-í 	 sam-o-stat-n-ěj-š-í
samozřejmá 	 sam-o-zř-ejm-á 	 sam-o-zř-ej-m-á
schodech 	 s-chod-e-ch 	 s-chod-ech
scorpions 	 scorpion-s 	 s-corpions
sebeničením 	 s-eb-e-ni-č-en-í-m 	 seb-e-nič-en-ím
sedláková 	 sedl-ák-ov-á 	 sed-l-ák-ov-á
sedmihradsku 	 sedmihradsk-u 	 sedm-i-hrad-sk-u
sedmé 	 sedm-é 	 sed-m-é
separátní 	 se-par-át-n-í 	 separát-n-í
sepnout 	 se-pn-ou-t 	 se-p-nou-t
signalizovali 	 signal-iz-ova-l-i 	 sign-al-iz-ova-l-i
silence 	 silence 	 sil-en-c-e
skutečnosti 	 s-kut-eč-n-ost-i 	 skuteč-n-ost-i
skutečném 	 s-kut-eč-n-é-m 	 skuteč-n-ém
slovensko 	 sloven-sk-o 	 slov-en-sk-o
slovným 	 slov-n-ý-m 	 slov-n-ým
smrtelném 	 s-mr-tel-n-é-m 	 s-mr-teln-ém
smrtelnému 	 s-mr-tel-n-é-mu 	 s-mr-teln-ému
smyslových 	 s-mysl-ov-ý-ch 	 s-mysl-ov-ých
smésti 	 s-mést-i 	 s-més-ti
směrem 	 s-měr-e-m 	 s-měr-em
snahami 	 snah-a-m-i 	 snah-ami
solarmax 	 solar-max 	 solarmax
solidních 	 solid-n-í-ch 	 solid-n-ích
sotva 	 sotva 	 sotv-a
sousedního 	 sou-sed-n-í-ho 	 sou-sed-n-ího
specifickým 	 speci-fic-k-ý-m 	 speci-fic-k-ým
spekulantem 	 spek-ul-ant-e-m 	 spek-ul-ant-em
spojkami 	 s-poj-k-a-m-i 	 s-poj-k-ami
spokojíte 	 s-pokoj-í-te 	 s-po-koj-í-te
sponzorsky 	 sponzor-sk-y 	 sponz-or-sk-y
stagnuje 	 stagn-uje 	 stagnuje
stanovit 	 stan-ov-i-t 	 stanov-i-t
starožitných 	 star-o-ži-t-n-ých 	 star-o-žit-n-ých
starých 	 star-ý-ch 	 star-ých
stavení 	 sta-v-en-í 	 stav-en-í
stejném 	 stej-n-é-m 	 stejn-ém
stojaté 	 stoj-at-é 	 stoj-a-t-é
stokorunovou 	 st-o-korun-ov-ou 	 stokorun-ov-ou
století 	 st-o-let-í 	 stol-e-t-í
stones 	 stone-s 	 ston-es
stovkou 	 st-ovk-ou 	 st-ov-k-ou
stovku 	 st-ovk-u 	 st-ov-k-u
strahov 	 strahov 	 strah-ov
strahova 	 strahov-a 	 strah-ov-a
strahově 	 strahov-ě 	 strah-ov-ě
strašnicích 	 strašnic-í-ch 	 straš-nic-ích
strnutí 	 s-trn-u-t-í 	 s-tr-nu-t-í
studijní 	 stud-ij-n-í 	 studij-n-í
studiích 	 stud-i-í-ch 	 stud-i-ích
stálý 	 stál-ý 	 stá-l-ý
stěžovatel 	 stěž-ova-tel 	 s-těž-ova-tel
střechách 	 střech-á-ch 	 střech-ách
stříbrolesklého 	 stříbr-o-lesk-l-é-ho 	 stříbr-o-lesk-l-ého
superdobrý 	 super-dobr-ý 	 superdobr-ý
supraphon 	 supra-phon 	 su-praphon
svrtět 	 s-vrt-ě-t 	 svrt-ě-t
svát 	 s-vá-t 	 svá-t
svědomím 	 s-věd-om-í-m 	 svěd-om-ím
světelné 	 svět-el-n-é 	 svět-eln-é
světelných 	 svět-el-n-ých 	 svět-eln-ých
systémem 	 systém-e-m 	 systém-em
takzvaném 	 tak-zv-a-n-é-m 	 tak-zv-a-n-ém
tati 	 tat-i 	 ta-ti
telefonního 	 tele-fon-n-í-ho 	 tele-fon-n-ího
televize 	 televize 	 tel-ev-iz-e
tendenci 	 tend-enc-i 	 tendenc-i
tenounkým 	 ten-oun-k-ý-m 	 ten-ounk-ým
tesklivých 	 tesk-l-iv-ý-ch 	 tesk-liv-ých
tetička 	 tet-ič-k-a 	 tet-ičk-a
textil 	 textil 	 text-i-l
thajska 	 thaj-sk-a 	 thajsk-a
tikem 	 tik-e-m 	 tik-em
tkalcovnictví 	 tka-lc-ovnic-tv-í 	 tk-a-l-c-ov-nic-tv-í
tlapkách 	 tlap-k-á-ch 	 tlap-k-ách
tomáš 	 tomáš 	 to-m-á-š
treperendo 	 treper-end-o 	 treperend-o
tržním 	 trž-n-ím 	 trž-n-í-m
turbovrtulových 	 turbo-vrt-ul-ov-ých 	 turbovrt-ul-ov-ých
turné 	 turné 	 turn-é
tvrzeními 	 tvrz-en-í-m-i 	 tvrz-en-ími
tzv 	 t-z-v 	 tz-v
téhož 	 t-é-ho-ž 	 t-ého-ž
tématu 	 tém-at-u 	 témat-u
tímto 	 t-í-m-t-o 	 t-ím-t-o
týdeníku 	 týden-ík-u 	 týd-en-ík-u
těmi 	 t-ě-m-i 	 t-ěmi
třemi 	 tř-e-m-i 	 tř-emi
třetím 	 tř-e-t-í-m 	 tř-et-ím
třineckých 	 třinec-k-ých 	 třin-ec-k-ých
ukazuju 	 u-kaz-u-j-u 	 u-kaz-uj-u
ukrutným 	 u-krut-n-ý-m 	 u-krut-n-ým
ulici 	 ul-ic-i 	 ulic-i
uloženými 	 u-lož-en-ý-m-i 	 u-lož-en-ými
umožnily 	 u-možn-i-l-y 	 u-mož-n-i-l-y
uměle 	 u-m-ě-l-e 	 um-ě-l-e
umělostech 	 u-m-ě-l-ost-e-ch 	 um-ě-l-ost-ech
univerzitního 	 uni-verz-it-n-ího 	 univerz-it-n-ího
urgenci 	 urg-enc-i 	 urgen-c-i
urgencích 	 urgenc-ích 	 urg-en-c-ích
urgovat 	 urg-ova-t 	 u-rg-ova-t
určitě 	 urč-it-ě 	 u-rč-it-ě
uskutečnily 	 u-s-kut-eč-n-i-l-y 	 u-skuteč-n-i-l-y
uspořádat 	 u-s-po-řád-a-t 	 u-spo-řád-a-t
ustrnule 	 u-s-trn-u-l-e 	 u-s-tr-nu-l-e
uzpůsobit 	 u-z-působ-i-t 	 u-z-pů-sob-i-t
uživit 	 u-živ-i-t 	 u-ži-v-i-t
vanka 	 van-k-a 	 vank-a
vaně 	 van-ě 	 vaně
velkého 	 vel-k-é-ho 	 vel-k-ého
velvyslanectví 	 vel-vy-sl-a-n-ec-tv-í 	 vel-v-y-sla-n-ec-tv-í
ventures 	 venture-s 	 ventures
vezmeš 	 vez-m-e-š 	 vez-me-š
vezmou 	 vez-m-ou 	 vez-mou
veřejně 	 veř-ej-n-ě 	 veřej-n-ě
veškerým 	 veš-k-er-ý-m 	 veš-k-er-ým
vinohradského 	 vinohrad-sk-é-ho 	 vino-hrad-sk-ého
virile 	 virile 	 viril-e
vizum 	 viz-um 	 vizum
vlastního 	 vlast-n-í-ho 	 vlast-n-ího
vnitřnostech 	 v-nitř-n-ost-e-ch 	 v-nitř-n-ost-ech
vobléknutelný 	 v-ob-lék-nu-teln-ý 	 vob-lék-nu-teln-ý
