absolventi 	 ab-solv-ent-i 	 absolvent-i
kopřivnická 	 kopřiv-n-ic-k-á 	 kopřivn-ic-k-á
korespondenčními 	 ko-re-spond-enč-n-ími 	 ko-re-spondenč-n-ími
kosmického 	 kosm-ic-k-é-ho 	 kosm-ic-k-ého
kostička 	 kost-ič-k-a 	 kost-ičk-a
koupací 	 koup-ac-í 	 koup-a-c-í
koupete 	 koup-e-te 	 koupe-te
koňských 	 koň-sk-ý-ch 	 koň-sk-ých
krakově 	 krakov-ě 	 krak-ov-ě
krumlesco 	 krumlesco 	 kruml-es-c-o
krumlova 	 krumlov-a 	 kruml-ov-a
krásným 	 krás-n-ý-m 	 krás-n-ým
kterého 	 kter-é-ho 	 kter-ého
kunovice 	 kun-ovic-e 	 kun-ov-ic-e
křivkami 	 křiv-k-a-m-i 	 křiv-k-ami
křídlem 	 kří-dl-e-m 	 křídl-em
kůzlátek 	 kůzl-át-ek 	 kůzl-átek
lavírovat 	 lav-ír-ova-t 	 lavír-ova-t
lehkým 	 leh-k-ý-m 	 leh-k-ým
lesním 	 les-n-ím 	 les-n-í-m
ležákem 	 lež-ák-em 	 ležák-em
lhostejnět 	 lhostej-n-ě-t 	 lh-ostej-n-ě-t
lidem 	 lid-e-m 	 lid-em
limit 	 limit 	 lim-i-t
loupežníkem 	 loup-ež-n-ík-e-m 	 loup-ež-n-ík-em
ltd 	 l-t-d 	 ltd
lukách 	 luk-á-ch 	 luk-ách
lékařem 	 lék-ař-e-m 	 lék-ař-em
lékem 	 lék-e-m 	 lék-em
lékárnám 	 lék-ár-n-ám 	 lék-ár-n-á-m
lístek 	 líst-ek 	 lís-t-ek
maiden 	 maid-en 	 maiden
maličkosti 	 mal-ič-k-ost-i 	 mal-ičk-ost-i
maličký 	 mal-ič-k-ý 	 mal-ičk-ý
malkovského 	 malkovsk-ého 	 malkov-sk-ého
manager 	 manag-er 	 manager
manažerovi 	 manažer-ovi 	 manaž-er-ovi
manýrám 	 manýr-á-m 	 manýr-ám
mariánských 	 mari-án-sk-ých 	 marián-sk-ých
masivní 	 mas-iv-n-í 	 masiv-n-í
materialisty 	 mater-i-al-ist-y 	 materi-al-ist-y
materiálové 	 materi-ál-ov-é 	 materiál-ov-é
materiálu 	 mater-i-ál-u 	 materi-ál-u
matrice 	 matr-ic-e 	 matric-e
metafyzických 	 meta-fyz-ic-k-ý-ch 	 meta-fyz-i-c-k-ých
metodologicky 	 metodo-log-ic-k-y 	 metod-o-log-ic-k-y
mezitím 	 mezi-t-ím 	 mezit-í-m
meziříčí 	 mezi-říč-í 	 meziř-íč-í
mečení 	 meč-e-n-í 	 meč-en-í
mil 	 mil 	 mi-l
miliarda 	 miliard-a 	 mili-ard-a
milionů 	 mili-on-ů 	 milion-ů
minulý 	 min-ul-ý 	 mi-nu-l-ý
mladého 	 mlad-é-ho 	 mlad-ého
mluvící 	 mluv-íc-í 	 mluvíc-í
mnichově 	 mnichov-ě 	 mnich-ov-ě
moderního 	 modern-í-ho 	 modern-ího
monopolu 	 mon-o-pol-u 	 mono-polu
monument 	 monument 	 monu-ment
motivací 	 motiv-ac-í 	 motiv-a-c-í
motorlet 	 motor-let 	 motorl-e-t
motorletu 	 motor-let-u 	 motorlet-u
možnostech 	 možn-ost-ech 	 mož-n-ost-ech
mužského 	 muž-sk-é-ho 	 muž-sk-ého
mávne 	 máv-n-e 	 máv-ne
médií 	 médi-í 	 méd-i-í
mésti 	 mést-i 	 més-ti
mých 	 m-ý-ch 	 mých
měli 	 mě-l-i 	 m-ě-l-i
měřítka 	 měř-í-tk-a 	 měř-ít-k-a
měřítku 	 měř-í-tk-u 	 měřít-k-u
nabitý 	 na-bi-t-ý 	 na-bit-ý
nabízených 	 na-bíz-en-ých 	 na-bíz-ených
nadindividuálního 	 nad-in-divid-u-ál-n-í-ho 	 nad-in-divid-u-ál-n-ího
nadějemi 	 na-děj-e-m-i 	 na-děj-emi
nadřaděného 	 nad-řad-ěn-é-ho 	 nad-řad-ěn-ého
nadšení 	 na-dš-en-í 	 nad-š-en-í
nadšením 	 na-dš-en-í-m 	 nad-š-en-ím
namésti 	 na-mést-i 	 na-més-ti
nebrání 	 ne-brán-í 	 ne-brá-n-í
nedávna 	 ne-dávn-a 	 ne-dáv-n-a
negativními 	 negat-iv-n-ími 	 neg-at-iv-n-ími
nejaktivnější 	 nej-akt-iv-n-ějš-í 	 ne-jakt-iv-n-ěj-š-í
nejcitlivějším 	 nej-cit-liv-ějš-ím 	 nej-cit-liv-ěj-š-í-m
nejdivočejší 	 nej-div-oč-ej-š-í 	 nej-div-oč-ejš-í
nejkrásnějších 	 nej-krás-n-ěj-š-í-ch 	 nej-krás-n-ěj-š-ích
nejméně 	 nej-mén-ě 	 nej-mé-n-ě
nejsladšího 	 nej-slad-š-í-ho 	 nej-slad-š-ího
nejvzdálenější 	 nej-vz-dál-e-n-ěj-š-í 	 nej-vz-dál-en-ěj-š-í
nejvzácnější 	 nej-vzácn-ějš-í 	 nej-vzácn-ěj-š-í
nejzřetelněji 	 nej-zř-e-tel-n-ěji 	 nej-zř-e-teln-ěj-i
nejčastějších 	 nej-čast-ěj-š-í-ch 	 nej-čast-ěj-š-ích
nekvete 	 ne-kvet-e 	 ne-kve-te
nelegální 	 ne-leg-ál-n-í 	 ne-legál-n-í
nemálo 	 ne-mál-o 	 ne-má-l-o
nepotřebujete 	 ne-po-třeb-u-j-e-te 	 ne-po-třeb-uje-te
neprodejným 	 ne-pro-dej-n-ým 	 ne-pro-d-ej-n-ým
neumožňuje 	 ne-u-možň-uje 	 ne-u-mož-ň-uje
nevrley 	 nevrley 	 ne-vrley
nevysvětlíš 	 ne-vy-svět-l-í-š 	 ne-vy-svět-lí-š
nezaměstnanosti 	 ne-za-měst-n-an-ost-i 	 ne-za-měst-n-a-n-ost-i
neznámého 	 ne-zn-á-m-é-ho 	 ne-zn-á-m-ého
neztratitelnost 	 ne-z-trat-i-tel-n-ost 	 ne-z-trat-i-teln-ost
nitěných 	 nit-ěn-ý-ch 	 nit-ěn-ých
norem 	 norem 	 nor-em
normám 	 norm-ám 	 norm-á-m
nosem 	 nos-e-m 	 nos-em
nula 	 nul-a 	 nu-l-a
nuly 	 nul-y 	 nu-l-y
nymburka 	 nymburk-a 	 nymbur-k-a
nábytek 	 ná-by-tek 	 ná-byt-ek
náramného 	 ná-ram-n-é-ho 	 ná-ram-n-ého
nás 	 n-á-s 	 ná-s
nějakém 	 ně-jak-é-m 	 ně-jak-ém
něm 	 n-ě-m 	 n-ěm
obal 	 o-bal 	 o-ba-l
obci 	 obc-i 	 ob-c-i
obcích 	 obc-ích 	 ob-c-ích
obepnout 	 obe-pn-ou-t 	 obe-p-nou-t
objektem 	 ob-jekt-e-m 	 ob-jekt-em
obor 	 o-bor 	 obor
obrali 	 o-br-a-l-i 	 o-bra-l-i
obrat 	 o-br-a-t 	 ob-ra-t
obzvlášť 	 ob-zvlášť 	 obzvlášť
ocejchovávací 	 o-cejch-ová-v-a-c-í 	 o-cejch-ov-á-v-a-c-í
odchylky 	 od-chyl-k-y 	 od-chylk-y
odečte 	 ode-čt-e 	 ode-č-te
odlévání 	 od-lév-á-n-í 	 od-lé-v-á-n-í
odmésti 	 od-mést-i 	 od-més-ti
odtrojmocnit 	 od-troj-moc-n-i-t 	 od-tr-oj-moc-n-i-t
ohořelému 	 o-hoř-e-l-é-mu 	 o-hoř-e-l-ému
okamžitě 	 ok-a-mžit-ě 	 oka-mž-it-ě
olšanech 	 olšan-e-ch 	 olšan-ech
omegou 	 omeg-ou 	 o-meg-ou
opačném 	 o-pač-n-é-m 	 o-pač-n-ém
oplésti 	 o-plést-i 	 o-plés-ti
opouští 	 o-pouš-t-í 	 o-poušt-í
opovažuješ 	 o-po-važ-u-j-e-š 	 o-po-važ-uje-š
orchestrem 	 orchestr-e-m 	 orchestr-em
organismus 	 organismus 	 organ-ism-us
organizují 	 organ-iz-u-j-í 	 organ-iz-uj-í
orlik 	 orl-ik 	 orlik
osobu 	 o-sob-u 	 osob-u
ostatních 	 o-stat-n-í-ch 	 o-stat-n-ích
ostřit 	 ostř-i-t 	 o-stř-i-t
osudem 	 o-sud-e-m 	 osud-em
osvědčují 	 o-s-věd-č-u-j-í 	 o-svěd-č-uj-í
otevřena 	 ote-vř-en-a 	 ote-vř-e-n-a
oxfordského 	 oxford-sk-é-ho 	 oxford-sk-ého
ozřejmit 	 o-zřejm-i-t 	 o-zř-ejm-i-t
očenichat 	 o-čenich-a-t 	 o-č-enich-a-t
pacientovi 	 pac-i-ent-ovi 	 pacient-ovi
padesátku 	 pade-sát-k-u 	 pa-desát-k-u
padly 	 pad-l-y 	 padl-y
panenka 	 pan-en-k-a 	 panenk-a
paničko 	 pan-ič-k-o 	 pan-ičk-o
perly 	 perl-y 	 per-l-y
petynce 	 pety-n-c-e 	 pet-ync-e
pečiva 	 peč-iv-a 	 peč-i-v-a
pilují 	 pil-u-j-í 	 pil-uj-í
pitomej 	 pitom-ej 	 pitomej
plakáty 	 plakát-y 	 plak-át-y
planul 	 plan-u-l 	 pla-nu-l
plat 	 plat 	 pl-a-t
plačící 	 plač-í-c-í 	 plač-íc-í
pleteného 	 plet-en-é-ho 	 plet-en-ého
plodem 	 plod-e-m 	 plod-em
plukovník 	 pluk-ov-n-ík 	 pluk-ov-ník
podhrnout 	 pod-hrn-ou-t 	 pod-hr-nou-t
podobného 	 po-dob-n-é-ho 	 po-dob-n-ého
podráždění 	 po-drážd-ěn-í 	 po-drážd-ě-n-í
podvésti 	 pod-vést-i 	 pod-vés-ti
pohnutlivé 	 po-h-nu-t-l-i-v-é 	 po-h-nu-t-l-iv-é
pohotovějším 	 po-hotov-ějš-ím 	 po-hotov-ěj-š-í-m
pokročilejším 	 po-kroč-i-l-ejš-ím 	 po-kroč-i-l-ejš-í-m
politických 	 polit-ic-k-ý-ch 	 polit-ic-k-ých
polska 	 pol-sk-a 	 polsk-a
polská 	 pol-sk-á 	 polsk-á
poměrem 	 po-měr-e-m 	 po-měr-em
poproduktivní 	 po-pro-duk-t-iv-n-í 	 po-pro-dukt-iv-n-í
porovnání 	 po-rovn-ání 	 po-rovn-á-n-í
porůsti 	 po-růst-i 	 po-růs-ti
posily 	 po-sil-y 	 posil-y
posluchače 	 po-sluch-a-č-e 	 po-sluch-ač-e
posluchačů 	 po-sluch-a-č-ů 	 po-sluch-ač-ů
pouhém 	 pouh-é-m 	 pouh-ém
povinny 	 po-vin-n-y 	 po-vinn-y
povolaný 	 po-vol-an-ý 	 po-vol-a-n-ý
povyrůsti 	 po-vy-růst-i 	 po-vy-růs-ti
povzbudivé 	 po-vz-bud-i-v-é 	 po-vz-bud-iv-é
pošlete 	 po-šl-e-te 	 po-šle-te
pragokoncertu 	 prag-o-koncert-u 	 prago-koncert-u
praktickým 	 prakt-ic-k-ý-m 	 prakt-ic-k-ým
praktikantům 	 prakt-ik-ant-ům 	 prakt-ikant-ům
premií 	 prem-i-í 	 premi-í
princeznu 	 princ-ez-n-u 	 princez-n-u
prodejna 	 pro-d-ej-n-a 	 pro-d-ejn-a
projednáním 	 pro-jed-n-án-ím 	 pro-jedn-á-n-ím
proklásti 	 pro-klást-i 	 pro-klás-ti
prokormidlovavší 	 pro-kormidl-ova-vš-í 	 pro-korm-i-dl-ova-vš-í
promnout 	 pro-mn-ou-t 	 pro-m-nou-t
prostějovsko 	 prostějov-sk-o 	 prostěj-ov-sk-o
prostějově 	 prostějov-ě 	 prostěj-ov-ě
protisluneční 	 proti-slun-eč-n-í 	 protislun-eč-n-í
protokol 	 protokol 	 proto-kol
provincií 	 provinc-i-í 	 pro-vinc-i-í
pročež 	 pro-č-e-ž 	 pro-č-ež
prošel 	 pro-še-l 	 pro-š-e-l
prstíčky 	 prst-íč-k-y 	 prst-íčk-y
právem 	 práv-e-m 	 práv-em
psaním 	 ps-a-n-í-m 	 ps-a-n-ím
psychologistickou 	 psycho-log-ist-ic-k-ou 	 psych-o-log-ist-ic-k-ou
psům 	 ps-ů-m 	 ps-ům
ptejme 	 pt-ej-me 	 ptej-me
publicita 	 public-it-a 	 publicit-a
purple 	 purple 	 purpl-e
pusinka 	 pus-in-k-a 	 pus-ink-a
pučálka 	 pučálk-a 	 pučál-k-a
pzt 	 p-z-t 	 pz-t
pánové 	 pán-ové 	 pán-ov-é
pápěrka 	 pá-pěr-k-a 	 pápěr-k-a
píti 	 pít-i 	 pí-ti
pěkném 	 pěkn-é-m 	 pěkn-ém
pěst 	 pěst 	 pěs-t
pětistovkou 	 pět-i-st-ovk-ou 	 pět-ist-ov-k-ou
předcházejí 	 před-cház-e-j-í 	 před-cház-ej-í
předepíše 	 přede-píš-e 	 přede-píše
předobjednávání 	 před-ob-jedn-á-v-á-n-í 	 pře-dob-jedn-á-v-á-n-í
předsedům 	 před-sed-ů-m 	 před-sed-ům
předstihujícím 	 před-stih-uj-í-c-í-m 	 před-stih-uj-íc-ím
přejímce 	 pře-j-í-m-c-e 	 pře-jí-m-c-e
přemýšlivější 	 pře-mýšl-iv-ějš-í 	 pře-mýšl-iv-ěj-š-í
přepnout 	 pře-pn-ou-t 	 pře-p-nou-t
přesnost 	 přesn-ost 	 přes-n-ost
připomenout 	 při-po-men-ou-t 	 při-po-me-nou-t
přisvědčit 	 při-svědč-i-t 	 při-s-vědč-i-t
přišinout 	 při-šin-ou-t 	 při-ši-nou-t
přímém 	 přím-é-m 	 přím-ém
přítomném 	 pří-t-o-m-n-é-m 	 pří-t-om-n-ém
přítomnými 	 pří-t-o-m-n-ý-m-i 	 pří-t-o-m-n-ými
příštího 	 příšt-í-ho 	 pří-št-ího
příštím 	 příšt-ím 	 příšt-í-m
pšenka 	 pšen-k-a 	 pš-enk-a
québec 	 québec 	 québ-ec
radomír 	 radomír 	 rad-o-mír
raději 	 rad-ěji 	 rad-ěj-i
regentíkův 	 regent-ík-ův 	 regentík-ův
rejstříku 	 rejstřík-u 	 rejstř-ík-u
relativizování 	 relat-iv-izová-n-í 	 rel-at-iv-iz-ová-n-í
rider 	 rid-er 	 rider
rivalové 	 rival-ové 	 rival-ov-é
rolničit 	 rol-n-ič-i-t 	 rol-nič-i-t
roxby 	 roxby 	 rox-by
rozhrnula 	 roz-hrn-u-l-a 	 roz-hr-nu-l-a
rozkošným 	 roz-koš-n-ý-m 	 roz-koš-n-ým
rozpočísti 	 roz-po-číst-i 	 roz-po-čís-ti
rozumových 	 roz-um-ov-ý-ch 	 roz-um-ov-ých
rozutíkat 	 roz-utík-a-t 	 roz-u-tík-a-t
rupií 	 rupi-í 	 rup-i-í
rusové 	 rus-ové 	 rus-ov-é
russel 	 russel 	 russe-l
rázem 	 ráz-e-m 	 ráz-em
různými 	 různ-ý-m-i 	 různ-ými
samostatnější 	 sam-o-stat-n-ějš-í 	 sam-o-stat-n-ěj-š-í
samozřejmá 	 sam-o-zř-ejm-á 	 sam-o-zř-ej-m-á
sazeb 	 saz-eb 	 sazeb
schodech 	 s-chod-e-ch 	 s-chod-ech
schovat 	 s-chov-a-t 	 s-chova-t
scorpions 	 scorpion-s 	 s-corpions
sebelepší 	 seb-e-lep-š-í 	 seb-elep-š-í
sebeničením 	 s-eb-e-ni-č-en-í-m 	 seb-e-nič-en-ím
sebevíce 	 seb-e-víc-e 	 seb-e-více
sedláková 	 sedl-ák-ov-á 	 sed-l-ák-ov-á
sedmihradsku 	 sedmihradsk-u 	 sedm-i-hrad-sk-u
separátní 	 se-par-át-n-í 	 separát-n-í
sepnout 	 se-pn-ou-t 	 se-p-nou-t
signalizovali 	 signal-iz-ova-l-i 	 sign-al-iz-ova-l-i
silence 	 silence 	 silenc-e
sklapne 	 s-klap-n-e 	 s-klap-ne
skličovat 	 s-klič-ova-t 	 sklič-ova-t
skutečnosti 	 s-kut-eč-n-ost-i 	 skuteč-n-ost-i
skutečném 	 s-kut-eč-n-é-m 	 skuteč-n-ém
sloupoví 	 sloup-ov-í 	 s-loup-ov-í
slovensko 	 sloven-sk-o 	 slov-en-sk-o
slovným 	 slov-n-ý-m 	 slov-n-ým
smrtelném 	 s-mr-tel-n-é-m 	 s-mr-teln-ém
smrtelnému 	 s-mr-tel-n-é-mu 	 s-mr-teln-ému
smyslových 	 s-mysl-ov-ý-ch 	 s-mysl-ov-ých
smésti 	 s-mést-i 	 s-més-ti
směrem 	 s-měr-e-m 	 s-měr-em
směšný 	 směš-n-ý 	 s-měš-n-ý
snahami 	 snah-a-m-i 	 snah-ami
solarmax 	 solar-max 	 solarmax
solidních 	 solid-n-í-ch 	 solid-n-ích
sotva 	 sotva 	 sotv-a
soukromník 	 sou-krom-ník 	 sou-krom-n-ík
sousedního 	 sou-sed-n-í-ho 	 sou-sed-n-ího
soutěž 	 sou-těž 	 sou-t-ěž
soutěže 	 sou-těž-e 	 sou-tě-ž-e
specifickým 	 speci-fic-k-ý-m 	 speci-fic-k-ým
speciál 	 speci-ál 	 spec-iál
spekulantem 	 spek-ul-ant-e-m 	 spek-ul-ant-em
spojkami 	 s-poj-k-a-m-i 	 s-poj-k-ami
spokojíte 	 s-pokoj-í-te 	 s-po-koj-í-te
spolupůsobit 	 spol-u-působ-i-t 	 spolu-pů-sob-i-t
sponzorsky 	 sponzor-sk-y 	 s-ponzor-sk-y
srovnatelná 	 s-rov-n-a-teln-á 	 s-rovn-a-teln-á
stagnuje 	 stagn-uje 	 stag-n-uje
stanovení 	 stan-ov-en-í 	 stanov-en-í
starožitných 	 star-o-ži-t-n-ých 	 starož-it-n-ých
starých 	 star-ý-ch 	 star-ých
stavení 	 sta-v-en-í 	 stav-en-í
staška 	 staš-k-a 	 s-tašk-a
stejném 	 stej-n-é-m 	 stejn-ém
stojaté 	 stoj-at-é 	 stoj-a-t-é
stokorunovou 	 st-o-korun-ov-ou 	 sto-korun-ov-ou
století 	 st-o-let-í 	 stolet-í
stones 	 stone-s 	 stones
stoupněte 	 stoup-ně-te 	 stoup-n-ě-te
stovkou 	 st-ovk-ou 	 st-ov-k-ou
stovku 	 st-ovk-u 	 st-ov-k-u
strahov 	 strahov 	 strah-ov
strahova 	 strahov-a 	 strah-ov-a
strahově 	 strahov-ě 	 strah-ov-ě
strašnicích 	 strašnic-í-ch 	 straš-nic-ích
strnutí 	 s-trn-u-t-í 	 s-tr-nu-t-í
studijní 	 stud-ij-n-í 	 studij-n-í
studijních 	 stud-ij-n-ích 	 studij-n-ích
studiích 	 stud-i-í-ch 	 stud-i-ích
stála 	 stá-l-a 	 stál-a
stěžovatel 	 stěž-ova-tel 	 s-těž-ova-tel
střechách 	 střech-á-ch 	 střech-ách
stříbrolesklého 	 stříbr-o-lesk-l-é-ho 	 stříbr-o-lesk-l-ého
sundavat 	 s-und-a-v-a-t 	 sund-a-v-a-t
superdobrý 	 super-dobr-ý 	 superdobr-ý
supernova 	 super-nova 	 super-nov-a
supraphon 	 supra-phon 	 supraphon
svalovou 	 sval-ov-ou 	 s-val-ov-ou
svědomím 	 s-věd-om-í-m 	 svěd-om-ím
světelné 	 svět-el-n-é 	 svět-eln-é
světelných 	 svět-el-n-ých 	 svět-eln-ých
systematický 	 system-at-ic-k-ý 	 system-at-ick-ý
systémem 	 systém-e-m 	 systém-em
takzvaném 	 tak-zv-a-n-é-m 	 tak-zv-a-n-ém
tati 	 tat-i 	 ta-ti
technologického 	 techn-o-log-ick-ého 	 techn-o-log-ic-k-ého
telat 	 tel-at 	 tel-a-t
telefonního 	 tele-fon-n-í-ho 	 tele-fon-n-ího
televize 	 televize 	 televiz-e
