absolventi 	 ab-solv-ent-i 	 absolvent-i
chystá 	 chyst-á 	 chystá
chytrý 	 chytr-ý 	 chytrý
cigarety 	 cigar-et-y 	 cigaret-y
cizince 	 ciz-in-c-e 	 ciz-inc-e
ctihodnými 	 ct-i-hod-n-ý-m-i 	 ct-i-hod-n-ými
curyšské 	 curyš-sk-é 	 curyšsk-é
cácorka 	 các-or-k-a 	 cácor-k-a
cílem 	 cíl-e-m 	 cíl-em
dakar 	 dakar 	 dak-ar
daktyloskopie 	 daktylo-skopi-e 	 daktyloskop-i-e
dali 	 d-a-l-i 	 da-l-i
dana 	 dan-a 	 d-a-n-a
dané 	 d-a-n-é 	 dan-é
deklarují 	 de-klar-uj-í 	 deklar-uj-í
delikátnostem 	 delikát-n-ost-e-m 	 delikát-n-ost-em
delonovsky 	 delon-ov-sk-y 	 delonovsk-y
delší 	 del-š-í 	 del-ší
denním 	 den-n-í-m 	 den-n-ím
devizové 	 deviz-ov-é 	 de-viz-ov-é
disciplíny 	 disciplín-y 	 dis-ciplíny
diskařský 	 disk-ař-sk-ý 	 diskařský
diskreditovat 	 dis-kred-it-ova-t 	 dis-kredit-ova-t
distanční 	 dis-tanč-n-í 	 dist-anč-n-í
divocí 	 div-oc-í 	 divocí
divoši 	 div-oš-i 	 div-oši
divák 	 div-ák 	 divák
dkp 	 d-k-p 	 dkp
dlážka 	 dláž-k-a 	 dláž-ka
dobrodiní 	 dobr-o-di-n-í 	 dobrodiní
dobrozdání 	 dobr-o-zd-á-n-í 	 dobrozdá-n-í
dobráka 	 dobr-ák-a 	 dobrák-a
dobyli 	 do-by-l-i 	 do-byli
docentů 	 docent-ů 	 do-cent-ů
dodacích 	 do-d-a-c-ích 	 do-dac-ích
dohodli 	 do-hod-l-i 	 do-hodl-i
dohromady 	 do-hromad-y 	 do-hromady
dokonalého 	 do-kon-a-l-é-ho 	 do-kon-a-l-ého
dokáže 	 do-káž-e 	 dokáže
dokáží 	 do-káž-í 	 dokáží
dolnolužický 	 doln-o-luž-ick-ý 	 dolnolužický
domlouvat 	 do-mlouv-a-t 	 do-mlouv-at
domáknout 	 do-mák-nou-t 	 domák-nou-t
dostávají 	 do-stá-v-aj-í 	 dostá-v-ají
dotazníky 	 do-taz-ník-y 	 dotazníky
dotazy 	 do-taz-y 	 do-tazy
dovnitř 	 do-v-nitř 	 do-vnitř
dovřít 	 do-vř-í-t 	 do-vří-t
doznávala 	 do-zn-á-v-a-l-a 	 do-zn-á-v-a-la
dozvíte 	 do-z-v-í-te 	 do-zví-te
dočtete 	 do-čt-e-te 	 do-čt-ete
dočíst 	 do-čís-t 	 do-číst
drbaný 	 drb-a-n-ý 	 drb-aný
drkotali 	 drk-ot-a-l-i 	 drk-ota-l-i
drožkář 	 drožk-ář 	 drožkář
druhém 	 druh-é-m 	 druh-ém
drátkách 	 drát-k-ách 	 drátk-ách
dupání 	 dup-á-n-í 	 dup-á-ní
durajková 	 durajk-ov-á 	 durajkov-á
dveřích 	 dveř-í-ch 	 dveřích
dvojnásobek 	 dv-oj-ná-sob-ek 	 dv-oj-násob-ek
dvojí 	 dv-oj-í 	 dvoj-í
dvorku 	 dvor-k-u 	 dvor-ku
dvouměsíční 	 dv-ou-měsíč-n-í 	 dvou-měsíč-n-í
dynamická 	 dynam-ic-k-á 	 dynamick-á
dynamika 	 dynam-ik-a 	 dynamika
dálkové 	 dál-k-ov-é 	 dál-k-ové
dívají 	 dív-aj-í 	 dív-ají
díváš 	 dív-á-š 	 dívá-š
dědečkův 	 děd-eč-k-ův 	 dědečkův
dětské 	 dět-sk-é 	 dět-ské
dětským 	 dět-sk-ým 	 dětským
dřívějších 	 dřív-ějš-ích 	 dřív-ějších
důchod 	 dů-chod 	 důchod
důchodového 	 dů-chod-ov-ého 	 důchod-ov-ého
důsledky 	 dů-sled-k-y 	 důsledky
ekonomickou 	 eko-nom-ick-ou 	 ekonomickou
empirických 	 empir-ic-k-ý-ch 	 empirických
energie 	 energ-i-e 	 energi-e
expansion 	 expansion 	 ex-pan-sion
faktorů 	 fakt-or-ů 	 faktor-ů
fakultní 	 fakult-n-í 	 fakultn-í
falšovat 	 falš-ova-t 	 falš-ovat
fanoušků 	 fan-oušk-ů 	 fanoušk-ů
farmaceutické 	 farmac-eut-ick-é 	 farmaceutic-k-é
filiace 	 fili-ac-e 	 filiac-e
filozofické 	 filo-zof-ic-k-é 	 fil-o-zofic-k-é
finesami 	 fines-ami 	 finesami
finálním 	 fin-ál-n-ím 	 fináln-ím
fondem 	 fondem 	 fond-em
formosu 	 formos-u 	 form-os-u
formulací 	 form-ul-ac-í 	 formulací
francisku 	 francisk-u 	 francisku
francouzsky 	 franc-ouz-sk-y 	 francouzsk-y
francouzského 	 franc-ouz-sk-ého 	 francouzsk-ého
františek 	 frant-iš-ek 	 františek
friesovský 	 fries-ov-sk-ý 	 friesovsk-ý
funkční 	 funkč-n-í 	 funkčn-í
fyzický 	 fyz-ic-k-ý 	 fyzický
fólie 	 fóli-e 	 fól-i-e
garance 	 garanc-e 	 garance
gastronomie 	 gastr-o-nom-i-e 	 gastro-nom-i-e
generace 	 gener-ac-e 	 generace
generál 	 gener-ál 	 generál
geralda 	 gerald-a 	 geralda
gestikulovat 	 gestik-ul-ova-t 	 gestikul-ova-t
glochidy 	 glochid-y 	 glochidy
graessnerii 	 graessnerii 	 graessner-i-i
gurkhský 	 gurkh-sk-ý 	 gurkhský
haló 	 haló 	 hal-ó
hejkavec 	 hejkavec 	 hej-kavec
hematologického 	 hemat-o-log-ick-ého 	 hemato-logick-ého
hergot 	 hergot 	 her-got
hladověli 	 hlad-ov-ě-l-i 	 hlad-ověl-i
hledajíc 	 hled-aj-íc 	 hled-ajíc
hledisku 	 hled-isk-u 	 hled-isku
hluboká 	 hlub-ok-á 	 hlub-oká
hlubší 	 hlub-š-í 	 hlubší
hmotnostní 	 hmot-n-ost-n-í 	 hmotnost-n-í
hmotného 	 hmot-n-é-ho 	 hmot-n-ého
hnutí 	 h-nu-t-í 	 hnu-t-í
hnípat 	 hníp-a-t 	 hníp-at
hnízdech 	 hnízd-e-ch 	 hnízdech
hochschule 	 hoch-schule 	 hochschul-e
hodinek 	 hodin-ek 	 hodinek
hodinou 	 hodin-ou 	 hodinou
hodláte 	 hodl-á-te 	 hodl-áte
hodnotím 	 hod-n-ot-í-m 	 hod-n-ot-ím
hodnotíte 	 hodn-ot-í-te 	 hod-n-ot-í-te
holandsku 	 holand-sk-u 	 holandsk-u
holiči 	 hol-i-č-i 	 hol-iči
holčičkou 	 hol-č-ič-k-ou 	 hol-čičkou
honili 	 hon-i-l-i 	 hon-i-li
horolezci 	 hor-o-lez-c-i 	 hor-olezc-i
horynových 	 horyn-ov-ých 	 hor-ynov-ých
hotelu 	 hotel-u 	 hotelu
hotovostí 	 hotov-ost-í 	 hotovost-í
houfovat 	 houf-ova-t 	 houf-ovat
houston 	 houston 	 hous-ton
hra 	 hr-a 	 hra
hranic 	 hran-ic 	 hranic
hrbáčův 	 hrb-áč-ův 	 hrbáčův
hromková 	 hrom-k-ov-á 	 hromková
hry 	 hr-y 	 hry
hubatou 	 hub-at-ou 	 hub-atou
husími 	 hus-í-m-i 	 hus-ími
hvězdičky 	 hvězd-ič-k-y 	 hvězdičky
hádali 	 hád-a-l-i 	 hád-a-li
hřbitov 	 hřbitov 	 hřb-itov
idejí 	 idej-í 	 idejí
identifikační 	 identi-fik-ač-n-í 	 identi-fikač-n-í
imigraci 	 i-migr-ac-i 	 imigrac-i
imunoenzymatický 	 imun-o-enzym-at-ick-ý 	 imunoenzymatický
indikátorem 	 in-dik-át-or-em 	 in-dikátor-em
individuální 	 in-divid-u-ál-n-í 	 individuál-n-í
informačním 	 in-form-ač-n-ím 	 in-formač-n-ím
inspektor 	 in-spekt-or 	 in-spektor
instalaci 	 in-stal-ac-i 	 instalac-i
inteligenci 	 intelig-enc-i 	 inteligenc-i
intuice 	 intuic-e 	 intuice
invalidní 	 in-valid-n-í 	 invalidn-í
investičními 	 in-vest-ič-n-ími 	 investič-ními
inzerátech 	 inzer-át-e-ch 	 inzerát-ech
inženýrském 	 inženýr-sk-ém 	 inženýrsk-ém
irkutsku 	 irkutsk-u 	 irk-utsk-u
ivančic 	 ivan-č-ic 	 ivančic
jablíčko 	 jablíč-k-o 	 jablíčko
jakoby 	 jak-o-by 	 jakoby
jakoupak 	 jak-ou-pak 	 jak-oupak
jakého 	 jak-é-ho 	 jak-ého
jakéhokoliv 	 jak-é-ho-koliv 	 jakéhokoliv
jamese 	 james-e 	 jamese
janské 	 jan-sk-é 	 jan-ské
japonský 	 japon-sk-ý 	 japonský
jazejček 	 jazejč-ek 	 jazejček
jednatelem 	 jedn-a-tel-e-m 	 jedn-a-tel-em
jednomotorových 	 jedn-o-motor-ov-ých 	 jedno-motor-ov-ých
jednoosý 	 jedn-o-os-ý 	 jedn-oosý
jedním 	 jedn-í-m 	 jedn-ím
jejích 	 je-j-í-ch 	 jejích
jeseníkách 	 jesen-ík-ách 	 jeseníkách
ježibabo 	 ježibab-o 	 ježibabo
jimž 	 j-i-m-ž 	 j-im-ž
jindy 	 jin-d-y 	 jind-y
jinonice 	 jinonic-e 	 jin-onic-e
jiskří 	 jiskř-í 	 jiskří
jmenují 	 jmen-u-j-í 	 jmen-uj-í
jubilovat 	 jubil-ova-t 	 jubilova-t
jupiterovy 	 jupiter-ov-y 	 jup-iterov-y
juránkův 	 jur-ánk-ův 	 jur-ánkův
jídlo 	 jí-dl-o 	 jídl-o
kadidlo 	 kad-i-dl-o 	 kad-i-dlo
kamaráda 	 kamarád-a 	 kamaráda
kanada 	 kanad-a 	 kanada
kanadou 	 kanad-ou 	 kanadou
kanadské 	 kanad-sk-é 	 kanad-ské
kanadském 	 kanad-sk-ém 	 kanadském
kanadský 	 kanad-sk-ý 	 kanadský
kanadských 	 kanad-sk-ých 	 kanadských
kanadským 	 kanad-sk-ým 	 kanadským
kanady 	 kanad-y 	 kanady
kanadě 	 kanad-ě 	 kanadě
kapacity 	 kapacit-y 	 kapacity
kapelu 	 kapel-u 	 kapelu
kapely 	 kapel-y 	 kapely
kapesníček 	 kapes-níč-ek 	 kapesníček
kapli 	 kapl-i 	 kap-li
kardašovy 	 kardašov-y 	 kardašovy
karlík 	 karl-ík 	 karlík
katalogy 	 kata-log-y 	 kata-logy
katalozích 	 kata-loz-ích 	 katalozích
kavalírem 	 kaval-ír-e-m 	 kavalírem
kavkám 	 kav-k-ám 	 kavkám
každému 	 každ-é-mu 	 každému
kdovíkdo 	 kd-o-v-í-kd-o 	 kd-ovíkdo
kdož 	 kdo-ž 	 kd-o-ž
kg 	 k-g 	 kg
klasifikaci 	 klasi-fik-ac-i 	 klasifikac-i
klesající 	 kles-aj-íc-í 	 klesající
klesly 	 kles-l-y 	 klesl-y
klesne 	 kles-ne 	 kles-n-e
kliniky 	 klinik-y 	 kliniky
kličku 	 klič-k-u 	 kličku
kličky 	 klič-k-y 	 kličky
klnout 	 kl-nou-t 	 klnou-t
kloakách 	 kloak-ách 	 kloakách
kluku 	 kluk-u 	 kluku
klášterem 	 klášter-e-m 	 klášterem
klít 	 klí-t 	 klít
kmihnout 	 kmih-nou-t 	 kmih-nout
knihovat 	 knih-ova-t 	 knih-ovat
knížete 	 kníž-et-e 	 kníž-ete
kocouří 	 koc-ouř-í 	 kocouří
kodrcat 	 kodrc-a-t 	 ko-drc-a-t
koho 	 k-o-ho 	 k-oho
komentovávající 	 koment-ová-v-aj-íc-í 	 koment-ovávající
komorník 	 komor-n-ík 	 komor-ník
kompetenci 	 kompet-enc-i 	 kompetenc-i
komu 	 k-o-mu 	 k-omu
konceptem 	 koncept-em 	 kon-cept-em
koncertní 	 koncert-n-í 	 kon-cert-n-í
koncipováním 	 kon-cip-ová-n-ím 	 koncip-ová-n-ím
konferovat 	 konfer-ova-t 	 kon-fer-ova-t
koninou 	 kon-in-ou 	 kon-inou
konkrétního 	 konkrét-n-ího 	 kon-krét-n-ího
konkrétnímu 	 kon-krét-n-í-mu 	 kon-krét-nímu
kontilití 	 konti-li-t-í 	 kontilití
kontraindikace 	 kontra-in-dik-ac-e 	 kontraindik-ac-e
kontrolorů 	 kontrol-or-ů 	 kontrolor-ů
kontroloři 	 kontrol-oř-i 	 kontroloř-i
konviktem 	 kon-vikt-e-m 	 konvikt-em
konírny 	 kon-ír-n-y 	 kon-írn-y
kopřivnická 	 kopřiv-n-ic-k-á 	 kopřivnick-á
korespondenčními 	 ko-re-spond-enč-n-ími 	 korespond-enč-n-ími
kosmického 	 kosm-ic-k-é-ho 	 kosmického
kostely 	 kostel-y 	 kostely
kostička 	 kost-ič-k-a 	 kostička
kostní 	 kost-n-í 	 kost-ní
kostýmy 	 kostým-y 	 kostýmy
koumat 	 koum-a-t 	 koum-at
koupete 	 koup-e-te 	 koup-ete
koutcíc 	 kout-c-íc 	 koutcíc
koutku 	 kout-k-u 	 kout-ku
koňských 	 koň-sk-ý-ch 	 koňských
kožiše 	 kož-iš-e 	 kožiše
kronikář 	 kronik-ář 	 kronikář
krysí 	 krys-í 	 krysí
krytý 	 kry-t-ý 	 kryt-ý
krádeže 	 krád-ež-e 	 krád-eže
krásným 	 krás-n-ý-m 	 krás-n-ým
kterého 	 kter-é-ho 	 kter-ého
kufříku 	 kufř-ík-u 	 kufřík-u
kupující 	 kup-uj-íc-í 	 kupující
kupírovat 	 kupír-ova-t 	 kup-írova-t
kuriozity 	 kurioz-it-y 	 kuriozit-y
kučeravět 	 kučer-av-ě-t 	 kučerav-ě-t
kvičela 	 kvič-e-l-a 	 kvič-el-a
křivkami 	 křiv-k-a-m-i 	 křiv-kami
křivkách 	 křiv-k-ách 	 křivkách
křídlem 	 kří-dl-e-m 	 křídlem
křísit 	 křís-i-t 	 křís-it
kůzlátek 	 kůzl-át-ek 	 kůzlátek
lavina 	 lav-in-a 	 lav-ina
lavírovat 	 lav-ír-ova-t 	 lavír-ova-t
laťkovat 	 lať-k-ova-t 	 lať-k-ovat
lecčems 	 lec-č-e-m-s 	 lec-č-em-s
lehkým 	 leh-k-ý-m 	 lehkým
lesním 	 les-n-ím 	 les-n-í-m
letadel 	 let-a-del 	 leta-del
letáky 	 let-ák-y 	 letáky
ležákem 	 lež-ák-em 	 ležákem
lhostejnět 	 lhostej-n-ě-t 	 lhostejn-ě-t
lidem 	 lid-e-m 	 lid-em
lidský 	 lid-sk-ý 	 lidský
limit 	 limit 	 lim-i-t
lkát 	 lk-á-t 	 lkát
logikou 	 log-ik-ou 	 log-ikou
loupežníkem 	 loup-ež-n-ík-e-m 	 loup-ež-ník-em
loupežníkovi 	 loup-ež-n-ík-ovi 	 loup-ež-ník-ovi
loupežníku 	 loup-ež-n-ík-u 	 loup-ež-ník-u
loupežníky 	 loup-ež-n-ík-y 	 loup-ež-níky
ltd 	 l-t-d 	 ltd
luděk 	 luděk 	 lud-ěk
lukách 	 luk-á-ch 	 luk-ách
lékařem 	 lék-ař-e-m 	 lékařem
lékem 	 lék-e-m 	 lék-em
lékárnám 	 lék-ár-n-ám 	 lék-ár-n-á-m
lístek 	 líst-ek 	 lístek
lístečcích 	 líst-ečc-ích 	 lístečcích
lístku 	 líst-k-u 	 líst-ku
lístky 	 líst-k-y 	 líst-ky
lístků 	 líst-k-ů 	 lístků
maiden 	 maid-en 	 maiden
majíce 	 m-aj-íc-e 	 m-ajíce
maličkosti 	 mal-ič-k-ost-i 	 mal-ičk-ost-i
maličký 	 mal-ič-k-ý 	 maličký
malkovského 	 malkovsk-ého 	 malk-ovsk-ého
manager 	 manag-er 	 manager
manýrám 	 manýr-á-m 	 manýrám
manželský 	 manžel-sk-ý 	 manželsk-ý
mariánských 	 mari-án-sk-ých 	 mariánských
marketingový 	 market-ing-ov-ý 	 market-ingov-ý
marrackův 	 marrack-ův 	 marrackův
masivní 	 mas-iv-n-í 	 masiv-n-í
materialisty 	 mater-i-al-ist-y 	 material-ist-y
materiálové 	 materi-ál-ov-é 	 materiál-ov-é
materiálu 	 mater-i-ál-u 	 materiál-u
matrice 	 matr-ic-e 	 matric-e
mazání 	 maz-á-n-í 	 maz-ání
mašlí 	 mašl-í 	 mašlí
meduňka 	 meduňk-a 	 meduňka
memnónovy 	 memnón-ov-y 	 mem-nón-ov-y
metafyzických 	 meta-fyz-ic-k-ý-ch 	 meta-fyzick-ých
metafyziku 	 meta-fyz-ik-u 	 meta-fyzik-u
metodologicky 	 metodo-log-ic-k-y 	 metodo-logick-y
mezitím 	 mezi-t-ím 	 mezití-m
meziříčí 	 mezi-říč-í 	 meziříčí
mečení 	 meč-e-n-í 	 meč-en-í
mikroorganismy 	 mikro-organ-ism-y 	 mikroorgan-ism-y
miliarda 	 miliard-a 	 mili-arda
milostpane 	 mil-ost-pan-e 	 mil-ostpane
minerální 	 minerál-n-í 	 mineráln-í
minimem 	 minim-em 	 minimem
minimum 	 minim-um 	 minimum
minulý 	 min-ul-ý 	 minulý
mj 	 m-j 	 mj
mladého 	 mlad-é-ho 	 mlad-ého
mlhy 	 mlh-y 	 mlhy
mluvící 	 mluv-íc-í 	 mluvící
mlýna 	 ml-ýn-a 	 mlýn-a
mlčeli 	 mlč-e-l-i 	 mlč-e-li
moderního 	 modern-í-ho 	 modern-ího
monopolu 	 mon-o-pol-u 	 mono-pol-u
moravec 	 morav-ec 	 moravec
morseovka 	 morse-ov-k-a 	 morseov-k-a
motivací 	 motiv-ac-í 	 motivací
motorlet 	 motor-let 	 motorl-e-t
motorletu 	 motor-let-u 	 motorlet-u
motorových 	 motor-ov-ých 	 motorových
možnostech 	 možn-ost-ech 	 mož-n-ost-ech
mužského 	 muž-sk-é-ho 	 muž-sk-ého
mužství 	 muž-stv-í 	 muž-ství
mysleli 	 mysl-e-l-i 	 mysl-el-i
mávne 	 máv-n-e 	 máv-ne
médií 	 médi-í 	 médií
mésti 	 mést-i 	 més-ti
míli 	 míl-i 	 míli
míním 	 mín-í-m 	 míním
mých 	 m-ý-ch 	 mých
měli 	 mě-l-i 	 m-ě-l-i
měřítka 	 měř-í-tk-a 	 měřítk-a
měřítku 	 měř-í-tk-u 	 měřítku
měšťanské 	 měšť-an-sk-é 	 měšť-ansk-é
mřížovec 	 mříž-ov-ec 	 mříž-ovec
nabitý 	 na-bi-t-ý 	 nabitý
nabyl 	 na-by-l 	 na-byl
nabytí 	 na-by-t-í 	 na-bytí
nabídkových 	 na-bíd-k-ov-ých 	 nabídkových
nabízených 	 na-bíz-en-ých 	 na-bíz-ených
nadcházející 	 nad-cház-ej-íc-í 	 nadcházející
nadindividuálního 	 nad-in-divid-u-ál-n-í-ho 	 nad-in-divid-u-ál-n-ího
nadějemi 	 na-děj-e-m-i 	 na-dějemi
nadřaděného 	 nad-řad-ěn-é-ho 	 nad-řad-ěn-ého
nadšení 	 na-dš-en-í 	 nad-šen-í
nadšením 	 na-dš-en-í-m 	 nad-šen-ím
nahřát 	 na-hřá-t 	 na-hřát
najatí 	 na-j-a-t-í 	 na-jat-í
namasírovat 	 na-mas-ír-ova-t 	 na-masír-ova-t
namlouvat 	 na-mlouv-a-t 	 na-mlouv-at
namoci 	 na-moc-i 	 na-moci
namésti 	 na-mést-i 	 na-més-ti
napočítal 	 na-po-čít-a-l 	 na-po-číta-l
narážím 	 na-ráž-í-m 	 na-ráž-ím
naskákat 	 na-skák-a-t 	 naskák-a-t
navyknout 	 na-vyk-nou-t 	 na-vyk-nout
naříci 	 na-říc-i 	 na-říci
naškrábnout 	 na-škráb-nou-t 	 na-škrábnou-t
nebaleného 	 ne-bal-en-ého 	 ne-balen-ého
nebalený 	 ne-bal-en-ý 	 ne-balený
nebrání 	 ne-brán-í 	 ne-br-án-í
nebyl 	 ne-by-l 	 ne-byl
nechybí 	 ne-chyb-í 	 ne-chybí
necítím 	 ne-cít-í-m 	 ne-cít-ím
nedaleko 	 ne-dal-ek-o 	 ne-dal-eko
nedefinovatelné 	 ne-de-fin-ova-teln-é 	 ne-de-fin-ova-telné
nedýchali 	 ne-dých-a-l-i 	 ne-dých-a-li
negativními 	 negat-iv-n-ími 	 neg-ativ-n-ími
neinkasoval 	 ne-in-kas-ova-l 	 ne-inkas-ova-l
nejaktivnější 	 nej-akt-iv-n-ějš-í 	 nejaktiv-n-ějš-í
nejcitlivějším 	 nej-cit-liv-ějš-ím 	 nejcitlivějším
nejdivočejší 	 nej-div-oč-ej-š-í 	 nej-divoč-ejš-í
nejkrásnějších 	 nej-krás-n-ěj-š-í-ch 	 nej-krás-n-ěj-š-ích
nejlíp 	 nej-líp 	 nejlíp
nejméně 	 nej-mén-ě 	 ne-j-mén-ě
nejpalčivější 	 nej-pal-č-iv-ěj-š-í 	 nej-pal-čivějš-í
nejpovolanějšímu 	 nej-po-vol-a-n-ějš-ímu 	 nej-povol-a-n-ějš-ímu
nejsladšího 	 nej-slad-š-í-ho 	 nej-slad-š-ího
nejsladším 	 nej-slad-š-í-m 	 nej-slad-ší-m
nejvzdálenější 	 nej-vz-dál-e-n-ěj-š-í 	 nej-vzdál-e-n-ějš-í
nejzřetelněji 	 nej-zř-e-tel-n-ěji 	 nej-zře-teln-ěji
nejčastějších 	 nej-čast-ěj-š-í-ch 	 nejčastěj-š-ích
nejžha 	 nej-žh-a 	 nej-žha
nekvete 	 ne-kvet-e 	 ne-kvete
nelegální 	 ne-leg-ál-n-í 	 ne-legál-ní
nemocenského 	 ne-moc-en-sk-ého 	 ne-mocen-sk-ého
nemálo 	 ne-mál-o 	 ne-málo
neměly 	 ne-m-ě-l-y 	 ne-m-ěl-y
nenamaže 	 ne-na-maž-e 	 ne-na-maže
neobtížím 	 ne-ob-tíž-í-m 	 ne-ob-tíž-ím
neodpovídající 	 ne-od-po-víd-aj-íc-í 	 neodpovídající
neodpovídala 	 ne-od-po-víd-a-l-a 	 ne-od-povíd-a-l-a
nepodaří 	 ne-po-dař-í 	 ne-podař-í
nepodnikl 	 ne-pod-nik-l 	 ne-podnikl
nepodpoří 	 ne-pod-poř-í 	 ne-podpoř-í
nepokusíte 	 ne-po-kus-í-te 	 ne-po-kusí-te
nepolemizujme 	 ne-polem-iz-uj-me 	 ne-polemiz-uj-me
nepolepší 	 ne-po-lep-š-í 	 ne-polepš-í
nepotápí 	 ne-po-táp-í 	 ne-potáp-í
nepotřebujete 	 ne-po-třeb-u-j-e-te 	 ne-po-třeb-uje-te
nepravdivých 	 ne-prav-d-iv-ých 	 ne-pravdivých
neprodejným 	 ne-pro-dej-n-ým 	 ne-prodej-n-ým
nepředepisují 	 ne-přede-pis-uj-í 	 nepředepis-uj-í
nepředpokládám 	 ne-před-po-klád-á-m 	 nepředpokládám
nepřidává 	 ne-při-d-á-v-á 	 ne-přid-á-v-á
nepřikážu 	 ne-při-káž-u 	 ne-přikážu
nepříjemná 	 ne-pří-jem-n-á 	 ne-pří-jemn-á
nereálný 	 ne-reál-n-ý 	 ne-reáln-ý
nerozlišuje 	 ne-roz-liš-uje 	 ne-rozliš-uje
netušícího 	 ne-tuš-íc-ího 	 ne-tušícího
neumožňuje 	 ne-u-možň-uje 	 ne-u-mož-ň-uje
neumí 	 ne-um-í 	 ne-umí
nevyskytly 	 ne-vy-skyt-l-y 	 ne-vyskyt-l-y
nezaměstnanosti 	 ne-za-měst-n-an-ost-i 	 ne-za-měst-n-an-osti
