absolventi 	 ab-solv-ent-i 	 absolvent-i
ivančic 	 ivan-č-ic 	 ivan-čic
jablíčko 	 jablíč-k-o 	 jabl-íč-k-o
jakoby 	 jak-o-by 	 jak-ob-y
jakého 	 jak-é-ho 	 jak-ého
janků 	 jan-k-ů 	 jank-ů
javelin 	 javelin 	 javel-in
jazejček 	 jazejč-ek 	 jazejček
jednak 	 jednak 	 jedn-ak
jednatelem 	 jedn-a-tel-e-m 	 jedn-a-tel-em
jednotlivina 	 jedn-ot-liv-in-a 	 jedn-ot-livin-a
jedním 	 jedn-í-m 	 jedn-ím
jejích 	 je-j-í-ch 	 jej-ích
jimž 	 j-i-m-ž 	 j-im-ž
jindy 	 jin-d-y 	 jind-y
jinonice 	 jinonic-e 	 jinon-ic-e
jmenují 	 jmen-u-j-í 	 jmen-uj-í
john 	 john 	 joh-n
kamera 	 kamera 	 kamer-a
kanadou 	 kanad-ou 	 kana-d-ou
kanadě 	 kanad-ě 	 kana-d-ě
kapesníček 	 kapes-níč-ek 	 kapes-níček
kapitální 	 kapitál-n-í 	 kapitál-ní
kapli 	 kapl-i 	 kap-l-i
kardašovy 	 kardašov-y 	 kardaš-ov-y
kavalírem 	 kaval-ír-e-m 	 kaval-ír-em
kavkám 	 kav-k-ám 	 kavk-á-m
každému 	 každ-é-mu 	 každ-ému
kdovíkdo 	 kd-o-v-í-kd-o 	 kd-o-ví-kd-o
kliniky 	 klinik-y 	 klin-ik-y
klášterem 	 klášter-e-m 	 klášter-em
knížete 	 kníž-et-e 	 kníž-ete
koho 	 k-o-ho 	 koho
komorník 	 komor-n-ík 	 komor-ník
kompetence 	 kompetenc-e 	 kompeten-c-e
kompetenci 	 kompet-enc-i 	 kompetenc-i
konceptem 	 koncept-em 	 kon-cep-t-em
kondenzátor 	 kondenz-átor 	 kon-denz-átor
konkrétního 	 konkrét-n-ího 	 kon-krét-n-ího
konkrétnímu 	 kon-krét-n-í-mu 	 kon-krét-n-ímu
kontilití 	 konti-li-t-í 	 kontili-t-í
kontraindikace 	 kontra-in-dik-ac-e 	 kontraindik-ac-e
kontrolorů 	 kontrol-or-ů 	 kontrolor-ů
kontroloři 	 kontrol-oř-i 	 kontro-l-oř-i
konviktem 	 kon-vikt-e-m 	 konvikt-em
kopřivnická 	 kopřiv-n-ic-k-á 	 kopřivn-ic-k-á
korespondenčními 	 ko-re-spond-enč-n-ími 	 ko-respondenč-n-ími
kosmického 	 kosm-ic-k-é-ho 	 kosm-ic-k-ého
kostička 	 kost-ič-k-a 	 kost-ičk-a
koupací 	 koup-ac-í 	 koup-a-c-í
koňských 	 koň-sk-ý-ch 	 koň-sk-ých
krakově 	 krakov-ě 	 krak-ov-ě
kriminální 	 krimin-ál-n-í 	 krimin-ál-ní
kristapána 	 krist-a-pán-a 	 krist-apán-a
krumlesco 	 krumlesco 	 kruml-es-c-o
krumlova 	 krumlov-a 	 kruml-ov-a
krásným 	 krás-n-ý-m 	 krás-n-ým
kterého 	 kter-é-ho 	 kter-ého
kunovice 	 kun-ovic-e 	 kunov-ic-e
křivkami 	 křiv-k-a-m-i 	 křiv-k-ami
křídlem 	 kří-dl-e-m 	 křídl-em
kůzlátek 	 kůzl-át-ek 	 kůzlát-ek
lavina 	 lav-in-a 	 lavin-a
lavírovat 	 lav-ír-ova-t 	 lavír-ova-t
ledna 	 led-n-a 	 ledn-a
lehkým 	 leh-k-ý-m 	 leh-k-ým
lesním 	 les-n-ím 	 les-n-í-m
lidem 	 lid-e-m 	 lid-em
limit 	 limit 	 lim-i-t
loupežníkem 	 loup-ež-n-ík-e-m 	 loup-ež-n-ík-em
ltd 	 l-t-d 	 ltd
lukách 	 luk-á-ch 	 luk-ách
lumpačit 	 lump-ač-i-t 	 lumpač-i-t
lékařem 	 lék-ař-e-m 	 lék-ař-em
lékem 	 lék-e-m 	 lék-em
lístek 	 líst-ek 	 lís-t-ek
lístky 	 líst-k-y 	 lís-t-k-y
lístků 	 líst-k-ů 	 lís-t-k-ů
maličký 	 mal-ič-k-ý 	 mal-ičk-ý
malkovského 	 malkovsk-ého 	 malk-ov-sk-ého
manager 	 manag-er 	 manager
manažerovi 	 manažer-ovi 	 manaž-er-ovi
manýrám 	 manýr-á-m 	 manýr-ám
mariánských 	 mari-án-sk-ých 	 marián-sk-ých
materialisty 	 mater-i-al-ist-y 	 materi-al-ist-y
materiálové 	 materi-ál-ov-é 	 materiál-ov-é
materiálu 	 mater-i-ál-u 	 materi-ál-u
mepha 	 meph-a 	 mepha
metafyzických 	 meta-fyz-ic-k-ý-ch 	 meta-fyz-i-c-k-ých
metodologicky 	 metodo-log-ic-k-y 	 metod-o-log-ick-y
mezitím 	 mezi-t-ím 	 mezi-t-í-m
meziříčí 	 mezi-říč-í 	 meziříč-í
mečení 	 meč-e-n-í 	 meč-en-í
miliarda 	 miliard-a 	 mili-ard-a
milionů 	 mili-on-ů 	 milion-ů
milostpane 	 mil-ost-pan-e 	 mil-ost-pane
minerální 	 minerál-n-í 	 minerál-ní
minulý 	 min-ul-ý 	 mi-nu-l-ý
mladého 	 mlad-é-ho 	 mlad-ého
mluvící 	 mluv-íc-í 	 mluvíc-í
mnichově 	 mnichov-ě 	 mnich-ov-ě
moderního 	 modern-í-ho 	 modern-ího
monopol 	 mono-pol 	 mo-no-pol
monopolu 	 mon-o-pol-u 	 mo-no-pol-u
monument 	 monument 	 monu-ment
motivací 	 motiv-ac-í 	 motiv-a-c-í
motorlet 	 motor-let 	 motorl-e-t
motorletu 	 motor-let-u 	 motorlet-u
možnostech 	 možn-ost-ech 	 mož-n-ost-ech
mužského 	 muž-sk-é-ho 	 muž-sk-ého
mávne 	 máv-n-e 	 máv-ne
média 	 médi-a 	 méd-i-a
médií 	 médi-í 	 méd-i-í
mésti 	 mést-i 	 més-ti
míním 	 mín-í-m 	 mín-ím
mých 	 m-ý-ch 	 m-ých
měli 	 mě-l-i 	 m-ě-l-i
měřítka 	 měř-í-tk-a 	 měř-í-t-k-a
měřítku 	 měř-í-tk-u 	 měř-ít-k-u
nacizovávatelnost 	 na-ciz-ová-v-a-teln-ost 	 naciz-ová-v-a-teln-ost
nadindividuálního 	 nad-in-divid-u-ál-n-í-ho 	 nad-in-divid-u-ál-n-ího
nadějemi 	 na-děj-e-m-i 	 na-dě-j-emi
nadřaděného 	 nad-řad-ěn-é-ho 	 nad-řad-ěn-ého
nadšení 	 na-dš-en-í 	 nadš-en-í
nadšením 	 na-dš-en-í-m 	 nadš-en-ím
najatí 	 na-j-a-t-í 	 na-j-at-í
namésti 	 na-mést-i 	 na-més-ti
nebrání 	 ne-brán-í 	 ne-br-á-n-í
nechybí 	 ne-chyb-í 	 nechyb-í
nedávna 	 ne-dávn-a 	 ne-dáv-n-a
negativními 	 negat-iv-n-ími 	 neg-at-iv-n-ími
nejaktivnější 	 nej-akt-iv-n-ějš-í 	 ne-j-akt-iv-n-ějš-í
nejcitlivějším 	 nej-cit-liv-ějš-ím 	 nej-cit-l-iv-ěj-š-ím
nejdivočejší 	 nej-div-oč-ej-š-í 	 nej-div-oč-ejš-í
nejkrásnějších 	 nej-krás-n-ěj-š-í-ch 	 nej-krás-n-ěj-š-ích
nejlahodnější 	 nej-lahod-n-ěj-š-í 	 nej-lahod-n-ějš-í
nejméně 	 nej-mén-ě 	 nej-mé-n-ě
nejsladšího 	 nej-slad-š-í-ho 	 nej-slad-š-ího
nejsladším 	 nej-slad-š-í-m 	 nej-slad-š-ím
nejvzdálenější 	 nej-vz-dál-e-n-ěj-š-í 	 nej-vz-dál-e-n-ějš-í
nejzřetelněji 	 nej-zř-e-tel-n-ěji 	 nej-zř-e-teln-ěj-i
nejčastějších 	 nej-čast-ěj-š-í-ch 	 nej-čast-ějš-ích
nekvete 	 ne-kvet-e 	 ne-kve-te
nelegální 	 ne-leg-ál-n-í 	 ne-legál-ní
nenamaže 	 ne-na-maž-e 	 ne-namaž-e
nepotřebujete 	 ne-po-třeb-u-j-e-te 	 ne-po-třeb-uje-te
neprodejným 	 ne-pro-dej-n-ým 	 ne-pro-d-ej-n-ým
nepřehlédněte 	 ne-pře-hléd-n-ě-te 	 ne-pře-hléd-ně-te
neumožňuje 	 ne-u-možň-uje 	 ne-u-mož-ň-uje
nezaměstnanosti 	 ne-za-měst-n-an-ost-i 	 ne-za-měst-n-a-n-ost-i
neznámého 	 ne-zn-á-m-é-ho 	 ne-zn-á-m-ého
neztratitelnost 	 ne-z-trat-i-tel-n-ost 	 ne-z-trat-i-teln-ost
nitěných 	 nit-ěn-ý-ch 	 nit-ěn-ých
norem 	 norem 	 nor-em
nosem 	 nos-e-m 	 nos-em
novinám 	 nov-in-á-m 	 nov-in-ám
nula 	 nul-a 	 nu-l-a
nuly 	 nul-y 	 nu-l-y
nykláku 	 nyklák-u 	 nykl-ák-u
nymburka 	 nymburk-a 	 nymbur-k-a
nábytek 	 ná-by-tek 	 ná-byt-ek
nálady 	 ná-lad-y 	 nálad-y
náramného 	 ná-ram-n-é-ho 	 ná-ram-n-ého
nás 	 n-á-s 	 nás
návštěva 	 návštěv-a 	 návště-v-a
nějakém 	 ně-jak-é-m 	 ně-jak-ém
něm 	 n-ě-m 	 n-ěm
obchodníkův 	 ob-chod-ník-ův 	 ob-chod-n-ík-ův
obcích 	 obc-ích 	 ob-c-ích
obepnout 	 obe-pn-ou-t 	 obe-p-nou-t
objektem 	 ob-jekt-e-m 	 ob-jekt-em
obor 	 o-bor 	 obor
obrali 	 o-br-a-l-i 	 obr-a-l-i
obrat 	 o-br-a-t 	 obr-a-t
ocejchovávací 	 o-cejch-ová-v-a-c-í 	 o-cejch-ov-á-v-a-c-í
odborníky 	 od-bor-n-ík-y 	 od-bor-ník-y
odchylky 	 od-chyl-k-y 	 od-chylk-y
odečte 	 ode-čt-e 	 odeč-te
odečtení 	 ode-čt-en-í 	 odečt-en-í
odečtou 	 ode-čt-ou 	 odečt-ou
odmésti 	 od-mést-i 	 od-més-ti
ohořelému 	 o-hoř-e-l-é-mu 	 o-hoř-e-l-ému
okamžitě 	 ok-a-mžit-ě 	 ok-a-mž-it-ě
olšanech 	 olšan-e-ch 	 olšan-ech
omegou 	 omeg-ou 	 o-meg-ou
opačném 	 o-pač-n-é-m 	 o-pač-n-ém
oplésti 	 o-plést-i 	 o-plés-ti
opouští 	 o-pouš-t-í 	 o-poušt-í
opovažuješ 	 o-po-važ-u-j-e-š 	 o-po-važ-uje-š
orchestrem 	 orchestr-e-m 	 orchestr-em
organismus 	 organismus 	 organ-ism-us
organizují 	 organ-iz-u-j-í 	 organ-iz-uj-í
orientální 	 orient-ál-n-í 	 orient-ál-ní
orlik 	 orl-ik 	 orlik
osobu 	 o-sob-u 	 osob-u
ospalost 	 o-sp-a-l-ost 	 o-spa-l-ost
ostatních 	 o-stat-n-í-ch 	 o-stat-n-ích
ostřit 	 ostř-i-t 	 o-stř-i-t
osudem 	 o-sud-e-m 	 o-sud-em
osvědčovat 	 o-svědč-ova-t 	 o-s-vědč-ova-t
osvědčují 	 o-s-věd-č-u-j-í 	 o-s-věd-č-uj-í
otevřena 	 ote-vř-en-a 	 ote-vř-e-n-a
oxfordského 	 oxford-sk-é-ho 	 oxford-sk-ého
ozřejmit 	 o-zřejm-i-t 	 o-zřej-m-i-t
očenichat 	 o-čenich-a-t 	 očenich-a-t
pacientovi 	 pac-i-ent-ovi 	 pacient-ovi
padesátku 	 pade-sát-k-u 	 pa-desát-k-u
padly 	 pad-l-y 	 padl-y
paničko 	 pan-ič-k-o 	 pan-ičk-o
panáček 	 pan-áč-ek 	 pan-áček
petynce 	 pety-n-c-e 	 pet-ync-e
pečiva 	 peč-iv-a 	 peč-i-v-a
pečivo 	 peč-iv-o 	 peč-i-v-o
pilují 	 pil-u-j-í 	 pil-uj-í
pitomej 	 pitom-ej 	 pito-m-ej
placení 	 plac-en-í 	 plac-e-n-í
plakáty 	 plakát-y 	 plak-át-y
planul 	 plan-u-l 	 pla-nu-l
plat 	 plat 	 pl-a-t
plačící 	 plač-í-c-í 	 plač-íc-í
pleteného 	 plet-en-é-ho 	 plet-en-ého
plivám 	 pliv-á-m 	 pliv-ám
plodem 	 plod-e-m 	 plod-em
pobočkové 	 po-boč-k-ov-é 	 po-boč-k-ové
pobožnější 	 po-bož-n-ěj-š-í 	 po-bož-n-ějš-í
podhrnout 	 pod-hrn-ou-t 	 pod-hr-nou-t
podlitina 	 pod-li-t-in-a 	 pod-li-tin-a
podnikám 	 pod-nik-á-m 	 pod-nik-ám
podobného 	 po-dob-n-é-ho 	 po-dob-n-ého
podružstevnit 	 po-druž-stev-n-i-t 	 po-druž-stevn-i-t
podráždění 	 po-drážd-ěn-í 	 podrážd-ěn-í
podvésti 	 pod-vést-i 	 pod-vés-ti
pohotovějším 	 po-hotov-ějš-ím 	 po-hotov-ěj-š-ím
pojísti 	 po-jíst-i 	 po-jís-t-i
politických 	 polit-ic-k-ý-ch 	 polit-ic-k-ých
polyvalence 	 poly-valenc-e 	 poly-valen-c-e
poměrem 	 po-měr-e-m 	 po-měr-em
poplatník 	 po-plat-ník 	 po-plat-n-ík
poplatníka 	 po-plat-ník-a 	 po-plat-n-ík-a
poplatníky 	 po-plat-ník-y 	 po-plat-n-ík-y
poproduktivní 	 po-pro-duk-t-iv-n-í 	 po-pro-dukt-iv-n-í
porculánu 	 porculán-u 	 porcul-án-u
porovnání 	 po-rovn-ání 	 po-r-ovn-á-n-í
porůsti 	 po-růst-i 	 po-růs-ti
posily 	 po-sil-y 	 po-s-il-y
posluchače 	 po-sluch-a-č-e 	 po-sluch-ač-e
posluchačů 	 po-sluch-a-č-ů 	 po-sluch-ač-ů
pouhém 	 pouh-é-m 	 pouh-ém
povolaný 	 po-vol-an-ý 	 po-vol-a-n-ý
povyrůsti 	 po-vy-růst-i 	 po-vy-růs-ti
povzbudivé 	 po-vz-bud-i-v-é 	 po-vz-bud-iv-é
početí 	 po-č-e-t-í 	 po-če-t-í
počkám 	 po-čk-á-m 	 po-čk-ám
praktickým 	 prakt-ic-k-ý-m 	 prakt-ic-k-ým
pramene 	 pramen-e 	 pra-mene
profesory 	 pro-fes-or-y 	 pro-fesor-y
projednáním 	 pro-jed-n-án-ím 	 pro-jedn-á-n-ím
proklásti 	 pro-klást-i 	 pro-klás-ti
prokormidlovavší 	 pro-kormidl-ova-vš-í 	 pro-korm-i-dl-ova-vš-í
promnout 	 pro-mn-ou-t 	 pro-m-nou-t
prosimás 	 prosimás 	 prosim-ás
prostějovsko 	 prostějov-sk-o 	 pro-stěj-ov-sk-o
prostějově 	 prostějov-ě 	 pro-stěj-ov-ě
protokol 	 protokol 	 proto-kol
provincií 	 provinc-i-í 	 pro-vinc-i-í
pročež 	 pro-č-e-ž 	 pro-čež
prstíčky 	 prst-íč-k-y 	 prst-íčk-y
právem 	 práv-e-m 	 práv-em
psacím 	 ps-a-c-í-m 	 ps-a-c-ím
psaním 	 ps-a-n-í-m 	 ps-a-n-ím
psychično 	 psych-ič-n-o 	 psychič-n-o
psychologistickou 	 psycho-log-ist-ic-k-ou 	 psych-o-log-ist-ic-k-ou
psům 	 ps-ů-m 	 ps-ům
ptejme 	 pt-ej-me 	 ptej-me
purple 	 purple 	 purpl-e
pusinka 	 pus-in-k-a 	 pus-ink-a
pučálka 	 pučálk-a 	 pučál-k-a
pzt 	 p-z-t 	 pz-t
pánové 	 pán-ové 	 pán-ov-é
pápěrka 	 pá-pěr-k-a 	 pápěr-k-a
píti 	 pít-i 	 pí-ti
pěkném 	 pěkn-é-m 	 pěkn-ém
pěst 	 pěst 	 pěs-t
pětikorunovou 	 pět-i-korun-ov-ou 	 pět-ikorunov-ou
pětistovkou 	 pět-i-st-ovk-ou 	 pět-ist-ov-k-ou
předcházejí 	 před-cház-e-j-í 	 před-cház-ej-í
předepíše 	 přede-píš-e 	 předepíše
předložit 	 před-lož-i-t 	 pře-d-lož-i-t
předobjednávání 	 před-ob-jedn-á-v-á-n-í 	 pře-dob-jedn-á-v-á-n-í
předsedům 	 před-sed-ů-m 	 před-sed-ům
předstihujícím 	 před-stih-uj-í-c-í-m 	 před-stih-uj-íc-ím
přejímce 	 pře-j-í-m-c-e 	 pře-jím-c-e
přemýšlivější 	 pře-mýšl-iv-ějš-í 	 pře-mýšl-iv-ěj-š-í
přepnout 	 pře-pn-ou-t 	 pře-p-nou-t
přesnější 	 přesn-ěj-š-í 	 přesn-ějš-í
připomenout 	 při-po-men-ou-t 	 při-po-me-nou-t
přirovnat 	 při-rov-n-a-t 	 při-rovn-a-t
přisvědčit 	 při-svědč-i-t 	 při-s-vědč-i-t
přiznej 	 při-zn-e-j 	 při-zn-ej
přišinout 	 při-šin-ou-t 	 při-ši-nou-t
příjmy 	 pří-jm-y 	 pří-j-m-y
přímém 	 přím-é-m 	 přím-ém
přítomném 	 pří-t-o-m-n-é-m 	 pří-t-o-m-n-ém
přítomnými 	 pří-t-o-m-n-ý-m-i 	 pří-t-o-m-n-ými
příštího 	 příšt-í-ho 	 pří-št-ího
příštím 	 příšt-ím 	 příšt-í-m
pšenka 	 pšen-k-a 	 pšenk-a
québec 	 québec 	 québ-ec
raději 	 rad-ěji 	 rad-ěj-i
rallye 	 rallye 	 rall-ye
raneček 	 raneč-ek 	 raneček
regentíkův 	 regent-ík-ův 	 regentík-ův
rejstříku 	 rejstřík-u 	 rejstř-ík-u
rektorem 	 rekt-or-em 	 rektor-em
relativizování 	 relat-iv-izová-n-í 	 rel-at-iv-iz-ová-n-í
rider 	 rid-er 	 rider
rivalové 	 rival-ové 	 rival-ov-é
roháček 	 roh-áč-ek 	 roháč-ek
rolničit 	 rol-n-ič-i-t 	 rol-nič-i-t
roxby 	 roxby 	 rox-b-y
rozhrnula 	 roz-hrn-u-l-a 	 roz-hr-nu-l-a
rozkošným 	 roz-koš-n-ý-m 	 roz-koš-n-ým
rozpočísti 	 roz-po-číst-i 	 roz-po-čís-ti
rozumových 	 roz-um-ov-ý-ch 	 roz-um-ov-ých
rozutíkat 	 roz-utík-a-t 	 roz-u-tík-a-t
rozčechrávat 	 roz-čechr-á-v-a-t 	 roz-čechrá-v-a-t
rupií 	 rupi-í 	 rup-i-í
rusové 	 rus-ové 	 rus-ov-é
rázem 	 ráz-e-m 	 ráz-em
rázná 	 ráz-n-á 	 rázn-á
různými 	 různ-ý-m-i 	 různ-ými
samozřejmá 	 sam-o-zř-ejm-á 	 sam-o-zř-ej-m-á
sbuntován 	 s-bunt-ová-n 	 sbunt-ová-n
schodech 	 s-chod-e-ch 	 s-chod-ech
schovat 	 s-chov-a-t 	 s-chova-t
scorpions 	 scorpion-s 	 s-corp-ions
sebelepší 	 seb-e-lep-š-í 	 se-b-e-lep-š-í
sebeničením 	 s-eb-e-ni-č-en-í-m 	 seb-e-nič-en-ím
sebevíce 	 seb-e-víc-e 	 seb-e-více
sedláková 	 sedl-ák-ov-á 	 sed-l-ák-ov-á
sedmihradsku 	 sedmihradsk-u 	 sedm-i-hrad-sk-u
seminární 	 semin-ár-n-í 	 semin-ár-ní
separátní 	 se-par-át-n-í 	 separát-n-í
sepnout 	 se-pn-ou-t 	 se-p-nou-t
signalizovali 	 signal-iz-ova-l-i 	 sign-al-iz-ova-l-i
silence 	 silence 	 silen-c-e
sklapne 	 s-klap-n-e 	 s-klap-ne
skutečnosti 	 s-kut-eč-n-ost-i 	 skuteč-n-ost-i
skutečném 	 s-kut-eč-n-é-m 	 skuteč-n-ém
slavnějším 	 slav-n-ěj-š-í-m 	 slav-n-ějš-ím
slev 	 s-lev 	 slev
slevu 	 s-lev-u 	 slev-u
sloupoví 	 sloup-ov-í 	 s-loup-ov-í
slovensko 	 sloven-sk-o 	 slov-en-sk-o
slovným 	 slov-n-ý-m 	 slov-n-ým
smrtelném 	 s-mr-tel-n-é-m 	 s-mr-teln-ém
smrtelnému 	 s-mr-tel-n-é-mu 	 s-mr-teln-ému
smyslových 	 s-mysl-ov-ý-ch 	 s-mysl-ov-ých
smésti 	 s-mést-i 	 s-més-ti
směrem 	 s-měr-e-m 	 s-měr-em
snahami 	 snah-a-m-i 	 snah-ami
sobě 	 s-ob-ě 	 sob-ě
solarmax 	 solar-max 	 solarmax
solidních 	 solid-n-í-ch 	 solid-n-ích
sotva 	 sotva 	 sotv-a
souboj 	 sou-boj 	 souboj
soukromník 	 sou-krom-ník 	 sou-krom-n-ík
sousedního 	 sou-sed-n-í-ho 	 sou-sed-n-ího
soutěž 	 sou-těž 	 sou-t-ěž
soutěže 	 sou-těž-e 	 sou-tě-ž-e
specifickým 	 speci-fic-k-ý-m 	 speci-fic-k-ým
speciál 	 speci-ál 	 spec-iál
spekulantem 	 spek-ul-ant-e-m 	 spekul-ant-em
spojkami 	 s-poj-k-a-m-i 	 s-poj-k-ami
spokojíte 	 s-pokoj-í-te 	 s-po-koj-í-te
spolupůsobit 	 spol-u-působ-i-t 	 spolu-pů-sob-i-t
sponzorsky 	 sponzor-sk-y 	 s-ponzor-sk-y
srovnatelná 	 s-rov-n-a-teln-á 	 s-rovn-a-teln-á
stagnuje 	 stagn-uje 	 stag-n-uje
stanovení 	 stan-ov-en-í 	 stanov-en-í
stanovit 	 stan-ov-i-t 	 stanov-i-t
starožitných 	 star-o-ži-t-n-ých 	 star-oži-t-n-ých
starých 	 star-ý-ch 	 star-ých
stavení 	 sta-v-en-í 	 stav-en-í
stejném 	 stej-n-é-m 	 stejn-ém
stojaté 	 stoj-at-é 	 stoj-a-t-é
stokorunovou 	 st-o-korun-ov-ou 	 sto-korunov-ou
století 	 st-o-let-í 	 stol-e-t-í
stones 	 stone-s 	 sto-nes
